LoadLevel,Node_1_Node_2_cac1,Node_1_Node_2_cac2,Node_1_Node_2_cac3,Node_1_Node_2_eac1,Node_1_Node_3_cac1,Node_1_Node_3_cac3,Node_1_Node_3_eac1,Node_2_Node_3_cac1,Node_2_Node_3_cac2,Node_2_Node_3_cac3,Node_2_Node_3_eac1
01-21 07:00:00+01:00,-0.02625,-0.0525,-0.105,0.00596982596,0.03,0.12,0.06,0.0110235485199936,-0.06,-0.12,0.0570150870200063
01-21 08:00:00+01:00,-0.02625,-0.0525,-0.105,0.0036612243199999,0.03,0.12,0.06,-0.03,-0.06,-0.0850737613900028,0.0581693878400028
01-21 09:00:00+01:00,-0.02625,-0.0525,-0.105,0.0004019792399999,0.03,0.12,0.06,-0.03,-0.06,-0.097038388290002,0.059799010380002
01-21 10:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05724867266,-0.0153381000899981,-0.06,-0.12,0.0572486726599981
01-21 11:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0591979787499999,-0.0259094528299985,-0.06,-0.12,0.0591979787499985
01-21 12:00:00+01:00,-0.02625,-0.0525,-0.105,0.0016442789099999,0.03,0.12,0.06,-0.0291800251950031,-0.06,-0.12,0.0591778605450031
01-21 13:00:00+01:00,-0.02625,-0.0525,-0.105,0.00647689799,0.03,0.12,0.06,-0.03,-0.056070945375004,-0.12,0.056761551005004
01-21 14:00:00+01:00,-0.02625,-0.0525,-0.105,0.0111386043999999,0.03,0.12,0.06,-0.03,-0.0529007406500054,-0.12,0.0544306978000054
01-21 15:00:00+01:00,-0.02625,-0.0525,-0.105,0.0116435418999999,0.03,0.12,0.06,-0.0159085472900054,-0.06,-0.12,0.0541782290500054
01-21 16:00:00+01:00,-0.02625,-0.0525,-0.105,0.0127523287499999,0.03,0.12,0.06,-0.0051205973850055,-0.06,-0.12,0.0536238356250055
01-21 17:00:00+01:00,-0.02625,-0.0525,-0.105,0.0089685960099999,0.03,0.12,0.06,-0.03,-0.06,-0.0842196814550047,0.0555157019950047
01-21 18:00:00+01:00,-0.02625,-0.0525,-0.105,0.0089315711699999,0.03,0.12,0.06,-0.03,-0.022659526885004,-0.12,0.055534214415004
01-21 19:00:00+01:00,-0.02625,-0.0525,-0.105,0.00964551525,0.03,0.12,0.06,-0.03,-0.0236945162250025,-0.12,0.0551772423750026
01-21 20:00:00+01:00,-0.02625,-0.0525,-0.105,0.0105305157599999,0.03,0.12,0.06,-0.03,-0.0251602543700038,-0.12,0.0547347421200038
01-21 21:00:00+01:00,-0.02625,-0.0525,-0.105,0.0129675785899999,0.03,0.12,0.06,0.0001847538349981,-0.06,-0.12,0.0535162107050018
01-21 22:00:00+01:00,-0.02625,-0.0525,-0.105,0.0134864543999999,0.03,0.12,0.06,-0.03,-0.06,-0.0942783148000071,0.0532567728000071
01-21 23:00:00+01:00,-0.02625,-0.0525,-0.105,0.0157985991399999,0.03,0.12,0.06,-0.03,-0.06,-0.0947140358200008,0.0521007004300008
01-22 00:00:00+01:00,-0.02625,-0.0525,-0.105,0.0177605957099999,0.03,0.12,0.06,-0.0041406203950038,-0.06,-0.12,0.0511197021450038
01-22 01:00:00+01:00,-0.02625,-0.0525,-0.105,0.0192778091399999,0.03,0.12,0.06,-0.0029612860300052,-0.06,-0.12,0.0503610954300052
01-22 02:00:00+01:00,-0.02625,-0.0525,-0.105,0.0189720488699999,0.03,0.12,0.06,-0.03,-0.06,-0.0923317159650066,0.0505139755650066
01-22 03:00:00+01:00,-0.02625,-0.0525,-0.105,0.0187654475399999,0.03,0.12,0.06,0.0005038516699952,-0.06,-0.12,0.0506172762300047
01-22 04:00:00+01:00,-0.02625,-0.0525,-0.105,0.0191904787899999,0.03,0.12,0.06,-0.03,-0.0223171193450039,-0.12,0.0504047606050039
01-22 05:00:00+01:00,-0.02625,-0.0525,-0.105,0.0201648738699999,0.03,0.12,0.06,0.0192836740749925,-0.06,-0.12,0.0499175630650074
01-22 06:00:00+01:00,-0.02625,-0.0525,-0.105,0.0159343550699999,0.03,0.12,0.06,-0.03,-0.06,-0.0677579420650074,0.0520328224650074
01-22 07:00:00+01:00,-0.02625,-0.0525,-0.105,0.0114555835899999,0.03,0.12,0.06,0.0151057767449977,-0.06,-0.12,0.0542722082050022
01-22 08:00:00+01:00,-0.02625,-0.0525,-0.105,0.00704790811,0.03,0.12,0.06,-0.03,-0.0237276954550076,-0.12,0.0564760459450076
01-22 09:00:00+01:00,-0.02625,-0.0525,-0.105,0.0042386906999999,0.03,0.12,0.06,-0.0069795256400049,-0.06,-0.12,0.057880654650005
01-22 10:00:00+01:00,-0.02625,-0.0525,-0.105,0.0030438719499999,0.03,0.12,0.06,-0.03,-0.06,-0.1115293292150005,0.0584780640250005
01-22 11:00:00+01:00,-0.02625,-0.0525,-0.105,0.0058320393599999,0.03,0.12,0.06,-0.03,-0.0574765148400056,-0.12,0.0570839803200055
01-22 12:00:00+01:00,-0.02625,-0.0525,-0.105,0.0103073768599999,0.03,0.12,0.06,-0.03,-0.0594115507900042,-0.12,0.0548463115700042
01-22 13:00:00+01:00,-0.02625,-0.0525,-0.105,0.0129675706099999,0.03,0.12,0.06,-0.03,-0.06,-0.1157948067750074,0.0535162146950074
01-22 14:00:00+01:00,-0.02625,-0.0525,-0.105,0.0158360616899999,0.03,0.12,0.06,-0.0222556539150036,-0.06,-0.12,0.0520819691550036
01-22 15:00:00+01:00,-0.02625,-0.0525,-0.105,0.0133504380299999,0.03,0.12,0.06,-0.0181745137050013,-0.06,-0.12,0.0533247809850013
01-22 16:00:00+01:00,-0.02625,-0.0525,-0.105,0.01043741971,0.03,0.12,0.06,-0.03,-0.0397931672750061,-0.12,0.0547812901450061
01-22 17:00:00+01:00,-0.02625,-0.0525,-0.105,0.00833480855,0.03,0.12,0.06,-0.03,-0.0251611261750008,-0.12,0.0558325957250008
01-22 18:00:00+01:00,-0.02625,-0.0525,-0.105,0.0040504272999999,0.03,0.12,0.06,-0.03,-0.0219912554000051,-0.12,0.0579747863500051
01-22 19:00:00+01:00,-0.02625,-0.0525,-0.105,0.0027106906999999,0.03,0.12,0.06,-0.03,-0.0236316570900064,-0.12,0.0586446546500064
01-22 20:00:00+01:00,-0.02625,-0.0525,-0.105,0.00407115277,0.03,0.12,0.06,0.0051837644249943,-0.06,-0.12,0.0579644236150056
01-22 21:00:00+01:00,-0.02625,-0.0525,-0.105,0.00430518585,0.03,0.12,0.06,-0.03,-0.0306554650150053,-0.12,0.0578474070750053
01-22 22:00:00+01:00,-0.02625,-0.0525,-0.105,0.0059120349799999,0.03,0.12,0.06,-0.03,-0.0338609794900083,-0.12,0.0570439825100083
01-22 23:00:00+01:00,-0.02625,-0.0525,-0.105,0.0095417903899999,0.03,0.12,0.06,-0.03,-0.06,-0.0933418678750028,0.0552291048050028
01-23 00:00:00+01:00,-0.02625,-0.0525,-0.105,0.0060297804099999,0.03,0.12,0.06,-0.03,-0.0351997223550049,-0.12,0.0569851097950049
01-23 01:00:00+01:00,-0.02625,-0.0525,-0.105,0.0075627664799999,0.03,0.12,0.06,-0.0034168596600043,-0.06,-0.12,0.0562186167600043
01-23 02:00:00+01:00,-0.02625,-0.0525,-0.105,0.00905260914,0.03,0.12,0.06,-0.0010245263400096,-0.06,-0.12,0.0554736954300096
01-23 03:00:00+01:00,-0.02625,-0.0525,-0.105,0.0096736212699999,0.03,0.12,0.06,-0.03,-0.0265141167750051,-0.12,0.0551631893650051
01-23 04:00:00+01:00,-0.02625,-0.0525,-0.105,0.00894230877,0.03,0.12,0.06,0.0118437454549985,-0.06,-0.12,0.0555288456150014
01-23 05:00:00+01:00,-0.02625,-0.0525,-0.105,0.0078968403899999,0.03,0.12,0.06,-0.03,-0.006837453105005,-0.12,0.056051579805005
01-23 06:00:00+01:00,-0.02625,-0.0525,-0.1015362858099999,0.0,0.03,0.12,0.06,0.0218165097,-0.06,-0.12,0.06
01-23 07:00:00+01:00,-0.02625,-0.0525,-0.105,0.0002267747699999,0.03,0.12,0.06,-0.03,-0.06,-0.0739420535150096,0.0598866126150096
01-23 08:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0572303529999999,-0.03,-0.06,-0.0772386680199999,0.0572303529999999
01-23 09:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05562649712,-0.0008634798700016,-0.06,-0.12,0.0556264971200016
01-23 10:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05371743462,-0.03,-0.06,-0.1063383285299981,0.0537174346199981
01-23 11:00:00+01:00,-0.02625,-0.0525,-0.105,6.145417600272873e-05,0.03,0.12,0.0553818300739972,-0.03,-0.06,-0.12,0.0553511029860027
01-23 12:00:00+01:00,-0.02625,-0.0525,-0.105,0.0037050019880027,0.03,0.12,0.0534502760119972,-0.03,-0.06,-0.12,0.0515977750180027
01-23 13:00:00+01:00,-0.02625,-0.0525,-0.105,0.0061589653480027,0.03,0.12,0.0531791251519972,-0.03,-0.06,-0.12,0.0500996424780027
01-23 14:00:00+01:00,-0.02625,-0.0525,-0.105,0.0068320418440027,0.03,0.12,0.0547772542059972,-0.03,-0.06,-0.12,0.0513612332840027
01-23 15:00:00+01:00,-0.02625,-0.0525,-0.105,0.0045673248800027,0.03,0.12,0.0575844340299972,-0.03,-0.06,-0.12,0.0553007715900027
01-23 16:00:00+01:00,-0.02625,-0.0525,-0.105,0.0020561607099999,0.03,0.12,0.06,-0.03,-0.06,-0.1129510659750073,0.0589719196450073
01-23 17:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05805541107,-0.03,-0.0286112280199972,-0.12,0.0580554110699972
01-23 18:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0563832798199999,-0.03,-0.06,-0.0768153201099996,0.0563832798199996
01-23 19:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0582011658699999,-0.03,-0.06,-0.081198117259998,0.058201165869998
01-23 20:00:00+01:00,-0.02625,-0.0525,-0.105,0.00052975157,0.03,0.12,0.06,-0.03,-0.06,-0.0863403390350102,0.0597351242150102
01-23 21:00:00+01:00,-0.02625,-0.0525,-0.105,0.00342798618,0.03,0.12,0.06,-0.03,-0.0302594165100047,-0.12,0.0582860069100047
01-23 22:00:00+01:00,-0.02625,-0.0525,-0.105,0.0043748638299999,0.03,0.12,0.06,-0.03,-0.0345342256250075,-0.12,0.0578125680850075
01-23 23:00:00+01:00,-0.02625,-0.0525,-0.105,0.0053896977299999,0.03,0.12,0.06,-0.0042643704550013,-0.06,-0.12,0.0573051511350013
01-24 00:00:00+01:00,-0.02625,-0.0525,-0.105,0.0032060419199999,0.03,0.12,0.06,-0.0054083541100055,-0.06,-0.12,0.0583969790400055
01-24 01:00:00+01:00,-0.02625,-0.0525,-0.105,0.00334362152,0.03,0.12,0.06,-0.0041656995600032,-0.06,-0.12,0.0583281892400032
01-24 02:00:00+01:00,-0.02625,-0.0525,-0.105,0.0057070999499999,0.03,0.12,0.06,-0.03,-0.0311569344850112,-0.12,0.0571464500250112
01-24 03:00:00+01:00,-0.02625,-0.0525,-0.105,0.0057610885999999,0.03,0.12,0.06,-0.03,-0.0269372733000057,-0.12,0.0571194557000057
01-24 04:00:00+01:00,-0.02625,-0.0525,-0.105,0.00499664485,0.03,0.12,0.06,0.0109524501749967,-0.06,-0.12,0.0575016775750032
01-24 05:00:00+01:00,-0.02625,-0.0525,-0.105,0.0052260749499999,0.03,0.12,0.06,-0.03,-0.06,-0.0677043676250085,0.0573869625250085
01-24 06:00:00+01:00,-0.02625,-0.0508210285999999,-0.105,0.0,0.03,0.12,0.06,0.0222106198,-0.06,-0.12,0.06
01-24 07:00:00+01:00,-0.02581229235,-0.0525,-0.105,0.0,0.03,0.12,0.06,0.0164653248999999,-0.06,-0.12,0.06
01-24 08:00:00+01:00,-0.02625,-0.0525,-0.105,-0.0003171351133378,0.03,0.12,0.0598414324433378,0.0078991894666621,-0.06,-0.12,0.06
01-24 09:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0585559274299999,-0.03,-0.0355088748899998,-0.12,0.0585559274299998
01-24 10:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0523892836799999,-0.03,-0.06,-0.1023548615900018,0.0523892836800018
01-24 11:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0505879973299999,-0.03,-0.06,-0.1096977607299988,0.0505879973299988
01-24 12:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05050115983,-0.03,-0.06,-0.1150404917900006,0.0505011598300006
01-24 13:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0513306910799999,-0.03,-0.06,-0.1180972636299974,0.0513306910799974
01-24 14:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05190130587,-0.0278575941400033,-0.06,-0.12,0.0519013058700034
01-24 15:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0535597047199999,-0.026494539000003,-0.06,-0.12,0.053559704720003
01-24 16:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05354939273,-0.014263001449999,-0.06,-0.12,0.0535493927299989
01-24 17:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0528782790999999,0.0076240336899974,-0.06,-0.12,0.0528782791000025
01-24 18:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0574726791,-0.03,-0.0219657060099989,-0.12,0.0574726790999989
01-24 19:00:00+01:00,-0.02625,-0.0525,-0.105,0.00480315868,0.03,0.12,0.06,-0.03,-0.024879280530006,-0.12,0.057598420660006
01-24 20:00:00+01:00,-0.02625,-0.0525,-0.105,0.01068193941,0.03,0.12,0.06,0.0073051932849937,-0.06,-0.12,0.0546590302950062
01-24 21:00:00+01:00,-0.02625,-0.0525,-0.105,0.0142514923299999,0.03,0.12,0.06,0.0053668078949929,-0.06,-0.12,0.052874253835007
01-24 22:00:00+01:00,-0.02625,-0.0525,-0.105,0.0173925162999999,0.03,0.12,0.06,0.0036590967999938,-0.06,-0.12,0.0513037418500061
01-24 23:00:00+01:00,-0.02625,-0.0525,-0.105,0.0205079902699999,0.03,0.12,0.06,0.0043920882049945,-0.06,-0.12,0.0497460048650054
01-25 00:00:00+01:00,-0.02625,-0.0525,-0.105,0.0190043284499999,0.03,0.12,0.06,0.0034161860249957,-0.06,-0.12,0.0504978357750042
01-25 01:00:00+01:00,-0.02625,-0.0525,-0.105,0.02146562657,0.03,0.12,0.06,0.005664556354992,-0.06,-0.12,0.0492671867150079
01-25 02:00:00+01:00,-0.02625,-0.0525,-0.105,0.0223453720199999,0.03,0.12,0.06,0.0071501005799952,-0.06,-0.12,0.0488273139900047
01-25 03:00:00+01:00,-0.02625,-0.0525,-0.105,0.02349956843,0.03,0.12,0.06,-0.03,-0.0201785633250035,-0.12,0.0482502157850035
01-25 04:00:00+01:00,-0.02625,-0.0525,-0.105,0.0248008246799999,0.03,0.12,0.06,-0.03,-0.0151161914500063,-0.12,0.0475995876600063
01-25 05:00:00+01:00,-0.02625,-0.0525,-0.105,0.0253708282699999,0.03,0.12,0.06,0.0207150653349918,-0.06,-0.12,0.0473145858650082
01-25 06:00:00+01:00,-0.02625,-0.0525,-0.105,0.0202998723699999,0.03,0.12,0.06,-0.03,-0.0068461870150062,-0.12,0.0498500638150062
01-25 07:00:00+01:00,-0.02625,-0.0525,-0.105,0.0182489780299999,0.03,0.12,0.06,0.0228354837149914,-0.06,-0.12,0.0508755109850085
01-25 08:00:00+01:00,-0.02625,-0.0525,-0.105,0.0158738603899999,0.03,0.12,0.06,0.0173543113949964,-0.06,-0.12,0.0520630698050035
01-25 09:00:00+01:00,-0.02625,-0.0525,-0.105,0.0135818827399999,0.03,0.12,0.06,-0.0009625582100046,-0.06,-0.12,0.0532090586300046
01-25 10:00:00+01:00,-0.02625,-0.0525,-0.105,0.0099040389899999,0.03,0.12,0.06,-0.03,-0.0521964972050076,-0.12,0.0550479805050076
01-25 11:00:00+01:00,0.0193940791399999,-0.0525,0.105,0.0525,-0.03,-0.12,0.06,-0.03,0.0176050800699931,0.12,0.0337500000000068
01-25 12:00:00+01:00,0.0167259541399999,-0.0525,0.105,0.0525,-0.03,-0.12,0.06,-0.03,0.0116901189799931,0.12,0.0337500000000068
01-25 13:00:00+01:00,0.0153705603899999,-0.0525,0.105,0.0525,-0.03,-0.12,0.06,-0.03,0.0087456034599931,0.12,0.0337500000000068
01-25 14:00:00+01:00,-0.02625,-0.0117223530499999,0.105,0.0525,-0.03,-0.12,0.06,-0.03,0.0091963605699931,0.12,0.0337500000000068
01-25 15:00:00+01:00,-0.02625,-0.0133305056999999,0.105,0.0525,-0.03,-0.12,0.06,-0.03,0.0153162256999931,0.12,0.0337500000000068
01-25 16:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0590683872699999,-0.0261102405499969,-0.06,-0.12,0.0590683872699969
01-25 17:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0588890908699999,-0.0046318321100022,-0.06,-0.12,0.0588890908700023
01-25 18:00:00+01:00,-0.02625,-0.05077897163,-0.105,0.0,0.03,0.12,0.06,-0.03,-0.06,-0.0878640918099999,0.06
01-25 19:00:00+01:00,-0.02625,-0.0525,-0.105,0.0052648889899999,0.03,0.12,0.06,0.0042871766249909,-0.06,-0.12,0.057367555505009
01-25 20:00:00+01:00,-0.02625,-0.0525,-0.105,0.0072401397599999,0.03,0.12,0.06,-0.03,-0.0258646350500015,-0.12,0.0563799301200015
01-25 21:00:00+01:00,-0.02625,-0.0525,-0.105,0.0091289422499999,0.03,0.12,0.06,0.0021441296549951,-0.06,-0.12,0.0554355288750048
01-25 22:00:00+01:00,-0.02625,-0.0525,-0.105,0.0094169125199999,0.03,0.12,0.06,-0.03,-0.06,-0.0910450173400065,0.0552915437400065
01-25 23:00:00+01:00,-0.02625,-0.0525,-0.105,0.0098740703199999,0.03,0.12,0.06,-0.03,-0.06,-0.0918087074900058,0.0550629648400058
01-26 00:00:00+01:00,-0.02625,-0.0525,-0.105,0.0061528712099999,0.03,0.12,0.06,-0.0041805251950059,-0.06,-0.12,0.0569235643950059
01-26 01:00:00+01:00,-0.02625,-0.0525,-0.105,0.0060242941099999,0.03,0.12,0.06,-0.03,-0.0336174960250056,-0.12,0.0569878529450056
01-26 02:00:00+01:00,-0.02625,-0.0525,-0.105,0.0054139253399999,0.03,0.12,0.06,-0.03,-0.0333592752600073,-0.12,0.0572930373300073
01-26 03:00:00+01:00,-0.02625,-0.0525,-0.105,0.00405003575,0.03,0.12,0.06,-0.03,-0.06,-0.0920184120150084,0.0579749821250084
01-26 04:00:00+01:00,-0.02625,-0.0525,-0.105,0.00408911075,0.03,0.12,0.06,0.0008918443049959,-0.06,-0.12,0.057955444625004
01-26 05:00:00+01:00,-0.02625,-0.0525,-0.105,0.0036846878399999,0.03,0.12,0.06,0.0052701643,-0.06,-0.12,0.0581576560799999
01-26 06:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05853862959,0.0106670771599997,-0.06,-0.12,0.0585386295900002
01-26 07:00:00+01:00,-0.02625,-0.0525,-0.105,0.0525,0.03,0.12,0.0054014609099999,-0.03,-0.06,0.0545521796599909,-0.0208485390899909
01-26 08:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05678836095,-0.03,-0.06,-0.0786079917900017,0.0567883609500017
01-26 09:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05215838805,0.0039577042700002,-0.06,-0.12,0.0521583880499997
01-26 10:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.04518515055,-0.0004888141300007,-0.06,-0.12,0.0451851505500008
01-26 11:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.04136681095,-0.0024367477299985,-0.06,-0.12,0.0413668109499985
01-26 12:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0377460296999999,-0.0003817816099993,-0.06,-0.12,0.0377460296999993
01-26 13:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0364791921999999,-0.03,-0.06,-0.0882863145599994,0.0364791921999994
01-26 14:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0387901005299999,-0.03,-0.0306680915799977,-0.12,0.0387901005299977
01-26 15:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.04045629637,-0.03,-0.0277709299300027,-0.12,0.0404562963700027
01-26 16:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0385541255599999,-0.03,-0.0115644678500014,-0.12,0.0385541255600014
01-26 17:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03912549016,-0.03,-0.06,-0.0497789357999973,0.0391254901599972
01-26 18:00:00+01:00,0.02625,0.0525,0.105,-0.0341806342999987,-0.03,-0.12,0.0084768932099996,0.03,0.06,0.12,0.0255672103600003
01-26 19:00:00+01:00,0.02625,0.0525,0.068045372885,0.0,-0.03,-0.12,0.016483683915,0.03,0.06,0.12,0.016483683915
01-26 20:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0495102651,0.021554039820002,-0.06,-0.12,0.0495102650999979
01-26 21:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05133645465,-0.03,-0.06,-0.0767931589799997,0.0513364546499997
01-26 22:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05304789625,-0.03,-0.0249933062300001,-0.12,0.0530478962500001
01-26 23:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05486586286,0.0005994486700007,-0.06,-0.12,0.0548658628599992
01-27 00:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05488447615,-0.03,-0.0292871431000026,-0.12,0.0548844761500026
01-27 01:00:00+01:00,-0.02625,-0.0525,-0.105,0.0525,0.03,0.12,0.0043800842399999,0.0086971853399917,0.06,-0.12,-0.0218699157599917
01-27 02:00:00+01:00,-0.02625,-0.0525,-0.105,0.0525,0.03,0.12,0.0055066958799999,-0.03,-0.06,0.0381615835599919,-0.0207433041199919
01-27 03:00:00+01:00,-0.02625,-0.0525,-0.105,0.0525,0.03,0.12,0.0069119860799999,0.0092510482199917,0.06,-0.12,-0.0193380139199916
01-27 04:00:00+01:00,-0.02625,-0.0525,-0.1028150237299999,0.0,0.03,0.12,0.06,0.0053189643799999,-0.06,-0.12,0.06
01-27 05:00:00+01:00,-0.0226075031999999,-0.0525,-0.105,0.0,0.03,0.12,0.06,0.0172218762,-0.06,-0.12,0.06
01-27 06:00:00+01:00,-0.02625,-0.0525,-0.105,0.0046748610799999,0.03,0.12,0.06,-0.03,-0.06,-0.0682704684600033,0.0576625694600033
01-27 07:00:00+01:00,-0.02625,-0.0525,-0.105,0.0038629306899999,0.03,0.12,0.06,0.0151154125449987,-0.06,-0.12,0.0580685346550012
01-27 08:00:00+01:00,-0.02625,-0.0525,-0.105,0.00146655472,0.03,0.12,0.06,-0.03,-0.06,-0.0839337401500089,0.0592667226400089
01-27 09:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0595305564399999,-0.03,-0.06,-0.0982644913100018,0.0595305564400018
01-27 10:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0584482849999999,-0.03,-0.06,-0.1126058919399972,0.0584482849999972
01-27 11:00:00+01:00,-0.02625,-0.0525,-0.105,0.0005458939120027,0.03,0.12,0.0578387865979972,-0.03,-0.06,-0.12,0.0575658396420027
01-27 12:00:00+01:00,-0.02625,-0.0525,-0.105,0.0049193429560027,0.03,0.12,0.0560718795439972,-0.03,-0.06,-0.12,0.0536122080660027
01-27 13:00:00+01:00,-0.02625,-0.0525,-0.105,0.0089015612000027,0.03,0.12,0.0560612577399972,-0.03,-0.06,-0.12,0.0516104771400027
01-27 14:00:00+01:00,-0.02625,-0.0067387328499999,0.105,0.0525,-0.03,-0.12,0.06,-0.03,0.0151075308899931,0.12,0.0337500000000068
01-27 15:00:00+01:00,-0.02625,-0.0525,-0.105,0.0112238887120027,0.03,0.12,0.0594243346879972,-0.03,-0.06,-0.12,0.0538123903320027
01-27 16:00:00+01:00,-0.02625,-0.0525,-0.105,0.0101509992599999,0.03,0.12,0.06,-0.03,-0.06,-0.110556077180007,0.054924500370007
01-27 17:00:00+01:00,-0.02625,-0.0525,-0.105,0.00888580276,0.03,0.12,0.06,-0.0015342465600041,-0.06,-0.12,0.0555570986200041
01-27 18:00:00+01:00,-0.02625,-0.0525,-0.105,0.0090433822499999,0.03,0.12,0.06,-0.03,-0.0221413239350059,-0.12,0.0554783088750059
01-27 19:00:00+01:00,-0.02625,-0.0525,-0.105,0.0110694286899999,0.03,0.12,0.06,-0.03,-0.06,-0.0822635056950055,0.0544652856550055
01-27 20:00:00+01:00,-0.02625,-0.0525,-0.105,0.0118328921099999,0.03,0.12,0.06,0.0057094170849982,-0.06,-0.12,0.0540835539450017
01-27 21:00:00+01:00,-0.02625,-0.0525,-0.105,0.0128345510499999,0.03,0.12,0.06,-0.03,-0.06,-0.0892675224550089,0.0535827244750089
01-27 22:00:00+01:00,-0.02625,-0.0525,-0.105,0.0148973983999999,0.03,0.12,0.06,-0.03,-0.0328585065400052,-0.12,0.0525513008000052
01-27 23:00:00+01:00,-0.02625,-0.0525,-0.105,0.0152703877499999,0.03,0.12,0.06,-0.03,-0.0337415274350105,-0.12,0.0523648061250105
01-28 00:00:00+01:00,-0.02625,-0.0525,-0.105,0.0149724648499999,0.03,0.12,0.06,-0.0036474072150011,-0.06,-0.12,0.0525137675750011
01-28 01:00:00+01:00,-0.02625,-0.0525,-0.105,0.01327627572,0.03,0.12,0.06,-0.03,-0.06,-0.0942274691400046,0.0533618621400046
01-28 02:00:00+01:00,-0.02625,-0.0525,-0.105,0.0111092058899999,0.03,0.12,0.06,-0.03,-0.0334665214250102,-0.12,0.0544453970550102
01-28 03:00:00+01:00,-0.02625,-0.0525,-0.105,0.0091030928499999,0.03,0.12,0.06,-0.03,-0.06,-0.0907724653650043,0.0554484535750043
01-28 04:00:00+01:00,-0.02625,-0.0525,-0.0994424451899999,0.0,0.03,0.12,0.06,-0.03,-0.06,-0.0870237530899999,0.06
01-28 05:00:00+01:00,-0.02625,-0.0525,-0.1033124199199999,0.0,0.03,0.12,0.06,-0.03,-0.06,-0.0758029382999999,0.06
01-28 06:00:00+01:00,-0.02625,-0.0525,-0.105,-0.0001987297666712,0.03,0.12,0.0599006351166712,-0.03,-0.0134359345166711,-0.12,0.06
01-28 07:00:00+01:00,-0.02625,-0.0525,-0.105,0.0525,0.03,0.12,0.0059680001799999,-0.03,-0.06,0.0540764319199948,-0.0202819998199947
01-28 08:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0561801966399999,-0.03,-0.06,-0.0796501101600002,0.0561801966400002
01-28 09:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05382270505,-8.693276999723748e-05,-0.06,-0.12,0.0538227050499972
01-28 10:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0520052118499999,-0.0123381552999984,-0.06,-0.12,0.0520052118499984
01-28 11:00:00+01:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05127569961,-0.03,-0.0503587553999983,-0.12,0.0512756996099983
