LoadLevel,Node_1_Node_2_cac1,Node_1_Node_2_cac2,Node_1_Node_2_cac3,Node_1_Node_2_eac1,Node_1_Node_3_cac1,Node_1_Node_3_cac3,Node_1_Node_3_eac1,Node_2_Node_3_cac1,Node_2_Node_3_cac2,Node_2_Node_3_cac3,Node_2_Node_3_eac1
05-31 15:00:00+02:00,-0.02625,0.0403137081299999,0.105,0.0,-0.03,-0.12,0.0178611438,0.03,0.06,0.12,0.0178611438
05-31 16:00:00+02:00,-0.02625,0.0525,0.09185389494,0.0,-0.03,-0.12,0.0200427878999999,0.03,0.06,0.12,0.0200427878999999
05-31 17:00:00+02:00,-0.02625,0.0525,0.0945369120399999,0.0,-0.03,-0.12,0.02095917705,0.03,0.06,0.12,0.02095917705
05-31 18:00:00+02:00,-0.02625,0.0442987668099999,0.105,0.0,-0.03,-0.12,0.02223890875,0.03,0.06,0.12,0.02223890875
05-31 19:00:00+02:00,-0.02625,0.0413813160699999,0.105,0.0,-0.03,-0.12,0.02469567165,0.03,0.06,0.12,0.02469567165
05-31 20:00:00+02:00,-0.02625,0.0416916669199999,0.105,0.0,-0.03,-0.12,0.0246274333,0.03,0.06,0.12,0.0246274333
05-31 21:00:00+02:00,-0.02625,0.0446167370599999,0.105,0.0,-0.03,-0.12,0.021839626,0.03,0.06,0.12,0.021839626
05-31 22:00:00+02:00,-0.02625,0.0525,0.10465991159,0.0,-0.03,-0.12,0.01875209318,0.03,0.06,0.12,0.01875209318
05-31 23:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0379847121399999,-0.03,-0.06,-0.0431516416299984,0.0379847121399984
06-01 00:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03921375685,-0.03,-0.06,-0.048979481949997,0.039213756849997
06-01 01:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0376236591599999,-0.03,0.0122965493900032,-0.12,0.0376236591599968
06-01 02:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03576022906,-0.03,0.0148316751900006,-0.12,0.0357602290599993
06-01 03:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0336576427099999,-0.03,-0.06,-0.0416470596499998,0.0336576427099998
06-01 04:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0324452927099999,-0.03,0.0189615597099985,-0.12,0.0324452927100014
06-01 05:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0307012853099999,-0.03,0.0235200821899986,-0.12,0.0307012853100013
06-01 06:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0259280568499999,-0.03,0.0335385595599997,-0.12,0.0259280568500002
06-01 07:00:00+02:00,-0.02625,0.0460209462049999,0.105,0.0,-0.03,-0.12,0.0102368099849999,0.03,0.06,0.12,0.0102368099849999
06-01 08:00:00+02:00,-0.02625,0.0525,0.095790831975,0.0,-0.03,-0.12,0.0071051147449999,0.03,0.06,0.12,0.0071051147449999
06-01 09:00:00+02:00,-0.0132031829000068,0.0525,0.105,-0.0525,-0.03,-0.12,0.0337500000000068,-0.03,0.0352122617999931,0.12,0.06
06-01 10:00:00+02:00,0.02625,0.0119137647999931,0.105,-0.0525,-0.03,-0.12,0.0337500000000068,-0.03,0.0317357021999931,0.12,0.06
06-01 11:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0093633236,-0.03,0.0454006758000017,-0.12,0.0093633235999982
06-01 12:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.01189648355,-0.03,-0.06,-0.0202448537000014,0.0118964835500014
06-01 13:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0155127236,-0.03,0.0365869300000024,-0.12,0.0155127235999975
06-01 14:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.02235754235,-0.03,0.0267103894999994,-0.12,0.0223575423500005
06-01 15:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0264657159499999,-0.03,0.025076825299997,-0.12,0.0264657159500029
06-01 16:00:00+02:00,-0.02625,0.0523401162,0.105,0.0,-0.03,-0.12,0.0120440221999999,0.03,0.06,0.12,0.0120440221999999
06-01 17:00:00+02:00,0.02625,0.0005795399,0.105,0.0,-0.03,-0.12,0.0147040672499999,0.03,0.06,0.12,0.0147040672499999
06-01 18:00:00+02:00,-0.0262088467499999,0.0525,0.105,0.0,-0.03,-0.12,0.017044165,0.03,0.06,0.12,0.017044165
06-01 19:00:00+02:00,0.02625,0.0525,0.105,-0.0436643915600001,-0.03,-0.12,0.008818032260001,0.03,0.06,0.12,0.030650228039999
06-01 20:00:00+02:00,-0.02625,0.04814255025,0.105,0.0,-0.03,-0.12,0.0196622091999999,0.03,0.06,0.12,0.0196622091999999
06-01 21:00:00+02:00,-0.02625,0.0525,0.102108197185,0.0,-0.03,-0.12,0.0170043023149999,0.03,0.06,0.12,0.0170043023149999
06-01 22:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.02934836547,-0.03,-0.06,-0.030061576079998,0.029348365469998
06-01 23:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0327213084899999,-0.03,0.0196451171700027,-0.12,0.0327213084899972
06-02 00:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03274301392,-0.03,0.018382285889999,-0.12,0.0327430139200009
06-02 01:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03164695996,-0.03,-0.06,-0.0407701836200031,0.0316469599600031
06-02 02:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03087059975,-0.03,-0.06,-0.039585976050001,0.030870599750001
06-02 03:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0298115347,-0.03,0.0225309710900001,-0.12,0.0298115346999998
06-02 04:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0294694758899999,-0.03,0.0232692258400018,-0.12,0.0294694758899981
06-02 05:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.02875717079,-0.03,0.025655245259998,-0.12,0.0287571707900019
06-02 06:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.02717570204,-0.03,0.0287060541499986,-0.12,0.0271757020400013
06-02 07:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.02422942475,-0.03,0.0290149084600032,-0.12,0.0242294247499967
06-02 08:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0187615130499999,-0.03,0.0329063597700033,-0.12,0.0187615130499966
06-02 09:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0175475383,-0.03,-0.06,-0.028489390139998,0.017547538299998
06-02 10:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0175239323299999,-0.03,-0.06,-0.0303038603599979,0.0175239323299979
06-02 11:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.01919383743,-0.03,0.026676812840002,-0.12,0.0191938374299979
06-02 12:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0222961624299999,-0.03,0.0223740408400021,-0.12,0.0222961624299978
06-02 13:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0256217223699999,-0.03,-0.06,-0.0402768781399991,0.0256217223699991
06-02 14:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0281162010799999,-0.03,-0.06,-0.0398610804599971,0.0281162010799971
06-02 15:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0309172635799999,-0.03,0.0208841903400004,-0.12,0.0309172635799996
06-02 16:00:00+02:00,0.02625,0.0525,0.0555634931199999,0.0,-0.03,-0.12,0.01481526675,0.03,0.06,0.12,0.01481526675
06-02 17:00:00+02:00,0.02625,0.0525,0.0540429989899999,0.0,-0.03,-0.12,0.01722907225,0.03,0.06,0.12,0.01722907225
06-02 18:00:00+02:00,-0.02625,0.0525,0.1044500436299999,0.0,-0.03,-0.12,0.01992015515,0.03,0.06,0.12,0.01992015515
06-02 19:00:00+02:00,-0.02625,0.0483468771799999,0.105,0.0,-0.03,-0.12,0.0234884340999999,0.03,0.06,0.12,0.0234884340999999
06-02 20:00:00+02:00,-0.02625,0.0525,0.10068745666,0.0,-0.03,-0.12,0.02343882365,0.03,0.06,0.12,0.02343882365
06-02 21:00:00+02:00,0.02625,0.0525,0.05557942914,0.0,-0.03,-0.12,0.01967799579,0.03,0.06,0.12,0.01967799579
06-02 22:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0402419559199999,-0.03,0.011236252119997,-0.12,0.0402419559200029
06-02 23:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.04279852299,-0.03,-0.06,-0.0576909501500014,0.0427985229900013
06-03 00:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0457028271999999,-0.03,-0.0055838525499979,-0.12,0.0457028271999979
06-03 01:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.04631103941,0.0213056330200023,-0.06,-0.12,0.0463110394099976
06-03 02:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.04513057662,-0.03,-0.0064883523099993,-0.12,0.0451305766199993
06-03 03:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.04146507811,-0.03,-0.06,-0.0582482550000021,0.0414650781100021
06-03 04:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0388091608499999,-0.03,0.0082141484799992,-0.12,0.0388091608500008
06-03 05:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03732885134,-0.03,-0.06,-0.0452652685199984,0.0373288513399984
06-03 06:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03643277634,-0.03,0.0179922508600021,-0.12,0.0364327763399978
06-03 07:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03425096412,-0.03,-0.06,-0.0422850363900012,0.0342509641200012
06-03 08:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0306503730099999,-0.03,0.0168032316199992,-0.12,0.0306503730100007
06-03 09:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03101029682,-0.03,-0.06,-0.0485498617399998,0.0310102968199998
06-03 10:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03031962685,-0.03,-0.06,-0.0488299004000005,0.0303196268500005
06-03 11:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0311022801199999,-0.03,0.0107384431600012,-0.12,0.0311022801199988
06-03 12:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0334918238699999,-0.03,0.0096192593600029,-0.12,0.0334918238699969
06-03 13:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03508290037,-0.03,-0.06,-0.0485572590400005,0.0350829003700005
06-03 14:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0374862143499999,-0.03,-0.06,-0.047529652199999,0.037486214349999
06-03 15:00:00+02:00,0.02625,0.0525,0.105,-0.0365976467600006,-0.03,-0.12,0.0081190486100001,0.03,0.06,0.12,0.0264178719899998
06-03 16:00:00+02:00,0.02625,0.0525,0.105,-0.0400522395839999,-0.03,-0.12,0.0110050274540049,0.03,0.06,0.12,0.0310311472459951
06-03 17:00:00+02:00,0.02625,0.0525,0.105,-0.041668033368002,-0.03,-0.12,0.0125566307580027,0.03,0.06,0.12,0.0333906474419972
06-03 18:00:00+02:00,-0.02625,0.0521745516899999,0.105,0.0,-0.03,-0.12,0.02470815045,0.03,0.06,0.12,0.02470815045
06-03 19:00:00+02:00,-0.02625,0.0525,0.1036731704899999,0.0,-0.03,-0.12,0.02733266915,0.03,0.06,0.12,0.02733266915
06-03 20:00:00+02:00,-0.02625,0.0519262987999999,0.105,0.0,-0.03,-0.12,0.0264931959,0.03,0.06,0.12,0.0264931959
06-03 21:00:00+02:00,0.02625,0.0525,0.0592053227199999,0.0,-0.03,-0.12,0.0220844199,0.03,0.06,0.12,0.0220844199
06-03 22:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0461306750899999,-0.03,0.0036956419899992,-0.12,0.0461306750900007
06-03 23:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0463309745,-0.03,-0.06,-0.0606499850399992,0.0463309744999992
06-04 00:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.04216639839,-0.03,-0.06,-0.055793183640002,0.042166398390002
06-04 01:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0416837590499999,-0.03,-0.06,-0.0568670908999994,0.0416837590499994
06-04 02:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0406580049899999,-0.03,-0.06,-0.0556337161700025,0.0406580049900026
06-04 03:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0398520571799999,-0.03,-0.06,-0.0527691644699985,0.0398520571799986
06-04 04:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03816618218,-0.03,0.0111250625399996,-0.12,0.0381661821800003
06-04 05:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03625256124,-0.03,0.0185575271400013,-0.12,0.0362525612399986
06-04 06:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03273811089,-0.03,-0.06,-0.0329443347399976,0.0327381108899976
06-04 07:00:00+02:00,-0.02625,0.0525,0.1030676803599999,0.0,-0.03,-0.12,0.01386041734,0.03,0.06,0.12,0.01386041734
06-04 08:00:00+02:00,-0.02625,0.0525,0.1022685098299999,0.0,-0.03,-0.12,0.01066526015,0.03,0.06,0.12,0.01066526015
06-04 09:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.02149829243,-0.03,-0.06,-0.0247662574600034,0.0214982924300033
06-04 10:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.02220009429,-0.03,-0.06,-0.026778744679999,0.022200094289999
06-04 11:00:00+02:00,-0.02625,0.05061739766,0.105,0.0,-0.03,-0.12,0.0101983736499999,0.03,0.06,0.12,0.0101983736499999
06-04 12:00:00+02:00,-0.02625,0.0525,0.10303116134,0.0,-0.03,-0.12,0.01267873295,0.03,0.06,0.12,0.01267873295
06-04 13:00:00+02:00,-0.02625,0.0525,0.10140312396,0.0,-0.03,-0.12,0.01570019735,0.03,0.06,0.12,0.01570019735
06-04 14:00:00+02:00,-0.02625,0.0477306645099999,0.105,0.0,-0.03,-0.12,0.01816345055,0.03,0.06,0.12,0.01816345055
06-04 15:00:00+02:00,0.02625,0.0525,0.105,-0.0463351332559994,-0.03,-0.12,0.0097118172360001,0.03,0.06,0.12,0.0328793838639998
06-04 16:00:00+02:00,0.02625,0.0525,0.105,-0.0469480116400021,-0.03,-0.12,0.0125439310900026,0.03,0.06,0.12,0.0360179369099973
06-04 17:00:00+02:00,0.02625,0.0525,0.105,-0.0480592950800016,-0.03,-0.12,0.0138117895300001,0.03,0.06,0.12,0.0378414370699998
06-04 18:00:00+02:00,0.02625,0.0525,0.105,-0.0525,-0.0177096190200068,-0.12,0.0083298949100068,0.03,0.06,0.12,0.03457989491
06-04 19:00:00+02:00,0.02625,0.0525,0.105,-0.0525,-0.03,-0.1079087286800068,0.0105751900400068,0.03,0.06,0.12,0.03682519004
06-04 20:00:00+02:00,-0.02625,0.0491758983099999,0.105,0.0,-0.03,-0.12,0.0292091943,0.03,0.06,0.12,0.0292091943
06-04 21:00:00+02:00,0.02625,0.0034747546899999,0.105,0.0,-0.03,-0.12,0.0246675837,0.03,0.06,0.12,0.0246675837
06-04 22:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0451337012299999,-0.03,0.0100255341400027,-0.12,0.0451337012299973
06-04 23:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0492698333399999,-0.03,-0.0049307289099994,-0.12,0.0492698333399994
06-05 00:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0477411048499999,0.0241727835600006,-0.06,-0.12,0.0477411048499993
06-05 01:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0448950069,-0.03,-0.0028233713600011,-0.12,0.0448950069000011
06-05 02:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0427783329199999,-0.03,0.000323098029998,-0.12,0.0427783329200019
06-05 03:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0403960526899999,-0.03,0.0053864003899972,-0.12,0.0403960526900027
06-05 04:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0379772526899999,-0.03,0.0118512798500021,-0.12,0.0379772526899978
06-05 05:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03582504542,-0.03,-0.06,-0.0393713375199969,0.0358250454199969
06-05 06:00:00+02:00,-0.025489502235,0.0525,0.105,0.0,-0.03,-0.12,0.017098138335,0.03,0.06,0.12,0.017098138335
06-05 07:00:00+02:00,-0.02625,0.0525,0.10179778634,0.0,-0.03,-0.12,0.0148787123999999,0.03,0.06,0.12,0.0148787123999999
06-05 08:00:00+02:00,-0.02625,0.04690924332,0.105,0.0,-0.03,-0.12,0.0123907810499999,0.03,0.06,0.12,0.0123907810499999
06-05 09:00:00+02:00,-0.02625,0.0525,0.09738793205,0.0,-0.03,-0.12,0.0115857319999999,0.03,0.06,0.12,0.0115857319999999
06-05 10:00:00+02:00,-0.02625,0.0525,0.0945865462099999,0.0,-0.03,-0.12,0.01220454705,0.03,0.06,0.12,0.01220454705
06-05 11:00:00+02:00,-0.02625,0.04022606945,0.105,0.0,-0.03,-0.12,0.0140721045499999,0.03,0.06,0.12,0.0140721045499999
06-05 12:00:00+02:00,-0.02625,0.0525,0.09093641091,0.0,-0.03,-0.12,0.0168259073499999,0.03,0.06,0.12,0.0168259073499999
06-05 13:00:00+02:00,-0.02625,0.0525,0.0889313526999999,0.0,-0.03,-0.12,0.0199611213,0.03,0.06,0.12,0.0199611213
06-05 14:00:00+02:00,-0.02625,0.0525,0.087670906,0.0,-0.03,-0.12,0.0231533992499999,0.03,0.06,0.12,0.0231533992499999
06-05 15:00:00+02:00,-0.02625,0.0525,0.08850218603,0.0,-0.03,-0.12,0.0261511144999999,0.03,0.06,0.12,0.0261511144999999
06-05 16:00:00+02:00,-0.02625,0.0525,0.0895723121399999,0.0,-0.03,-0.12,0.0284585389,0.03,0.06,0.12,0.0284585389
06-05 17:00:00+02:00,-0.02625,0.03752188399,0.105,0.0,-0.03,-0.12,0.0302071545499999,0.03,0.06,0.12,0.0302071545499999
06-05 18:00:00+02:00,0.02625,0.0525,0.105,-0.0525,-0.0273465177800068,-0.12,0.0169304328400068,0.03,0.06,0.12,0.04318043284
06-05 19:00:00+02:00,0.02625,0.0525,0.105,-0.0525,-0.03,-0.1094281083600067,0.0147837176800067,0.03,0.06,0.12,0.0410337176799999
06-05 20:00:00+02:00,-0.02625,0.0525,0.1032329527699999,0.0,-0.03,-0.12,0.0318502128,0.03,0.06,0.12,0.0318502128
06-05 21:00:00+02:00,0.02625,0.0525,0.0566904882099999,0.0,-0.03,-0.12,0.02664417685,0.03,0.06,0.12,0.02664417685
06-05 22:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0466705618699999,-0.03,-0.06,-0.0486232246399984,0.0466705618699984
06-05 23:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0473340195199999,-0.03,-0.06,-0.0562786680099989,0.0473340195199989
06-06 00:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.04956884675,-0.03,-0.0045412310200031,-0.12,0.0495688467500031
06-06 01:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0511445762499999,-0.03,-0.06,-0.0708628879099965,0.0511445762499965
06-06 02:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05168377225,-0.03,-0.06,-0.0732329641200008,0.0516837722500008
06-06 03:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0515519744999999,-0.03,-0.06,-0.0723674393600028,0.0515519745000028
06-06 04:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05108054325,-0.03,-0.06,-0.0704876731300023,0.0510805432500023
06-06 05:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.049333766,0.0279754475900025,-0.06,-0.12,0.0493337659999974
06-06 06:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0470201029999999,-0.03,0.0060213736000024,-0.12,0.0470201029999975
06-06 07:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0412699394999999,-0.03,0.0155405354999973,-0.12,0.0412699395000026
06-06 08:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0352458052699999,-0.03,0.0238565552599987,-0.12,0.0352458052700012
06-06 09:00:00+02:00,0.02625,0.0525,0.105,-0.0435557883440012,-0.03,-0.12,0.0067496721140003,0.03,0.06,0.12,0.0285275662859997
06-06 10:00:00+02:00,-0.02625,0.0525,0.1001934236199999,0.0,-0.03,-0.12,0.0189647556499999,0.03,0.06,0.12,0.0189647556499999
06-06 11:00:00+02:00,-0.02625,0.0525,0.0979996292199999,0.0,-0.03,-0.12,0.02091331455,0.03,0.06,0.12,0.02091331455
06-06 12:00:00+02:00,-0.02625,0.0525,0.09633365087,0.0,-0.03,-0.12,0.0231516909,0.03,0.06,0.12,0.0231516909
06-06 13:00:00+02:00,-0.02625,0.0525,0.0935171916199999,0.0,-0.03,-0.12,0.02595688965,0.03,0.06,0.12,0.02595688965
06-06 14:00:00+02:00,-0.02625,0.0525,0.09150769042,0.0,-0.03,-0.12,0.02915391585,0.03,0.06,0.12,0.02915391585
06-06 15:00:00+02:00,-0.02625,0.0525,0.09227310787,0.0,-0.03,-0.12,0.0322287049,0.03,0.06,0.12,0.0322287049
06-06 16:00:00+02:00,-0.02625,0.04168330012,0.105,0.0,-0.03,-0.12,0.0341208418999999,0.03,0.06,0.12,0.0341208418999999
06-06 17:00:00+02:00,-0.02625,0.0525,0.09790766092,0.0,-0.03,-0.12,0.0353328998499999,0.03,0.06,0.12,0.0353328998499999
06-06 18:00:00+02:00,-0.02625,0.04641565817,0.105,0.0,-0.03,-0.12,0.0366923591,0.03,0.06,0.12,0.0366923591
06-06 19:00:00+02:00,-0.02625,0.0525,0.09785902702,0.0,-0.03,-0.12,0.0387595194999999,0.03,0.06,0.12,0.0387595194999999
06-06 20:00:00+02:00,-0.02625,0.0525,0.1002113239699999,0.0,-0.03,-0.12,0.03803702255,0.03,0.06,0.12,0.03803702255
06-06 21:00:00+02:00,-0.0247109436799999,0.0525,0.105,0.0,-0.03,-0.12,0.0334535546999999,0.03,0.06,0.12,0.0334535546999999
06-06 22:00:00+02:00,0.02625,0.0525,0.0631823532199999,0.0,-0.03,-0.12,0.0282197333,0.03,0.06,0.12,0.0282197333
06-06 23:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.056317844,-0.03,-0.06,-0.0628881022999978,0.0563178439999978
06-07 00:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0563608324,0.0215901524000016,-0.06,-0.12,0.0563608323999983
06-07 01:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0563695268699999,0.0178243427599992,-0.06,-0.12,0.0563695268700007
06-07 02:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0559954928499999,0.015732055729998,-0.06,-0.12,0.0559954928500019
06-07 03:00:00+02:00,-0.02625,-0.0525,-0.105,0.0525,0.03,0.12,0.0011443588299999,0.0299485516499914,0.06,-0.12,-0.0251056411699914
06-07 04:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.05139436508,0.0219828252699975,-0.06,-0.12,0.0513943650800024
06-07 05:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.04944498035,-0.03,-0.0021175548100015,-0.12,0.0494449803500015
06-07 06:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0453975949,-0.03,0.0094950941000017,-0.12,0.0453975948999982
06-07 07:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.03657126778,-0.03,-0.06,-0.0329219149599979,0.0365712677799979
06-07 08:00:00+02:00,-0.02625,0.0463335269999999,0.105,0.0,-0.03,-0.12,0.0198356904,0.03,0.06,0.12,0.0198356904
06-07 09:00:00+02:00,-0.02625,0.0407444652199999,0.105,0.0,-0.03,-0.12,0.02050023825,0.03,0.06,0.12,0.02050023825
06-07 10:00:00+02:00,-0.02625,0.03759852638,0.105,0.0,-0.03,-0.12,0.0217197076499999,0.03,0.06,0.12,0.0217197076499999
06-07 11:00:00+02:00,-0.02625,0.03615684504,0.105,0.0,-0.03,-0.12,0.0232162434999999,0.03,0.06,0.12,0.0232162434999999
06-07 12:00:00+02:00,-0.02625,0.0347248370299999,0.105,0.0,-0.03,-0.12,0.02516756575,0.03,0.06,0.12,0.02516756575
06-07 13:00:00+02:00,-0.02625,0.0525,0.0860095545399999,0.0,-0.03,-0.12,0.0271396777499999,0.03,0.06,0.12,0.0271396777499999
06-07 14:00:00+02:00,-0.02625,0.0525,0.08466375949,0.0,-0.03,-0.12,0.0299878227999999,0.03,0.06,0.12,0.0299878227999999
06-07 15:00:00+02:00,0.0198897813599965,0.0525,0.105,-0.0525,-0.03,-0.12,0.0193855499000034,0.03,0.06,0.12,0.0456355498999965
06-07 16:00:00+02:00,-0.02625,0.0525,0.08854600008,0.0,-0.03,-0.12,0.0347196141499999,0.03,0.06,0.12,0.0347196141499999
06-07 17:00:00+02:00,-0.02625,0.0525,0.0907293041799999,0.0,-0.03,-0.12,0.0363161788,0.03,0.06,0.12,0.0363161788
06-07 18:00:00+02:00,-0.02625,0.0525,0.0920389061499999,0.0,-0.03,-0.12,0.03737091955,0.03,0.06,0.12,0.03737091955
06-07 19:00:00+02:00,-0.02625,0.0525,0.0914818619499999,0.0,-0.03,-0.12,0.0385547155,0.03,0.06,0.12,0.0385547155
06-07 20:00:00+02:00,0.02625,0.0525,0.105,-0.0525,-0.0261936549000068,-0.12,0.0210017948500068,0.03,0.06,0.12,0.04725179485
06-07 21:00:00+02:00,-0.02625,0.0500205416499999,0.105,0.0,-0.03,-0.12,0.0312268153,0.03,0.06,0.12,0.0312268153
06-07 22:00:00+02:00,0.02625,0.0040179062499999,0.105,0.0,-0.03,-0.12,0.0270405549,0.03,0.06,0.12,0.0270405549
06-07 23:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.04958502475,-0.03,0.0091246415000029,-0.12,0.049585024749997
06-08 00:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0489986930599999,-0.03,0.005134165980002,-0.12,0.048998693059998
06-08 01:00:00+02:00,-0.02625,-0.0525,-0.105,0.0,0.03,0.12,0.0454769399899999,-0.03,0.0086448416999967,-0.12,0.0454769399900032
