LoadLevel,Node_1_Node_2_cac1,Node_1_Node_2_cac3,Node_1_Node_2_eac1,Node_1_Node_3_cac1,Node_1_Node_3_cac2,Node_1_Node_3_cac3,Node_1_Node_3_eac1,Node_2_Node_3_cac1,Node_2_Node_3_cac2,Node_2_Node_3_cac3,Node_2_Node_3_eac1
03-15 08:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0381873022099999,0.06,-0.03,0.05870641739,-0.12,0.06
03-15 09:00:00+01:00,-0.02625,-0.105,0.0,0.00550099599,-0.06,0.12,0.06,-0.03,0.04807003021,-0.12,0.06
03-15 10:00:00+01:00,-0.02625,-0.105,0.0,0.03,-0.06,0.0953045694399999,0.06,-0.03,0.03846909036,-0.12,0.06
03-15 11:00:00+01:00,-0.02625,-0.105,0.0,0.03,-0.06,0.09600930849,0.06,-0.03,-0.06,-0.0311139864899999,0.06
03-15 12:00:00+01:00,-0.02625,-0.105,0.0,0.0072838428199999,-0.06,0.12,0.06,-0.03,0.0260733197899999,-0.12,0.06
03-15 13:00:00+01:00,-0.02625,-0.105,0.0,0.0068813568699999,-0.06,0.12,0.06,-0.03,-0.06,-0.0337462007599999,0.06
03-15 14:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0368912349799999,0.06,-0.03,0.0284774775699999,-0.12,0.06
03-15 15:00:00+01:00,-0.02625,-0.105,0.0,0.0087605193399999,-0.06,0.12,0.06,-0.03,-0.06,-0.0269335846399999,0.06
03-15 16:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.01859927752,0.12,0.06,-0.03,-0.06,-0.0196960116799999,0.06
03-15 17:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.01657974938,0.12,0.06,-0.03,0.04898562278,-0.12,0.06
03-15 18:00:00+01:00,-0.02625,-0.105,0.0,0.03,-0.06,0.1019737568999999,0.06,-0.03,-0.06,-0.0009524301999999,0.06
03-15 19:00:00+01:00,-0.02625,-0.105,0.0,0.01089576005,-0.06,0.12,0.06,0.03,0.0027874841499999,-0.12,0.06
03-15 20:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.01882172435,0.12,0.06,0.03,0.00041610785,-0.12,0.06
03-15 21:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0431282287299999,0.06,-0.03,0.05311870719,-0.12,0.06
03-15 22:00:00+01:00,-0.02625,-0.105,0.0,0.03,-0.06,0.1058391317999999,0.06,-0.03,0.0452081361599999,-0.12,0.06
03-15 23:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.0117819963999999,0.12,0.06,-0.03,-0.06,-0.01900561724,0.06
03-16 00:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.01037828737,0.12,0.06,-0.03,0.03835416089,-0.12,0.06
03-16 01:00:00+01:00,-0.02625,-0.105,0.0,0.01812273941,-0.06,0.12,0.06,-0.03,0.0389297125499999,-0.12,0.06
03-16 02:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.01257252577,0.12,0.06,-0.03,-0.06,-0.0208950485499999,0.06
03-16 03:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.0139426096999999,0.12,0.06,-0.03,0.04217126806,-0.12,0.06
03-16 04:00:00+01:00,-0.02625,-0.105,0.0,0.0132955697599999,-0.06,0.12,0.06,-0.03,-0.06,-0.0124334119499999,0.06
03-16 05:00:00+01:00,-0.02625,-0.105,0.0,0.01033777156,-0.06,0.12,0.06,-0.03,0.05549154743,-0.12,0.06
03-16 06:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0362750340699999,0.06,-0.0263125117999999,0.06,-0.12,0.06
03-16 07:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.0297718828599999,0.12,0.06,-0.03,-0.06,0.0099653863599999,0.06
03-16 08:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.03482536945,0.12,0.06,-0.0265616896199999,0.06,-0.12,0.06
03-16 09:00:00+01:00,-0.02625,-0.105,0.0,-0.00831279534,-0.06,0.12,0.06,-0.03,0.04982912911,-0.12,0.06
03-16 10:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0205861153899999,0.06,-0.03,0.03805636482,-0.12,0.06
03-16 11:00:00+01:00,-0.02625,-0.105,0.0,0.03,-0.06,0.0808145546599999,0.06,-0.03,0.02891296752,-0.12,0.06
03-16 12:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.03718430338,0.12,0.06,-0.03,-0.06,-0.03822898774,0.06
03-16 13:00:00+01:00,-0.02625,-0.105,0.0,-0.00614269536,-0.06,0.12,0.06,-0.03,0.01835412539,-0.12,0.06
03-16 14:00:00+01:00,-0.02625,-0.105,0.0,-0.00544465428,-0.06,0.12,0.06,-0.03,-0.06,-0.0420063810399999,0.06
03-16 15:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.0345355382099999,0.12,0.06,-0.03,0.0215954087799999,-0.12,0.06
03-16 16:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.03340108553,0.12,0.06,-0.03,0.0294829884,-0.12,0.06
03-16 17:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.0322593641099999,0.12,0.06,-0.03,0.04403586561,-0.12,0.06
03-16 18:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.02837523501,0.06,-0.03,-0.06,0.00219199388,0.06
03-16 19:00:00+01:00,-0.02625,-0.105,0.0,-3.428729999999103e-05,-0.06,0.12,0.06,-0.03,-0.06,0.0076821576299999,0.06
03-16 20:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.03350840376,0.06,-0.03,-0.06,0.00131053915,0.06
03-16 21:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.02212252303,0.12,0.06,-0.03,0.05147709044,-0.12,0.06
03-16 22:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.01685933019,0.12,0.06,-0.03,0.04173929844,-0.12,0.06
03-16 23:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.0119987498599999,0.12,0.06,-0.03,0.0361921278099999,-0.12,0.06
03-17 00:00:00+01:00,-0.02625,-0.105,0.0,0.02163621462,-0.06,0.12,0.06,-0.03,-0.06,-0.02749035581,0.06
03-17 01:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.00716520919,0.12,0.06,-0.03,0.03235684784,-0.12,0.06
03-17 02:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.0050836942999999,0.12,0.06,-0.03,-0.06,-0.0282439413199999,0.06
03-17 03:00:00+01:00,-0.02625,-0.105,0.0,0.02703303561,-0.06,0.12,0.06,-0.03,-0.06,-0.0266278307299999,0.06
03-17 04:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.00477536066,0.12,0.06,-0.03,-0.06,-0.01672715151,0.06
03-17 05:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.0043990544099999,0.12,0.06,-0.03,-0.06,-0.00611628669,0.06
03-17 06:00:00+01:00,-0.02625,-0.105,0.0,0.03,-0.06,0.1150331594199999,0.06,-0.03,-0.06,-0.0039344783199999,0.06
03-17 07:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.05380863709,0.06,-0.03,-0.06,-0.0105568057899999,0.06
03-17 08:00:00+01:00,-0.02625,-0.105,0.0,0.02253513484,-0.06,0.12,0.06,-0.03,0.03697834515,-0.12,0.06
03-17 09:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.00868344374,0.12,0.06,-0.03,0.02542045029,-0.12,0.06
03-17 10:00:00+01:00,-0.02625,-0.105,0.0,0.0228565888499999,-0.06,0.12,0.06,-0.03,0.01339445693,-0.12,0.06
03-17 11:00:00+01:00,-0.02625,-0.105,0.0525,0.03,-0.06,0.06125953766,0.06,-0.03,-0.06,0.0243838612299931,0.0337500000000068
03-17 12:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.00524771758,0.06,-0.03,-0.06,0.0171361034999931,0.0337500000000068
03-17 13:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.0086097650399999,0.06,-0.03,-0.06,0.0133690015299932,0.0337500000000068
03-17 14:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.00931740879,0.06,0.03,0.0167209522799931,-0.12,0.0337500000000068
03-17 15:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.0095711174299999,0.06,-0.03,-0.06,0.0219100710499932,0.0337500000000068
03-17 16:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.05087392885,0.12,0.06,0.03,0.0300264948099932,-0.12,0.0337500000000068
03-17 17:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06354167249,0.06,-0.03,-0.06,-0.0396531928,0.06
03-17 18:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06233428885,0.06,-0.03,0.032168137,-0.12,0.06
03-17 19:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06294768407,0.06,-0.03,0.0320596896399999,-0.12,0.06
03-17 20:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.0147652639799999,0.06,0.03,0.0446212892799931,-0.12,0.0337500000000068
03-17 21:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.01722759019,0.06,0.03,0.0367176686699931,-0.12,0.0337500000000068
03-17 22:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.0435262724599999,0.12,0.06,-0.03,-0.06,0.0327775332099931,0.0337500000000068
03-17 23:00:00+01:00,-0.02625,-0.105,0.0525,-0.0111044100999999,-0.06,0.12,0.06,-0.03,-0.06,0.0299376796799931,0.0337500000000068
03-18 00:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0114474662699999,0.12,0.06,-0.03,-0.06,-0.0488965404799999,0.06
03-18 01:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06907790542,0.06,-0.03,-0.06,-0.04551662155,0.06
03-18 02:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.00856655872,0.12,0.06,-0.03,0.0164109082299999,-0.12,0.06
03-18 03:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0689994080699999,0.06,-0.03,0.0200501728999999,-0.12,0.06
03-18 04:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.00922516827,0.12,0.06,-0.03,-0.06,-0.03198437762,0.06
03-18 05:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06743854327,0.06,-0.03,-0.06,-0.01969979487,0.06
03-18 06:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.00528679392,0.12,0.06,-0.03,-0.06,-0.01722510812,0.06
03-18 07:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0029368389699999,0.12,0.06,-0.03,-0.06,-0.0232790617299999,0.06
03-18 08:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.0019512215799999,0.12,0.06,-0.03,-0.06,-0.02746922551,0.06
03-18 09:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.00468375778,0.12,0.06,-0.03,-0.06,-0.0318543178099999,0.06
03-18 10:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.0051238071299999,0.12,0.06,-0.03,-0.06,-0.03686829528,0.06
03-18 11:00:00+01:00,-0.02625,-0.105,0.0,0.03,-0.06,0.1152586599799999,0.06,-0.03,-0.06,-0.0410822069499999,0.06
03-18 12:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.00520440307,0.06,-0.03,-0.06,0.0330080324399931,0.0337500000000068
03-18 13:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.05217101173,0.12,0.06,-0.03,-0.06,0.0298039464499931,0.0337500000000068
03-18 14:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.04884999298,0.12,0.06,-0.03,-0.06,0.0263853118299932,0.0337500000000068
03-18 15:00:00+01:00,-0.02625,-0.105,0.0525,-0.0177956646799999,-0.06,0.12,0.06,-0.03,-0.06,0.0265840693299931,0.0337500000000068
03-18 16:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.04786141073,0.12,0.06,-0.03,-0.06,0.0304322742399931,0.0337500000000068
03-18 17:00:00+01:00,-0.02625,-0.105,0.0525,-0.01687456633,-0.06,0.12,0.06,0.0077590016599931,0.06,-0.12,0.0337500000000068
03-18 18:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06418046787,0.06,-0.03,-0.06,-0.03306122268,0.06
03-18 19:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0025472800199999,0.12,0.06,-0.03,0.02892518271,-0.12,0.06
03-18 20:00:00+01:00,-0.02625,-0.105,0.0525,-0.01751083938,-0.06,0.12,0.06,0.0124959677199932,0.06,-0.12,0.0337500000000068
03-18 21:00:00+01:00,-0.02625,-0.105,0.0525,0.03,-0.06,0.07599194976,0.06,-0.03,-0.06,0.0335421938799931,0.0337500000000068
03-18 22:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.0402780304799999,0.12,0.06,-0.03,-0.06,0.0249144723799931,0.0337500000000068
03-18 23:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.03959949823,0.12,0.06,0.03,0.0230558411399931,-0.12,0.0337500000000068
03-19 00:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.0372009946,0.12,0.06,-0.03,-0.06,0.0203317855199932,0.0337500000000068
03-19 01:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0737217440999999,0.06,-0.03,0.00304553852,-0.12,0.06
03-19 02:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0124386402599999,0.12,0.06,-0.03,0.00511011275,-0.12,0.06
03-19 03:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0135607989199999,0.12,0.06,-0.03,0.00713924091,-0.12,0.06
03-19 04:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0144223914599999,0.12,0.06,-0.03,-0.06,-0.0465578170599999,0.06
03-19 05:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.01276840924,0.12,0.06,-0.03,-0.06,-0.03620725951,0.06
03-19 06:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0122219008099999,0.12,0.06,-0.03,0.02542396723,-0.12,0.06
03-19 07:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0119436414,0.12,0.06,-0.03,0.0203674675299999,-0.12,0.06
03-19 08:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0702564481199999,0.06,-0.03,0.01500181209,-0.12,0.06
03-19 09:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.0178338370499999,0.06,0.03,0.0268812029699931,-0.12,0.0337500000000068
03-19 10:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.02021179835,0.06,0.03,0.0183809803799931,-0.12,0.0337500000000068
03-19 11:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.0230240620499999,0.06,0.03,0.0110246456099932,-0.12,0.0337500000000068
03-19 12:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.02736946928,0.06,-0.03,-0.06,0.0046869253299931,0.0337500000000068
03-19 13:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.03081841424,0.06,0.03,0.0020679541799931,-0.12,0.0337500000000068
03-19 14:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.0343191979,0.06,-0.03,-0.06,0.0011689074099931,0.0337500000000068
03-19 15:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.03774696279,0.06,0.03,0.0011089567899931,-0.12,0.0337500000000068
03-19 16:00:00+01:00,-0.02625,-0.105,0.0525,0.00889892915,-0.06,0.12,0.06,0.03,0.0046279992199931,-0.12,0.0337500000000068
03-19 17:00:00+01:00,-0.02625,-0.105,0.0525,0.0082904767399999,-0.06,0.12,0.06,-0.03,-0.06,0.0125871054799932,0.0337500000000068
03-19 18:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.02495614683,0.12,0.06,-0.03,-0.06,0.0220989757699932,0.0337500000000068
03-19 19:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.03368270701,0.06,-0.03,-0.06,0.0237804179099931,0.0337500000000068
03-19 20:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.02461383433,0.12,0.06,-0.03,-0.06,0.0201029432099931,0.0337500000000068
03-19 21:00:00+01:00,-0.02625,-0.105,0.0525,0.0061904853999999,-0.06,0.12,0.06,-0.03,-0.06,0.0129236224699931,0.0337500000000068
03-19 22:00:00+01:00,-0.02625,-0.105,0.0525,0.00550718492,-0.06,0.12,0.06,-0.0208376559800068,0.06,-0.12,0.0337500000000068
03-19 23:00:00+01:00,-0.02625,-0.105,0.0525,0.03,-0.06,0.09754518447,0.06,0.03,0.0058278084599931,-0.12,0.0337500000000068
03-20 00:00:00+01:00,0.02625,0.105,0.0525,-0.03,-0.0428424122099999,-0.12,0.06,-0.0042970593100068,0.06,0.12,0.0337500000000068
03-20 01:00:00+01:00,0.02625,0.105,0.0525,-0.0122945990199999,-0.06,-0.12,0.06,-0.0031081185800068,0.06,0.12,0.0337500000000068
03-20 02:00:00+01:00,0.02625,0.105,0.0525,-0.03,-0.06,-0.1022986601399999,0.06,0.03,0.0278447557699931,0.12,0.0337500000000068
03-20 03:00:00+01:00,0.02625,0.105,0.0525,-0.03,-0.04101190876,-0.12,0.06,0.03,0.06,0.0905523778399932,0.0337500000000068
03-20 04:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.0185014032,0.12,0.06,-0.03,-0.06,0.0156864278699931,0.0337500000000068
03-20 05:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.0177230948399999,0.12,0.06,-0.03,-0.06,0.0237959606899931,0.0337500000000068
03-20 06:00:00+01:00,-0.02625,-0.105,0.0525,0.0116476315799999,-0.06,0.12,0.06,-0.0058978562500067,0.06,-0.12,0.0337500000000068
03-20 07:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.01874832114,0.12,0.06,-0.03,-0.06,0.0188869678599931,0.0337500000000068
03-20 08:00:00+01:00,-0.02625,-0.105,0.0525,0.00927132196,-0.06,0.12,0.06,-0.0169728015000068,0.06,-0.12,0.0337500000000068
03-20 09:00:00+01:00,-0.02625,-0.105,0.0525,0.0076178379599999,-0.06,0.12,0.06,-0.03,-0.06,0.0104549318499931,0.0337500000000068
03-20 10:00:00+01:00,-0.02625,-0.105,0.0525,0.00790740602,-0.06,0.12,0.06,-0.03,-0.06,0.0077619625999931,0.0337500000000068
03-20 11:00:00+01:00,-0.02625,-0.105,0.0525,0.00846677546,-0.06,0.12,0.06,-0.03,0.0578771230299931,-0.12,0.0337500000000068
03-20 12:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.0189112078999999,0.12,0.06,-0.03,0.0525800640199931,-0.12,0.0337500000000068
03-20 13:00:00+01:00,0.02625,0.105,0.0525,-0.03,-0.0405768821999999,-0.12,0.06,0.03,0.0148814666799931,0.12,0.0337500000000068
03-20 14:00:00+01:00,0.02625,0.105,0.0525,-0.03,-0.04051146833,-0.12,0.06,0.03,0.0167061781799931,0.12,0.0337500000000068
03-20 15:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.04078233929,0.06,-0.03,0.0582410513399931,-0.12,0.0337500000000068
03-20 16:00:00+01:00,-0.02625,-0.105,0.0525,0.00904415042,-0.06,0.12,0.06,-0.03,-0.06,0.0057698535599932,0.0337500000000068
03-20 17:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.0206115197,0.12,0.06,-0.03,-0.06,0.0124789704399931,0.0337500000000068
03-20 18:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.0220965099699999,0.12,0.06,-0.0098232579900068,0.06,-0.12,0.0337500000000068
03-20 19:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.02349056136,0.12,0.06,-0.0087087618000068,0.06,-0.12,0.0337500000000068
03-20 20:00:00+01:00,-0.02625,-0.105,0.0525,0.03,-0.06,0.09523972128,0.06,-0.03,-0.06,0.0201525657099931,0.0337500000000068
03-20 21:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.02697540583,0.12,0.06,-0.03,-0.06,0.0166376287399931,0.0337500000000068
03-20 22:00:00+01:00,-0.02625,-0.105,0.0525,0.0020234135699999,-0.06,0.12,0.06,-0.0170966622500067,0.06,-0.12,0.0337500000000068
03-20 23:00:00+01:00,-0.02625,-0.105,0.0525,-0.0008283607799999,-0.06,0.12,0.06,-0.03,-0.06,0.0140083240599931,0.0337500000000068
03-21 00:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.02522210354,0.06,-0.03,-0.06,0.0178427721899931,0.0337500000000068
03-21 01:00:00+01:00,-0.02625,-0.105,0.0525,-0.0081112661599999,-0.06,0.12,0.06,-0.0083549040000068,0.06,-0.12,0.0337500000000068
03-21 02:00:00+01:00,-0.02625,-0.105,0.0525,-0.00715411181,-0.06,0.12,0.06,-0.03,-0.06,0.0215887268499931,0.0337500000000068
03-21 03:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0142923050399999,0.12,0.06,-0.03,-0.06,-0.0535055026099999,0.06
03-21 04:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.07322926849,0.06,-0.03,-0.06,-0.0459899847,0.06
03-21 05:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0116192429299999,0.12,0.06,-0.03,-0.06,-0.0362288947999999,0.06
03-21 06:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0081732183299999,0.12,0.06,-0.03,-0.06,-0.0310789562699999,0.06
03-21 07:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0641315181599999,0.06,-0.03,-0.06,-0.0308159038399999,0.06
03-21 08:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0006840714099999,0.12,0.06,-0.03,-0.06,-0.0347764410999999,0.06
03-21 09:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0005098001899999,0.12,0.06,-0.03,0.01860070629,-0.12,0.06
03-21 10:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.00289382614,0.12,0.06,-0.03,-0.06,-0.04995563081,0.06
03-21 11:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06594531894,0.06,-0.03,-0.06,-0.0570617276,0.06
03-21 12:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.0150801882599999,0.06,-0.03,-0.06,0.0168004026199931,0.0337500000000068
03-21 13:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.01349216856,0.06,-0.03,-0.06,0.0190347885799931,0.0337500000000068
03-21 14:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.04679387084,0.12,0.06,-0.03,-0.06,0.0210262408699931,0.0337500000000068
03-21 15:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0660856835099999,0.06,-0.03,-0.06,-0.0553200155699999,0.06
03-21 16:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.00316626666,0.12,0.06,-0.03,-0.06,-0.0475187037099999,0.06
03-21 17:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0039477435599999,0.12,0.06,-0.03,-0.06,-0.0422394128399999,0.06
03-21 18:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0628397723599999,0.06,-0.03,0.02486272979,-0.12,0.06
03-21 19:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06097362426,0.06,-0.03,-0.06,-0.0331002923399999,0.06
03-21 20:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0611745848599999,0.06,-0.03,-0.06,-0.0347625003099999,0.06
03-21 21:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06273284166,0.06,-0.03,-0.06,-0.04014463756,0.06
03-21 22:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06730598218,0.06,-0.03,0.01091220766,-0.12,0.06
03-21 23:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.0421770898199999,0.12,0.06,-0.0048329897700068,0.06,-0.12,0.0337500000000068
03-22 00:00:00+01:00,-0.02625,-0.105,0.0525,-0.01077762447,-0.06,0.12,0.06,-0.0065922688900068,0.06,-0.12,0.0337500000000068
03-22 01:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06971814794,0.06,-0.03,0.0062609218,-0.12,0.06
03-22 02:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.00910098027,0.12,0.06,-0.03,0.0070451502999999,-0.12,0.06
03-22 03:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.00918128759,0.12,0.06,-0.03,-0.06,-0.05206269759,0.06
03-22 04:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0098968714299999,0.12,0.06,-0.03,0.00950485945,-0.12,0.06
03-22 05:00:00+01:00,-0.02625,-0.105,0.0525,0.03,-0.06,0.07775774946,0.06,-0.03,-0.06,0.0316688332299931,0.0337500000000068
03-22 06:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0099889738299999,0.12,0.06,-0.03,0.01656705354,-0.12,0.06
03-22 07:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0669002199599999,0.06,-0.03,0.0215400617,-0.12,0.06
03-22 08:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.0052385520899999,0.12,0.06,-0.03,0.02116462932,-0.12,0.06
03-22 09:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0655720686899999,0.06,-0.03,0.01394292262,-0.12,0.06
03-22 10:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0672691025299999,0.06,-0.03,0.00539076402,-0.12,0.06
03-22 11:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.00877978119,0.12,0.06,-0.03,-0.0022288755399999,-0.12,0.06
03-22 12:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,-0.04138541558,0.12,0.06,-0.03,-0.06,0.0111328284999931,0.0337500000000068
03-22 13:00:00+01:00,-0.02625,-0.105,0.0525,-0.01124897443,-0.06,0.12,0.06,0.03,0.0104942832699932,-0.12,0.0337500000000068
03-22 14:00:00+01:00,-0.02625,-0.105,0.0525,-0.03,0.06,0.0177592079,0.06,-0.03,-0.06,0.0115904170299931,0.0337500000000068
03-22 15:00:00+01:00,-0.02625,-0.105,0.0525,-0.01126483477,-0.06,0.12,0.06,-0.0163229142600068,0.06,-0.12,0.0337500000000068
03-22 16:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.07121870165,0.06,-0.03,-0.06,-0.0585561804099999,0.06
03-22 17:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06927616307,0.06,-0.03,-0.06,-0.0486081963099999,0.06
03-22 18:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.00707969842,0.12,0.06,-0.03,0.0217917559399999,-0.12,0.06
03-22 19:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.00444959111,0.12,0.06,-0.03,-0.06,-0.0346393241199999,0.06
03-22 20:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.00427381092,0.12,0.06,-0.03,0.0227574887899999,-0.12,0.06
03-22 21:00:00+01:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0617220391499999,0.06,-0.03,-0.06,-0.0382968805299999,0.06
03-22 22:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.00141031173,0.12,0.06,-0.03,-0.06,-0.0384352686599999,0.06
03-22 23:00:00+01:00,-0.02625,-0.105,0.0,-0.03,-0.00404733761,0.12,0.06,-0.03,-0.06,-0.0367422746899999,0.06
