,LoadLevel,mEUR
1983,03-24 15:00:00+01:00,1051.562642349765
1984,03-24 16:00:00+01:00,1051.562642349765
1985,03-24 17:00:00+01:00,7644.041337475619
1986,03-24 18:00:00+01:00,112235.38107424065
1987,03-24 19:00:00+01:00,1051.562642349765
1988,03-24 20:00:00+01:00,1051.562642349765
1989,03-24 21:00:00+01:00,1051.562642349765
1990,03-24 22:00:00+01:00,1051.562642349765
1991,03-24 23:00:00+01:00,1051.562642349765
1992,03-25 00:00:00+01:00,1051.562642349765
1993,03-25 01:00:00+01:00,1051.562642349765
1994,03-25 02:00:00+01:00,1051.562642349765
1995,03-25 03:00:00+01:00,1051.562642349765
1996,03-25 04:00:00+01:00,1051.562642349765
1997,03-25 05:00:00+01:00,1051.562642349765
1998,03-25 06:00:00+01:00,112235.38107424065
1999,03-25 07:00:00+01:00,112235.38107424065
2000,03-25 08:00:00+01:00,112235.38107424065
2001,03-25 09:00:00+01:00,112235.38107424065
2002,03-25 10:00:00+01:00,1561283.0123931868
2003,03-25 11:00:00+01:00,1561283.0123931868
2004,03-25 12:00:00+01:00,1561283.0123931868
2005,03-25 13:00:00+01:00,715445.8107303318
2006,03-25 14:00:00+01:00,715445.8107303318
2007,03-25 15:00:00+01:00,1561283.0123931868
2008,03-25 16:00:00+01:00,1561283.0123931868
2009,03-25 17:00:00+01:00,112235.38107424065
2010,03-25 18:00:00+01:00,112235.38107424065
2011,03-25 19:00:00+01:00,715445.8107303318
2012,03-25 20:00:00+01:00,715445.8107303318
2013,03-25 21:00:00+01:00,715445.8107303318
2014,03-25 22:00:00+01:00,715445.8107303318
2015,03-25 23:00:00+01:00,1051.562642349765
2016,03-26 00:00:00+01:00,1051.562642349765
2017,03-26 01:00:00+01:00,1051.562642349765
2018,03-26 02:00:00+01:00,1051.562642349765
2019,03-26 03:00:00+01:00,1051.562642349765
2020,03-26 04:00:00+01:00,1051.562642349765
2021,03-26 05:00:00+01:00,1051.562642349765
2022,03-26 06:00:00+01:00,1561283.0123931868
2023,03-26 07:00:00+01:00,112235.38107424065
2024,03-26 08:00:00+01:00,112235.38107424065
2025,03-26 09:00:00+01:00,1561283.0123931868
2026,03-26 10:00:00+01:00,1561283.0123931868
2027,03-26 11:00:00+01:00,715445.8107303318
2028,03-26 12:00:00+01:00,715445.8107303318
2029,03-26 13:00:00+01:00,715445.8107303318
2030,03-26 14:00:00+01:00,715445.8107303318
2031,03-26 15:00:00+01:00,1561283.0123931868
2032,03-26 16:00:00+01:00,1561283.0123931868
2033,03-26 17:00:00+01:00,112235.38107424065
2034,03-26 18:00:00+01:00,21235.59823133599
2035,03-26 19:00:00+01:00,715445.8107303318
2036,03-26 20:00:00+01:00,715445.8107303318
2037,03-26 21:00:00+01:00,715445.8107303318
2038,03-26 22:00:00+01:00,715445.8107303318
2039,03-26 23:00:00+01:00,1051.562642349765
2040,03-27 00:00:00+01:00,1051.562642349765
2041,03-27 01:00:00+01:00,1051.562642349765
2042,03-27 02:00:00+01:00,1051.562642349765
2043,03-27 03:00:00+01:00,1051.562642349765
2044,03-27 04:00:00+01:00,1051.562642349765
2045,03-27 05:00:00+01:00,1051.562642349765
2046,03-27 06:00:00+01:00,112235.38107424065
2047,03-27 07:00:00+01:00,112235.38107424065
2048,03-27 08:00:00+01:00,112235.38107424065
2049,03-27 09:00:00+01:00,1561283.0123931868
2050,03-27 10:00:00+01:00,1561283.0123931868
2051,03-27 11:00:00+01:00,1561283.0123931868
2052,03-27 12:00:00+01:00,715445.8107303318
2053,03-27 13:00:00+01:00,715445.8107303318
2054,03-27 14:00:00+01:00,1561283.0123931868
2055,03-27 15:00:00+01:00,1561283.0123931868
2056,03-27 16:00:00+01:00,112235.38107424065
2057,03-27 17:00:00+01:00,112235.38107424065
2058,03-27 18:00:00+01:00,532513.6510709848
2059,03-27 19:00:00+01:00,1561283.0123931868
2060,03-27 20:00:00+01:00,1561283.0123931868
2061,03-27 21:00:00+01:00,715445.8107303318
2062,03-27 22:00:00+01:00,715445.8107303318
2063,03-27 23:00:00+01:00,1051.562642349765
2064,03-28 00:00:00+01:00,1051.562642349765
2065,03-28 01:00:00+01:00,1051.562642349765
2066,03-28 02:00:00+01:00,1051.562642349765
2067,03-28 03:00:00+01:00,1051.562642349765
2068,03-28 04:00:00+01:00,1051.562642349765
2069,03-28 05:00:00+01:00,1051.562642349765
2070,03-28 06:00:00+01:00,112235.38107424065
2071,03-28 07:00:00+01:00,112235.38107424065
2072,03-28 08:00:00+01:00,112235.38107424065
2073,03-28 09:00:00+01:00,1561283.0123931868
2074,03-28 10:00:00+01:00,715445.8107303318
2075,03-28 11:00:00+01:00,715445.8107303318
2076,03-28 12:00:00+01:00,715445.8107303318
2077,03-28 13:00:00+01:00,715445.8107303318
2078,03-28 14:00:00+01:00,715445.8107303318
2079,03-28 15:00:00+01:00,1561283.0123931868
2080,03-28 16:00:00+01:00,1561283.0123931868
2081,03-28 17:00:00+01:00,112235.38107424065
2082,03-28 18:00:00+01:00,112235.38107424065
2083,03-28 19:00:00+01:00,715445.8107303318
2084,03-28 20:00:00+01:00,715445.8107303318
2085,03-28 21:00:00+01:00,715445.8107303318
2086,03-28 22:00:00+01:00,1051.562642349765
2087,03-28 23:00:00+01:00,1051.562642349765
2088,03-29 00:00:00+01:00,1051.562642349765
2089,03-29 01:00:00+01:00,1051.562642349765
2090,03-29 02:00:00+01:00,1051.562642349765
2091,03-29 03:00:00+01:00,1051.562642349765
2092,03-29 04:00:00+01:00,1051.562642349765
2093,03-29 05:00:00+01:00,1051.562642349765
2094,03-29 06:00:00+01:00,112235.38107424065
2095,03-29 07:00:00+01:00,532513.6510709848
2096,03-29 08:00:00+01:00,112235.38107424065
2097,03-29 09:00:00+01:00,1561283.0123931868
2098,03-29 10:00:00+01:00,1561283.0123931868
2099,03-29 11:00:00+01:00,715445.8107303318
2100,03-29 12:00:00+01:00,715445.8107303318
2101,03-29 13:00:00+01:00,715445.8107303318
2102,03-29 14:00:00+01:00,715445.8107303318
2103,03-29 15:00:00+01:00,715445.8107303318
2104,03-29 16:00:00+01:00,1561283.0123931868
2105,03-29 17:00:00+01:00,112235.38107424065
2106,03-29 18:00:00+01:00,532513.6510709848
2107,03-29 19:00:00+01:00,1561283.0123931868
2108,03-29 20:00:00+01:00,715445.8107303318
2109,03-29 21:00:00+01:00,715445.8107303318
2110,03-29 22:00:00+01:00,1051.562642349765
2111,03-29 23:00:00+01:00,1051.562642349765
2112,03-30 00:00:00+01:00,1051.562642349765
2113,03-30 01:00:00+01:00,1051.562642349765
2114,03-30 02:00:00+01:00,1051.562642349765
2115,03-30 03:00:00+01:00,1051.562642349765
2116,03-30 04:00:00+01:00,1051.562642349765
2117,03-30 05:00:00+01:00,7644.041337475619
2118,03-30 06:00:00+01:00,7644.041337475619
2119,03-30 07:00:00+01:00,7644.041337475619
2120,03-30 08:00:00+01:00,7644.041337475619
2121,03-30 09:00:00+01:00,1051.562642349765
2122,03-30 10:00:00+01:00,1051.562642349765
2123,03-30 11:00:00+01:00,1051.562642349765
2124,03-30 12:00:00+01:00,1051.562642349765
2125,03-30 13:00:00+01:00,1051.562642349765
2126,03-30 14:00:00+01:00,1051.562642349765
2127,03-30 15:00:00+01:00,1051.562642349765
2128,03-30 16:00:00+01:00,1051.562642349765
2129,03-30 17:00:00+01:00,7644.041337475619
2130,03-30 18:00:00+01:00,112235.38107424065
2131,03-30 19:00:00+01:00,7644.041337475619
2132,03-30 20:00:00+01:00,1051.562642349765
2133,03-30 21:00:00+01:00,1051.562642349765
2134,03-30 22:00:00+01:00,1051.562642349765
2135,03-30 23:00:00+01:00,1051.562642349765
2136,03-31 00:00:00+01:00,1051.562642349765
2137,03-31 01:00:00+01:00,1051.562642349765
2138,03-31 02:00:00+01:00,1051.562642349765
2139,03-31 03:00:00+02:00,7644.041337475619
2140,03-31 04:00:00+02:00,7644.041337475619
2141,03-31 05:00:00+02:00,7644.041337475619
2142,03-31 06:00:00+02:00,7644.041337475619
2143,03-31 07:00:00+02:00,7644.041337475619
2144,03-31 08:00:00+02:00,1051.562642349765
2145,03-31 09:00:00+02:00,1051.562642349765
2146,03-31 10:00:00+02:00,1051.562642349765
2147,03-31 11:00:00+02:00,1051.562642349765
2148,03-31 12:00:00+02:00,1051.562642349765
2149,03-31 13:00:00+02:00,1051.562642349765
2150,03-31 14:00:00+02:00,1051.562642349765
2151,03-31 15:00:00+02:00,1051.562642349765
2152,03-31 16:00:00+02:00,1051.562642349765
2153,03-31 17:00:00+02:00,7644.041337475619
2154,03-31 18:00:00+02:00,112235.38107424065
2155,03-31 19:00:00+02:00,112235.38107424065
2156,03-31 20:00:00+02:00,1051.562642349765
2157,03-31 21:00:00+02:00,1051.562642349765
2158,03-31 22:00:00+02:00,1051.562642349765
2159,03-31 23:00:00+02:00,1051.562642349765
2160,04-01 00:00:00+02:00,1051.562642349765
2161,04-01 01:00:00+02:00,1051.562642349765
2162,04-01 02:00:00+02:00,1051.562642349765
2163,04-01 03:00:00+02:00,1051.562642349765
2164,04-01 04:00:00+02:00,1051.562642349765
2165,04-01 05:00:00+02:00,532513.6510709848
2166,04-01 06:00:00+02:00,532513.6510709848
2167,04-01 07:00:00+02:00,532513.6510709848
2168,04-01 08:00:00+02:00,532513.6510709848
2169,04-01 09:00:00+02:00,112235.38107424065
2170,04-01 10:00:00+02:00,112235.38107424065
2171,04-01 11:00:00+02:00,1561283.0123931868
2172,04-01 12:00:00+02:00,1561283.0123931868
2173,04-01 13:00:00+02:00,1561283.0123931868
2174,04-01 14:00:00+02:00,112235.38107424065
2175,04-01 15:00:00+02:00,112235.38107424065
2176,04-01 16:00:00+02:00,112235.38107424065
2177,04-01 17:00:00+02:00,532513.6510709848
2178,04-01 18:00:00+02:00,68708.88063148357
2179,04-01 19:00:00+02:00,532513.6510709848
2180,04-01 20:00:00+02:00,1561283.0123931868
2181,04-01 21:00:00+02:00,715445.8107303318
2182,04-01 22:00:00+02:00,1051.562642349765
2183,04-01 23:00:00+02:00,1051.562642349765
2184,04-02 00:00:00+02:00,1051.562642349765
2185,04-02 01:00:00+02:00,1051.562642349765
2186,04-02 02:00:00+02:00,1051.562642349765
2187,04-02 03:00:00+02:00,1051.562642349765
2188,04-02 04:00:00+02:00,1051.562642349765
2189,04-02 05:00:00+02:00,532513.6510709848
2190,04-02 06:00:00+02:00,68708.88063148357
2191,04-02 07:00:00+02:00,532513.6510709848
2192,04-02 08:00:00+02:00,532513.6510709848
2193,04-02 09:00:00+02:00,178100.5202370064
2194,04-02 10:00:00+02:00,178100.5202370064
2195,04-02 11:00:00+02:00,178100.5202370064
2196,04-02 12:00:00+02:00,178100.5202370064
2197,04-02 13:00:00+02:00,1561283.0123931868
2198,04-02 14:00:00+02:00,1561283.0123931868
2199,04-02 15:00:00+02:00,112235.38107424065
2200,04-02 16:00:00+02:00,112235.38107424065
2201,04-02 17:00:00+02:00,112235.38107424065
2202,04-02 18:00:00+02:00,532513.6510709848
2203,04-02 19:00:00+02:00,112235.38107424065
2204,04-02 20:00:00+02:00,715445.8107303318
2205,04-02 21:00:00+02:00,715445.8107303318
2206,04-02 22:00:00+02:00,1051.562642349765
2207,04-02 23:00:00+02:00,1051.562642349765
2208,04-03 00:00:00+02:00,1051.562642349765
2209,04-03 01:00:00+02:00,1051.562642349765
2210,04-03 02:00:00+02:00,1051.562642349765
2211,04-03 03:00:00+02:00,1051.562642349765
2212,04-03 04:00:00+02:00,1051.562642349765
2213,04-03 05:00:00+02:00,112235.38107424065
2214,04-03 06:00:00+02:00,532513.6510709848
2215,04-03 07:00:00+02:00,532513.6510709848
2216,04-03 08:00:00+02:00,112235.38107424065
2217,04-03 09:00:00+02:00,112235.38107424065
2218,04-03 10:00:00+02:00,1561283.0123931868
2219,04-03 11:00:00+02:00,1561283.0123931868
2220,04-03 12:00:00+02:00,715445.8107303318
2221,04-03 13:00:00+02:00,715445.8107303318
2222,04-03 14:00:00+02:00,715445.8107303318
2223,04-03 15:00:00+02:00,715445.8107303318
2224,04-03 16:00:00+02:00,1561283.0123931868
2225,04-03 17:00:00+02:00,1561283.0123931868
2226,04-03 18:00:00+02:00,112235.38107424065
2227,04-03 19:00:00+02:00,1561283.0123931868
2228,04-03 20:00:00+02:00,715445.8107303318
2229,04-03 21:00:00+02:00,715445.8107303318
2230,04-03 22:00:00+02:00,1051.562642349765
2231,04-03 23:00:00+02:00,1051.562642349765
2232,04-04 00:00:00+02:00,1051.562642349765
2233,04-04 01:00:00+02:00,1051.562642349765
2234,04-04 02:00:00+02:00,1051.562642349765
2235,04-04 03:00:00+02:00,1051.562642349765
2236,04-04 04:00:00+02:00,1051.562642349765
2237,04-04 05:00:00+02:00,112235.38107424065
2238,04-04 06:00:00+02:00,532513.6510709848
2239,04-04 07:00:00+02:00,532513.6510709848
2240,04-04 08:00:00+02:00,532513.6510709848
2241,04-04 09:00:00+02:00,112235.38107424065
2242,04-04 10:00:00+02:00,1561283.0123931868
2243,04-04 11:00:00+02:00,1561283.0123931868
2244,04-04 12:00:00+02:00,1561283.0123931868
2245,04-04 13:00:00+02:00,1561283.0123931868
2246,04-04 14:00:00+02:00,1561283.0123931868
2247,04-04 15:00:00+02:00,1561283.0123931868
2248,04-04 16:00:00+02:00,1561283.0123931868
2249,04-04 17:00:00+02:00,1561283.0123931868
2250,04-04 18:00:00+02:00,112235.38107424065
2251,04-04 19:00:00+02:00,1561283.0123931868
2252,04-04 20:00:00+02:00,715445.8107303318
2253,04-04 21:00:00+02:00,715445.8107303318
2254,04-04 22:00:00+02:00,1051.562642349765
2255,04-04 23:00:00+02:00,1051.562642349765
2256,04-05 00:00:00+02:00,1051.562642349765
2257,04-05 01:00:00+02:00,1051.562642349765
2258,04-05 02:00:00+02:00,1051.562642349765
2259,04-05 03:00:00+02:00,1051.562642349765
2260,04-05 04:00:00+02:00,1051.562642349765
2261,04-05 05:00:00+02:00,112235.38107424065
2262,04-05 06:00:00+02:00,532513.6510709848
2263,04-05 07:00:00+02:00,532513.6510709848
2264,04-05 08:00:00+02:00,532513.6510709848
2265,04-05 09:00:00+02:00,112235.38107424065
2266,04-05 10:00:00+02:00,112235.38107424065
2267,04-05 11:00:00+02:00,112235.38107424065
2268,04-05 12:00:00+02:00,112235.38107424065
2269,04-05 13:00:00+02:00,1561283.0123931868
2270,04-05 14:00:00+02:00,1561283.0123931868
2271,04-05 15:00:00+02:00,112235.38107424065
2272,04-05 16:00:00+02:00,112235.38107424065
2273,04-05 17:00:00+02:00,112235.38107424065
2274,04-05 18:00:00+02:00,112235.38107424065
2275,04-05 19:00:00+02:00,1561283.0123931868
2276,04-05 20:00:00+02:00,715445.8107303318
2277,04-05 21:00:00+02:00,1051.562642349765
2278,04-05 22:00:00+02:00,1051.562642349765
2279,04-05 23:00:00+02:00,1051.562642349765
2280,04-06 00:00:00+02:00,1051.562642349765
2281,04-06 01:00:00+02:00,1051.562642349765
2282,04-06 02:00:00+02:00,1051.562642349765
2283,04-06 03:00:00+02:00,1051.562642349765
2284,04-06 04:00:00+02:00,1051.562642349765
2285,04-06 05:00:00+02:00,7644.041337475619
2286,04-06 06:00:00+02:00,7644.041337475619
2287,04-06 07:00:00+02:00,7644.041337475619
2288,04-06 08:00:00+02:00,7644.041337475619
2289,04-06 09:00:00+02:00,1051.562642349765
2290,04-06 10:00:00+02:00,1051.562642349765
2291,04-06 11:00:00+02:00,1051.562642349765
2292,04-06 12:00:00+02:00,1051.562642349765
2293,04-06 13:00:00+02:00,1051.562642349765
2294,04-06 14:00:00+02:00,1051.562642349765
2295,04-06 15:00:00+02:00,1051.562642349765
2296,04-06 16:00:00+02:00,1051.562642349765
2297,04-06 17:00:00+02:00,1051.562642349765
2298,04-06 18:00:00+02:00,7644.041337475619
2299,04-06 19:00:00+02:00,7644.041337475619
2300,04-06 20:00:00+02:00,1051.562642349765
2301,04-06 21:00:00+02:00,1051.562642349765
2302,04-06 22:00:00+02:00,1051.562642349765
2303,04-06 23:00:00+02:00,1051.562642349765
2304,04-07 00:00:00+02:00,1051.562642349765
2305,04-07 01:00:00+02:00,1051.562642349765
2306,04-07 02:00:00+02:00,1051.562642349765
2307,04-07 03:00:00+02:00,1051.562642349765
2308,04-07 04:00:00+02:00,1051.562642349765
2309,04-07 05:00:00+02:00,1051.562642349765
2310,04-07 06:00:00+02:00,7644.041337475619
2311,04-07 07:00:00+02:00,7644.041337475619
2312,04-07 08:00:00+02:00,7644.041337475619
2313,04-07 09:00:00+02:00,1051.562642349765
2314,04-07 10:00:00+02:00,1051.562642349765
2315,04-07 11:00:00+02:00,1051.562642349765
2316,04-07 12:00:00+02:00,1051.562642349765
2317,04-07 13:00:00+02:00,1051.562642349765
2318,04-07 14:00:00+02:00,1051.562642349765
2319,04-07 15:00:00+02:00,1051.562642349765
2320,04-07 16:00:00+02:00,1051.562642349765
2321,04-07 17:00:00+02:00,1051.562642349765
2322,04-07 18:00:00+02:00,7644.041337475619
2323,04-07 19:00:00+02:00,1051.562642349765
2324,04-07 20:00:00+02:00,1051.562642349765
2325,04-07 21:00:00+02:00,1051.562642349765
2326,04-07 22:00:00+02:00,1051.562642349765
2327,04-07 23:00:00+02:00,1051.562642349765
2328,04-08 00:00:00+02:00,1051.562642349765
2329,04-08 01:00:00+02:00,1051.562642349765
2330,04-08 02:00:00+02:00,1051.562642349765
2331,04-08 03:00:00+02:00,1051.562642349765
2332,04-08 04:00:00+02:00,1051.562642349765
2333,04-08 05:00:00+02:00,112235.38107424065
2334,04-08 06:00:00+02:00,532513.6510709848
2335,04-08 07:00:00+02:00,532513.6510709848
2336,04-08 08:00:00+02:00,532513.6510709848
2337,04-08 09:00:00+02:00,532513.6510709848
2338,04-08 10:00:00+02:00,112235.38107424065
2339,04-08 11:00:00+02:00,112235.38107424065
2340,04-08 12:00:00+02:00,1561283.0123931868
2341,04-08 13:00:00+02:00,1561283.0123931868
2342,04-08 14:00:00+02:00,1561283.0123931868
2343,04-08 15:00:00+02:00,1561283.0123931868
2344,04-08 16:00:00+02:00,1561283.0123931868
2345,04-08 17:00:00+02:00,112235.38107424065
2346,04-08 18:00:00+02:00,112235.38107424065
2347,04-08 19:00:00+02:00,1561283.0123931868
2348,04-08 20:00:00+02:00,715445.8107303318
2349,04-08 21:00:00+02:00,1051.562642349765
2350,04-08 22:00:00+02:00,1051.562642349765
2351,04-08 23:00:00+02:00,1051.562642349765
2352,04-09 00:00:00+02:00,1051.562642349765
2353,04-09 01:00:00+02:00,1051.562642349765
2354,04-09 02:00:00+02:00,1051.562642349765
2355,04-09 03:00:00+02:00,1051.562642349765
2356,04-09 04:00:00+02:00,1051.562642349765
2357,04-09 05:00:00+02:00,112235.38107424065
2358,04-09 06:00:00+02:00,112235.38107424065
2359,04-09 07:00:00+02:00,112235.38107424065
2360,04-09 08:00:00+02:00,112235.38107424065
2361,04-09 09:00:00+02:00,1561283.0123931868
2362,04-09 10:00:00+02:00,1561283.0123931868
2363,04-09 11:00:00+02:00,1561283.0123931868
2364,04-09 12:00:00+02:00,715445.8107303318
2365,04-09 13:00:00+02:00,715445.8107303318
2366,04-09 14:00:00+02:00,715445.8107303318
2367,04-09 15:00:00+02:00,1561283.0123931868
2368,04-09 16:00:00+02:00,1561283.0123931868
2369,04-09 17:00:00+02:00,21235.59823133599
2370,04-09 18:00:00+02:00,388650.9742071997
2371,04-09 19:00:00+02:00,1561283.0123931868
2372,04-09 20:00:00+02:00,715445.8107303318
2373,04-09 21:00:00+02:00,715445.8107303318
2374,04-09 22:00:00+02:00,1051.562642349765
2375,04-09 23:00:00+02:00,1051.562642349765
2376,04-10 00:00:00+02:00,1051.562642349765
2377,04-10 01:00:00+02:00,1051.562642349765
2378,04-10 02:00:00+02:00,1051.562642349765
2379,04-10 03:00:00+02:00,1051.562642349765
2380,04-10 04:00:00+02:00,1051.562642349765
2381,04-10 05:00:00+02:00,112235.38107424065
2382,04-10 06:00:00+02:00,532513.6510709848
2383,04-10 07:00:00+02:00,532513.6510709848
2384,04-10 08:00:00+02:00,112235.38107424065
2385,04-10 09:00:00+02:00,112235.38107424065
2386,04-10 10:00:00+02:00,1561283.0123931868
2387,04-10 11:00:00+02:00,1561283.0123931868
2388,04-10 12:00:00+02:00,1561283.0123931868
2389,04-10 13:00:00+02:00,1561283.0123931868
2390,04-10 14:00:00+02:00,1561283.0123931868
2391,04-10 15:00:00+02:00,1561283.0123931868
2392,04-10 16:00:00+02:00,1561283.0123931868
2393,04-10 17:00:00+02:00,112235.38107424065
2394,04-10 18:00:00+02:00,112235.38107424065
2395,04-10 19:00:00+02:00,1561283.0123931868
2396,04-10 20:00:00+02:00,715445.8107303318
2397,04-10 21:00:00+02:00,715445.8107303318
2398,04-10 22:00:00+02:00,1051.562642349765
2399,04-10 23:00:00+02:00,1051.562642349765
2400,04-11 00:00:00+02:00,1051.562642349765
2401,04-11 01:00:00+02:00,1051.562642349765
2402,04-11 02:00:00+02:00,1051.562642349765
2403,04-11 03:00:00+02:00,1051.562642349765
2404,04-11 04:00:00+02:00,1051.562642349765
2405,04-11 05:00:00+02:00,532513.6510709848
2406,04-11 06:00:00+02:00,68708.88063148357
2407,04-11 07:00:00+02:00,532513.6510709848
2408,04-11 08:00:00+02:00,532513.6510709848
2409,04-11 09:00:00+02:00,112235.38107424065
2410,04-11 10:00:00+02:00,112235.38107424065
2411,04-11 11:00:00+02:00,178100.5202370064
2412,04-11 12:00:00+02:00,178100.5202370064
2413,04-11 13:00:00+02:00,112235.38107424065
2414,04-11 14:00:00+02:00,112235.38107424065
2415,04-11 15:00:00+02:00,112235.38107424065
2416,04-11 16:00:00+02:00,112235.38107424065
2417,04-11 17:00:00+02:00,532513.6510709848
2418,04-11 18:00:00+02:00,532513.6510709848
2419,04-11 19:00:00+02:00,112235.38107424065
2420,04-11 20:00:00+02:00,1561283.0123931868
2421,04-11 21:00:00+02:00,715445.8107303318
2422,04-11 22:00:00+02:00,1051.562642349765
2423,04-11 23:00:00+02:00,1051.562642349765
2424,04-12 00:00:00+02:00,1051.562642349765
2425,04-12 01:00:00+02:00,1051.562642349765
2426,04-12 02:00:00+02:00,1051.562642349765
2427,04-12 03:00:00+02:00,1051.562642349765
2428,04-12 04:00:00+02:00,1051.562642349765
2429,04-12 05:00:00+02:00,532513.6510709848
2430,04-12 06:00:00+02:00,68708.88063148357
2431,04-12 07:00:00+02:00,532513.6510709848
2432,04-12 08:00:00+02:00,178100.5202370064
2433,04-12 09:00:00+02:00,112235.38107424065
2434,04-12 10:00:00+02:00,178100.5202370064
2435,04-12 11:00:00+02:00,178100.5202370064
2436,04-12 12:00:00+02:00,178100.5202370064
2437,04-12 13:00:00+02:00,112235.38107424065
2438,04-12 14:00:00+02:00,1561283.0123931868
2439,04-12 15:00:00+02:00,112235.38107424065
2440,04-12 16:00:00+02:00,112235.38107424065
2441,04-12 17:00:00+02:00,112235.38107424065
2442,04-12 18:00:00+02:00,532513.6510709848
2443,04-12 19:00:00+02:00,112235.38107424065
2444,04-12 20:00:00+02:00,1561283.0123931868
2445,04-12 21:00:00+02:00,1051.562642349765
2446,04-12 22:00:00+02:00,1051.562642349765
2447,04-12 23:00:00+02:00,1051.562642349765
2448,04-13 00:00:00+02:00,1051.562642349765
2449,04-13 01:00:00+02:00,1051.562642349765
2450,04-13 02:00:00+02:00,1051.562642349765
2451,04-13 03:00:00+02:00,1051.562642349765
2452,04-13 04:00:00+02:00,1051.562642349765
2453,04-13 05:00:00+02:00,112235.38107424065
2454,04-13 06:00:00+02:00,112235.38107424065
2455,04-13 07:00:00+02:00,112235.38107424065
2456,04-13 08:00:00+02:00,112235.38107424065
2457,04-13 09:00:00+02:00,112235.38107424065
2458,04-13 10:00:00+02:00,1561283.0123931868
2459,04-13 11:00:00+02:00,1561283.0123931868
2460,04-13 12:00:00+02:00,1051.562642349765
2461,04-13 13:00:00+02:00,1051.562642349765
2462,04-13 14:00:00+02:00,1051.562642349765
2463,04-13 15:00:00+02:00,1051.562642349765
2464,04-13 16:00:00+02:00,7644.041337475619
2465,04-13 17:00:00+02:00,7644.041337475619
2466,04-13 18:00:00+02:00,112235.38107424065
2467,04-13 19:00:00+02:00,7644.041337475619
2468,04-13 20:00:00+02:00,1051.562642349765
2469,04-13 21:00:00+02:00,1051.562642349765
2470,04-13 22:00:00+02:00,1051.562642349765
2471,04-13 23:00:00+02:00,1051.562642349765
2472,04-14 00:00:00+02:00,1051.562642349765
2473,04-14 01:00:00+02:00,1051.562642349765
2474,04-14 02:00:00+02:00,1051.562642349765
2475,04-14 03:00:00+02:00,1051.562642349765
2476,04-14 04:00:00+02:00,1051.562642349765
2477,04-14 05:00:00+02:00,7644.041337475619
2478,04-14 06:00:00+02:00,7644.041337475619
2479,04-14 07:00:00+02:00,7644.041337475619
2480,04-14 08:00:00+02:00,7644.041337475619
2481,04-14 09:00:00+02:00,7644.041337475619
2482,04-14 10:00:00+02:00,1051.562642349765
2483,04-14 11:00:00+02:00,1051.562642349765
2484,04-14 12:00:00+02:00,1051.562642349765
2485,04-14 13:00:00+02:00,1051.562642349765
2486,04-14 14:00:00+02:00,1051.562642349765
2487,04-14 15:00:00+02:00,1051.562642349765
2488,04-14 16:00:00+02:00,1051.562642349765
2489,04-14 17:00:00+02:00,7644.041337475619
2490,04-14 18:00:00+02:00,112235.38107424065
2491,04-14 19:00:00+02:00,7644.041337475619
2492,04-14 20:00:00+02:00,1051.562642349765
2493,04-14 21:00:00+02:00,1051.562642349765
2494,04-14 22:00:00+02:00,1051.562642349765
2495,04-14 23:00:00+02:00,1051.562642349765
2496,04-15 00:00:00+02:00,1051.562642349765
2497,04-15 01:00:00+02:00,1051.562642349765
2498,04-15 02:00:00+02:00,1051.562642349765
2499,04-15 03:00:00+02:00,1051.562642349765
2500,04-15 04:00:00+02:00,1051.562642349765
2501,04-15 05:00:00+02:00,112235.38107424065
2502,04-15 06:00:00+02:00,112235.38107424065
2503,04-15 07:00:00+02:00,112235.38107424065
2504,04-15 08:00:00+02:00,112235.38107424065
2505,04-15 09:00:00+02:00,1561283.0123931868
2506,04-15 10:00:00+02:00,1561283.0123931868
2507,04-15 11:00:00+02:00,715445.8107303318
2508,04-15 12:00:00+02:00,715445.8107303318
2509,04-15 13:00:00+02:00,715445.8107303318
2510,04-15 14:00:00+02:00,715445.8107303318
2511,04-15 15:00:00+02:00,715445.8107303318
2512,04-15 16:00:00+02:00,1561283.0123931868
2513,04-15 17:00:00+02:00,1561283.0123931868
2514,04-15 18:00:00+02:00,112235.38107424065
2515,04-15 19:00:00+02:00,1561283.0123931868
2516,04-15 20:00:00+02:00,715445.8107303318
2517,04-15 21:00:00+02:00,1051.562642349765
2518,04-15 22:00:00+02:00,1051.562642349765
2519,04-15 23:00:00+02:00,1051.562642349765
2520,04-16 00:00:00+02:00,1051.562642349765
2521,04-16 01:00:00+02:00,1051.562642349765
2522,04-16 02:00:00+02:00,1051.562642349765
2523,04-16 03:00:00+02:00,1051.562642349765
2524,04-16 04:00:00+02:00,7644.041337475619
2525,04-16 05:00:00+02:00,532513.6510709848
2526,04-16 06:00:00+02:00,532513.6510709848
2527,04-16 07:00:00+02:00,532513.6510709848
2528,04-16 08:00:00+02:00,178100.5202370064
2529,04-16 09:00:00+02:00,178100.5202370064
2530,04-16 10:00:00+02:00,1561283.0123931868
2531,04-16 11:00:00+02:00,715445.8107303318
2532,04-16 12:00:00+02:00,715445.8107303318
2533,04-16 13:00:00+02:00,715445.8107303318
2534,04-16 14:00:00+02:00,715445.8107303318
2535,04-16 15:00:00+02:00,1561283.0123931868
2536,04-16 16:00:00+02:00,1561283.0123931868
2537,04-16 17:00:00+02:00,112235.38107424065
2538,04-16 18:00:00+02:00,532513.6510709848
