,LoadLevel,mEUR
4133,06-22 05:00:00+02:00,7644.041337475619
4134,06-22 06:00:00+02:00,7644.041337475619
4135,06-22 07:00:00+02:00,7644.041337475619
4136,06-22 08:00:00+02:00,786.5484074632859
4137,06-22 09:00:00+02:00,786.5484074632859
4138,06-22 10:00:00+02:00,786.5484074632859
4139,06-22 11:00:00+02:00,786.5484074632859
4140,06-22 12:00:00+02:00,786.5484074632859
4141,06-22 13:00:00+02:00,786.5484074632859
4142,06-22 14:00:00+02:00,786.5484074632859
4143,06-22 15:00:00+02:00,786.5484074632859
4144,06-22 16:00:00+02:00,786.5484074632859
4145,06-22 17:00:00+02:00,786.5484074632859
4146,06-22 18:00:00+02:00,7644.041337475619
4147,06-22 19:00:00+02:00,7644.041337475619
4148,06-22 20:00:00+02:00,786.5484074632859
4149,06-22 21:00:00+02:00,786.5484074632859
4150,06-22 22:00:00+02:00,786.5484074632859
4151,06-22 23:00:00+02:00,786.5484074632859
4152,06-23 00:00:00+02:00,786.5484074632859
4153,06-23 01:00:00+02:00,786.5484074632859
4154,06-23 02:00:00+02:00,786.5484074632859
4155,06-23 03:00:00+02:00,786.5484074632859
4156,06-23 04:00:00+02:00,786.5484074632859
4157,06-23 05:00:00+02:00,786.5484074632859
4158,06-23 06:00:00+02:00,786.5484074632859
4159,06-23 07:00:00+02:00,786.5484074632859
4160,06-23 08:00:00+02:00,786.5484074632859
4161,06-23 09:00:00+02:00,786.5484074632859
4162,06-23 10:00:00+02:00,786.5484074632859
4163,06-23 11:00:00+02:00,786.5484074632859
4164,06-23 12:00:00+02:00,786.5484074632859
4165,06-23 13:00:00+02:00,786.5484074632859
4166,06-23 14:00:00+02:00,786.5484074632859
4167,06-23 15:00:00+02:00,786.5484074632859
4168,06-23 16:00:00+02:00,786.5484074632859
4169,06-23 17:00:00+02:00,786.5484074632859
4170,06-23 18:00:00+02:00,7644.041337475619
4171,06-23 19:00:00+02:00,7644.041337475619
4172,06-23 20:00:00+02:00,786.5484074632859
4173,06-23 21:00:00+02:00,786.5484074632859
4174,06-23 22:00:00+02:00,786.5484074632859
4175,06-23 23:00:00+02:00,786.5484074632859
4176,06-24 00:00:00+02:00,786.5484074632859
4177,06-24 01:00:00+02:00,786.5484074632859
4178,06-24 02:00:00+02:00,786.5484074632859
4179,06-24 03:00:00+02:00,786.5484074632859
4180,06-24 04:00:00+02:00,7644.041337475619
4181,06-24 05:00:00+02:00,7644.041337475619
4182,06-24 06:00:00+02:00,304286.00803715084
4183,06-24 07:00:00+02:00,304286.00803715084
4184,06-24 08:00:00+02:00,1561283.0123931868
4185,06-24 09:00:00+02:00,1561283.0123931868
4186,06-24 10:00:00+02:00,374021.46572273807
4187,06-24 11:00:00+02:00,374021.46572273807
4188,06-24 12:00:00+02:00,374021.46572273807
4189,06-24 13:00:00+02:00,374021.46572273807
4190,06-24 14:00:00+02:00,374021.46572273807
4191,06-24 15:00:00+02:00,374021.46572273807
4192,06-24 16:00:00+02:00,1561283.0123931868
4193,06-24 17:00:00+02:00,1561283.0123931868
4194,06-24 18:00:00+02:00,304286.00803715084
4195,06-24 19:00:00+02:00,304286.00803715084
4196,06-24 20:00:00+02:00,1561283.0123931868
4197,06-24 21:00:00+02:00,374021.46572273807
4198,06-24 22:00:00+02:00,786.5484074632859
4199,06-24 23:00:00+02:00,786.5484074632859
4200,06-25 00:00:00+02:00,786.5484074632859
4201,06-25 01:00:00+02:00,786.5484074632859
4202,06-25 02:00:00+02:00,786.5484074632859
4203,06-25 03:00:00+02:00,786.5484074632859
4204,06-25 04:00:00+02:00,7644.041337475619
4205,06-25 05:00:00+02:00,304286.00803715084
4206,06-25 06:00:00+02:00,304286.00803715084
4207,06-25 07:00:00+02:00,304286.00803715084
4208,06-25 08:00:00+02:00,304286.00803715084
4209,06-25 09:00:00+02:00,1561283.0123931868
4210,06-25 10:00:00+02:00,1561283.0123931868
4211,06-25 11:00:00+02:00,1561283.0123931868
4212,06-25 12:00:00+02:00,374021.46572273807
4213,06-25 13:00:00+02:00,374021.46572273807
4214,06-25 14:00:00+02:00,374021.46572273807
4215,06-25 15:00:00+02:00,1561283.0123931868
4216,06-25 16:00:00+02:00,1561283.0123931868
4217,06-25 17:00:00+02:00,304286.00803715084
4218,06-25 18:00:00+02:00,304286.00803715084
4219,06-25 19:00:00+02:00,532513.6510709848
4220,06-25 20:00:00+02:00,304286.00803715084
4221,06-25 21:00:00+02:00,374021.46572273807
4222,06-25 22:00:00+02:00,786.5484074632859
4223,06-25 23:00:00+02:00,786.5484074632859
4224,06-26 00:00:00+02:00,786.5484074632859
4225,06-26 01:00:00+02:00,786.5484074632859
4226,06-26 02:00:00+02:00,786.5484074632859
4227,06-26 03:00:00+02:00,786.5484074632859
4228,06-26 04:00:00+02:00,7644.041337475619
4229,06-26 05:00:00+02:00,304286.00803715084
4230,06-26 06:00:00+02:00,532513.6510709848
4231,06-26 07:00:00+02:00,304286.00803715084
4232,06-26 08:00:00+02:00,304286.00803715084
4233,06-26 09:00:00+02:00,1561283.0123931868
4234,06-26 10:00:00+02:00,1561283.0123931868
4235,06-26 11:00:00+02:00,1561283.0123931868
4236,06-26 12:00:00+02:00,1561283.0123931868
4237,06-26 13:00:00+02:00,1561283.0123931868
4238,06-26 14:00:00+02:00,1561283.0123931868
4239,06-26 15:00:00+02:00,1561283.0123931868
4240,06-26 16:00:00+02:00,1561283.0123931868
4241,06-26 17:00:00+02:00,304286.00803715084
4242,06-26 18:00:00+02:00,21235.59823133599
4243,06-26 19:00:00+02:00,532513.6510709848
4244,06-26 20:00:00+02:00,304286.00803715084
4245,06-26 21:00:00+02:00,374021.46572273807
4246,06-26 22:00:00+02:00,786.5484074632859
4247,06-26 23:00:00+02:00,786.5484074632859
4248,06-27 00:00:00+02:00,786.5484074632859
4249,06-27 01:00:00+02:00,786.5484074632859
4250,06-27 02:00:00+02:00,786.5484074632859
4251,06-27 03:00:00+02:00,786.5484074632859
4252,06-27 04:00:00+02:00,7644.041337475619
4253,06-27 05:00:00+02:00,304286.00803715084
4254,06-27 06:00:00+02:00,532513.6510709848
4255,06-27 07:00:00+02:00,532513.6510709848
4256,06-27 08:00:00+02:00,304286.00803715084
4257,06-27 09:00:00+02:00,304286.00803715084
4258,06-27 10:00:00+02:00,1561283.0123931868
4259,06-27 11:00:00+02:00,1561283.0123931868
4260,06-27 12:00:00+02:00,1561283.0123931868
4261,06-27 13:00:00+02:00,1561283.0123931868
4262,06-27 14:00:00+02:00,1561283.0123931868
4263,06-27 15:00:00+02:00,1561283.0123931868
4264,06-27 16:00:00+02:00,304286.00803715084
4265,06-27 17:00:00+02:00,304286.00803715084
4266,06-27 18:00:00+02:00,304286.00803715084
4267,06-27 19:00:00+02:00,532513.6510709848
4268,06-27 20:00:00+02:00,304286.00803715084
4269,06-27 21:00:00+02:00,786.5484074632859
4270,06-27 22:00:00+02:00,786.5484074632859
4271,06-27 23:00:00+02:00,786.5484074632859
4272,06-28 00:00:00+02:00,786.5484074632859
4273,06-28 01:00:00+02:00,786.5484074632859
4274,06-28 02:00:00+02:00,786.5484074632859
4275,06-28 03:00:00+02:00,786.5484074632859
4276,06-28 04:00:00+02:00,304286.00803715084
4277,06-28 05:00:00+02:00,304286.00803715084
4278,06-28 06:00:00+02:00,532513.6510709848
4279,06-28 07:00:00+02:00,304286.00803715084
4280,06-28 08:00:00+02:00,304286.00803715084
4281,06-28 09:00:00+02:00,178100.5202370064
4282,06-28 10:00:00+02:00,1561283.0123931868
4283,06-28 11:00:00+02:00,1561283.0123931868
4284,06-28 12:00:00+02:00,1561283.0123931868
4285,06-28 13:00:00+02:00,374021.46572273807
4286,06-28 14:00:00+02:00,374021.46572273807
4287,06-28 15:00:00+02:00,1561283.0123931868
4288,06-28 16:00:00+02:00,1561283.0123931868
4289,06-28 17:00:00+02:00,304286.00803715084
4290,06-28 18:00:00+02:00,304286.00803715084
4291,06-28 19:00:00+02:00,304286.00803715084
4292,06-28 20:00:00+02:00,7644.041337475619
4293,06-28 21:00:00+02:00,786.5484074632859
4294,06-28 22:00:00+02:00,786.5484074632859
4295,06-28 23:00:00+02:00,786.5484074632859
4296,06-29 00:00:00+02:00,786.5484074632859
4297,06-29 01:00:00+02:00,786.5484074632859
4298,06-29 02:00:00+02:00,786.5484074632859
4299,06-29 03:00:00+02:00,786.5484074632859
4300,06-29 04:00:00+02:00,786.5484074632859
4301,06-29 05:00:00+02:00,7644.041337475619
4302,06-29 06:00:00+02:00,7644.041337475619
4303,06-29 07:00:00+02:00,7644.041337475619
4304,06-29 08:00:00+02:00,786.5484074632859
4305,06-29 09:00:00+02:00,786.5484074632859
4306,06-29 10:00:00+02:00,786.5484074632859
4307,06-29 11:00:00+02:00,786.5484074632859
4308,06-29 12:00:00+02:00,786.5484074632859
4309,06-29 13:00:00+02:00,786.5484074632859
4310,06-29 14:00:00+02:00,786.5484074632859
4311,06-29 15:00:00+02:00,786.5484074632859
4312,06-29 16:00:00+02:00,786.5484074632859
4313,06-29 17:00:00+02:00,786.5484074632859
4314,06-29 18:00:00+02:00,7644.041337475619
4315,06-29 19:00:00+02:00,7644.041337475619
4316,06-29 20:00:00+02:00,786.5484074632859
4317,06-29 21:00:00+02:00,786.5484074632859
4318,06-29 22:00:00+02:00,786.5484074632859
4319,06-29 23:00:00+02:00,786.5484074632859
4320,06-30 00:00:00+02:00,786.5484074632859
4321,06-30 01:00:00+02:00,786.5484074632859
4322,06-30 02:00:00+02:00,786.5484074632859
4323,06-30 03:00:00+02:00,786.5484074632859
4324,06-30 04:00:00+02:00,786.5484074632859
4325,06-30 05:00:00+02:00,786.5484074632859
4326,06-30 06:00:00+02:00,786.5484074632859
4327,06-30 07:00:00+02:00,786.5484074632859
4328,06-30 08:00:00+02:00,786.5484074632859
4329,06-30 09:00:00+02:00,786.5484074632859
4330,06-30 10:00:00+02:00,786.5484074632859
4331,06-30 11:00:00+02:00,786.5484074632859
4332,06-30 12:00:00+02:00,786.5484074632859
4333,06-30 13:00:00+02:00,786.5484074632859
4334,06-30 14:00:00+02:00,786.5484074632859
4335,06-30 15:00:00+02:00,786.5484074632859
4336,06-30 16:00:00+02:00,786.5484074632859
4337,06-30 17:00:00+02:00,786.5484074632859
4338,06-30 18:00:00+02:00,7644.041337475619
4339,06-30 19:00:00+02:00,304286.00803715084
4340,06-30 20:00:00+02:00,7644.041337475619
4341,06-30 21:00:00+02:00,786.5484074632859
4342,06-30 22:00:00+02:00,786.5484074632859
4343,06-30 23:00:00+02:00,786.5484074632859
4344,07-01 00:00:00+02:00,786.5484074632859
4345,07-01 01:00:00+02:00,786.5484074632859
4346,07-01 02:00:00+02:00,786.5484074632859
4347,07-01 03:00:00+02:00,786.5484074632859
4348,07-01 04:00:00+02:00,7644.041337475619
4349,07-01 05:00:00+02:00,304286.00803715084
4350,07-01 06:00:00+02:00,532513.6510709848
4351,07-01 07:00:00+02:00,304286.00803715084
4352,07-01 08:00:00+02:00,304286.00803715084
4353,07-01 09:00:00+02:00,178100.5202370064
4354,07-01 10:00:00+02:00,178100.5202370064
4355,07-01 11:00:00+02:00,178100.5202370064
4356,07-01 12:00:00+02:00,178100.5202370064
4357,07-01 13:00:00+02:00,1561283.0123931868
4358,07-01 14:00:00+02:00,1561283.0123931868
4359,07-01 15:00:00+02:00,1561283.0123931868
4360,07-01 16:00:00+02:00,304286.00803715084
4361,07-01 17:00:00+02:00,304286.00803715084
4362,07-01 18:00:00+02:00,21235.59823133599
4363,07-01 19:00:00+02:00,532513.6510709848
4364,07-01 20:00:00+02:00,304286.00803715084
4365,07-01 21:00:00+02:00,786.5484074632859
4366,07-01 22:00:00+02:00,786.5484074632859
4367,07-01 23:00:00+02:00,786.5484074632859
4368,07-02 00:00:00+02:00,786.5484074632859
4369,07-02 01:00:00+02:00,786.5484074632859
4370,07-02 02:00:00+02:00,786.5484074632859
4371,07-02 03:00:00+02:00,786.5484074632859
4372,07-02 04:00:00+02:00,7644.041337475619
4373,07-02 05:00:00+02:00,304286.00803715084
4374,07-02 06:00:00+02:00,532513.6510709848
4375,07-02 07:00:00+02:00,532513.6510709848
4376,07-02 08:00:00+02:00,304286.00803715084
4377,07-02 09:00:00+02:00,304286.00803715084
4378,07-02 10:00:00+02:00,178100.5202370064
4379,07-02 11:00:00+02:00,178100.5202370064
4380,07-02 12:00:00+02:00,178100.5202370064
4381,07-02 13:00:00+02:00,1561283.0123931868
4382,07-02 14:00:00+02:00,1561283.0123931868
4383,07-02 15:00:00+02:00,1561283.0123931868
4384,07-02 16:00:00+02:00,304286.00803715084
4385,07-02 17:00:00+02:00,304286.00803715084
4386,07-02 18:00:00+02:00,532513.6510709848
4387,07-02 19:00:00+02:00,532513.6510709848
4388,07-02 20:00:00+02:00,304286.00803715084
4389,07-02 21:00:00+02:00,786.5484074632859
4390,07-02 22:00:00+02:00,786.5484074632859
4391,07-02 23:00:00+02:00,786.5484074632859
4392,07-03 00:00:00+02:00,786.5484074632859
4393,07-03 01:00:00+02:00,786.5484074632859
4394,07-03 02:00:00+02:00,786.5484074632859
4395,07-03 03:00:00+02:00,786.5484074632859
4396,07-03 04:00:00+02:00,7644.041337475619
4397,07-03 05:00:00+02:00,304286.00803715084
4398,07-03 06:00:00+02:00,532513.6510709848
4399,07-03 07:00:00+02:00,304286.00803715084
4400,07-03 08:00:00+02:00,304286.00803715084
4401,07-03 09:00:00+02:00,1561283.0123931868
4402,07-03 10:00:00+02:00,1561283.0123931868
4403,07-03 11:00:00+02:00,1561283.0123931868
4404,07-03 12:00:00+02:00,1561283.0123931868
4405,07-03 13:00:00+02:00,1561283.0123931868
4406,07-03 14:00:00+02:00,1561283.0123931868
4407,07-03 15:00:00+02:00,1561283.0123931868
4408,07-03 16:00:00+02:00,304286.00803715084
4409,07-03 17:00:00+02:00,304286.00803715084
4410,07-03 18:00:00+02:00,532513.6510709848
4411,07-03 19:00:00+02:00,532513.6510709848
4412,07-03 20:00:00+02:00,304286.00803715084
4413,07-03 21:00:00+02:00,786.5484074632859
4414,07-03 22:00:00+02:00,786.5484074632859
4415,07-03 23:00:00+02:00,786.5484074632859
4416,07-04 00:00:00+02:00,786.5484074632859
4417,07-04 01:00:00+02:00,786.5484074632859
4418,07-04 02:00:00+02:00,786.5484074632859
4419,07-04 03:00:00+02:00,786.5484074632859
4420,07-04 04:00:00+02:00,7644.041337475619
4421,07-04 05:00:00+02:00,304286.00803715084
4422,07-04 06:00:00+02:00,304286.00803715084
4423,07-04 07:00:00+02:00,304286.00803715084
4424,07-04 08:00:00+02:00,304286.00803715084
4425,07-04 09:00:00+02:00,304286.00803715084
4426,07-04 10:00:00+02:00,1561283.0123931868
4427,07-04 11:00:00+02:00,1561283.0123931868
4428,07-04 12:00:00+02:00,1561283.0123931868
4429,07-04 13:00:00+02:00,1561283.0123931868
4430,07-04 14:00:00+02:00,1561283.0123931868
4431,07-04 15:00:00+02:00,1561283.0123931868
4432,07-04 16:00:00+02:00,304286.00803715084
4433,07-04 17:00:00+02:00,304286.00803715084
4434,07-04 18:00:00+02:00,21235.59823133599
4435,07-04 19:00:00+02:00,532513.6510709848
4436,07-04 20:00:00+02:00,304286.00803715084
4437,07-04 21:00:00+02:00,786.5484074632859
4438,07-04 22:00:00+02:00,786.5484074632859
4439,07-04 23:00:00+02:00,786.5484074632859
4440,07-05 00:00:00+02:00,786.5484074632859
4441,07-05 01:00:00+02:00,786.5484074632859
4442,07-05 02:00:00+02:00,786.5484074632859
4443,07-05 03:00:00+02:00,786.5484074632859
4444,07-05 04:00:00+02:00,304286.00803715084
4445,07-05 05:00:00+02:00,304286.00803715084
4446,07-05 06:00:00+02:00,532513.6510709848
4447,07-05 07:00:00+02:00,532513.6510709848
4448,07-05 08:00:00+02:00,178100.5202370064
4449,07-05 09:00:00+02:00,178100.5202370064
4450,07-05 10:00:00+02:00,1561283.0123931868
4451,07-05 11:00:00+02:00,1561283.0123931868
4452,07-05 12:00:00+02:00,1561283.0123931868
4453,07-05 13:00:00+02:00,374021.46572273807
4454,07-05 14:00:00+02:00,374021.46572273807
4455,07-05 15:00:00+02:00,1561283.0123931868
4456,07-05 16:00:00+02:00,1561283.0123931868
4457,07-05 17:00:00+02:00,304286.00803715084
4458,07-05 18:00:00+02:00,304286.00803715084
4459,07-05 19:00:00+02:00,532513.6510709848
4460,07-05 20:00:00+02:00,7644.041337475619
4461,07-05 21:00:00+02:00,786.5484074632859
4462,07-05 22:00:00+02:00,786.5484074632859
4463,07-05 23:00:00+02:00,786.5484074632859
4464,07-06 00:00:00+02:00,786.5484074632859
4465,07-06 01:00:00+02:00,786.5484074632859
4466,07-06 02:00:00+02:00,786.5484074632859
4467,07-06 03:00:00+02:00,786.5484074632859
4468,07-06 04:00:00+02:00,7644.041337475619
4469,07-06 05:00:00+02:00,7644.041337475619
4470,07-06 06:00:00+02:00,7644.041337475619
4471,07-06 07:00:00+02:00,7644.041337475619
4472,07-06 08:00:00+02:00,786.5484074632859
4473,07-06 09:00:00+02:00,786.5484074632859
4474,07-06 10:00:00+02:00,786.5484074632859
4475,07-06 11:00:00+02:00,786.5484074632859
4476,07-06 12:00:00+02:00,786.5484074632859
4477,07-06 13:00:00+02:00,786.5484074632859
4478,07-06 14:00:00+02:00,786.5484074632859
4479,07-06 15:00:00+02:00,786.5484074632859
4480,07-06 16:00:00+02:00,786.5484074632859
4481,07-06 17:00:00+02:00,7644.041337475619
4482,07-06 18:00:00+02:00,7644.041337475619
4483,07-06 19:00:00+02:00,7644.041337475619
4484,07-06 20:00:00+02:00,786.5484074632859
4485,07-06 21:00:00+02:00,786.5484074632859
4486,07-06 22:00:00+02:00,786.5484074632859
4487,07-06 23:00:00+02:00,786.5484074632859
4488,07-07 00:00:00+02:00,786.5484074632859
4489,07-07 01:00:00+02:00,786.5484074632859
4490,07-07 02:00:00+02:00,786.5484074632859
4491,07-07 03:00:00+02:00,786.5484074632859
4492,07-07 04:00:00+02:00,786.5484074632859
4493,07-07 05:00:00+02:00,786.5484074632859
4494,07-07 06:00:00+02:00,786.5484074632859
4495,07-07 07:00:00+02:00,786.5484074632859
4496,07-07 08:00:00+02:00,786.5484074632859
4497,07-07 09:00:00+02:00,786.5484074632859
4498,07-07 10:00:00+02:00,786.5484074632859
4499,07-07 11:00:00+02:00,786.5484074632859
4500,07-07 12:00:00+02:00,786.5484074632859
4501,07-07 13:00:00+02:00,786.5484074632859
4502,07-07 14:00:00+02:00,786.5484074632859
4503,07-07 15:00:00+02:00,786.5484074632859
4504,07-07 16:00:00+02:00,786.5484074632859
4505,07-07 17:00:00+02:00,786.5484074632859
4506,07-07 18:00:00+02:00,786.5484074632859
4507,07-07 19:00:00+02:00,7644.041337475619
4508,07-07 20:00:00+02:00,786.5484074632859
4509,07-07 21:00:00+02:00,786.5484074632859
4510,07-07 22:00:00+02:00,786.5484074632859
4511,07-07 23:00:00+02:00,786.5484074632859
4512,07-08 00:00:00+02:00,786.5484074632859
4513,07-08 01:00:00+02:00,786.5484074632859
4514,07-08 02:00:00+02:00,786.5484074632859
4515,07-08 03:00:00+02:00,786.5484074632859
4516,07-08 04:00:00+02:00,7644.041337475619
4517,07-08 05:00:00+02:00,304286.00803715084
4518,07-08 06:00:00+02:00,304286.00803715084
4519,07-08 07:00:00+02:00,304286.00803715084
4520,07-08 08:00:00+02:00,304286.00803715084
4521,07-08 09:00:00+02:00,304286.00803715084
4522,07-08 10:00:00+02:00,1561283.0123931868
4523,07-08 11:00:00+02:00,1561283.0123931868
4524,07-08 12:00:00+02:00,1561283.0123931868
4525,07-08 13:00:00+02:00,1561283.0123931868
4526,07-08 14:00:00+02:00,1561283.0123931868
4527,07-08 15:00:00+02:00,1561283.0123931868
4528,07-08 16:00:00+02:00,304286.00803715084
4529,07-08 17:00:00+02:00,304286.00803715084
4530,07-08 18:00:00+02:00,304286.00803715084
4531,07-08 19:00:00+02:00,304286.00803715084
4532,07-08 20:00:00+02:00,7644.041337475619
4533,07-08 21:00:00+02:00,786.5484074632859
4534,07-08 22:00:00+02:00,786.5484074632859
4535,07-08 23:00:00+02:00,786.5484074632859
4536,07-09 00:00:00+02:00,786.5484074632859
4537,07-09 01:00:00+02:00,786.5484074632859
4538,07-09 02:00:00+02:00,786.5484074632859
4539,07-09 03:00:00+02:00,786.5484074632859
4540,07-09 04:00:00+02:00,7644.041337475619
4541,07-09 05:00:00+02:00,304286.00803715084
4542,07-09 06:00:00+02:00,304286.00803715084
4543,07-09 07:00:00+02:00,304286.00803715084
4544,07-09 08:00:00+02:00,304286.00803715084
4545,07-09 09:00:00+02:00,304286.00803715084
4546,07-09 10:00:00+02:00,1561283.0123931868
4547,07-09 11:00:00+02:00,1561283.0123931868
4548,07-09 12:00:00+02:00,374021.46572273807
4549,07-09 13:00:00+02:00,374021.46572273807
4550,07-09 14:00:00+02:00,1561283.0123931868
4551,07-09 15:00:00+02:00,1561283.0123931868
4552,07-09 16:00:00+02:00,304286.00803715084
4553,07-09 17:00:00+02:00,304286.00803715084
4554,07-09 18:00:00+02:00,304286.00803715084
4555,07-09 19:00:00+02:00,304286.00803715084
4556,07-09 20:00:00+02:00,7644.041337475619
4557,07-09 21:00:00+02:00,786.5484074632859
4558,07-09 22:00:00+02:00,786.5484074632859
4559,07-09 23:00:00+02:00,786.5484074632859
4560,07-10 00:00:00+02:00,786.5484074632859
4561,07-10 01:00:00+02:00,786.5484074632859
4562,07-10 02:00:00+02:00,786.5484074632859
4563,07-10 03:00:00+02:00,786.5484074632859
4564,07-10 04:00:00+02:00,7644.041337475619
4565,07-10 05:00:00+02:00,304286.00803715084
4566,07-10 06:00:00+02:00,304286.00803715084
4567,07-10 07:00:00+02:00,304286.00803715084
4568,07-10 08:00:00+02:00,304286.00803715084
4569,07-10 09:00:00+02:00,1561283.0123931868
4570,07-10 10:00:00+02:00,1561283.0123931868
4571,07-10 11:00:00+02:00,1561283.0123931868
4572,07-10 12:00:00+02:00,374021.46572273807
4573,07-10 13:00:00+02:00,374021.46572273807
4574,07-10 14:00:00+02:00,374021.46572273807
4575,07-10 15:00:00+02:00,374021.46572273807
4576,07-10 16:00:00+02:00,1561283.0123931868
4577,07-10 17:00:00+02:00,1561283.0123931868
4578,07-10 18:00:00+02:00,1561283.0123931868
4579,07-10 19:00:00+02:00,304286.00803715084
4580,07-10 20:00:00+02:00,786.5484074632859
4581,07-10 21:00:00+02:00,786.5484074632859
4582,07-10 22:00:00+02:00,786.5484074632859
4583,07-10 23:00:00+02:00,786.5484074632859
4584,07-11 00:00:00+02:00,786.5484074632859
4585,07-11 01:00:00+02:00,786.5484074632859
4586,07-11 02:00:00+02:00,786.5484074632859
4587,07-11 03:00:00+02:00,786.5484074632859
4588,07-11 04:00:00+02:00,7644.041337475619
4589,07-11 05:00:00+02:00,304286.00803715084
4590,07-11 06:00:00+02:00,304286.00803715084
4591,07-11 07:00:00+02:00,304286.00803715084
4592,07-11 08:00:00+02:00,1561283.0123931868
4593,07-11 09:00:00+02:00,1561283.0123931868
4594,07-11 10:00:00+02:00,1561283.0123931868
4595,07-11 11:00:00+02:00,1561283.0123931868
4596,07-11 12:00:00+02:00,1561283.0123931868
4597,07-11 13:00:00+02:00,1561283.0123931868
4598,07-11 14:00:00+02:00,1561283.0123931868
4599,07-11 15:00:00+02:00,1561283.0123931868
4600,07-11 16:00:00+02:00,304286.00803715084
4601,07-11 17:00:00+02:00,304286.00803715084
4602,07-11 18:00:00+02:00,304286.00803715084
4603,07-11 19:00:00+02:00,532513.6510709848
4604,07-11 20:00:00+02:00,7644.041337475619
4605,07-11 21:00:00+02:00,786.5484074632859
4606,07-11 22:00:00+02:00,786.5484074632859
4607,07-11 23:00:00+02:00,786.5484074632859
4608,07-12 00:00:00+02:00,786.5484074632859
4609,07-12 01:00:00+02:00,786.5484074632859
4610,07-12 02:00:00+02:00,786.5484074632859
4611,07-12 03:00:00+02:00,786.5484074632859
4612,07-12 04:00:00+02:00,7644.041337475619
4613,07-12 05:00:00+02:00,304286.00803715084
4614,07-12 06:00:00+02:00,532513.6510709848
4615,07-12 07:00:00+02:00,532513.6510709848
4616,07-12 08:00:00+02:00,304286.00803715084
4617,07-12 09:00:00+02:00,304286.00803715084
4618,07-12 10:00:00+02:00,304286.00803715084
4619,07-12 11:00:00+02:00,304286.00803715084
4620,07-12 12:00:00+02:00,1561283.0123931868
4621,07-12 13:00:00+02:00,1561283.0123931868
4622,07-12 14:00:00+02:00,1561283.0123931868
4623,07-12 15:00:00+02:00,304286.00803715084
4624,07-12 16:00:00+02:00,304286.00803715084
4625,07-12 17:00:00+02:00,304286.00803715084
4626,07-12 18:00:00+02:00,532513.6510709848
4627,07-12 19:00:00+02:00,532513.6510709848
4628,07-12 20:00:00+02:00,7644.041337475619
4629,07-12 21:00:00+02:00,786.5484074632859
4630,07-12 22:00:00+02:00,786.5484074632859
4631,07-12 23:00:00+02:00,786.5484074632859
4632,07-13 00:00:00+02:00,786.5484074632859
4633,07-13 01:00:00+02:00,786.5484074632859
4634,07-13 02:00:00+02:00,786.5484074632859
4635,07-13 03:00:00+02:00,786.5484074632859
4636,07-13 04:00:00+02:00,786.5484074632859
4637,07-13 05:00:00+02:00,7644.041337475619
4638,07-13 06:00:00+02:00,7644.041337475619
4639,07-13 07:00:00+02:00,7644.041337475619
4640,07-13 08:00:00+02:00,7644.041337475619
4641,07-13 09:00:00+02:00,786.5484074632859
4642,07-13 10:00:00+02:00,786.5484074632859
4643,07-13 11:00:00+02:00,786.5484074632859
4644,07-13 12:00:00+02:00,786.5484074632859
4645,07-13 13:00:00+02:00,786.5484074632859
4646,07-13 14:00:00+02:00,786.5484074632859
4647,07-13 15:00:00+02:00,786.5484074632859
4648,07-13 16:00:00+02:00,786.5484074632859
4649,07-13 17:00:00+02:00,786.5484074632859
4650,07-13 18:00:00+02:00,7644.041337475619
4651,07-13 19:00:00+02:00,7644.041337475619
4652,07-13 20:00:00+02:00,786.5484074632859
4653,07-13 21:00:00+02:00,786.5484074632859
4654,07-13 22:00:00+02:00,786.5484074632859
4655,07-13 23:00:00+02:00,786.5484074632859
4656,07-14 00:00:00+02:00,786.5484074632859
4657,07-14 01:00:00+02:00,786.5484074632859
4658,07-14 02:00:00+02:00,786.5484074632859
4659,07-14 03:00:00+02:00,786.5484074632859
4660,07-14 04:00:00+02:00,786.5484074632859
4661,07-14 05:00:00+02:00,786.5484074632859
4662,07-14 06:00:00+02:00,786.5484074632859
4663,07-14 07:00:00+02:00,786.5484074632859
4664,07-14 08:00:00+02:00,786.5484074632859
4665,07-14 09:00:00+02:00,786.5484074632859
4666,07-14 10:00:00+02:00,786.5484074632859
4667,07-14 11:00:00+02:00,786.5484074632859
4668,07-14 12:00:00+02:00,786.5484074632859
4669,07-14 13:00:00+02:00,786.5484074632859
4670,07-14 14:00:00+02:00,786.5484074632859
4671,07-14 15:00:00+02:00,786.5484074632859
4672,07-14 16:00:00+02:00,786.5484074632859
4673,07-14 17:00:00+02:00,786.5484074632859
4674,07-14 18:00:00+02:00,7644.041337475619
4675,07-14 19:00:00+02:00,7644.041337475619
4676,07-14 20:00:00+02:00,786.5484074632859
4677,07-14 21:00:00+02:00,786.5484074632859
4678,07-14 22:00:00+02:00,786.5484074632859
4679,07-14 23:00:00+02:00,786.5484074632859
4680,07-15 00:00:00+02:00,786.5484074632859
4681,07-15 01:00:00+02:00,786.5484074632859
4682,07-15 02:00:00+02:00,786.5484074632859
4683,07-15 03:00:00+02:00,786.5484074632859
4684,07-15 04:00:00+02:00,7644.041337475619
4685,07-15 05:00:00+02:00,304286.00803715084
4686,07-15 06:00:00+02:00,304286.00803715084
4687,07-15 07:00:00+02:00,304286.00803715084
4688,07-15 08:00:00+02:00,304286.00803715084
