Period,Scenario,LoadLevel,Variable,Value,Dataset,Execution
2030,sc01,2030-01-01T00:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T00:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T00:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T01:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T01:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T01:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T01:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T01:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T01:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T01:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T01:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T01:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T02:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T02:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T02:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T02:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T02:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T02:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T02:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T02:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T02:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T03:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T03:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T03:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T03:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T03:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T03:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T03:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T03:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T03:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T04:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T04:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T04:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T04:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T04:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T04:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T04:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T04:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T04:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T05:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T05:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T05:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T05:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T05:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T05:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T05:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T05:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T05:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T06:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T06:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T06:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T06:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T06:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T06:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T06:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T06:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T06:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T07:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T07:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T07:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T07:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T07:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T07:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T07:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T07:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T07:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T08:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T08:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T08:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T08:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T08:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T08:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T08:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T08:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T08:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T09:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T09:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T09:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T09:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T09:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T09:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T09:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T09:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T09:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T10:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T10:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T10:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T10:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T10:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T10:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T10:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T10:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T10:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T11:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T11:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T11:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T11:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T11:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T11:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T11:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T11:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T11:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T12:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T12:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T12:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T12:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T12:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T12:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T12:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T12:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T12:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T13:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T13:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T13:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T13:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T13:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T13:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T13:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T13:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T13:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T14:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T14:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T14:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T14:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T14:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T14:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T14:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T14:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T14:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T15:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T15:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T15:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T15:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T15:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T15:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T15:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T15:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T15:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T16:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T16:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T16:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T16:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T16:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T16:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T16:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T16:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T16:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T17:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T17:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T17:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T17:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T17:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T17:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T17:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T17:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T17:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T18:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T18:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T18:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T18:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T18:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T18:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T18:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T18:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T18:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T19:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T19:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T19:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T19:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T19:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T19:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T19:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T19:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T19:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T20:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T20:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T20:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T20:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T20:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T20:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T20:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T20:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T20:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T21:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T21:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T21:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T21:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T21:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T21:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T21:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T21:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T21:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T22:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T22:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T22:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T22:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T22:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T22:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T22:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T22:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T22:00:00+01:00,Node_3_Node_3,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T23:00:00+01:00,Node_1_Node_1,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T23:00:00+01:00,Node_1_Node_2,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T23:00:00+01:00,Node_1_Node_3,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T23:00:00+01:00,Node_2_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T23:00:00+01:00,Node_2_Node_2,0j,MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T23:00:00+01:00,Node_2_Node_3,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T23:00:00+01:00,Node_3_Node_1,(-2.344542198828901+0.603719616198442j),MatrixY,Network_Full_Generation_Full
2030,sc01,2030-01-01T23:00:00+01:00,Node_3_Node_2,(-3.951866268845462+2.035211128455413j),MatrixY,Network_Full_Generation_Full
