,122_WIND_1,N_106,N_105,Network_Line_Out_N_118_N_121_cac1,N_103,N_118,Network_Line_Out_N_109_N_111_cac1,N_119,N_114,Network_Line_Out_N_101_N_102_cac1,N_104,N_101,N_113,Network_Line_Out_N_115_N_116_cac1,N_120,N_102,113_PV_1,N_116,N_115,N_108,Network_Line_Out_N_106_N_108_cac1,N_110,N_107,104_PV_1,Network_Line_Out_N_103_N_124_cac1,N_109,Network_Line_Out_N_117_N_118_cac1,102_PV_1,102_PV_2,119_PV_1
12-04 12:00:00+01:00,0.019998701,0.015375102,0.016070777,0.002525152,0.017800527,0.011970995,8.77E-05,0.013334167,0.011644496,0.009506221,0.008654845,0.011231464,0.010840453,0.005460706,0.011845015,0.006514707,0.005918923,0.009790967,0.009088861,0.010376668,0.00013741,0.009313959,0.007094921,0.002388782,0.010230046,0.007441744,7.79E-05,0.002925972,0.002865464,0.003528242
12-04 13:00:00+01:00,0.020798959,0.015391457,0.015328675,0.002504002,0.017273291,0.012167714,9.37E-05,0.013388402,0.011913511,0.009520062,0.008260098,0.011282023,0.010575621,0.005456187,0.011598555,0.006714922,0.005195422,0.009708296,0.00893852,0.009756705,0.000137429,0.009159331,0.006602069,0.002025929,0.010225217,0.007338854,8.79E-05,0.00298196,0.002920294,0.002738642
12-04 14:00:00+01:00,0.019651866,0.01600968,0.014623069,0.002453036,0.016721045,0.012690035,0.0001215,0.012886159,0.011663712,0.009541973,0.008377086,0.010646955,0.010255861,0.005498053,0.011276505,0.007084551,0.003216928,0.009774693,0.008997018,0.009441663,0.000137668,0.009156915,0.006786888,0.001221605,0.010212654,0.007348207,0.000101497,0.00242695,0.002376761,0.001456953
12-04 15:00:00+01:00,0.016925958,0.016691361,0.014282432,0.002451881,0.016309846,0.013583748,0.000150072,0.013050461,0.011606065,0.009565642,0.008357283,0.010393544,0.010510884,0.00552624,0.011320017,0.007854611,0.001291705,0.01001164,0.009183969,0.009831962,0.000137817,0.009712611,0.007002511,0.00027214,0.010203,0.007625075,0.000100204,0.00140213,0.001373134,0.00033686
12-04 16:00:00+01:00,0.016890189,0.017976871,0.016484408,0.003139712,0.01642363,0.014562252,0.003771103,0.013874905,0.011433127,0.009953954,0.008972277,0.010335586,0.0111916,0.008459299,0.011609671,0.009040503,0.000124363,0.01014183,0.009348538,0.009658871,1.14E-05,0.010983465,0.008173036,0,0.00797323,0.008120817,0.003783275,0.000466159,0.000456519,3.71E-05
12-04 17:00:00+01:00,0.017515302,0.018978458,0.018260588,0.015566814,0.017352602,0.015281292,0.008202454,0.013734354,0.011471558,0.009178791,0.009464683,0.010667918,0.012435329,0.00947084,0.012519605,0.00925612,0,0.010117094,0.009302073,0.00961709,0.000187241,0.010908567,0.008789102,0,0.005073044,0.008494962,0.007229031,0,0,0
12-04 18:00:00+01:00,0.018334874,0.018232665,0.017883454,0.016630572,0.018001283,0.014265479,0.007822172,0.013232203,0.012048018,0.010219963,0.009474821,0.011411503,0.011780116,0.009404973,0.012441792,0.00913291,0,0.009749957,0.009247017,0.010873366,0.0001879,0.010669376,0.008758299,0,0.005274251,0.008476254,0.006972756,0,0,0
12-04 19:00:00+01:00,0.019297521,0.017512387,0.018041607,0.013338858,0.017951263,0.013361591,0.003437528,0.013053374,0.01245154,0.008751324,0.009365353,0.011531118,0.011672221,0.010401793,0.011907266,0.008717078,0,0.009386075,0.009065034,0.011788909,8.82E-06,0.01020549,0.008727495,0,0.007960314,0.00799922,0.006259666,0,0,0
12-04 20:00:00+01:00,0.02036175,0.015878185,0.017068357,0.002505176,0.017126161,0.012218589,0.000137357,0.012294583,0.012144095,0.00949406,0.008310181,0.011782679,0.010748252,0.005488195,0.010743249,0.007993221,0,0.008921946,0.008778534,0.012250832,0.000175037,0.0092149,0.008604282,0,0.010203837,0.007518443,8.90E-05,0,0,0
12-04 21:00:00+01:00,0.021099175,0.013936508,0.016654727,0.002510285,0.016302411,0.010746593,0.000118458,0.01078082,0.011509989,0.009545344,0.006840054,0.011143295,0.009418207,0.005457298,0.009743117,0.007146156,0,0.008662867,0.008605184,0.011824721,0.000174985,0.007687943,0.008080626,0,0.010205802,0.006951614,9.41E-05,0,0,0
12-04 22:00:00+01:00,0.02183958,0.011268664,0.013905298,0.002542613,0.016318633,0.009049048,8.57E-05,0.009292126,0.01072216,0.009530492,0.005822027,0.009379901,0.009530025,0.005409545,0.00890782,0.006237485,0,0.007886933,0.008313507,0.010804077,0.000234322,0.00627454,0.007372151,0,0.010220457,0.006214548,6.63E-05,0,0,0
12-04 23:00:00+01:00,0.022984288,0.008869044,0.010693575,0.002500621,0.016439627,0.00768389,9.32E-05,0.007911636,0.010568437,0.009316884,0.004240421,0.007387758,0.009031749,0.005411941,0.00780923,0.005452024,0,0.007327114,0.007977095,0.009429985,0.000708509,0.005622201,0.007248938,0,0.010222851,0.005552311,4.49E-05,0,0,0
12-05 00:00:00+01:00,0.024101931,0.007114468,0.007737331,0.00247551,0.015760755,0.006623985,8.92E-05,0.006935615,0.010453145,0.009510643,0.003222552,0.006064596,0.008023426,0.005385502,0.006896756,0.005051593,0,0.006844759,0.007745166,0.007371312,0.000657142,0.00520422,0.006140019,0,0.010228284,0.005054699,4.01E-05,0,0,0
12-05 01:00:00+01:00,0.024503729,0.005929051,0.006046311,0.002471897,0.015381325,0.006016871,8.58E-05,0.006261255,0.009819039,0.009513864,0.003012466,0.004822821,0.007087687,0.005368422,0.006414952,0.004851377,0,0.006504962,0.007455329,0.005639618,0.000635858,0.004914291,0.004753871,0,0.010230378,0.004867626,4.15E-05,0,0,0
12-05 02:00:00+01:00,0.024202201,0.00534223,0.005060896,0.002474547,0.015085036,0.005570863,8.62E-05,0.005859235,0.009184933,0.009512538,0.002677918,0.004145209,0.00658941,0.005357997,0.006121169,0.004774371,0,0.006546623,0.007407247,0.004671395,0.000601303,0.004827313,0.004291822,0,0.010229823,0.004809634,4.26E-05,0,0,0
12-05 03:00:00+01:00,0.021617816,0.005035408,0.005146055,0.002475963,0.014499444,0.005414845,8.54E-05,0.005903474,0.008935133,0.009522447,0.002695169,0.003820893,0.006030321,0.00535522,0.006127838,0.004866778,0,0.006603907,0.007442308,0.004137848,0.000583165,0.004967445,0.0031521,0,0.010229237,0.00495368,4.27E-05,0,0,0
12-05 04:00:00+01:00,0.021047191,0.005272884,0.005328539,0.002484814,0.01437845,0.005572559,8.82E-05,0.006243959,0.008839057,0.00952903,0.00304322,0.003838157,0.006161756,0.005366473,0.006382238,0.005375018,0,0.006645568,0.007463515,0.003947629,0.00059473,0.005527974,0.002905674,0,0.010228417,0.005318471,3.86E-05,0,0,0
12-05 05:00:00+01:00,0.02287591,0.006686619,0.007615675,0.002538758,0.014943313,0.006529017,0.000163828,0.007248992,0.009050425,0.009489355,0.004298407,0.004273456,0.006875821,0.005408044,0.007555465,0.006406898,0,0.007124668,0.007699965,0.003868219,0.00073603,0.007040435,0.003367723,0,0.010218678,0.006334274,2.76E-05,0,0,0
12-05 06:00:00+01:00,0.023909258,0.010620348,0.012287271,0.002579134,0.016075744,0.009067703,0.000117723,0.010328931,0.009646101,0.009579684,0.006161429,0.006018353,0.00931816,0.005459067,0.010048651,0.007253964,0,0.008509243,0.008318556,0.004153418,0.00024481,0.009084432,0.004877084,2.42E-05,0.010205622,0.007275249,6.37E-05,0,0,7.56E-06
12-05 07:00:00+01:00,0.027033269,0.014742487,0.015425999,0.002600837,0.017045498,0.012503492,0.000149474,0.0123175,0.010203346,0.009547686,0.007157328,0.008803406,0.011434853,0.005500062,0.011999688,0.007361772,0,0.009473953,0.008983878,0.005105032,0.000143299,0.010246563,0.006725282,0.000647088,0.010203076,0.008021668,6.72E-05,0,0,4.20E-05
12-05 08:00:00+01:00,0.029259016,0.017182014,0.016642561,0.002610578,0.017612164,0.014306179,0.000143559,0.013131052,0.011509989,0.009469115,0.007974188,0.010227686,0.011858584,0.00548684,0.012468788,0.007130754,6.32E-05,0.009548813,0.009218184,0.007153066,0.000137781,0.010587229,0.00774179,0.001808218,0.010213106,0.008193775,6.74E-05,0.000222734,0.000218128,0.000107221
12-05 09:00:00+01:00,0.029123454,0.017787806,0.017019695,0.002560875,0.017813596,0.014750491,0.000122736,0.013165129,0.012278602,0.009388316,0.008251292,0.010907764,0.011952747,0.005469202,0.012634577,0.006868934,0.000850389,0.009441406,0.009024796,0.009233797,0.000137787,0.010314213,0.007957413,0.002624637,0.010224215,0.007849562,7.93E-05,0.000957879,0.00093807,0.00027684
12-05 10:00:00+01:00,0.029396605,0.017397247,0.016642561,0.002498418,0.017755465,0.014360446,9.85E-05,0.012706764,0.012393894,0.00934969,0.008495926,0.011233931,0.011629063,0.005448937,0.012615203,0.006992144,0.002239943,0.009436849,0.009025033,0.010065259,0.000137509,0.009780261,0.007618577,0.003501532,0.010233583,0.007647523,9.07E-05,0.002183525,0.00213837,0.000442765
12-05 11:00:00+01:00,0.031604349,0.017054444,0.016898039,0.002472619,0.017730004,0.014033147,8.11E-05,0.012816501,0.012259387,0.009285879,0.008700344,0.011067456,0.011595714,0.005437651,0.01262886,0.00694594,0.003699327,0.009365895,0.009013034,0.009830405,0.000137198,0.009603888,0.007341347,0.003543865,0.010244778,0.007271508,5.88E-05,0.003124364,0.003059753,0.000556184
12-05 12:00:00+01:00,0.033267579,0.01561127,0.016666892,0.00245539,0.01767683,0.013653277,8.14E-05,0.012832314,0.012182526,0.009260296,0.008527154,0.010923795,0.011240643,0.005439533,0.012395104,0.006961341,0.003692771,0.009171912,0.008941463,0.010081349,0.000137215,0.00959664,0.007002511,0.003108441,0.010244296,0.007168618,6.13E-05,0.003513844,0.003441179,0.000562933
12-05 13:00:00+01:00,0.034156543,0.015616503,0.015949121,0.00243682,0.017328493,0.01379912,9.28E-05,0.013017598,0.012048018,0.00934344,0.008381489,0.010776435,0.011346576,0.005454627,0.012197237,0.007038347,0.00277299,0.009181025,0.008889364,0.0095273,0.000137328,0.009487917,0.006786888,0.002219451,0.010233153,0.007032055,9.75E-05,0.003366572,0.003296952,0.000467427
12-05 14:00:00+01:00,0.035276928,0.016483324,0.015219184,0.002369285,0.016883497,0.014056889,0.000128849,0.012959162,0.011894296,0.009403981,0.008704815,0.010180827,0.011162175,0.005506218,0.012043835,0.007377174,0.001684461,0.009370452,0.008965837,0.009067712,0.000137742,0.009265638,0.006571265,0.001046226,0.010211816,0.007114367,0.000121029,0.002639947,0.002585354,0.000257144
12-05 15:00:00+01:00,0.037737674,0.017025005,0.01495154,0.002357458,0.01646689,0.014418105,0.000155517,0.013297928,0.011702142,0.009477372,0.008762575,0.009902753,0.011018969,0.005538842,0.01191997,0.008054826,0.000626914,0.009675748,0.009116286,0.00950654,0.000137849,0.009850327,0.006910101,0.000169331,0.010201014,0.007443614,0.00011428,0.001595653,0.001562655,8.16E-05
12-05 16:00:00+01:00,0.036732582,0.018147619,0.01711702,0.007563727,0.016457653,0.015067615,0.003854096,0.0144839,0.011721358,0.009276251,0.009397371,0.009902753,0.011397581,0.013750204,0.012447826,0.009163713,4.11E-05,0.009850204,0.00919797,0.009458012,1.65E-05,0.011058364,0.008173036,0,0.007833885,0.008214353,0.007928628,0.000552575,0.000541148,3.32E-05
12-05 17:00:00+01:00,0.034552261,0.019023598,0.018540397,0.015540914,0.017177307,0.015377955,0.008035452,0.014276214,0.011817434,0.008628209,0.009915496,0.01016233,0.012274469,0.00870927,0.013208169,0.009425533,0,0.009921808,0.00913468,0.009580499,0.00018574,0.010978633,0.008912315,0,0.005030935,0.008592239,0.007371726,0,0,0
12-05 18:00:00+01:00,0.033274614,0.018244441,0.018236256,0.016868396,0.017802781,0.013902567,0.007643591,0.013803826,0.012297818,0.008367368,0.009836962,0.01095894,0.012133225,0.008847095,0.013175456,0.009348527,0,0.009570945,0.008978107,0.010413778,0.000186645,0.010758771,0.008912315,0,0.005239519,0.008554825,0.007012507,0,0,0
12-05 19:00:00+01:00,0.038595042,0.017514349,0.018175428,0.0106734,0.017710402,0.012723952,0.003314638,0.013652342,0.012528402,0.008705114,0.009630444,0.01095709,0.011295571,0.007700046,0.012469741,0.008963497,0,0.009345716,0.008803178,0.011384336,1.12E-05,0.010215154,0.008758299,0,0.007994467,0.008171326,0.00446407,0,0,0
12-05 20:00:00+01:00,0.040761533,0.015828466,0.017177848,0.002514828,0.016801483,0.011548729,0.000134992,0.012896372,0.012201741,0.009502242,0.008794165,0.010915163,0.010218588,0.005485839,0.011174555,0.008301245,0,0.008994853,0.008728051,0.011909061,0.000149036,0.009376777,0.008635086,0,0.010203419,0.007718611,8.85E-05,0,0,0
12-05 21:00:00+01:00,0.042579759,0.013770994,0.016825045,0.002511922,0.015988998,0.010285322,0.000117362,0.011454398,0.011337051,0.009552921,0.007374978,0.010478014,0.008812037,0.005459002,0.01008327,0.007300168,0,0.008325023,0.008514254,0.011501893,0.000137802,0.007852235,0.00811143,0,0.010205253,0.007260283,9.35E-05,0,0,0
12-05 22:00:00+01:00,0.040066792,0.011254925,0.014270266,0.002539727,0.015976831,0.008636957,8.93E-05,0.009820407,0.010530006,0.009547737,0.006242266,0.009083946,0.00881596,0.005411892,0.009296566,0.006406898,0,0.007521098,0.008242667,0.010715585,0.000165197,0.006458162,0.007372151,0,0.010215671,0.006519476,7.32E-05,0,0,0
12-05 23:00:00+01:00,0.03966404,0.008869698,0.010961219,0.002504147,0.016155506,0.007281974,9.25E-05,0.008560865,0.010491576,0.009323936,0.004628371,0.007475928,0.008254909,0.005413452,0.008011861,0.005575233,0,0.00687991,0.007857693,0.009229126,0.000589031,0.00581307,0.006571265,0,0.010222523,0.005778669,4.39E-05,0,0,0
12-06 00:00:00+01:00,0.039537658,0.006913628,0.008175293,0.002475181,0.015533638,0.006171193,9.20E-05,0.007299737,0.009799824,0.009510896,0.003495637,0.00640556,0.007164194,0.005389874,0.007166083,0.005159401,0,0.006471112,0.007659865,0.007282301,0.000592543,0.005310527,0.005277527,0,0.0102262,0.005297893,3.97E-05,0,0,0
12-06 01:00:00+01:00,0.040732441,0.00579036,0.006058476,0.00247339,0.01517043,0.005526771,8.72E-05,0.00672728,0.00903121,0.009515122,0.003244319,0.005147755,0.006489363,0.005371262,0.006666493,0.004943784,0,0.006290148,0.007428283,0.005623269,0.000572444,0.005052007,0.003922183,0,0.010229384,0.005101467,4.07E-05,0,0,0
12-06 02:00:00+01:00,0.040938229,0.005159707,0.005097393,0.002475924,0.014824122,0.005219822,8.63E-05,0.006450904,0.008762195,0.009518943,0.002897104,0.004215499,0.00582434,0.005359867,0.006400659,0.004851377,0,0.006307073,0.007320957,0.004614304,0.000552023,0.005015766,0.0031521,0,0.010229068,0.005034121,4.20E-05,0,0,0
12-06 03:00:00+01:00,0.038224243,0.005102137,0.00504873,0.002480551,0.014241909,0.005097721,8.70E-05,0.006566828,0.008723764,0.009516758,0.00282356,0.003762319,0.00549281,0.005355528,0.006452746,0.004928383,0,0.006405366,0.007321295,0.003955414,0.000520816,0.005187308,0.002813264,0,0.010228475,0.005112691,4.15E-05,0,0,0
12-06 04:00:00+01:00,0.039471367,0.005333725,0.005474527,0.002485633,0.014082161,0.005274089,8.96E-05,0.006943573,0.008762195,0.009522998,0.003116357,0.003510757,0.005565394,0.005366472,0.006711911,0.00540582,0,0.006497801,0.007347917,0.003660873,0.000505365,0.005743004,0.002720854,0,0.010227833,0.005479353,3.84E-05,0,0,0
12-06 05:00:00+01:00,0.039235535,0.006694469,0.007421025,0.002529565,0.014634858,0.006033829,0.00013928,0.007866769,0.009338655,0.009496973,0.004435785,0.003477463,0.006406971,0.005405272,0.007630419,0.006499305,0,0.007088866,0.007607134,0.003628953,0.000632268,0.007248217,0.003213707,0,0.010218111,0.006491415,2.76E-05,0,0,0
12-06 06:00:00+01:00,0.041747191,0.010443713,0.012080455,0.00261531,0.015886255,0.008326617,0.000109382,0.010836013,0.010030408,0.009568172,0.006130133,0.003750604,0.008513855,0.005441436,0.010136627,0.00733097,0,0.008272947,0.008197024,0.003906107,0.00013739,0.009152082,0.004599855,3.02E-05,0.010212184,0.007537151,4.56E-05,0,0,6.96E-06
12-06 07:00:00+01:00,0.038020006,0.0144566,0.014927209,0.002597417,0.017163338,0.011457153,0.000143765,0.012703902,0.010952744,0.009547982,0.006936674,0.004436848,0.010093038,0.005491181,0.012338253,0.007638994,0,0.009472001,0.008862504,0.005053909,0.000137719,0.01019341,0.006355642,0.000919228,0.010204947,0.008225577,6.67E-05,0,0,4.23E-05
12-06 08:00:00+01:00,0.037766408,0.016995565,0.016374917,0.002603539,0.01751956,0.013873738,0.000138896,0.013296013,0.011721358,0.009472651,0.007746625,0.004954768,0.010950309,0.005478099,0.01279846,0.007423377,2.62E-06,0.009596983,0.009232555,0.006914319,0.000137693,0.010625887,0.007341347,0.002745588,0.010215622,0.008410779,6.85E-05,0.000240991,0.000236007,0.000178829
12-06 09:00:00+01:00,0.038513848,0.017866311,0.016739886,0.002545858,0.017563947,0.014850546,0.000120792,0.013215936,0.011817434,0.009349796,0.008036577,0.006181128,0.011309303,0.005463259,0.012736528,0.00706915,0.000104939,0.009259139,0.009186788,0.009030084,0.000137714,0.01026106,0.00755697,0.004057906,0.010225087,0.008169456,8.42E-05,0.000979787,0.000959525,0.000734886
12-06 10:00:00+01:00,0.033704907,0.017292574,0.016557402,0.00246873,0.017443179,0.014913293,0.000100678,0.012889669,0.011779004,0.009251602,0.008064577,0.007282325,0.011323035,0.005450067,0.012787344,0.006884335,0.000385132,0.009319027,0.009163955,0.009986888,0.000137485,0.009920393,0.007587774,0.004844088,0.01023351,0.007961805,9.88E-05,0.002095892,0.002052549,0.001529919
12-06 11:00:00+01:00,0.032179982,0.016774445,0.017044026,0.002457202,0.017357559,0.014859026,7.99E-05,0.01295246,0.011913511,0.00920055,0.008088963,0.007659666,0.011452509,0.005436732,0.012912798,0.006807329,0.000548392,0.009349622,0.009063194,0.009988705,0.00013703,0.009669122,0.007433757,0.004783612,0.01024392,0.007669972,7.87E-05,0.002869984,0.002810634,0.002044675
12-06 12:00:00+01:00,0.032726761,0.015457532,0.016849376,0.002445722,0.017284782,0.014764058,7.90E-05,0.012922038,0.011932726,0.009155809,0.00787391,0.007491342,0.011175907,0.005437536,0.012356039,0.006961341,0.000501337,0.009025448,0.008969939,0.010071228,0.000137074,0.009490333,0.007218134,0.004057906,0.010244031,0.007525926,7.38E-05,0.003261899,0.003194444,0.002130757
12-06 13:00:00+01:00,0.032269403,0.015293981,0.016131605,0.00243089,0.016904902,0.014645349,8.96E-05,0.013109041,0.011606065,0.009219078,0.007479299,0.007575813,0.011040548,0.005450396,0.012189932,0.007223162,0.000452388,0.00893171,0.008980179,0.009393654,0.000137325,0.009086848,0.007033315,0.003314058,0.010233838,0.007421166,0.000101238,0.003142621,0.003077632,0.00176601
12-06 14:00:00+01:00,0.031381274,0.016129399,0.015401668,0.002363621,0.016388481,0.014438455,0.000117653,0.012898369,0.011413912,0.009336939,0.007729961,0.007360013,0.010626626,0.005497617,0.011803409,0.007623593,0.000359444,0.00890372,0.009009321,0.009218486,0.000137536,0.008961213,0.006848495,0.002092452,0.010213985,0.007578307,0.000123401,0.002568137,0.002515028,0.000987191
12-06 15:00:00+01:00,0.032495936,0.016597809,0.015061031,0.002396804,0.015867554,0.014353663,0.000144389,0.013333786,0.01101039,0.009486173,0.007925031,0.006502362,0.010230359,0.005524085,0.011690025,0.008285844,0.000162531,0.009401698,0.009128828,0.009349797,0.000137772,0.009429931,0.006879298,0.000471709,0.010202468,0.007892588,0.000113225,0.001503151,0.001472066,0.000223484
12-06 16:00:00+01:00,0.033846908,0.017490144,0.016764217,0.002369183,0.015676036,0.014658916,0.000151008,0.014207925,0.010606868,0.009545291,0.008994338,0.006158315,0.010557965,0.005548475,0.012282673,0.009363928,1.14E-05,0.009589823,0.0091512,0.00923769,0.000137928,0.010621054,0.00774179,0,0.010200552,0.008588498,0.000103689,0.000486851,0.000476783,3.59E-05
12-06 17:00:00+01:00,0.033641001,0.018391637,0.017846957,0.004499588,0.016256447,0.015054048,0.003503133,0.01400691,0.010799021,0.010515692,0.009662711,0.006382747,0.011171983,0.007666761,0.012584396,0.009533341,0,0.009529284,0.009100689,0.009305162,2.54E-05,0.010555821,0.008388659,0,0.008089122,0.008781183,0.001918703,0,0,0
12-06 18:00:00+01:00,0.034658612,0.017698181,0.017275173,0.005146962,0.016600727,0.013442992,0.003249584,0.013413595,0.010799021,0.010381441,0.009524859,0.007545601,0.010709018,0.007826526,0.0121677,0.009379329,0,0.009018938,0.008943184,0.01011768,2.10E-05,0.010256228,0.008234643,0,0.00828911,0.008369623,0.001736558,0,0,0
12-06 19:00:00+01:00,0.034318812,0.016780332,0.017007529,0.00255284,0.016363696,0.012276248,0.00013665,0.013220919,0.010414714,0.009563725,0.009207359,0.007952538,0.009671269,0.005488369,0.011316206,0.008963497,0,0.008586706,0.008802171,0.010875442,0.000140412,0.009773013,0.008142233,0,0.010204663,0.007756025,8.23E-05,0,0,0
12-06 20:00:00+01:00,0.033652924,0.015149402,0.015803133,0.002538685,0.015495559,0.010892436,0.000120375,0.012440003,0.009646101,0.00957201,0.008303949,0.008211498,0.008494238,0.005464352,0.010090257,0.008393653,0,0.008088077,0.008682175,0.011136247,0.000150293,0.008975709,0.007895807,0,0.010207349,0.007288344,8.66E-05,0,0,0
