LoadLevel,Node_1_Node_6_cac1,Node_1_Node_6_cac2,Node_1_Node_6_cac3,Node_1_Node_6_eac1,Node_2_Node_3_cac1,Node_2_Node_3_cac2,Node_2_Node_3_cac3,Node_2_Node_3_eac1,Node_2_Node_6_cac1,Node_2_Node_6_cac2,Node_2_Node_6_cac3,Node_2_Node_6_eac1,Node_3_Node_4_cac1,Node_3_Node_4_cac2,Node_3_Node_4_cac3,Node_3_Node_4_eac1,Node_3_Node_6_cac1,Node_3_Node_6_cac2,Node_3_Node_6_cac3,Node_3_Node_6_eac1,Node_4_Node_5_cac1,Node_4_Node_5_cac2,Node_4_Node_5_cac3,Node_4_Node_5_eac1,Node_4_Node_6_cac1,Node_4_Node_6_cac3,Node_4_Node_6_eac1,Node_4_Node_9_cac1,Node_4_Node_9_cac2,Node_4_Node_9_cac3,Node_4_Node_9_eac1,Node_6_Node_7_cac1,Node_6_Node_7_cac2,Node_6_Node_7_cac3,Node_6_Node_7_eac1,Node_6_Node_8_cac1,Node_6_Node_8_cac2,Node_6_Node_8_cac3,Node_6_Node_8_eac1,Node_7_Node_8_cac1,Node_7_Node_8_cac2,Node_7_Node_8_cac3,Node_7_Node_8_eac1,Node_8_Node_9_cac1,Node_8_Node_9_cac2,Node_8_Node_9_cac3,Node_8_Node_9_eac1
01-01 00:00:00+01:00,0.3,0.6,0.2667999999999999,-0.3,0.3,0.6,0.6153846153846152,0.3,-0.3,-0.6,-1.2,0.1714153846153849,-0.3,-0.6,0.9203076923076924,-0.3,0.3,0.6,1.2,-0.0357230769230766,0.3,0.6,-0.5769230769230772,-0.0734769230769227,-0.3,-1.2,0.1607076923076923,-0.1829230769230773,-0.6,1.2,0.2265230769230772,0.3,0.6,1.2,-0.3,-0.3,-0.6,-1.2,-0.1199999999999995,-0.3,0.6,1.0960000000000003,0.3,-0.2395999999999998,0.6,-1.2,0.3
01-01 01:00:00+01:00,-0.3,0.6,0.8314723420399999,-0.3,0.1154868080999997,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,0.6,0.3894346094500001,-0.3,0.3,0.6,-0.9596868081,0.3,-0.3,1.02182794241,-0.0375000000000002,-0.3,-0.0562785003385711,1.2,-0.1285714285714286,0.1501304966000002,0.6,1.2,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.5849804255100001,-1.2,0.3
01-01 02:00:00+01:00,-0.3,0.1654570745700012,1.2,-0.3,0.3,0.4255336431999997,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,-0.1921774162700006,1.2,-0.3,0.3,0.6,-0.9761336432,0.3,-0.3,1.0571201093199998,-0.0375000000000002,0.3,-0.6,1.1358407245514288,-0.1285714285714286,0.1432776486800004,0.6,1.2,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.0139916472999999,0.3
01-01 03:00:00+01:00,-0.3,0.6,0.7046643956900001,-0.3,0.3,0.6,1.0366026102999994,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,0.1261363786799995,-0.6,1.2,-0.3,0.3,0.6,-0.9908026103,0.3,-0.3,1.0885972679000002,-0.0375000000000002,-0.3,-0.0711881555285715,1.2,-0.1285714285714286,0.3,0.4371655790400001,1.2,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.0130748368599997,0.3
01-01 04:00:00+01:00,-0.3,0.6,0.6581631250399995,-0.3,0.1472613846000001,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,0.3,-0.6,1.0417716153700003,-0.3,0.3,0.6,-0.4443185274571426,-0.2571428571428573,-0.3,1.1114692211500004,-0.0375000000000002,0.3,-0.6,1.1237045151214284,-0.1285714285714286,0.3,0.6,1.03272442309,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.5875913365400002,-1.2,0.3
01-01 05:00:00+01:00,-0.3,0.0357144442000005,1.2,-0.3,0.3,0.6,1.0559133676,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,-0.1469344044700005,1.2,-0.3,0.3,0.6,-0.4481705104571427,-0.2571428571428573,-0.3,1.11973493459,-0.0375000000000002,0.3,-0.6,1.1218587732814285,-0.1285714285714286,0.3,0.6,1.0311194301800002,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.5878320854700002,-1.2,0.3
01-01 06:00:00+01:00,-0.3,0.03497545681,1.2,-0.3,0.3,0.4595106567999997,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,-0.1438709004100002,1.2,-0.3,0.3,0.6,-1.0045106568,0.3,-0.3,1.1180124510300005,-0.0375000000000002,0.2222434055414286,-0.6,1.2,-0.1285714285714286,0.3,0.4314538930200003,1.2,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.5877819160500001,-1.2,0.3
01-01 07:00:00+01:00,0.3,0.6,0.0510472802499997,-0.3,0.3,0.6,1.0508468233,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,0.6,0.4448879605199998,-0.3,0.3,0.6,-0.6581896804428573,-0.0428571428571427,0.3,0.9349796417199994,-0.0374999999999999,-0.3,-0.6,0.999503159051429,0.1714285714285713,0.3,0.6,0.6824971569399996,0.3,-0.3,-0.6,-1.2,0.1199999999999995,0.3,0.6,1.2,-0.3,0.1075654264599994,0.6,-1.2,0.3
01-01 08:00:00+01:00,-0.3,-0.1780108857400001,1.2,-0.3,0.1473780642,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,0.6,0.4357744082300001,-0.3,0.3,0.6,-1.0031780642,0.3,0.3,1.0367529293799995,-0.0374999999999999,-0.3,-0.6,0.9012819394914288,0.1714285714285713,-0.2851908600700003,0.6,1.2,0.3,-0.3,-0.6,-1.2,0.1199999999999995,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.4076986290099997,0.3
01-01 09:00:00+01:00,-0.3,0.6,0.1564005590799999,-0.3,0.3,0.6,1.0249321700999998,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,0.3,-0.6,1.0035208651099998,-0.3,0.3,0.6,-0.9995321701,0.3,0.3,0.7049294482600004,-0.0375000000000002,0.0270289304114285,-0.6,1.2,-0.1285714285714286,0.3,0.6,0.8595282624700002,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.0125292393699998,0.3
01-01 10:00:00+01:00,0.3,-0.6,0.6571750479999994,-0.3,0.0796707573999999,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,0.0489825503099999,-0.6,1.2,-0.3,0.3,0.6,-0.9846707574,0.3,0.3,0.7310393336100003,-0.0375000000000002,-0.3,-0.3238499760385712,1.2,-0.1285714285714286,0.3,0.6,0.79292051773,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.58654192234,-1.2,0.3
01-01 11:00:00+01:00,-0.3,0.6,-0.593732757473,0.3,0.3,0.039821226414195,1.2,0.3,-0.3,-0.6,-1.2,0.0987169801858048,-0.3,-0.6,0.9906996073903238,-0.3,0.3,0.6,1.2,-0.0841886798761299,0.3,0.6,-0.9761382066,0.3,0.3,1.2,0.1243584900929024,-0.3,-0.6,-1.2,-0.1067618717025787,0.3,0.6,1.2,-0.225009701096,-0.3,-0.6,1.170743136225577,-0.3,0.3,0.6,1.2,-0.0374854483559998,0.3,0.6,1.2,-0.0807336742204238
01-01 12:00:00+01:00,-0.3,-0.6,0.604657025641,0.3,0.3,0.6,0.6381415703746616,0.3,-0.3,-0.6,-1.2,0.0943445833253383,-0.3,-0.6,0.9915262071111036,-0.3,0.3,0.6,1.2,-0.0871036111164413,0.3,0.6,-0.9736861537,0.3,0.3,1.2,0.1221722916626691,-0.3,-0.6,-1.2,-0.1078358283515656,0.3,0.6,1.2,-0.2279610256199998,-0.3,-0.6,1.169793366372562,-0.3,0.3,0.6,1.2,-0.0330584615699999,0.3,0.6,1.2,-0.0774097105874379
01-01 13:00:00+01:00,-0.3,0.6,0.0584301763500001,-0.3,0.0542110335000001,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,0.02081287242,-0.6,1.2,-0.3,0.3,0.6,-0.9684110335,0.3,-0.1858513239099997,1.2,-0.0375000000000002,-0.0340588583185713,-0.6,1.2,-0.1285714285714286,0.3,0.6,0.7720954027000004,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.01447431041,0.3
01-01 14:00:00+01:00,0.3,-0.6,0.7685745971699998,-0.3,0.3,0.6,0.9573693299,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,-0.2739691151100004,1.2,-0.3,0.3,0.6,-0.4116264727571426,-0.2571428571428573,0.3,0.6745175204900002,-0.0375000000000002,-0.3,0.6,0.3061694579814287,-0.1285714285714286,0.3,0.6,0.8107461125300002,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.5855480831200001,-1.2,0.3
01-01 15:00:00+01:00,-0.3,0.6,0.3118817410599994,-0.3,0.3,0.6,0.9754291098999996,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,0.6,0.35036729488,-0.3,0.3,0.6,-0.4252862527571426,-0.2571428571428573,-0.2677708683699997,1.2,-0.0375000000000002,-0.3,0.6,0.3712241467414288,-0.1285714285714286,0.3,0.6,0.8730545375400001,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.01359818063,0.3
01-01 16:00:00+01:00,0.3,-0.6,1.1724873211900004,-0.3,0.0939815825000001,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,-0.2220548204200002,1.2,-0.3,0.3,0.6,-0.6457244396428572,-0.0428571428571427,0.3,0.9594313123899998,-0.0374999999999999,-0.3,-0.6,0.9542760869814292,0.1714285714285713,0.3,0.6,0.6200910073099999,0.3,-0.3,-0.6,-1.2,0.1199999999999995,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.4067863488999996,0.3
01-01 17:00:00+01:00,0.3,0.6,0.1794728938400007,-0.3,0.0927543645999999,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,-0.2201532413000003,1.2,-0.3,0.3,0.6,-0.9809543646,0.3,-0.3,1.06746457403,-0.0375000000000002,-0.3,0.6,0.5335307955414288,-0.1285714285714286,0.3,0.4412690147600003,1.2,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.01369035221,0.3
01-01 18:00:00+01:00,-0.3,0.6,0.9258826564000008,-0.3,-0.173404961600001,0.6,1.2,0.300000000000001,-0.3,-0.6,-1.2,0.0,-0.3,0.1580743870800004,1.2,0.3,0.3,-0.6,1.0010198243900004,-0.1500000000000005,0.3,0.6,-0.3461950383999999,-0.3,0.3,1.2,-0.3,-0.3,-0.6,0.6350661177800003,0.0,0.3,0.6,1.2,0.1923008269200001,-0.3,-0.6,-1.2,0.3,0.3,0.6,1.2,0.0865487596199999,-0.3,-0.6,0.9706859495199998,0.3
01-01 19:00:00+01:00,0.3,-0.18003553943,1.2,-0.3,0.3,0.6,0.6959902865999996,0.3,-0.3,-0.6,-1.2,0.0,-0.3,0.6,0.8064816049299999,0.3,0.0170403961099999,-0.6,1.2,-0.15,0.3,0.6,-0.3259902865999999,-0.3,0.3,1.2,-0.3,-0.3,-0.6,0.6497987493299999,0.0,0.3,0.6,1.2,0.1956682855599999,-0.3,-0.6,-1.2,0.3,0.3,0.6,1.2,0.0814975716600001,-0.3,-0.6,0.96437196457,0.3
01-01 20:00:00+01:00,0.3,-0.1305489660999983,1.2,-0.3,-0.3,-0.6,0.3376973273338468,0.3,-0.3,-0.6,0.9411762642661528,0.0,0.3,0.6,1.2,-0.1384237407261531,-0.3,-0.6,-1.2,-0.15,0.3,0.6,-0.5863762635472525,-0.0296973280527475,0.3,1.2,-0.0259851620461539,-0.3,-0.6,0.6440480687727475,0.2703026719472524,0.3,0.6,1.2,0.0,-0.3,-0.6,-1.2,0.2400000000000002,-0.1183026700999999,0.6,1.2,0.3,-0.3,-0.6,0.7039519293799998,0.3
01-01 21:00:00+01:00,0.3,0.6,0.5039137675599996,-0.3,0.3,0.6,0.6644643033999988,0.300000000000001,-0.3,-0.6,-1.2,0.0,-0.3,0.6,0.8465542731999991,0.3,-0.0585459192399988,-0.6,1.2,-0.1500000000000005,0.3,0.6,-0.3092643034,-0.3,0.3,1.2,-0.3,-0.3,-0.6,0.6619947787999994,0.0,0.3,0.6,1.2,0.19845594944,-0.3,-0.6,-1.2,0.3,0.3,0.6,1.2,0.0773160758400001,-0.3,-0.6,0.9591450948000004,0.3
01-01 22:00:00+01:00,-0.3,0.4928406223400002,1.2,-0.3,0.3,0.3416139633515388,-1.2,0.3,-0.3,-0.6,0.9213544988484614,0.0,0.3,0.6,1.2,-0.1341579596184612,-0.3,-0.6,-1.2,-0.15,0.3,0.6,-0.5806241476417581,-0.0327443145582418,0.3,1.2,-0.0286512752384614,-0.3,-0.6,0.6495184004782417,0.2672556854417581,0.3,0.6,1.2,0.0,-0.3,-0.6,-1.2,0.2400000000000002,0.3,0.1805701925999999,1.2,0.3,-0.3,-0.6,0.7026557214800002,0.3
01-01 23:00:00+01:00,-0.3,0.6,1.00310951943,-0.3,0.3,0.6,0.6869638106000002,0.3,-0.3,-0.6,-1.2,0.0,-0.3,0.6,0.7849825371000001,0.3,0.0294085752700001,-0.6,1.2,-0.15,0.3,0.6,-0.3349638105999999,-0.3,0.3,1.2,-0.3,-0.3,-0.6,0.6432555548000001,0.0,0.3,0.6,1.2,0.1941726982399999,-0.3,-0.6,-1.2,0.3,0.3,0.6,1.2,0.0837409526400001,-0.3,-0.6,0.9671761908000004,0.3
01-02 00:00:00+01:00,0.3,0.6,0.29752436397,-0.3,-0.3,0.2946353680299999,-1.2,0.3,-0.3,-0.1773613653299999,1.2,0.0,-0.3,0.1257810351499998,1.2,0.3,-0.3,-0.6,-1.2,-0.15,0.3,0.6,-0.3596740027,-0.3,0.3,1.2,-0.3,-0.3,-0.6,0.6252377063499999,0.0,0.3,0.6,1.2,0.19005433288,-0.3,-0.6,-1.2,0.3,0.3,0.6,1.2,0.08991850068,-0.3,-0.6,0.97489812585,0.3
01-02 01:00:00+01:00,-0.3,0.19255434245,1.2,-0.3,0.3,0.3720266233999999,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,-0.2438689393600001,1.2,-0.3,0.3,0.6,-0.4274837662571427,-0.2571428571428573,-0.3,1.0753446293500002,-0.0375000000000002,-0.3,-0.0682288284785711,1.2,-0.1285714285714286,0.3,0.4397389069100005,1.2,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.0134608360399999,0.3
01-02 02:00:00+01:00,-0.3,0.1254222718799997,1.2,-0.3,0.3,0.6,0.9931852869,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,0.08168283472,-0.6,1.2,-0.3,0.3,0.6,-0.9989852869,0.3,-0.3,1.10615592819,-0.0375000000000002,-0.3,0.6,0.5248909785814286,-0.1285714285714286,0.3,0.6,1.0337561304400005,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.0125634195699999,0.3
01-02 03:00:00+01:00,0.3,-0.5215765934599996,1.2,-0.3,0.3,0.6,1.0103111615,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,0.3,-0.6,1.00572968841,-0.3,0.3,0.6,-0.4497683043571425,-0.2571428571428573,-0.3,1.12316353396,-0.0375000000000002,0.3,-0.6,1.1210931637114288,-0.1285714285714286,0.1304536827300004,0.6,1.2,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.0120680524099998,0.3
01-02 04:00:00+01:00,-0.3,0.6,0.64260625512,-0.3,0.3,0.4291215371999998,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,0.3,-0.6,1.0334084600599998,-0.3,0.3,0.6,-0.4525786800571427,-0.2571428571428573,-0.3,1.1291941319300005,-0.0375000000000002,-0.3,-0.0802534746585713,1.2,-0.1285714285714286,0.3,0.6,1.02928269284,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.5881075960700001,-1.2,0.3
01-02 05:00:00+01:00,0.3,0.6,0.0418579132200003,-0.3,0.3,0.4404872828999998,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,0.1487351633900001,-0.6,1.2,-0.3,0.3,0.6,-0.4475444257571426,-0.2571428571428573,-0.3,1.1183914612,-0.0375000000000002,0.3,-0.6,1.122158772171429,-0.1285714285714286,0.1313802987800005,0.6,1.2,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.01220704482,0.3
01-02 06:00:00+01:00,-0.3,0.0973955181300003,1.2,-0.3,0.1330011031999999,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,-0.1515320462600004,1.2,-0.3,0.3,0.6,-0.9856011032,0.3,-0.3,1.0774357007000004,-0.0375000000000002,0.2313042332714286,-0.6,1.2,-0.1285714285714286,0.3,0.6,1.03933287365,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.5866000689500003,-1.2,0.3
01-02 07:00:00+01:00,-0.3,0.6,0.7791215627299999,-0.3,0.3,0.6,1.0067054615000004,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,-0.1600769615900001,1.2,-0.3,0.3,0.6,-0.6148483186428573,-0.0428571428571427,-0.0564236972600002,1.2,-0.0374999999999999,-0.3,-0.6,1.018670894931429,0.1714285714285713,0.3,0.6,0.7005560576999998,0.3,-0.3,-0.6,-1.2,0.1199999999999995,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.4048565913399995,0.3
01-02 08:00:00+01:00,-0.3,-0.0078441239299991,1.2,-0.3,0.0808139381999998,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,0.6,0.4370495945599997,-0.3,0.3,0.6,-0.9278139382,0.3,0.3,0.8902340757399994,-0.0374999999999999,-0.3,-0.6,0.9221939165314292,0.1714285714285713,-0.2513891408999998,0.6,1.2,0.3,-0.3,-0.6,-1.2,0.1199999999999995,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.4029883711399995,0.3
01-02 09:00:00+01:00,-0.3,0.6,0.3706337569100004,-0.3,0.0620316906,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,0.3,-0.6,1.0468036390300004,-0.3,0.3,0.6,-0.8998316905999999,0.3,0.3,0.9165888360599992,-0.0374999999999999,-0.3,-0.6,0.849202076811429,0.1714285714285713,-0.3,0.5486701289000001,1.2,0.3,-0.3,-0.6,-1.2,0.1199999999999995,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.4012394806599995,0.3
01-02 10:00:00+01:00,0.3,-0.6,0.2346765160599999,0.3,0.3,0.6,1.2,-0.0779283582928271,-0.3,-0.6,-1.2,-0.097707787307173,-0.3,-0.5550933701577951,1.2,-0.3,0.3,0.6,1.2,-0.026174345725033,0.3,0.6,-0.8823638543999999,0.3,0.3,1.2,0.167869240706225,-0.3,-0.6,-1.2,-0.0523561868640206,0.3,0.6,1.2,-0.1978606423999998,-0.2717544490659812,-0.6,1.2,-0.3,0.3,0.6,1.2,-0.0782090363999997,0.3,0.6,1.2,-0.0698157445659816
01-02 11:00:00+01:00,-0.3,0.6,-0.3681060502259999,0.3,0.3,0.6,1.2,-0.0680933946174077,-0.3,-0.6,-1.2,-0.0989586595825924,-0.2476096612443838,-0.6,1.2,-0.3,0.3,0.6,1.2,-0.0319257424130244,0.3,0.6,-0.8865479457999998,0.3,0.3,1.2,0.1635556931902315,-0.3,-0.6,-1.2,-0.0335854448346153,0.3,0.6,1.2,-0.2124779909599997,-0.3,-0.5386407861713869,1.2,-0.3,0.3,0.6,1.2,-0.0562830135599996,0.3,0.6,1.2,-0.014514553121387
01-02 12:00:00+01:00,-0.3,-0.6,0.8187349483009998,0.3,0.3,0.6,1.2,-0.0550821232324367,-0.3,-0.6,-1.2,-0.0857302845675632,0.3,-0.6,0.6519282702363869,-0.3,0.3,0.6,1.2,-0.0296124614288234,0.3,0.6,-0.5710054824038653,-0.0253821097961345,0.3,1.2,0.1652906539283823,-0.3,-0.6,-1.2,-0.0193830633919954,0.3,0.6,1.2,-0.21795793204,-0.2189633476270037,-0.6,1.2,-0.3,0.3,0.6,1.2,-0.04806310194,0.3,0.6,1.2,0.0139977749429963
01-02 13:00:00+01:00,-0.3,-0.6,0.8091338082319999,0.3,0.3,0.0996056141939997,1.2,0.3,-0.3,-0.6,-1.2,0.0881083614060002,-0.3,-0.6,1.1650190358599997,-0.3,0.3,0.6,1.2,-0.0912610923959997,0.3,0.6,-0.5178901821177141,-0.0782237934822859,0.3,1.2,0.119054180703,-0.3,-0.6,-1.2,-0.0605118521430003,0.3,0.6,1.2,-0.21247232928,-0.1833877542749993,-0.6,1.2,-0.3,0.3,0.6,1.2,-0.05629150608,0.3,0.6,1.2,0.0413278631250007
01-02 14:00:00+01:00,-0.3,0.6,-0.3952365886979999,0.3,-0.1838053895106751,0.6,1.2,0.3,-0.3,-0.6,-1.2,0.1142241021106752,-0.3,-0.6,1.172581661182208,-0.3,0.3,0.6,1.2,-0.0738505985928829,0.3,0.6,-0.9032187126,0.3,0.3,1.2,0.1321120510553379,-0.3,-0.6,-1.2,-0.0541658688731298,0.3,0.6,1.2,-0.1981364520799999,-0.3,-0.4823416778448716,1.2,-0.3,0.3,0.6,1.2,-0.0777953218800001,0.3,0.6,1.2,0.0213141698151282
01-02 15:00:00+01:00,0.3,-0.6,0.8421764426200007,-0.3,0.3,0.6,1.1012950295,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,-0.0096557989200001,1.2,-0.3,0.3,0.6,-0.3587521723571427,-0.2571428571428573,-0.3,1.09145808414,-0.0375000000000002,0.1011050602314286,-0.6,1.2,-0.1285714285714286,0.3,0.2907770710000003,1.2,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.0177565606599998,0.3
01-02 16:00:00+01:00,0.1996884043400004,-0.6,1.2,-0.3,0.3,0.5322397773999997,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,0.0221130736299995,1.2,-0.3,0.3,0.6,-0.9208397774,0.3,-0.0779313110200005,1.2,-0.0374999999999999,-0.3,-0.6,0.9787357018914292,0.1714285714285713,0.3,0.0403167594,1.2,0.3,-0.3,-0.6,-1.2,0.1199999999999995,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.4025524860799996,0.3
01-02 17:00:00+01:00,-0.3,0.1255467263400002,1.2,-0.3,0.3,0.6,1.1397208058,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,0.0348409400999996,1.2,-0.3,0.3,0.6,-0.3543779486571425,-0.2571428571428573,-0.3,0.91847172916,-0.0375000000000002,-0.3,-0.033198957588571,1.2,-0.1285714285714286,0.3,0.4701996642000002,1.2,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.01802994964,0.3
01-02 18:00:00+01:00,-0.3,0.2426547401800005,1.2,-0.3,0.2079219101,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,0.0063422284399999,1.2,-0.3,0.3,0.6,-0.3237790529571427,-0.2571428571428573,-0.3,0.85281159878,-0.0375000000000002,-0.3,-0.018536986708571,1.2,-0.1285714285714286,0.3,0.4829492041000004,1.2,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.01994238062,0.3
01-02 19:00:00+01:00,-0.3,0.2940753669900001,1.2,-0.3,0.1873506789,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,0.6,0.5890091253799998,-0.3,0.3,0.6,-0.8691506789,0.3,-0.3,0.8275524984300004,-0.0375000000000002,0.3,-0.6,1.1871033949414287,-0.1285714285714286,0.3,0.6,1.0878538838000005,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.5793219174300003,-1.2,0.3
01-02 20:00:00+01:00,-0.3,0.6,0.90942892966,-0.3,0.3,0.4793559557999999,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,0.6,0.5817486151000002,-0.3,0.3,0.6,-0.3092130986571426,-0.2571428571428573,-0.3,0.8215554884399998,-0.0375000000000002,-0.3,0.6,0.5884425331314287,-0.1285714285714286,0.3,0.6,1.0890183518000005,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.57914724724,-1.2,0.3
01-02 21:00:00+01:00,-0.3,0.3010398833900003,1.2,-0.3,0.3,0.6,1.0763563364000002,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,0.29071572579,-0.6,1.2,-0.3,0.3,0.6,-0.3090134792571426,-0.2571428571428573,-0.3,0.8211271385199999,-0.0375000000000002,0.2885381840514288,-0.6,1.2,-0.1285714285714286,0.3,0.4891015265000001,1.2,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.0208652289799997,0.3
01-02 22:00:00+01:00,-0.3,0.23619372246,1.2,-0.3,0.3,0.4880476990999997,1.2,0.3,-0.3,-0.6,-1.2,-0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,0.6,0.6147556489500001,-0.3,0.3,0.6,-0.8802476990999999,0.3,-0.3,0.8513648542900001,-0.0375000000000002,-0.3,-0.0182139272185711,1.2,-0.1285714285714286,0.1832301254000003,0.6,1.2,-0.0500000000000003,-0.3,-0.6,-1.2,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.5800154811899999,-1.2,0.3
