LoadLevel,Node_1_Node_6_cac1,Node_1_Node_6_cac2,Node_1_Node_6_cac3,Node_1_Node_6_eac1,Node_2_Node_3_cac1,Node_2_Node_3_cac2,Node_2_Node_3_cac3,Node_2_Node_3_eac1,Node_2_Node_6_cac1,Node_2_Node_6_cac2,Node_2_Node_6_cac3,Node_2_Node_6_eac1,Node_3_Node_4_cac1,Node_3_Node_4_cac2,Node_3_Node_4_cac3,Node_3_Node_4_eac1,Node_3_Node_6_cac1,Node_3_Node_6_cac2,Node_3_Node_6_cac3,Node_3_Node_6_eac1,Node_4_Node_5_cac1,Node_4_Node_5_cac2,Node_4_Node_5_cac3,Node_4_Node_5_eac1,Node_4_Node_6_cac1,Node_4_Node_6_cac2,Node_4_Node_6_cac3,Node_4_Node_6_eac1,Node_4_Node_9_cac1,Node_4_Node_9_cac2,Node_4_Node_9_cac3,Node_4_Node_9_eac1,Node_6_Node_7_cac1,Node_6_Node_7_cac2,Node_6_Node_7_cac3,Node_6_Node_7_eac1,Node_6_Node_8_cac1,Node_6_Node_8_cac2,Node_6_Node_8_cac3,Node_6_Node_8_eac1,Node_7_Node_8_cac1,Node_7_Node_8_cac2,Node_7_Node_8_cac3,Node_7_Node_8_eac1,Node_8_Node_9_cac1,Node_8_Node_9_cac2,Node_8_Node_9_eac1
01-26 04:00:00+01:00,-0.3,0.6,0.8609371483400003,-0.3,0.3,0.0935539326999997,1.2,0.3,-0.3,-0.6,-1.2,0.0,0.1650959735000002,-0.6,1.2,0.3,-0.3,0.6,0.6704502813199997,-0.15,0.3,0.6,-0.3767539327,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.3930191947,-1.2,0.0,0.3,0.6,1.2,0.1872076778800001,-0.3,0.21976439602,-1.2,0.3,0.3,0.6,1.2,0.0941884831799999,0.3,0.6,0.3
01-26 05:00:00+01:00,0.3,-0.3073423605100003,1.2,-0.3,0.3,0.0871427349,1.2,0.3,-0.3,-0.6,-1.2,0.0,-0.3,-0.1190473643700001,1.2,0.3,-0.3,0.0449138884200004,1.2,-0.15,0.3,0.6,-0.3691427349,-0.3,0.3,0.6,1.2,-0.3,0.3,-0.20380947287,-1.2,0.0,0.3,0.6,1.2,0.1884762108520001,-0.3,0.222142895348,-1.2,0.3,0.3,0.6,1.2,0.0922856837219999,0.3,0.6,0.3
01-26 06:00:00+01:00,-0.3,0.6,1.0039458003899997,-0.3,0.3,0.0627579567999999,1.2,0.3,-0.3,-0.6,-1.2,0.0,0.2392542565999996,-0.6,1.2,0.3,0.2563633596700008,-0.6,1.2,-0.15,0.3,0.6,-0.3411579568,-0.3,0.3,0.6,1.2,-0.3,0.3,-0.1921491487,-1.2,0.0,0.3,0.6,1.2,0.19314034052,-0.3,-0.6,-0.3691118615199997,0.3,0.3,0.6,1.2,0.08528948922,0.3,0.6,0.3
01-26 07:00:00+01:00,0.3,0.6,0.5432882751800006,-0.3,-0.2718801908000008,0.6,1.2,0.300000000000001,-0.3,-0.6,-1.2,0.0,-0.3,0.6,0.6207837309000002,0.3,0.3,-0.6,1.031289379840001,-0.1500000000000005,0.3,0.6,-0.2901198091999999,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.1956832537999999,0.0,0.3,0.6,1.2,0.19620669848,-0.3,0.23867755964,-1.2,0.3,0.3,0.6,1.2,0.0806899522799999,0.3,0.6,0.3
01-26 08:00:00+01:00,-0.3,0.3060017428100009,1.2,-0.3,0.3,0.0084549555999998,1.2,0.3,-0.3,-0.6,-1.2,0.0,0.3,-0.6,1.1789855091,0.3,0.1472786057699997,-0.6,1.2,-0.15,0.3,0.6,-0.2508549555999999,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.2970771017999999,-1.2,0.0,0.3,0.6,1.2,0.1526708407199999,-0.3,-0.6,-0.4241721736399998,0.3,0.3,0.6,1.2,0.14599373892,0.3,0.6,0.3
01-26 09:00:00+01:00,0.3,-0.4727835270899996,1.2,-0.3,-0.3,0.5883446088909091,1.2,0.3,-0.3,-0.6,-1.2,-0.003671740690909,0.3,0.6,1.2,-0.3,-0.3,-0.6,1.0114379140481813,-0.1524478271272727,0.3,0.6,-0.8366728682,0.3,0.3,0.6,1.2,0.0731641296545453,-0.3,0.2212906506454545,-1.2,0.3,0.3,0.6,1.2,0.0500000000000003,0.2081899048945453,-0.6,-1.2,0.3,0.1194136951000003,0.6,1.2,0.3,0.3,0.6,0.0048956542545455
01-26 10:00:00+01:00,-0.3,-0.0146340721199995,1.2,-0.3,-0.3,0.5470931220545446,1.2,0.3,-0.3,-0.6,-1.2,0.020090649545455,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.966229984290908,-0.1366062336363635,0.3,0.6,-0.5335837715999999,0.0,0.3,0.6,1.2,0.0850453247727272,-0.3,-0.6,-0.3957390387727273,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,-0.6,-0.7760130899472725,0.3,0.3,0.6,1.0721265714999997,0.3,0.3,0.6,-0.0267875327272726
01-26 11:00:00+01:00,0.1334372885500002,-0.6,1.2,-0.3,-0.3,0.6,1.1463648880090906,0.3,-0.3,-0.6,-1.2,0.0472259332909095,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.9584794027018176,-0.1185160444727273,0.3,0.6,-0.5447908212999999,0.0,0.3,0.6,1.2,0.0986129666454545,-0.3,0.2093717355545454,-1.2,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,-0.2463635128845453,-1.2,0.3,0.3,0.5055961754999999,1.2,0.3,0.3,0.6,-0.0629679110545454
01-26 12:00:00+01:00,-0.3,0.6,0.365566545129999,-0.3,-0.3,0.6,1.1605829329545445,0.3,-0.3,-0.6,-1.2,0.0595422251454555,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.9663089758809076,-0.1103051832363632,0.3,0.6,-0.5533251581,0.0,0.3,0.6,1.2,0.1047711125727273,-0.3,-0.6,-0.382562515672727,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,-0.6,-0.8728746051072731,0.3,0.3,0.6,1.1151521492000005,0.3,0.3,0.6,-0.0793896335272729
01-26 13:00:00+01:00,-0.3,0.6,0.3964428681699998,-0.3,-0.3,0.5746632570727274,1.2,0.3,-0.3,-0.6,-1.2,0.0526061907272724,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.988604037894546,-0.1149292061818183,0.3,0.6,-0.5556694477999999,0.0,0.3,0.6,1.2,0.1013030953636363,-0.3,0.2248126510363634,-1.2,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,-0.6,-0.8499498647263636,0.3,0.3,0.6,1.1013289366,0.3,0.3,0.6,-0.0701415876363636
01-26 14:00:00+01:00,0.3,-0.6,1.0537549396300008,-0.3,0.3,0.6,0.6004835224272724,0.3,-0.3,-0.6,-1.2,0.0439706462727276,0.3,0.6,1.2,-0.3,-0.3,-0.6,1.0289787863654538,-0.1206862358181815,0.3,0.6,-0.5676541687,0.0,0.3,0.6,1.2,0.0969853231363636,-0.3,0.2491049580636363,-1.2,0.3,0.3,0.6,1.2,0.0499999999999998,0.0942215157863645,-0.6,-1.2,0.3,0.1679225702999996,0.6,1.2,0.3,0.3,0.6,-0.0586275283636363
01-26 15:00:00+01:00,-0.3,0.6,0.6185928739199991,-0.3,-0.2622178615727276,0.6,1.2,0.3,-0.3,-0.6,-1.2,0.0151488464727277,0.3,0.6,1.2,-0.3,-0.3,-0.6,1.0931047382654546,-0.1399007690181818,0.3,0.6,-0.8749309849,0.3,0.3,0.6,1.2,0.0825744232363637,-0.3,-0.6,-0.3243561150363634,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,-0.6,-0.7036362255236361,0.3,0.3,0.6,1.0037545769999998,0.3,0.3,0.6,-0.0201984619636365
01-26 16:00:00+01:00,0.3,-0.2943468548400004,1.2,-0.3,-0.213323530781819,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.037237243418181,0.3,0.6,1.2,-0.3,-0.3,-0.6,1.1888078357936351,-0.1748248289454542,0.3,0.6,-0.8766392258,0.3,0.3,0.6,1.2,0.0563813782909092,-0.3,-0.6,-0.2953160019909089,0.3,0.3,0.6,1.2,0.0500000000000003,-0.3,-0.6,-0.5346066378190917,0.3,0.3,0.3044663441000004,1.2,0.3,0.3,0.6,0.0496496578909088
01-26 17:00:00+01:00,0.3,-0.0301482258599995,1.2,-0.3,0.3,0.0507872555999987,1.2,0.300000000000001,-0.3,-0.6,-1.2,0.0,-0.3,0.0862932174999998,1.2,0.3,-0.3,0.6,0.4431585806900004,-0.1500000000000005,0.3,0.6,-0.2703872556,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.4369386434999999,-1.2,0.0,0.3,0.6,1.2,0.2036554574,-0.3,-0.6,-0.3489160173699996,0.3,0.3,0.6,1.2,0.0695168138999999,0.3,0.6,0.3
01-26 18:00:00+01:00,0.3,0.0361587650299998,1.2,-0.3,-0.2454483113999999,0.6,1.2,0.3,-0.3,-0.6,-1.2,0.0,-0.3,0.6,0.7321839821,0.3,-0.3,0.6,0.39939298793,-0.15,0.3,0.6,-0.2485516885999998,-0.3,0.3,0.6,1.2,-0.3,0.3,-0.1535632036,-1.2,0.0,0.3,0.6,1.2,0.2085747185599999,-0.3,0.2598275972999998,-1.2,0.3,0.3,0.6,1.2,0.0621379221600001,0.3,0.6,0.3
01-26 19:00:00+01:00,-0.2094556169499995,0.6,1.2,-0.3,-0.2317216943000001,0.6,1.2,0.3,-0.3,-0.6,-1.2,0.0,-0.3,0.1885868631000004,1.2,0.3,0.0670044935499998,-0.6,1.2,-0.15,0.3,0.6,-0.2214783057,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.4577173726,-1.2,0.0,0.3,0.6,1.2,0.21308694904,-0.3,-0.6,-0.3317119705399998,0.3,0.3,0.6,1.2,0.0553695764399999,0.3,0.6,0.3
01-26 20:00:00+01:00,0.3,0.6,0.6328272088200002,-0.3,0.3,0.114971764,1.2,0.3,-0.3,-0.6,-1.2,0.0,-0.3,0.6,0.7971421584000002,0.3,-0.3,0.6,0.4280582329299998,-0.15,0.3,0.6,-0.2173717639999999,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.4594284317,-1.2,0.0,0.3,0.6,1.2,0.2137713726799999,-0.3,0.26957132377,-1.2,0.3,0.3,0.6,1.2,0.05434294098,0.3,0.6,0.3
01-26 21:00:00+01:00,-0.3,0.5040546867899997,1.2,-0.3,0.3,0.1870634617000001,1.2,0.3,-0.3,-0.6,-1.2,0.0,-0.3,0.6,0.7836177880999997,0.3,-0.3,0.6,0.5515562505500011,-0.1500000000000005,0.3,0.6,-0.2238634616999999,-0.3,0.3,0.6,1.2,-0.3,0.3,-0.6,-0.7432764424,0.0,0.3,0.6,1.2,0.21268942304,-0.3,0.2675426682,-1.2,0.3,0.3,0.6,1.2,0.05596586544,0.3,0.6,0.3
01-26 22:00:00+01:00,-0.3,0.6,0.8884410103100004,-0.3,0.0816349429909086,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.1102911916909087,0.3,0.6,1.2,-0.3,0.1561863626581811,-0.6,1.2,-0.2235274611272727,0.3,0.6,-0.5509437513,0.0,0.3,0.6,1.2,0.0198544041545454,-0.3,0.2983851813454543,-1.2,0.3,0.3,0.6,1.2,0.0500000000000003,-0.3,-0.6,-0.335688958595455,0.3,0.3,0.6,0.8045598964000005,0.3,0.3,0.6,0.1470549222545455
01-26 23:00:00+01:00,-0.3,0.0630174423499999,1.2,-0.3,0.3,0.413220725327272,1.2,0.3,-0.3,-0.6,-1.2,-0.070172711127272,0.3,0.6,1.2,-0.3,0.2125105351054537,-0.6,1.2,-0.1967818074181815,0.3,0.6,-0.8862480142,0.3,0.3,0.6,1.2,0.0399136444363637,-0.3,-0.6,-0.2628336207363633,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,0.1939031080463636,-1.2,0.3,0.3,0.6,0.8192700058999998,0.3,0.3,0.6,0.0935636148363633
01-27 00:00:00+01:00,-0.3,-0.0973107531200008,1.2,-0.3,0.3,0.6,1.0179146040909084,0.3,-0.3,-0.6,-1.2,-0.0359550340909086,0.3,0.6,1.2,-0.3,-0.3,-0.0713887781818189,1.2,-0.1739700227272724,0.3,0.6,-0.91635957,0.3,0.3,0.6,1.2,0.0570224829545455,0.3,-0.6,-0.8297565329545451,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,0.1338510848345451,-1.2,0.3,-0.0681835124999997,0.6,1.2,0.3,0.3,0.6,0.0479400454545451
01-27 01:00:00+01:00,0.3,-0.6,0.952547929079999,-0.3,0.1262740563727269,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.0089504696727271,0.3,0.6,1.2,-0.3,-0.3,0.6,0.5649283006045454,-0.1559669797818182,0.3,0.6,-0.6401235866999999,0.0,0.3,0.6,1.2,0.0705247651636364,0.3,-0.2036521206636361,-1.2,0.3,0.3,0.6,1.2,0.0500000000000003,-0.3,-0.6,-0.5135419257063643,0.3,-0.0582818388999993,0.6,1.2,0.3,0.3,0.6,0.0119339595636361
01-27 02:00:00+01:00,0.3,-0.6,0.325778143688,0.3,0.3,0.6,1.2,-0.160045515,-0.3,-0.6,-1.2,0.3,-0.3,-0.6,0.728361926891999,-0.0239726909999994,0.3,0.6,1.2,0.2800227575000003,0.3,0.6,-0.954754485,0.3,-0.3,-0.6,1.1684610796919992,0.2249999999999999,0.3,-0.6,-1.0978143688,0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.5375134758899995,-0.1199999999999995,-0.3,0.6,1.0978143688000002,0.3,0.3,0.6,0.3
01-27 03:00:00+01:00,0.3,-0.6,0.331400319611,0.3,0.3,0.6,1.2,-0.1515232932999999,-0.3,-0.6,-1.2,0.3,-0.3,-0.6,0.7167019278989988,-0.0290860240199993,0.3,0.6,1.2,0.2757616466500004,0.3,0.6,-0.6600767067,0.0,-0.3,-0.6,1.1627757095189992,0.2249999999999999,0.3,-0.5000319611399999,-1.2,0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.5349632446899997,-0.1199999999999995,-0.3,0.6,1.1000319611400002,0.3,0.3,0.6,0.3
01-27 04:00:00+01:00,-0.3,0.6,-0.291397122512,0.3,0.3,0.6,1.2,-0.150909403,-0.3,-0.6,-1.2,0.3,-0.3,-0.6,0.7383969253719993,-0.0294543581999995,0.3,0.6,1.2,0.2754547015000003,0.3,0.6,-0.660690597,0.0,-0.3,-0.6,1.1853813109319995,0.2249999999999999,0.3,-0.5002877487599999,-1.2,0.3,0.3,0.6,1.2,-0.3,0.2346690889299996,0.6,-1.2,-0.1199999999999995,-0.3,0.6,1.1002877487599998,0.3,0.3,0.6,0.3
01-27 05:00:00+01:00,-0.3,0.6,-0.2970215619959999,0.3,0.3,0.6,1.2,-0.1575748791000002,-0.3,-0.6,-1.2,0.3,-0.3,-0.6,0.7536747823359977,-0.0254550725399989,0.3,0.6,1.2,0.2787874395500005,0.3,0.6,-0.9548251209,0.3,-0.3,-0.6,1.1924387116959994,0.2249999999999999,-0.3,0.1021561995999998,-1.2,0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.5374796295399997,-0.1199999999999995,-0.3,0.4978438004,1.2,0.3,0.3,0.6,0.3
01-27 06:00:00+01:00,-0.3,0.6,0.3099224344500007,-0.3,0.3,0.6,1.0358883055363637,0.3,-0.3,-0.6,-1.2,-0.0190692124363632,0.3,0.6,1.2,-0.3,-0.3,0.0502042960072721,1.2,-0.162712808290909,0.3,0.6,-0.9312190931,0.3,0.3,0.6,1.2,0.0654653937818182,-0.3,-0.6,-0.2134335719818181,0.3,0.3,0.6,1.2,0.0500000000000003,-0.3,-0.6,-0.495783532138182,0.3,0.3,0.2380079554000003,1.2,0.3,0.3,0.6,0.0254256165818181
01-27 07:00:00+01:00,0.3,-0.6,1.0659470315999997,-0.3,0.3,0.6,1.0238997604909088,0.3,-0.3,-0.6,-1.2,-0.0598313374909089,0.3,0.6,1.2,-0.3,-0.3,0.0573320559781818,1.2,-0.189887558327273,0.3,0.6,-0.8828684229999999,0.3,0.3,0.6,1.2,0.0450843312545454,-0.3,0.3263630404454544,-1.2,0.3,0.3,0.6,1.2,0.0500000000000003,-0.3,-0.6,-0.4298660026854549,0.3,0.3,0.2294618429000003,1.2,0.3,0.3,0.6,0.0797751166545455
01-27 08:00:00+01:00,-0.3,0.6,0.3260242695799997,-0.3,0.3,0.3524377377181816,1.2,0.3,-0.3,-0.6,-1.2,-0.0335144810181818,0.3,0.6,1.2,-0.3,-0.3,0.6,0.5622012678436359,-0.1723429873454545,0.3,0.6,-0.8461232566999999,0.3,0.3,0.6,1.2,0.0582427594909091,-0.3,-0.6,-0.3480373316909091,0.3,0.3,0.6,1.2,0.0500000000000003,-0.3,-0.6,-0.5593480858490913,0.3,0.0261513570000006,0.6,1.2,0.3,0.3,0.6,0.044685974690909
01-27 09:00:00+01:00,0.3,-0.6,0.2724812721329999,0.3,0.3,0.6,1.2,-0.2539969646285714,-0.3,-0.6,-1.2,0.2595022765285713,0.2562855352330001,0.6,1.2,-0.1200000000000001,-0.3,-0.6,0.8453683854484286,0.3,0.3,0.6,-0.8355053119,0.3,0.3,0.6,1.2,0.3,-0.3,-0.6,-0.4712056115670002,0.3,0.3,0.6,1.2,-0.1442108853200001,0.0464645900300007,0.6,-1.2,-0.2400000000000007,0.3,0.6,1.2,-0.0836836720199998,0.3,0.6,0.3
01-27 10:00:00+01:00,-0.3,0.6,-0.320332152782,0.3,0.3,0.6,1.2,-0.251723810057143,-0.3,-0.6,-1.2,0.2612071424571427,-0.3,-0.6,0.7107711936548575,-0.1200000000000001,0.3,0.6,1.2,0.3,0.3,0.6,-0.8322833324,0.3,-0.3,-0.6,0.7246948027548574,0.3,-0.3,-0.6,-0.4467847217999999,0.3,0.3,0.6,1.2,-0.1675138887199999,-0.3,-0.6,0.3117114586500007,-0.2400000000000007,0.3,0.6,1.2,-0.0487291669200001,0.3,0.6,0.3
01-27 11:00:00+01:00,0.3,-0.6,0.280899864068,0.3,0.3,0.6,1.2,-0.2489329278857142,-0.3,-0.6,-1.2,0.2633003040857143,-0.3,-0.6,0.8022616348142859,-0.1200000000000001,0.3,0.6,1.2,0.3,0.3,0.6,-0.5399673761999999,0.0,-0.3,-0.6,0.8321936686142857,0.3,-0.3,0.1500135932,-1.2,0.3,0.3,0.6,1.2,-0.18143456272,0.3,0.2903501949100008,-1.2,-0.2400000000000007,0.3,0.6,1.2,-0.02784815592,0.3,0.6,0.3
01-27 12:00:00+01:00,-0.3,0.6,-0.354251089067,0.3,0.3,0.6,1.2,-0.2506636434285713,-0.3,-0.6,-1.2,0.2620022674285715,-0.3,-0.6,0.8040927939014286,-0.1200000000000001,0.3,0.6,1.2,0.3,0.3,0.6,-0.551738624,0.0,-0.3,-0.6,0.8585482605014285,0.3,-0.3,0.1451089066999998,-1.2,0.3,0.3,0.6,1.2,-0.18579643732,-0.3,-0.6,0.2830716800200008,-0.2400000000000007,0.3,0.6,1.2,-0.02130534402,0.3,0.6,0.3
01-27 13:00:00+01:00,0.3,-0.6,0.2185544661139999,0.3,-0.3,0.5974718673,1.2,0.3,-0.3,-0.6,-1.2,0.3,-0.3,0.5652669430999994,1.2,0.1200000000000006,0.3,-0.6,0.6652246416760015,0.0499999999999998,0.3,0.6,-0.3387861530142853,-0.2142857142857145,0.3,0.6,1.2,-0.0375000000000002,-0.3,-0.6,-0.4554466114,0.3,0.3,0.6,1.2,0.0910213554400005,-0.3,-0.6,-0.5167849585500002,0.3,0.3,0.6,1.2,0.2384679668400003,0.3,0.6,0.3
01-27 14:00:00+01:00,0.3,-0.6,0.208604790264,0.3,0.3,0.6,1.2,-0.2521430495428571,-0.3,-0.6,-1.2,0.2608927128428571,-0.3,-0.6,0.7133732635331429,-0.1200000000000001,0.3,0.6,1.2,0.3,0.3,0.6,-0.8651496633,0.3,-0.3,-0.6,0.7957683954331427,0.3,-0.3,0.1395209735999999,-1.2,0.3,0.3,0.6,1.2,-0.16467161056,0.3,0.3139207302000011,-1.2,-0.2400000000000007,0.3,0.6,1.2,-0.05299258416,0.3,0.6,0.3
01-27 15:00:00+01:00,0.3,-0.6,0.2106300527319999,0.3,0.3,0.6,1.2,-0.2511927681142858,-0.3,-0.6,-1.2,0.2616054239142857,0.3,0.6,1.089505100621999,-0.1200000000000001,-0.3,-0.6,0.9185042405637148,0.3,0.3,0.6,-0.8712126558,0.3,0.3,0.6,1.2,0.3,-0.3,-0.6,-0.4784738063780009,0.3,0.3,0.6,1.2,-0.13960210928,-0.3,-0.6,0.351146045090001,-0.2400000000000007,0.3,0.6,1.2,-0.09059683608,0.3,0.6,0.3
01-27 16:00:00+01:00,-0.3,0.6,0.3580645013200001,-0.3,0.3,0.3190069203363633,1.2,0.3,-0.3,-0.6,-1.2,-0.0373243360363634,0.3,0.6,1.2,-0.3,-0.3,-0.0716964249127278,1.2,-0.1748828906909089,0.3,0.6,-0.5736825843,0.0,0.3,0.6,1.2,0.0563378319818182,-0.3,0.2997998085181819,-1.2,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,-0.6,-0.5362737902381817,0.3,0.3,0.3064344100999997,1.2,0.3,0.3,0.6,0.049765781381818
01-27 17:00:00+01:00,-0.3,0.0539523567800007,1.2,-0.3,0.0500028762999995,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.0865573025999996,0.3,0.6,1.2,-0.3,0.2849486736599995,-0.6,1.2,-0.2077048684000001,0.3,0.6,-0.5714455736999999,0.0,0.3,0.6,1.2,0.0317213486999999,-0.3,0.3206879407999997,-1.2,0.3,0.3,0.6,1.2,0.0500000000000003,-0.3,0.2188420660399999,-1.2,0.3,0.3,0.2171023224000003,1.2,0.3,0.3,0.6,0.1154097368000001
01-27 18:00:00+01:00,-0.3,0.6,0.7394810101899996,-0.3,0.0586416003545441,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.1086800028545443,0.3,0.6,1.2,-0.3,0.3,-0.6,1.1983552018509076,-0.2224533352363634,0.3,0.6,-0.5523615975,0.0,0.3,0.6,1.2,0.0206599985727273,-0.3,0.2999426639272727,-1.2,0.3,0.3,0.6,1.2,0.0500000000000003,-0.3,0.2614834050227266,-1.2,0.3,0.3,0.6,0.8051506656000005,0.3,0.3,0.6,0.1449066704727271
01-27 19:00:00+01:00,-0.3,0.2642759897499999,1.2,-0.3,0.3,0.6,0.9609217115727272,0.3,-0.3,-0.6,-1.2,-0.1410142628727273,0.3,0.6,1.2,-0.3,-0.3,0.6,0.6098491282645455,-0.2440095085818182,0.3,0.6,-0.5239074487,0.0,0.3,0.6,1.2,0.0044928685636364,0.3,-0.3313137874636362,-1.2,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,0.3182300313236365,-1.2,0.3,0.3,0.1932947702999997,1.2,0.3,0.3,0.6,0.1880190171636362
01-27 20:00:00+01:00,-0.3,0.29063953297,1.2,-0.3,-0.3,0.6,1.1943133456999997,0.3,-0.3,-0.6,-1.2,0.2249999999999999,0.3,0.6,1.2,-0.3,-0.3,-0.6,1.19139890332,0.0,0.3,0.6,-0.5177133456999999,0.0,-0.3,0.6,1.1160694702999996,0.1875,0.3,-0.6,-0.4407138940999999,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,-0.6,-0.7668209782099997,0.3,0.3,0.6,0.7907138940999998,0.3,0.3,0.6,-0.3
01-27 21:00:00+01:00,0.3,0.6,0.2712791816299995,-0.3,0.3,0.3651942662363632,1.2,0.3,-0.3,-0.6,-1.2,-0.1399522186363631,0.3,0.6,1.2,-0.3,-0.3,-0.0016305800727278,1.2,-0.2433014790909089,0.3,0.6,-0.8248420476,0.3,0.3,0.6,1.2,0.0050238906818182,-0.3,0.2697128553181819,-1.2,0.3,0.3,0.6,1.2,0.0500000000000003,-0.3,0.3163661437118177,-1.2,0.3,0.3,0.1936841865000003,1.2,0.3,0.3,0.6,0.186602958181818
01-27 22:00:00+01:00,-0.3,0.142174984690001,1.2,-0.3,0.3,0.6,0.9811723071909088,0.3,-0.3,-0.6,-1.2,-0.109769226490909,0.3,0.6,1.2,-0.3,-0.3,0.6,0.6002523049781814,-0.2231794843272728,0.3,0.6,-0.5514030806999999,0.0,0.3,0.6,1.2,0.0201153867545454,-0.3,0.2988897477454544,-1.2,0.3,0.3,0.6,1.2,0.0499999999999992,-0.3,-0.6,-0.3366050074954534,0.3,-0.0952487164000006,0.6,1.2,0.3,0.3,0.6,0.1463589686545455
01-27 23:00:00+01:00,0.3,-0.6,1.1743533145400005,-0.3,0.3,0.6,0.9992655657909087,0.3,-0.3,-0.6,-1.2,-0.0705463816909091,0.3,0.6,1.2,-0.3,-0.3,0.0027496842681816,1.2,-0.1970309211272729,0.3,0.6,-0.5859191841,0.0,0.3,0.6,1.2,0.0397268091545454,0.3,-0.2631948356545454,-1.2,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,-0.6,-0.4054411001554543,0.3,0.3,0.6,0.8191329934,0.3,0.3,0.6,0.0940618422545455
01-28 00:00:00+01:00,0.3,-0.6,1.0444578902700006,-0.3,0.3,0.4097110340818178,1.2,0.3,-0.3,-0.6,-1.2,-0.0409252839818179,0.3,0.6,1.2,-0.3,-0.3,0.0077921817563632,1.2,-0.1772835226545453,0.3,0.6,-0.9119857501,0.3,0.3,0.6,1.2,0.0545373580090909,-0.3,-0.6,-0.2345611078090906,0.3,0.3,0.6,1.2,0.0500000000000003,-0.3,0.1425738734290902,-1.2,0.3,0.3,0.6,0.8299940625000002,0.3,0.3,0.6,0.0545670453090906
01-28 01:00:00+01:00,-0.3,-0.2887804026599999,1.2,-0.3,0.1300739445272725,0.6,1.2,0.3,-0.3,-0.6,-1.2,-0.0139495377272726,0.3,0.6,1.2,-0.3,-0.3,0.6,0.6273277041554544,-0.1592996918181819,0.3,0.6,-0.9357244068,0.3,0.3,0.6,1.2,0.0680252311363636,0.3,-0.2084845531363635,-1.2,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,0.0952314387063637,-1.2,0.3,-0.0601148304999999,0.6,1.2,0.3,0.3,0.6,0.0185993836363635
01-28 02:00:00+01:00,-0.3,0.6,-0.306638907708,0.3,0.3,0.6,1.2,-0.1633378498000002,-0.3,-0.6,-1.2,0.3,-0.3,-0.6,0.7690081297479991,-0.0219972901199992,0.3,0.6,1.2,0.2816689249000007,0.3,0.6,-0.9506621502,0.3,-0.2974430141720005,-0.6,1.2,0.2249999999999999,-0.3,0.1038907707999999,-1.2,0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.5394743864099996,-0.1199999999999995,-0.3,0.4961092291999999,1.2,0.3,0.3,0.6,0.3
01-28 03:00:00+01:00,-0.3,0.6,-0.313010652744,0.3,0.3,0.6,1.2,-0.1557566587000002,-0.3,-0.6,-1.2,0.3,0.3,0.6,0.756872376979999,-0.0265460047799992,-0.2927903914760007,-0.6,1.2,0.2778783293500003,0.3,0.6,-0.6574433412999999,0.0,0.3,0.6,1.2,0.2249999999999999,-0.3,-0.6,-0.4989347255999999,0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.5362250655699994,-0.1199999999999995,-0.3,0.4989347255999999,1.2,0.3,0.3,0.6,0.3
01-28 04:00:00+01:00,0.3,-0.6,0.283396253229,0.3,0.3,0.6,1.2,-0.1536992250000001,-0.3,-0.6,-1.2,0.3,-0.3,-0.6,0.7651386049909987,-0.0277804649999993,0.3,0.6,1.2,0.2768496125000004,0.3,0.6,-0.659100775,0.0,-0.2895152454090003,-0.6,1.2,0.2249999999999999,-0.3,-0.6,-0.4996253228999999,0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.5354308786599995,-0.1199999999999995,-0.3,0.4996253228999999,1.2,0.3,0.3,0.6,0.3
