LoadLevel,Node_1_Node_6_cac1,Node_1_Node_6_cac2,Node_1_Node_6_cac3,Node_1_Node_6_eac1,Node_2_Node_3_cac1,Node_2_Node_3_cac2,Node_2_Node_3_cac3,Node_2_Node_3_eac1,Node_2_Node_6_cac1,Node_2_Node_6_cac2,Node_2_Node_6_cac3,Node_2_Node_6_eac1,Node_3_Node_4_cac1,Node_3_Node_4_cac2,Node_3_Node_4_cac3,Node_3_Node_4_eac1,Node_3_Node_6_cac1,Node_3_Node_6_cac2,Node_3_Node_6_cac3,Node_3_Node_6_eac1,Node_4_Node_5_cac1,Node_4_Node_5_cac2,Node_4_Node_5_cac3,Node_4_Node_5_eac1,Node_4_Node_6_cac1,Node_4_Node_6_cac2,Node_4_Node_6_cac3,Node_4_Node_6_eac1,Node_4_Node_9_cac1,Node_4_Node_9_cac2,Node_4_Node_9_cac3,Node_4_Node_9_eac1,Node_6_Node_7_cac1,Node_6_Node_7_cac2,Node_6_Node_7_cac3,Node_6_Node_7_eac1,Node_6_Node_8_cac1,Node_6_Node_8_cac2,Node_6_Node_8_cac3,Node_6_Node_8_eac1,Node_7_Node_8_cac1,Node_7_Node_8_cac2,Node_7_Node_8_cac3,Node_7_Node_8_eac1,Node_8_Node_9_cac1,Node_8_Node_9_cac2,Node_8_Node_9_eac1
07-17 20:00:00+02:00,0.3,0.6,0.6082325640700006,-0.3,-0.3,0.6,1.1983858303999988,0.300000000000001,-0.3,-0.6,-1.2,0.0,-0.3,0.6,0.6858628534000002,0.3,-0.3,-0.1907460512700001,1.2,-0.1500000000000005,0.3,0.6,-0.2707858303999999,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.1628274293,0.0,0.3,0.6,1.2,0.2048690282799999,-0.3,-0.6,-0.34712057198,0.3,0.3,0.6,1.2,0.06769645758,0.3,0.6,0.3
07-17 21:00:00+02:00,0.3,0.6,0.6370861885100008,-0.3,-0.3,0.6,1.1865572458999998,0.3,-0.3,-0.6,-1.2,0.0,-0.3,0.6,0.6838390710000002,0.3,0.0796110492199995,-0.6,1.2,-0.15,0.3,0.6,-0.2717572458999999,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.4367678141999999,-1.2,0.0,0.3,0.6,1.2,0.20470712568,-0.3,-0.6,-0.3474241393499999,0.3,0.3,0.6,1.2,0.0679393114800001,0.3,0.6,0.3
07-17 22:00:00+02:00,-0.3,0.5892255276300001,1.2,-0.3,-0.3,0.6,1.1961598701,0.3,-0.3,-0.6,-1.2,0.0,-0.3,0.0488336039000002,1.2,0.3,0.3,-0.6,1.01381957789,-0.15,0.3,0.6,-0.2885598701,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.4297667207999999,-1.2,0.0,0.3,0.6,1.2,0.2019066883199999,-0.3,0.2473250405999998,-1.2,0.3,0.3,0.6,1.2,0.0721399675200001,0.3,0.6,0.3
07-17 23:00:00+02:00,0.3,0.6,0.5405531650700004,-0.3,-0.2927884713999999,0.6,1.2,0.3,-0.3,-0.6,-1.2,0.0,-0.3,0.0199759821,1.2,0.3,0.1512374679299999,-0.6,1.2,-0.15,0.3,0.6,-0.3024115286,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.1760048035999999,0.0,0.3,0.6,1.2,0.1995980785599999,-0.3,-0.6,-0.3570036027000001,0.3,0.3,0.6,1.2,0.0756028821600001,0.3,0.6,0.3
07-18 00:00:00+02:00,-0.3,0.6,1.0716716198100005,-0.3,-0.2741345526000011,0.6,1.2,0.300000000000001,-0.3,-0.6,-1.2,0.0,0.3,-0.6,1.1844469844999994,0.3,0.2062627041400007,-0.6,1.2,-0.1500000000000005,0.3,0.6,-0.3194654474,-0.3,0.3,0.6,1.2,-0.3,0.3,-0.1831106031,-1.2,0.0,0.3,0.6,1.2,0.19675575876,-0.3,0.2376670476699999,-1.2,0.3,0.3,0.6,1.2,0.0798663618599999,0.3,0.6,0.3
07-18 01:00:00+02:00,-0.3,0.4016353746399995,1.2,-0.3,0.3,0.6,0.6464220616,0.3,-0.3,-0.6,-1.2,0.0,0.2507873716000001,-0.6,1.2,0.3,-0.3,-0.0368282997299994,1.2,-0.15,0.3,0.6,-0.3356220615999998,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.1898425257,0.0,0.3,0.6,1.2,0.1940629897199999,-0.3,-0.6,-0.3673818942699998,0.3,0.3,0.6,1.2,0.08390551542,0.3,0.6,0.3
07-18 02:00:00+02:00,-0.3,0.6,0.9599656257,-0.3,-0.2413207693999999,0.6,1.2,0.3,-0.3,-0.6,-1.2,0.0,0.2294182696,-0.6,1.2,0.3,-0.3,-0.00349250057,1.2,-0.15,0.3,0.6,-0.3458792306,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.1941163460999999,0.0,0.3,0.6,1.2,0.19235346156,-0.3,0.2294127404299998,-1.2,0.3,0.3,0.6,1.2,0.08646980766,0.3,0.6,0.3
07-18 03:00:00+02:00,-0.3,0.3461328075100013,1.2,-0.3,0.3,0.6,0.6648350011999988,0.300000000000001,-0.3,-0.6,-1.2,0.0,0.3,-0.6,1.1157604141000006,0.3,-0.3,0.0050137539699999,1.2,-0.1500000000000005,0.3,0.6,-0.3524350011999999,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.1968479171999999,0.0,0.3,0.6,1.2,0.19126083312,-0.3,-0.6,-0.3726359378999999,0.3,0.3,0.6,1.2,0.08810875032,0.3,0.6,0.3
07-18 04:00:00+02:00,0.3,-0.25881217437,1.2,-0.3,0.3,0.070606073699999,1.2,0.300000000000001,-0.3,-0.6,-1.2,0.0,-0.3,-0.0929293202,1.2,0.3,-0.3,0.0065697395200008,1.2,-0.1500000000000005,0.3,0.6,-0.3566060736999998,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.401414136,-1.2,0.0,0.3,0.6,1.2,0.1905656544,-0.3,-0.6,-0.3739393980099998,0.3,0.3,0.6,1.2,0.0891515184,0.3,0.6,0.3
07-18 05:00:00+02:00,0.3,-0.26625833303,1.2,-0.3,-0.2253394872,0.6,1.2,0.3,-0.3,-0.6,-1.2,0.0,-0.3,0.6,0.5025239317999999,0.3,-0.3,0.6,0.6088466664600007,-0.1500000000000005,0.3,0.6,-0.3570605127999999,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.4404819292571428,-1.2,-0.0428571428571429,0.3,0.6,1.2,0.0,-0.3,0.4744085043499998,-1.2,0.2400000000000002,0.3,0.2007752135999999,1.2,0.3,0.3,0.6,0.3
07-18 06:00:00+02:00,-0.3,0.2846806951799997,1.2,-0.3,0.3,0.6,0.6744293672999999,0.3,-0.3,-0.6,-1.2,0.0,0.1826054846999998,-0.6,1.2,0.3,-0.3,0.0244954438200009,1.2,-0.1500000000000005,0.3,0.6,-0.3568293673,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.4201782397571428,-1.2,-0.0428571428571429,0.3,0.6,1.2,0.0,-0.3,-0.6,-0.1418807385600002,0.2400000000000002,0.3,0.6,0.8170789030999999,0.3,0.3,0.6,0.3
07-18 07:00:00+02:00,-0.3,0.1433915141699999,1.2,-0.3,-0.2919012638363635,0.6,1.2,0.3,-0.3,-0.6,-1.2,0.0471771988363634,0.3,0.6,1.2,-0.3,-0.3,-0.6,1.000126592772728,-0.118548534109091,0.3,0.6,-0.642475935,0.0,0.3,0.6,1.2,0.0985885994181818,-0.3,0.3722046255818182,-1.2,0.3,0.3,0.6,1.2,0.0499999999999998,0.2240940160781819,-0.6,-1.2,0.3,0.3,0.3290983061999998,1.2,0.3,0.3,0.6,-0.0629029317818181
07-18 08:00:00+02:00,0.3,-0.5881860937099996,1.2,-0.3,-0.3,0.6,1.1689246626090906,0.3,-0.3,-0.6,-1.2,0.0641611450909094,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.942664867161818,-0.1072259032727272,0.3,0.6,-0.6222858077,0.0,0.3,0.6,1.2,0.1070805725454545,-0.3,0.3300624402545453,-1.2,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,-0.1628768096345449,-1.2,0.3,0.3,0.3946857531999997,1.2,0.3,0.3,0.6,-0.0855481934545453
07-18 09:00:00+02:00,0.3,-0.6,1.0870256990799991,-0.3,-0.3,0.5369133101909088,1.2,0.3,-0.3,-0.6,-1.2,0.0822557485090914,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.8954043209681812,-0.0951628343272725,0.3,0.6,-0.9103690587,0.3,0.3,0.6,1.2,0.1161278742545455,-0.3,-0.6,-0.2988461097545452,0.3,0.3,0.6,1.2,0.0500000000000003,-0.3,-0.242892838615455,-1.2,0.3,0.3,0.6,1.0513204411,0.3,0.3,0.6,-0.1096743313454547
07-18 10:00:00+02:00,0.3,-0.6,0.9870188018300008,-0.3,-0.3,0.5131346171363634,1.2,0.3,-0.3,-0.6,-1.2,0.0988115239636364,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.8585846246772724,-0.0841256506909093,0.3,0.6,-0.9055461411,0.3,0.3,0.6,1.2,0.124405761981818,-0.3,0.2848378065181816,-1.2,0.3,0.3,0.6,1.2,0.0499999999999998,-0.0058562245381812,-0.6,-1.2,0.3,0.3,0.4925108920999997,1.2,0.3,0.3,0.6,-0.1317486986181816
07-18 11:00:00+02:00,0.0496989413400005,-0.6,1.2,-0.3,-0.3,0.6,1.0968072371818176,0.3,-0.3,-0.6,-1.2,0.1036730234181824,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.837505265006363,-0.0808846510545454,0.3,0.6,-0.5988802605999999,0.0,0.3,0.6,1.2,0.1268365117090908,-0.3,-0.6,-0.3287027440090908,0.3,0.3,0.6,1.2,0.0499999999999998,-0.0339441560809085,-0.6,-1.2,0.3,0.2145334418999996,0.6,1.2,0.3,0.3,0.6,-0.138230697890909
07-18 12:00:00+02:00,-0.3,0.6,0.3441128800399997,-0.3,-0.3,0.4926807120454542,1.2,0.3,-0.3,-0.6,-1.2,0.1024607328545458,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.8358971309590901,-0.0816928447636362,0.3,0.6,-0.8947414449,0.3,0.3,0.6,1.2,0.1262303664272727,-0.3,-0.6,-0.3349946249272726,0.3,0.3,0.6,1.2,0.0500000000000003,-0.3,-0.3383445861827279,-1.2,0.3,0.3,0.6,1.1208089354000006,0.3,0.3,0.6,-0.1366143104727273
07-18 13:00:00+02:00,-0.3,0.6,0.3669994225800004,-0.3,-0.3,0.6,1.10001900160909,0.3,-0.3,-0.6,-1.2,0.0975749866909097,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.8503680085318168,-0.0849500088727269,0.3,0.6,-0.5963939883,0.0,0.3,0.6,1.2,0.1237874933454546,-0.3,0.2702024871545454,-1.2,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,-0.3222221016245453,-1.2,0.3,0.3,0.6,1.1110974950999994,0.3,0.3,0.6,-0.1300999822545455
07-18 14:00:00+02:00,0.1177621676200004,-0.6,1.2,-0.3,-0.3,0.6,1.1195964923181816,0.3,-0.3,-0.6,-1.2,0.0894958971818183,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.8777146257736359,-0.0903360685454544,0.3,0.6,-0.6034923895,0.0,0.3,0.6,1.2,0.1197479485909091,-0.3,-0.6,-0.313927299390909,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,-0.2864512995490906,-1.2,0.3,0.1856551622999999,0.6,1.2,0.3,0.3,0.6,-0.119327862909091
07-18 15:00:00+02:00,-0.3,0.6,0.5241566082300002,-0.3,-0.3,0.6,1.1576846973363628,0.3,-0.3,-0.6,-1.2,0.0690275221636367,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.932318385807272,-0.103981651890909,0.3,0.6,-0.6087122195,0.0,0.3,0.6,1.2,0.1095137610818181,-0.3,0.3050066047181816,-1.2,0.3,0.3,0.6,1.2,0.0500000000000003,-0.3,-0.2140613014381822,-1.2,0.3,0.1402300915000007,0.6,1.2,0.3,0.3,0.6,-0.0920366962181816
07-18 16:00:00+02:00,-0.3,0.0847033777699994,1.2,-0.3,0.3,0.6,0.6026630504636357,0.3,-0.3,-0.6,-1.2,0.0368745796363644,0.3,0.6,1.2,-0.3,-0.3,-0.6,1.0035362690527263,-0.1254169469090907,0.3,0.6,-0.9111376301,0.3,0.3,0.6,1.2,0.0934372898181819,-0.3,0.3251254269818183,-1.2,0.3,0.3,0.6,1.2,0.0500000000000003,0.1896471127381811,-0.6,-1.2,0.3,0.3,0.6,0.9792406792000004,0.3,0.3,0.6,-0.0491661061818184
07-18 17:00:00+02:00,0.3,-0.3288903864399994,1.2,-0.3,0.3,0.6,0.6377330181999987,0.300000000000001,-0.3,-0.6,-1.2,0.0,0.2164562120999999,-0.6,1.2,0.3,-0.3,-0.0453676908699995,1.2,-0.1500000000000005,0.3,0.6,-0.3177330182,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.2539887575999999,0.0,0.3,0.6,1.2,0.16568449696,-0.3,0.1911684318000001,-1.2,0.3,0.3,0.6,1.2,0.1264732545599999,0.3,0.6,0.3
07-18 18:00:00+02:00,-0.3,0.4463240815499999,1.2,-0.3,-0.2711874661999999,0.6,1.2,0.3,-0.3,-0.6,-1.2,0.0,0.2722072212999999,-0.6,1.2,0.3,-0.3,0.6,0.4961407348000004,-0.15,0.3,0.6,-0.3188125337999998,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.4035614442999998,-1.2,0.0,0.3,0.6,1.2,0.18950457772,-0.3,0.2268310832199999,-1.2,0.3,0.3,0.6,1.2,0.0907431334199999,0.3,0.6,0.3
07-18 19:00:00+02:00,0.3,-0.0979110140799995,1.2,-0.3,0.3,0.0219165572999999,1.2,0.3,-0.3,-0.6,-1.2,0.0,0.3,-0.6,1.1918405056,0.3,0.1775288112499999,-0.6,1.2,-0.15,0.3,0.6,-0.3159165573,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.1816318988999998,0.0,0.3,0.6,1.2,0.1971872404399999,-0.3,-0.6,-0.3614639241699997,0.3,0.3,0.6,1.2,0.07921913934,0.3,0.6,0.3
07-18 20:00:00+02:00,0.3,-0.0584273829200006,1.2,-0.3,-0.2859563365000008,0.6,1.2,0.300000000000001,-0.3,-0.6,-1.2,0.0,-0.3,0.0049090343999999,1.2,0.3,-0.3,0.6,0.4443419063500007,-0.1500000000000005,0.3,0.6,-0.3096436634999999,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.4209818068999998,-1.2,0.0,0.3,0.6,1.2,0.1983927227599999,-0.3,0.2407363551699998,-1.2,0.3,0.3,0.6,1.2,0.0774109158600001,0.3,0.6,0.3
07-18 21:00:00+02:00,-0.3,0.6,1.1783373347800004,-0.3,0.3,0.6,0.6071354253000001,0.3,-0.3,-0.6,-1.2,0.0,-0.3,0.0159678640000002,1.2,0.3,-0.3,-0.1881098678200001,1.2,-0.15,0.3,0.6,-0.3043354252999999,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.1768064272,0.0,0.3,0.6,1.2,0.19927742912,-0.3,-0.6,-0.3576048203999999,0.3,0.3,0.6,1.2,0.0760838563199999,0.3,0.6,0.3
07-18 22:00:00+02:00,-0.3,0.5244001850900007,1.2,-0.3,0.3,0.6,0.6230768775,0.3,-0.3,-0.6,-1.2,0.0,0.2835898384999999,-0.6,1.2,0.3,0.3,-0.6,1.05319985192,-0.15,0.3,0.6,-0.3198768774999998,-0.3,0.3,0.6,1.2,-0.3,0.3,-0.1832820323,-1.2,0.0,0.3,0.6,1.2,0.1966871870800001,-0.3,-0.6,-0.3624615242299999,0.3,0.3,0.6,1.2,0.0799692193799999,0.3,0.6,0.3
07-18 23:00:00+02:00,-0.3,0.6,1.06414888371,-0.3,0.3,0.6,0.6420987362999999,0.3,-0.3,-0.6,-1.2,0.0,-0.3,-0.0485390339999997,1.2,0.3,0.2009208930199997,-0.6,1.2,-0.15,0.3,0.6,-0.3352987362999999,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.1897078068,0.0,0.3,0.6,1.2,0.19411687728,-0.3,0.2327191449,-1.2,0.3,0.3,0.6,1.2,0.08382468408,0.3,0.6,0.3
07-19 00:00:00+02:00,0.3,-0.2066623843900001,1.2,-0.3,-0.2359600284999999,0.6,1.2,0.3,-0.3,-0.6,-1.2,0.0,0.2165833925999999,-0.6,1.2,0.3,-0.3,-0.0418700925099998,1.2,-0.15,0.3,0.6,-0.3520399715,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.4033166784999998,-1.2,0.0,0.3,0.6,1.2,0.1913266713999999,-0.3,-0.6,-0.3725124911199999,0.3,0.3,0.6,1.2,0.0880099929000001,0.3,0.6,0.3
07-19 01:00:00+02:00,0.3,-0.2690641103099998,1.2,-0.3,0.3,0.0834188578999998,1.2,0.3,-0.3,-0.6,-1.2,0.0,-0.3,-0.1129559540100002,1.2,0.3,-0.3,0.6,0.6090112882300003,-0.15,0.3,0.6,-0.3662188578999998,-0.3,0.3,0.6,1.2,-0.3,0.3,-0.6,-0.8025911908100001,0.0,0.3,0.6,1.2,0.1889635236760001,-0.3,0.2230566068940002,-1.2,0.3,0.3,0.6,1.2,0.0915547144859999,0.3,0.6,0.3
07-19 02:00:00+02:00,-0.3,0.6,0.88574829224,-0.3,0.3,0.6,0.6989665742,0.3,-0.3,-0.6,-1.2,0.0,-0.3,-0.13284702963,1.2,0.3,-0.3,0.6,0.6464413662000001,-0.15,0.3,0.6,-0.3757665742,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.3934305940699999,-1.2,0.0,0.3,0.6,1.2,0.1873722376280001,-0.3,-0.6,-0.3799270544479995,0.3,0.3,0.6,1.2,0.093941643558,0.3,0.6,0.3
07-19 03:00:00+02:00,0.3,-0.3489573387400004,1.2,-0.3,0.3,0.6,0.7134479602999999,0.3,-0.3,-0.6,-1.2,0.0,0.1544834160099999,-0.6,1.2,0.3,-0.3,0.6,0.6762058710000003,-0.15,0.3,0.6,-0.3818479603,-0.3,0.3,0.6,1.2,-0.3,0.3,-0.6,-0.8091033167899999,0.0,0.3,0.6,1.2,0.186358673284,-0.3,-0.6,-0.381827487594,0.3,0.3,0.6,1.2,0.0954619900739999,0.3,0.6,0.3
07-19 04:00:00+02:00,0.3,-0.3682443504500002,1.2,-0.3,0.3,0.6,0.6840337560709087,0.3,-0.3,-0.6,-1.2,0.039718699429091,0.3,0.6,1.2,-0.3,-0.3,-0.6,1.0805800323681811,-0.1235208670472726,0.3,0.6,-0.9829524555,0.3,0.3,0.6,1.2,0.0948593497145456,0.3,-0.6,-0.756605257214545,0.3,0.3,0.6,1.2,0.0500000000000003,-0.3,-0.6,-0.5989563174954553,0.3,0.3,0.6,0.8595635231200005,0.3,0.3,0.6,-0.052958265905455
07-19 05:00:00+02:00,-0.3,0.6,0.8131060598500002,-0.3,-0.2175919644309095,0.6,1.2,0.3,-0.3,-0.6,-1.2,0.0421997035309095,0.3,0.6,1.2,-0.3,-0.3,-0.6,1.0857761897418177,-0.1218668643127273,0.3,0.6,-0.6834077391,0.0,0.3,0.6,1.2,0.0960998517654544,-0.3,0.4429130467345453,-1.2,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,-0.6,-0.6044824797145454,0.3,0.3,0.2617532246399997,1.2,0.3,0.3,0.6,-0.0562662713745453
07-19 06:00:00+02:00,0.3,0.6,0.15012130754,-0.3,0.3,0.051054701234545,1.2,0.3,-0.3,-0.6,-1.2,0.0604108230654548,0.3,0.6,1.2,-0.3,-0.3,-0.6,1.0488250732409086,-0.1097261179563638,0.3,0.6,-0.6890655242999999,0.0,0.3,0.6,1.2,0.1052054115327272,-0.3,0.4432371289672726,-1.2,0.3,0.3,0.6,1.2,0.0499999999999998,0.2541250055227271,-0.6,-1.2,0.3,0.3,0.6,0.8785106351199998,0.3,0.3,0.6,-0.0805477640872727
07-19 07:00:00+02:00,0.3,-0.6,1.16391560758,-0.3,0.3,0.0087686357854541,1.2,0.3,-0.3,-0.6,-1.2,0.0914613685145456,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.9910327241490904,-0.0890257543236364,0.3,0.6,-0.6818300043,0.0,0.3,0.6,1.2,0.1207306842572726,-0.3,-0.6,-0.1843473437572729,0.3,0.3,0.6,1.2,0.0500000000000003,-0.3,-0.1558087017327276,-1.2,0.3,0.3,0.6,0.9474958351100004,0.3,0.3,0.6,-0.1219484913527271
07-19 08:00:00+02:00,-0.3,0.6,0.3808899738499995,-0.3,-0.3,0.6,1.1696444186818182,0.3,-0.3,-0.6,-1.2,0.1194965108181818,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.9391702330563636,-0.0703356594545455,0.3,0.6,-0.9719409295,0.3,0.3,0.6,1.2,0.1347482554090909,-0.3,0.3851532937909091,-1.2,0.3,0.3,0.6,1.2,0.0500000000000001,0.0379496235190906,-0.6,-1.2,0.3,0.3,0.4169753873,1.2,0.3,0.3,0.6,-0.1593286810909091
07-19 09:00:00+02:00,0.3,-0.6,0.8491823904700009,-0.3,-0.3,0.5364458424654545,1.2,0.3,-0.3,-0.6,-1.2,0.1390846460345458,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.8951778265190906,-0.0572769026436361,0.3,0.6,-0.6615304885,0.0,0.3,0.6,1.2,0.1445423230172727,-0.3,0.3580084911827271,-1.2,0.3,0.3,0.6,1.2,0.0500000000000001,-0.3,-0.3419795537727269,-1.2,0.3,0.17143770353,0.6,1.2,0.3,0.3,0.6,-0.1854461947127273
07-19 10:00:00+02:00,-0.3,0.6,0.1762671582100003,-0.3,-0.3,0.6,1.1038355409545455,0.3,-0.3,-0.6,-1.2,0.1524371585454547,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.8472562185109089,-0.0483752276363638,0.3,0.6,-0.6542726994999999,0.0,0.3,0.6,1.2,0.1512185792727272,-0.3,0.3392359199272727,-1.2,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,-0.6,-0.9967052132472723,0.3,0.2088136247999999,0.6,1.2,0.3,0.3,0.6,-0.2032495447272727
07-19 11:00:00+02:00,0.3,-0.6,0.7622682376900003,-0.3,-0.3,0.6,1.092199773036363,0.3,-0.3,-0.6,-1.2,0.1546018915636371,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.8159987894172713,-0.0469320722909086,0.3,0.6,-0.9460016646,0.3,0.3,0.6,1.2,0.1523009457818182,-0.3,0.3243684952181819,-1.2,0.3,0.3,0.6,1.2,0.0500000000000001,-0.118428319648182,-0.6,-1.2,0.3,0.3,0.5281673602,1.2,0.3,0.3,0.6,-0.206135855418182
07-19 12:00:00+02:00,-0.3,-0.4057217010099987,1.2,-0.3,-0.3,0.6,1.0957413695090903,0.3,-0.3,-0.6,-1.2,0.1426885876909093,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.8248873039118172,-0.0548742748727272,0.3,0.6,-0.9376299572,0.3,0.3,0.6,1.2,0.1463442938454545,-0.3,0.3163723014545454,-1.2,0.3,0.3,0.6,1.2,0.0499999999999995,-0.1029324713745443,-0.6,-1.2,0.3,0.2290791487999993,0.6,1.2,0.3,0.3,0.6,-0.1902514502545454
07-19 13:00:00+02:00,-0.3,-0.3401950609099993,1.2,-0.3,-0.3,0.6,1.1102099560090906,0.3,-0.3,-0.6,-1.2,0.1262503666909094,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.8459197653318176,-0.065833088872727,0.3,0.6,-0.9304603227,0.3,0.3,0.6,1.2,0.1381251833454544,-0.3,0.3126420211545453,-1.2,0.3,0.3,0.6,1.2,0.0500000000000001,-0.3,-0.6,-0.9655793935245456,0.3,0.3,0.5140918011000001,1.2,0.3,0.3,0.6,-0.1683338222545453
07-19 14:00:00+02:00,-0.3,0.6,0.2337910564800001,-0.3,-0.3,0.6,1.1841585808636357,0.3,-0.3,-0.6,-1.2,0.1129451590363636,0.3,0.6,1.2,-0.3,-0.3,-0.6,0.9729790981627268,-0.074703227309091,0.3,0.6,-0.6343037399,0.0,0.3,0.6,1.2,0.1314725795181818,-0.3,-0.6,-0.2742996796181817,0.3,0.3,0.6,1.2,0.0500000000000003,-0.0196807541318181,-0.6,-1.2,0.3,0.1856932250000002,0.6,1.2,0.3,0.3,0.6,-0.1505935453818183
07-19 15:00:00+02:00,0.3,-0.6,0.9214130134200011,-0.3,0.3,0.6,0.622462534736363,0.3,-0.3,-0.6,-1.2,0.0906788773636367,0.3,0.6,1.2,-0.3,-0.3,-0.6,1.0535335185072718,-0.0895474150909091,0.3,0.6,-0.6379414121,0.0,0.3,0.6,1.2,0.1203394386818181,-0.3,-0.6,-0.2571037518818182,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,-0.2417354297681818,-1.2,0.3,0.1372089216999999,0.6,1.2,0.3,0.3,0.6,-0.1209051698181818
07-19 16:00:00+02:00,0.1814432492200004,-0.6,1.2,-0.3,0.3,0.6,0.6561278853000001,0.3,-0.3,-0.6,-1.2,0.0598676225999996,0.3,0.6,1.2,-0.3,-0.3,-0.6,1.11934872155,-0.1100882516000002,0.3,0.6,-0.6403955078999999,0.0,0.3,0.6,1.2,0.1049338112999999,-0.3,-0.6,-0.2376079648000001,0.3,0.3,0.6,1.2,0.0499999999999998,-0.3,-0.1402296776399997,-1.2,0.3,0.3,0.3766314615999998,1.2,0.3,0.3,0.6,-0.0798234967999998
07-19 17:00:00+02:00,-0.3,0.0980408140700002,1.2,-0.3,0.3,0.070947383927272,1.2,0.3,-0.3,-0.6,-1.2,0.0275718002727279,0.3,0.6,1.2,-0.3,-0.3,-0.6,1.1471860477854536,-0.1316187998181815,0.3,0.6,-0.9421191842,0.3,0.3,0.6,1.2,0.0887859001363636,-0.3,0.3814127402636363,-1.2,0.3,0.3,0.6,1.2,0.0499999999999998,0.2672054905263637,-0.6,-1.2,0.3,0.3,0.6,0.9121496600999996,0.3,0.3,0.6,-0.0367624003636364
07-19 18:00:00+02:00,-0.3,0.3119250197700002,1.2,-0.3,0.3,0.063673841299999,1.2,0.300000000000001,-0.3,-0.6,-1.2,0.0,-0.3,-0.0757205026999999,1.2,0.3,-0.3,0.0113399842200007,1.2,-0.1500000000000005,0.3,0.6,-0.3404738412999999,-0.3,0.3,0.6,1.2,-0.3,-0.3,-0.6,-0.2082641005,0.0,0.3,0.6,1.2,0.1854143598000001,-0.3,-0.6,-0.3806580753799998,0.3,0.3,0.6,1.2,0.0968784602999999,0.3,0.6,0.3
07-19 19:00:00+02:00,-0.3,0.6,1.0257941398500006,-0.3,0.3,0.6,0.6402168270999997,0.3,-0.3,-0.6,-1.2,0.0,-0.3,0.6,0.5553816102,0.3,0.2404046880899999,-0.6,1.2,-0.15,0.3,0.6,-0.3334168271,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.4110763219999999,-1.2,0.0,0.3,0.6,1.2,0.1944305287999999,-0.3,0.23330724151,-1.2,0.3,0.3,0.6,1.2,0.0833542068000001,0.3,0.6,0.3
07-19 20:00:00+02:00,-0.3,0.4924774456199997,1.2,-0.3,0.3,0.0223870902999998,1.2,0.3,-0.3,-0.6,-1.2,0.0,-0.3,-0.0124731047999999,1.2,0.3,-0.3,0.6,0.4866580434800001,-0.15,0.3,0.6,-0.3179870902999999,-0.3,0.3,0.6,1.2,-0.3,-0.3,0.4175053789999999,-1.2,0.0,0.3,0.6,1.2,0.1970021516,-0.3,0.2381290342599996,-1.2,0.3,0.3,0.6,1.2,0.0794967726000001,0.3,0.6,0.3
