LoadLevel,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,PV_Cadiz,PV_Malaga,PV_Sevilla,Wind_Acoruna,Wind_Bilbo,Wind_Gijon,Node_1_Node_6_cac1,Node_1_Node_6_cac2,Node_1_Node_6_cac3,Node_2_Node_3_cac1,Node_2_Node_3_cac2,Node_2_Node_3_cac3,Node_2_Node_6_cac1,Node_2_Node_6_cac2,Node_2_Node_6_cac3,Node_3_Node_4_cac1,Node_3_Node_4_cac2,Node_3_Node_4_cac3,Node_3_Node_6_cac1,Node_3_Node_6_cac2,Node_3_Node_6_cac3,Node_4_Node_5_cac1,Node_4_Node_5_cac2,Node_4_Node_5_cac3,Node_4_Node_6_cac1,Node_4_Node_6_cac2,Node_4_Node_6_cac3,Node_4_Node_9_cac1,Node_4_Node_9_cac2,Node_4_Node_9_cac3,Node_6_Node_7_cac1,Node_6_Node_7_cac2,Node_6_Node_7_cac3,Node_6_Node_8_cac1,Node_6_Node_8_cac2,Node_6_Node_8_cac3,Node_7_Node_8_cac1,Node_7_Node_8_cac2,Node_7_Node_8_cac3,Node_8_Node_9_cac1,Node_8_Node_9_cac2,Node_8_Node_9_cac3
06-30 10:00:00+02:00,0.0013892799,0.3334271761,0.05557119602,0.2222847841,0.3334271761,0.111142392,0.13892799,0.02083919851,0.13892799,0.2632,0.2568,0.2576,0.1392,0.0004,0.0412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
06-30 11:00:00+02:00,0.001417179849,0.3401231637,0.05668719395,0.2267487758,0.3401231637,0.1133743879,0.1417179849,0.02125769773,0.1417179849,0.2884,0.2796,0.2792,0.1304,0.0008,0.036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
06-30 12:00:00+02:00,0.00144417223,0.3466013353,0.05776688921,0.2310675568,0.3466013353,0.1155337784,0.144417223,0.02166258345,0.144417223,0.294,0.284,0.2828,0.1311999999999999,0.0064,0.0404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
06-30 13:00:00+02:00,0.001424498491,0.3418796377,0.05697993962,0.2279197585,0.3418796377,0.1139598792,0.1424498491,0.0213674773599999,0.1424498491,0.2836,0.2748,0.2716,0.1432,0.0336,0.076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
06-30 14:00:00+02:00,0.001404246287,0.3370191088,0.05616985147,0.2246794059,0.3370191088,0.1123397029,0.1404246287,0.0210636943,0.1404246287,0.2563999999999999,0.2464,0.2444,0.1556,0.0596,0.1135999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
06-30 15:00:00+02:00,0.001410291734,0.3384700162,0.05641166936,0.2256466774,0.3384700162,0.1128233387,0.1410291733999999,0.02115437601,0.1410291733999999,0.2108,0.2008,0.2008,0.1656,0.0628,0.142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
06-30 16:00:00+02:00,0.001416118713,0.339868491,0.0566447485,0.226578994,0.339868491,0.113289497,0.1416118713,0.02124178069,0.1416118713,0.15,0.1392,0.1428,0.17,0.0576,0.1628,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
06-30 17:00:00+02:00,0.001395582501,0.3349398001999999,0.05582330003,0.2232932001,0.3349398001999999,0.1116466001,0.1395582501,0.02093373751,0.1395582501,0.0795999999999999,0.0696,0.076,0.172,0.0504,0.1496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
06-30 18:00:00+02:00,0.001376402031,0.3303364875,0.05505608125,0.220224325,0.3303364875,0.1101121625,0.1376402031,0.02064603047,0.1376402031,0.0184,0.016,0.0184,0.1708,0.048,0.1004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
06-30 19:00:00+02:00,0.001367026892,0.3280864541,0.05468107569,0.2187243028,0.3280864541,0.1093621514,0.1367026892,0.02050540338,0.1367026892,0.0016,0.0004,0.0016,0.1584,0.0536,0.058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
06-30 20:00:00+02:00,0.001376677054,0.330402493,0.05506708216,0.2202683286,0.330402493,0.1101341643,0.1376677053999999,0.02065015581,0.1376677053999999,0.0,0.0,0.0,0.1356,0.0616,0.0404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
06-30 21:00:00+02:00,0.001390140148,0.3336336355,0.05560560592,0.2224224237,0.3336336355,0.1112112118,0.1390140148,0.0208521022199999,0.1390140148,0.0,0.0,0.0,0.1308,0.082,0.0336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
06-30 22:00:00+02:00,0.00130183012,0.3124392288,0.0520732048,0.2082928192,0.3124392288,0.1041464096,0.130183012,0.0195274518,0.130183012,0.0,0.0,0.0,0.1352,0.104,0.0312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
06-30 23:00:00+02:00,0.001233166416,0.2959599399,0.0493266566499999,0.1973066265999999,0.2959599399,0.09865331329,0.1233166416,0.01849749624,0.1233166416,0.0,0.0,0.0,0.1444,0.102,0.0344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 00:00:00+02:00,0.0011498954029999,0.2759748968,0.04599581613,0.1839832645,0.2759748968,0.09199163225,0.1149895403,0.01724843105,0.1149895403,0.0,0.0,0.0,0.1392,0.084,0.042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 01:00:00+02:00,0.001087397334,0.2609753602,0.04349589337,0.1739835735,0.2609753602,0.08699178674,0.1087397334,0.01631096001,0.1087397334,0.0,0.0,0.0,0.1396,0.0668,0.0492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 02:00:00+02:00,0.0010500534,0.252012816,0.04200213599,0.168008544,0.252012816,0.08400427199,0.10500534,0.015750801,0.10500534,0.0,0.0,0.0,0.1564,0.0567999999999999,0.0544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 03:00:00+02:00,0.001037544147,0.2490105952,0.04150176587,0.1660070635,0.2490105952,0.08300353175,0.1037544147,0.0155631622,0.1037544147,0.0,0.0,0.0,0.1552,0.0567999999999999,0.062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 04:00:00+02:00,0.001041798303,0.2500315927,0.04167193212,0.1666877285,0.2500315927,0.08334386424,0.1041798303,0.01562697455,0.1041798303,0.0,0.0,0.0,0.1544,0.0588,0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 05:00:00+02:00,0.001084227516,0.2602146037,0.0433691006199999,0.1734764025,0.2602146037,0.08673820125,0.1084227516,0.01626341273,0.1084227516,0.0032,0.0052,0.004,0.1496,0.0604,0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 06:00:00+02:00,0.001154570809,0.2770969941,0.04618283234,0.1847313294,0.2770969941,0.09236566468,0.1154570809,0.01731856213,0.1154570809,0.02,0.0268,0.0224,0.1931999999999999,0.052,0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 07:00:00+02:00,0.0012539755939999,0.3009541427,0.05015902378,0.2006360951,0.3009541427,0.1003180476,0.1253975594,0.01880963392,0.1253975594,0.0884,0.098,0.09,0.2376,0.042,0.0672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 08:00:00+02:00,0.001335944913,0.3206267792,0.05343779653,0.2137511861,0.3206267792,0.1068755931,0.1335944912999999,0.0200391737,0.1335944912999999,0.1608,0.1692,0.16,0.2576,0.0424,0.0644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 09:00:00+02:00,0.001380169911,0.3312407787999999,0.05520679646,0.2208271858,0.3312407787999999,0.1104135929,0.1380169911,0.0207025486699999,0.1380169911,0.2211999999999999,0.2268,0.2164,0.2728,0.0496,0.058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 10:00:00+02:00,0.001387055969,0.3328934325,0.05548223874,0.221928955,0.3328934325,0.1109644775,0.1387055969,0.02080583953,0.1387055969,0.2643999999999999,0.266,0.256,0.28,0.0628,0.0472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 11:00:00+02:00,0.001422514224,0.3414034137,0.05690056894,0.2276022758,0.3414034137,0.1138011379,0.1422514224,0.02133771335,0.1422514224,0.29,0.2876,0.278,0.2864,0.08,0.0432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 12:00:00+02:00,0.001436425203,0.3447420488,0.05745700813,0.2298280325,0.3447420488,0.1149140163,0.1436425203,0.02154637805,0.1436425203,0.298,0.2916,0.2832,0.2924,0.106,0.0496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 13:00:00+02:00,0.001428921808,0.3429412339,0.0571568723199999,0.2286274893,0.3429412339,0.1143137446,0.1428921808,0.02143382712,0.1428921808,0.2888,0.2792,0.2732,0.2992,0.1352,0.0636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 14:00:00+02:00,0.001399918079,0.335980339,0.05599672316,0.2239868927,0.335980339,0.1119934463,0.1399918079,0.02099877119,0.1399918079,0.2616,0.2496,0.2472,0.306,0.1564,0.082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 15:00:00+02:00,0.001405525697,0.3373261671999999,0.05622102787,0.2248841114999999,0.3373261671999999,0.1124420557,0.1405525697,0.0210828854499999,0.1405525697,0.2168,0.2032,0.2052,0.3128,0.1656,0.1012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 16:00:00+02:00,0.001417712483,0.3402509958,0.0567084993,0.2268339972,0.3402509958,0.1134169986,0.1417712482999999,0.0212656872399999,0.1417712482999999,0.1548,0.1412,0.1468,0.318,0.1591999999999999,0.1084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 17:00:00+02:00,0.001409632765,0.3383118636,0.0563853105999999,0.2255412423999999,0.3383118636,0.1127706211999999,0.1409632765,0.02114449148,0.1409632765,0.0815999999999999,0.07,0.078,0.3192,0.1352,0.1056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 18:00:00+02:00,0.001401511709,0.3363628101,0.05606046836,0.2242418734,0.3363628101,0.1121209367,0.1401511709,0.0210226756299999,0.1401511709,0.0156,0.014,0.0156,0.314,0.1004,0.1008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 19:00:00+02:00,0.0013864963779999,0.3327591307999999,0.05545985513,0.2218394205,0.3327591307999999,0.1109197103,0.1386496378,0.02079744568,0.1386496378,0.0016,0.0004,0.0016,0.2952,0.0696,0.1016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 20:00:00+02:00,0.001360771766,0.3265852239,0.05443087065,0.2177234826,0.3265852239,0.1088617413,0.1360771766,0.02041157649,0.1360771766,0.0,0.0,0.0,0.2824,0.054,0.1064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 21:00:00+02:00,0.001324590321,0.3179016771,0.05298361284,0.2119344514,0.3179016771,0.1059672257,0.1324590321,0.01986885482,0.1324590321,0.0,0.0,0.0,0.2876,0.0628,0.1124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 22:00:00+02:00,0.001236303298,0.2967127914999999,0.04945213191,0.1978085276,0.2967127914999999,0.09890426382,0.1236303298,0.01854454947,0.1236303298,0.0,0.0,0.0,0.2908,0.0728,0.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-01 23:00:00+02:00,0.001171948135,0.2812675524,0.0468779254,0.1875117016,0.2812675524,0.09375585079,0.1171948135,0.01757922202,0.1171948135,0.0,0.0,0.0,0.2916,0.0704,0.1188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 00:00:00+02:00,0.001096041427,0.2630499424,0.04384165707,0.1753666283,0.2630499424,0.08768331415,0.1096041427,0.0164406214,0.1096041427,0.0,0.0,0.0,0.288,0.0655999999999999,0.1164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 01:00:00+02:00,0.001041024876,0.2498459700999999,0.04164099502,0.1665639801,0.2498459700999999,0.08328199004,0.1041024876,0.01561537313,0.1041024876,0.0,0.0,0.0,0.2872,0.0652,0.1236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 02:00:00+02:00,0.001017684693,0.2442443262,0.0407073877,0.1628295508,0.2442443262,0.0814147754,0.1017684693,0.01526527039,0.1017684693,0.0,0.0,0.0,0.2852,0.0655999999999999,0.1264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 03:00:00+02:00,0.001007425481,0.2417821154,0.0402970192299999,0.1611880769,0.2417821154,0.08059403847,0.1007425481,0.01511138221,0.1007425481,0.0,0.0,0.0,0.2908,0.0592,0.1264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 04:00:00+02:00,0.001016835781,0.2440405875,0.04067343126,0.162693725,0.2440405875,0.0813468625099999,0.1016835781,0.01525253672,0.1016835781,0.0,0.0,0.0,0.3028,0.0504,0.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 05:00:00+02:00,0.00107434051,0.2578417225,0.04297362042,0.1718944817,0.2578417225,0.08594724083,0.107434051,0.01611510766,0.107434051,0.0032,0.0048,0.0036,0.3048,0.038,0.1044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 06:00:00+02:00,0.001148944551,0.2757466922,0.04595778203,0.1838311281,0.2757466922,0.09191556407,0.1148944551,0.01723416826,0.1148944551,0.0176,0.026,0.0203999999999999,0.3092,0.0272,0.1044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 07:00:00+02:00,0.001251127908,0.3002706979,0.05004511632,0.2001804653,0.3002706979,0.1000902326,0.1251127908,0.01876691862,0.1251127908,0.0904,0.0996,0.0936,0.3216,0.014,0.0964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 08:00:00+02:00,0.001326908308,0.3184579939,0.05307633231,0.2123053292,0.3184579939,0.1061526646,0.1326908308,0.0199036246199999,0.1326908308,0.1656,0.172,0.166,0.3176,0.008,0.0828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 09:00:00+02:00,0.00134807004,0.3235368097,0.05392280161,0.2156912064,0.3235368097,0.1078456032,0.134807004,0.0202210506,0.134807004,0.2271999999999999,0.2284,0.2236,0.314,0.0108,0.0784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 10:00:00+02:00,0.00135119969,0.3242879254999999,0.05404798759,0.2161919504,0.3242879254999999,0.1080959752,0.135119969,0.02026799535,0.135119969,0.2712,0.2688,0.2632,0.308,0.0152,0.0815999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 11:00:00+02:00,0.001380850871,0.331404209,0.05523403484,0.2209361394,0.331404209,0.1104680697,0.1380850871,0.02071276307,0.1380850871,0.2968,0.2912,0.2856,0.302,0.0163999999999999,0.088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 12:00:00+02:00,0.001404494369,0.3370786486,0.05617977476,0.2247190990999999,0.3370786486,0.1123595495,0.1404494369,0.02106741554,0.1404494369,0.3048,0.2964,0.2916,0.2996,0.0188,0.0932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 13:00:00+02:00,0.001386765949,0.3328238278,0.05547063797,0.2218825519,0.3328238278,0.1109412759,0.1386765949,0.02080148924,0.1386765949,0.2948,0.2848,0.2808,0.3036,0.0356,0.1016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 14:00:00+02:00,0.0013626156199999,0.3270277488,0.05450462481,0.2180184992,0.3270277488,0.1090092496,0.136261562,0.0204392343,0.136261562,0.2668,0.2556,0.254,0.3088,0.0632,0.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 15:00:00+02:00,0.0013607997919999,0.3265919501,0.05443199169,0.2177279667,0.3265919501,0.1088639834,0.1360799792,0.02041199688,0.1360799792,0.2196,0.2072,0.2084,0.3176,0.0772,0.146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 16:00:00+02:00,0.001359859777,0.3263663465,0.05439439108,0.2175775643,0.3263663465,0.1087887822,0.1359859777,0.02039789665,0.1359859777,0.1564,0.144,0.1488,0.3276,0.0808,0.1651999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 17:00:00+02:00,0.001343972124,0.3225533098,0.05375888496,0.2150355398,0.3225533098,0.1075177699,0.1343972124,0.02015958186,0.1343972124,0.082,0.0716,0.0784,0.3296,0.0764,0.1728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 18:00:00+02:00,0.001324634483,0.317912276,0.05298537934,0.2119415174,0.317912276,0.1059707587,0.1324634483,0.01986951725,0.1324634483,0.016,0.0144,0.016,0.3248,0.0652,0.1628,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 19:00:00+02:00,0.001309546477,0.3142911545,0.05238185909,0.2095274363,0.3142911545,0.1047637182,0.1309546477,0.01964319716,0.1309546477,0.0016,0.0004,0.0016,0.3024,0.0504,0.1311999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 20:00:00+02:00,0.001313798671,0.3153116809,0.05255194682,0.2102077873,0.3153116809,0.1051038936,0.1313798671,0.01970698006,0.1313798671,0.0,0.0,0.0,0.2928,0.0348,0.1004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 21:00:00+02:00,0.001319996076,0.3167990582,0.05279984303,0.2111993721,0.3167990582,0.1055996861,0.1319996075999999,0.01979994114,0.1319996075999999,0.0,0.0,0.0,0.2852,0.0232,0.0892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 22:00:00+02:00,0.001234396018,0.2962550442,0.0493758407,0.1975033628,0.2962550442,0.09875168141,0.1234396018,0.01851594026,0.1234396018,0.0,0.0,0.0,0.276,0.0184,0.0832,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-02 23:00:00+02:00,0.001174818673,0.2819564815,0.04699274691,0.1879709877,0.2819564815,0.09398549383,0.1174818673,0.01762228009,0.1174818673,0.0,0.0,0.0,0.2632,0.0176,0.082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-03 00:00:00+02:00,0.0010980952239999,0.2635428537,0.04392380895,0.1756952358,0.2635428537,0.0878476179,0.1098095224,0.01647142836,0.1098095224,0.0,0.0,0.0,0.2512,0.018,0.0804,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-03 01:00:00+02:00,0.001040931726,0.2498236143,0.04163726905,0.1665490762,0.2498236143,0.0832745381,0.1040931726,0.01561397589,0.1040931726,0.0,0.0,0.0,0.2436,0.0176,0.0768,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-03 02:00:00+02:00,0.001013903654,0.2433368769999999,0.04055614616,0.1622245846,0.2433368769999999,0.08111229232,0.1013903654,0.01520855481,0.1013903654,0.0,0.0,0.0,0.2384,0.0136,0.0772,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-03 03:00:00+02:00,0.0009985943539999,0.2396626451,0.03994377418,0.1597750967,0.2396626451,0.07988754835,0.09985943544,0.01497891532,0.09985943544,0.0,0.0,0.0,0.234,0.008,0.0868,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-03 04:00:00+02:00,0.001004612208,0.2411069297999999,0.0401844883,0.1607379532,0.2411069297999999,0.08036897661,0.1004612208,0.01506918311,0.1004612208,0.0,0.0,0.0,0.2296,0.006,0.0968,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-03 05:00:00+02:00,0.001060738354,0.254577205,0.04242953416,0.1697181366,0.254577205,0.08485906832,0.1060738354,0.0159110753099999,0.1060738354,0.0036,0.0052,0.004,0.2224,0.0072,0.0856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-03 06:00:00+02:00,0.001152327123,0.2765585095,0.04609308492,0.1843723397,0.2765585095,0.09218616985,0.1152327123,0.01728490685,0.1152327123,0.0208,0.0272,0.022,0.2224,0.0152,0.0716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-03 07:00:00+02:00,0.001259139416,0.3021934598,0.05036557663,0.2014623065,0.3021934598,0.1007311533,0.1259139416,0.01888709123,0.1259139416,0.0876,0.0984,0.0928,0.214,0.028,0.0776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-03 08:00:00+02:00,0.001327894947,0.3186947873,0.05311579788,0.2124631915,0.3186947873,0.1062315958,0.1327894947,0.0199184242,0.1327894947,0.1608,0.1704,0.1651999999999999,0.1872,0.0372,0.09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-03 09:00:00+02:00,0.001365130782,0.3276313878,0.0546052313,0.2184209252,0.3276313878,0.1092104626,0.1365130782,0.02047696174,0.1365130782,0.2188,0.2288,0.2236,0.158,0.036,0.082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-03 10:00:00+02:00,0.001382970223,0.3319128536,0.05531880893,0.2212752357,0.3319128536,0.1106376179,0.1382970223,0.02074455335,0.1382970223,0.2536,0.2692,0.2636,0.1324,0.0372,0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
07-03 11:00:00+02:00,0.00141818998,0.3403655953,0.05672759922,0.2269103969,0.3403655953,0.1134551984,0.141818998,0.02127284971,0.141818998,0.2816,0.292,0.2856,0.122,0.0472,0.0628,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
