LoadLevel,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,PV_Cadiz,PV_Malaga,PV_Sevilla,Wind_Acoruna,Wind_Bilbo,Wind_Gijon,Node_1_Node_6_cac1,Node_1_Node_6_cac2,Node_1_Node_6_cac3,Node_2_Node_3_cac1,Node_2_Node_3_cac2,Node_2_Node_3_cac3,Node_2_Node_6_cac1,Node_2_Node_6_cac2,Node_2_Node_6_cac3,Node_3_Node_4_cac1,Node_3_Node_4_cac2,Node_3_Node_4_cac3,Node_3_Node_6_cac1,Node_3_Node_6_cac2,Node_3_Node_6_cac3,Node_4_Node_5_cac1,Node_4_Node_5_cac2,Node_4_Node_5_cac3,Node_4_Node_6_cac1,Node_4_Node_6_cac2,Node_4_Node_6_cac3,Node_4_Node_9_cac1,Node_4_Node_9_cac2,Node_4_Node_9_cac3,Node_6_Node_7_cac1,Node_6_Node_7_cac2,Node_6_Node_7_cac3,Node_6_Node_8_cac1,Node_6_Node_8_cac2,Node_6_Node_8_cac3,Node_7_Node_8_cac1,Node_7_Node_8_cac2,Node_7_Node_8_cac3,Node_8_Node_9_cac1,Node_8_Node_9_cac2,Node_8_Node_9_cac3
03-16 16:00:00+01:00,0.001204223635,0.2890136725,0.04816894542,0.1926757817,0.2890136725,0.09633789084,0.1204223635,0.01806335453,0.1204223635,0.1524,0.144,0.1468,0.3176,0.0456,0.0532,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-16 17:00:00+01:00,0.0011990751829999,0.2877780439,0.04796300732,0.1918520293,0.2877780439,0.09592601465,0.1199075183,0.01798612775,0.1199075183,0.0576,0.048,0.054,0.3051999999999999,0.0376,0.0432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-16 18:00:00+01:00,0.001203559673,0.2888543214,0.0481423869,0.1925695476,0.2888543214,0.09628477381,0.1203559673,0.01805339509,0.1203559673,0.0,0.0,0.0,0.2956,0.046,0.026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-16 19:00:00+01:00,0.0013243931739999,0.3178543618,0.05297572697,0.2119029079,0.3178543618,0.1059514539,0.1324393174,0.01986589761,0.1324393174,0.0,0.0,0.0,0.2864,0.0908,0.0188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-16 20:00:00+01:00,0.001446553211,0.3471727707,0.05786212845,0.2314485138,0.3471727707,0.1157242569,0.1446553211,0.02169829817,0.1446553211,0.0,0.0,0.0,0.2708,0.1352,0.0316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-16 21:00:00+01:00,0.00141775065,0.340260156,0.056710026,0.226840104,0.340260156,0.113420052,0.141775065,0.02126625975,0.141775065,0.0,0.0,0.0,0.278,0.1256,0.0596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-16 22:00:00+01:00,0.001310266437,0.3144639449,0.05241065749,0.2096426299,0.3144639449,0.104821315,0.1310266437,0.01965399656,0.1310266437,0.0,0.0,0.0,0.2956,0.0944,0.1132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-16 23:00:00+01:00,0.001178262736,0.2827830566,0.0471305094399999,0.1885220377,0.2827830566,0.09426101887,0.1178262735999999,0.01767394104,0.1178262735999999,0.0,0.0,0.0,0.2932,0.0828,0.1904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 00:00:00+01:00,0.001081591679,0.2595820029,0.04326366715,0.1730546686,0.2595820029,0.0865273343,0.1081591679,0.01622387518,0.1081591679,0.0,0.0,0.0,0.2524,0.0824,0.2416,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 01:00:00+01:00,0.001014276528,0.2434263666999999,0.04057106112,0.1622842445,0.2434263666999999,0.08114212225,0.1014276528,0.01521414792,0.1014276528,0.0,0.0,0.0,0.2028,0.0876,0.2824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 02:00:00+01:00,0.000978746515,0.2348991636,0.03914986061,0.1565994423999999,0.2348991636,0.07829972122,0.09787465152,0.01468119773,0.09787465152,0.0,0.0,0.0,0.1835999999999999,0.0964,0.2928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 03:00:00+01:00,0.000958040334,0.2299296801,0.03832161335,0.1532864534,0.2299296801,0.07664322671,0.09580403338,0.01437060501,0.09580403338,0.0,0.0,0.0,0.1576,0.1112,0.278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 04:00:00+01:00,0.000958806639,0.2301135934,0.03835226557,0.1534090622999999,0.2301135934,0.07670453114,0.09588066393,0.0143820995899999,0.09588066393,0.0,0.0,0.0,0.1564,0.1532,0.2532,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 05:00:00+01:00,0.000975876213,0.2342102912,0.03903504854,0.1561401942,0.2342102912,0.07807009708,0.09758762135,0.0146381432,0.09758762135,0.0,0.0,0.0,0.1468,0.2116,0.2392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 06:00:00+01:00,0.001070015516,0.2568037237,0.04280062062,0.1712024825,0.2568037237,0.08560124125,0.1070015516,0.01605023273,0.1070015516,0.0012,0.0048,0.002,0.1472,0.244,0.2472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 07:00:00+01:00,0.001218096074,0.2923430576999999,0.04872384295,0.1948953718,0.2923430576999999,0.09744768591,0.1218096074,0.01827144111,0.1218096074,0.066,0.0876,0.0748,0.13,0.2696,0.248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 08:00:00+01:00,0.001340821193,0.3217970863,0.05363284772,0.2145313909,0.3217970863,0.1072656954,0.1340821193,0.0201123179,0.1340821193,0.1596,0.18,0.1696,0.124,0.3051999999999999,0.2356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 09:00:00+01:00,0.001400110442,0.3360265061,0.05600441768,0.2240176707,0.3360265061,0.1120088353999999,0.1400110442,0.02100165663,0.1400110442,0.2364,0.2512,0.2428,0.1348,0.3196,0.2176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 10:00:00+01:00,0.001413036006,0.3391286414,0.05652144024,0.2260857609,0.3391286414,0.1130428805,0.1413036006,0.02119554009,0.1413036006,0.2888,0.2992,0.2912,0.1424,0.3243999999999999,0.204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 11:00:00+01:00,0.001402943063,0.3367063352,0.05611772253,0.2244708901,0.3367063352,0.1122354451,0.1402943063,0.02104414595,0.1402943063,0.318,0.3243999999999999,0.3163999999999999,0.1424,0.3236,0.1804,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 12:00:00+01:00,0.001398111945,0.3355468668,0.0559244778,0.2236979112,0.3355468668,0.1118489556,0.1398111945,0.02097167918,0.1398111945,0.3236,0.33,0.3192,0.1331999999999999,0.3108,0.148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 13:00:00+01:00,0.001394271321,0.3346251169,0.05577085282,0.2230834113,0.3346251169,0.1115417056,0.1394271321,0.02091406981,0.1394271321,0.31,0.3132,0.304,0.1224,0.2912,0.122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 14:00:00+01:00,0.001343972569,0.3225534165,0.05375890275,0.215035611,0.3225534165,0.1075178055,0.1343972569,0.02015958853,0.1343972569,0.2744,0.2748,0.268,0.1336,0.272,0.1056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 15:00:00+01:00,0.001323813056,0.3177151333,0.05295252222,0.2118100889,0.3177151333,0.1059050444,0.1323813056,0.01985719583,0.1323813056,0.214,0.2172,0.2044,0.1728,0.2652,0.1104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 16:00:00+01:00,0.001307462301,0.3137909523,0.05229849205,0.2091939682,0.3137909523,0.1045969841,0.1307462301,0.01961193452,0.1307462301,0.132,0.134,0.116,0.2004,0.2643999999999999,0.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 17:00:00+01:00,0.001307864718,0.3138875324,0.05231458873,0.2092583549,0.3138875324,0.1046291775,0.1307864718,0.01961797077,0.1307864718,0.0404,0.04,0.0344,0.1828,0.2452,0.1156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 18:00:00+01:00,0.001316522579,0.315965419,0.0526609031699999,0.2106436127,0.315965419,0.1053218063,0.1316522578999999,0.01974783869,0.1316522578999999,0.0,0.0,0.0,0.172,0.2312,0.1036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 19:00:00+01:00,0.001403328135,0.3367987524,0.05613312541,0.2245325016,0.3367987524,0.1122662508,0.1403328135,0.02104992203,0.1403328135,0.0,0.0,0.0,0.1631999999999999,0.2316,0.0952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 20:00:00+01:00,0.001487452956,0.3569887095,0.0594981182499999,0.2379924729999999,0.3569887095,0.1189962364999999,0.1487452956,0.02231179435,0.1487452956,0.0,0.0,0.0,0.1832,0.236,0.1064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 21:00:00+01:00,0.0014485658939999,0.3476558146,0.05794263576,0.2317705431,0.3476558146,0.1158852715,0.1448565893999999,0.02172848841,0.1448565893999999,0.0,0.0,0.0,0.1868,0.244,0.1088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 22:00:00+01:00,0.0013369188119999,0.320860515,0.05347675249,0.21390701,0.320860515,0.106953505,0.1336918812,0.02005378218,0.1336918812,0.0,0.0,0.0,0.1716,0.246,0.0872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-17 23:00:00+01:00,0.001215724802,0.2917739524,0.04862899206,0.1945159683,0.2917739524,0.09725798413,0.1215724802,0.01823587202,0.1215724802,0.0,0.0,0.0,0.16,0.238,0.0748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 00:00:00+01:00,0.001113486894,0.2672368545,0.04453947575,0.178157903,0.2672368545,0.08907895149,0.1113486894,0.0167023034,0.1113486894,0.0,0.0,0.0,0.1452,0.2271999999999999,0.0636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 01:00:00+01:00,0.001028217329,0.246772159,0.04112869316,0.1645147726,0.246772159,0.08225738632,0.1028217329,0.01542325993,0.1028217329,0.0,0.0,0.0,0.1396,0.2112,0.062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 02:00:00+01:00,0.000976972387,0.2344733728,0.03907889546,0.1563155818,0.2344733728,0.07815779092,0.09769723865,0.0146545858,0.09769723865,0.0,0.0,0.0,0.1352,0.198,0.0596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 03:00:00+01:00,0.000954501757,0.2290804216999999,0.03818007028,0.1527202811,0.2290804216999999,0.07636014056,0.0954501757,0.01431752635,0.0954501757,0.0,0.0,0.0,0.1272,0.1796,0.0556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 04:00:00+01:00,0.000946372663,0.2271294391,0.03785490652,0.1514196260999999,0.2271294391,0.07570981303,0.09463726629,0.01419558994,0.09463726629,0.0,0.0,0.0,0.1188,0.1608,0.0524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 05:00:00+01:00,0.000968266636,0.2323839926999999,0.03873066544,0.1549226618,0.2323839926999999,0.07746133088,0.0968266636,0.01452399954,0.0968266636,0.0,0.0,0.0,0.1132,0.1488,0.0407999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 06:00:00+01:00,0.001062122208,0.2549093298,0.0424848883,0.1699395532,0.2549093298,0.0849697766099999,0.1062122207999999,0.0159318331099999,0.1062122207999999,0.0016,0.0044,0.0012,0.104,0.1184,0.0308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 07:00:00+01:00,0.0012068628379999,0.2896470811,0.04827451352,0.1930980541,0.2896470811,0.09654902703,0.1206862838,0.01810294257,0.1206862838,0.0616,0.076,0.0396,0.0795999999999999,0.0916,0.026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 08:00:00+01:00,0.001326557202,0.3183737285,0.05306228808,0.2122491523,0.3183737285,0.1061245762,0.1326557202,0.01989835803,0.1326557202,0.1284,0.1616,0.1432,0.0784,0.0904,0.0216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 09:00:00+01:00,0.001390785252,0.3337884604,0.05563141006,0.2225256403,0.3337884604,0.1112628201,0.1390785252,0.02086177877,0.1390785252,0.2,0.2276,0.2352,0.0744,0.0748,0.0196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 10:00:00+01:00,0.001434762417,0.3443429801,0.05739049668,0.2295619867,0.3443429801,0.1147809934,0.1434762417,0.02152143626,0.1434762417,0.2792,0.2556,0.2884,0.0792,0.0712,0.0228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 11:00:00+01:00,0.001448512928,0.3476431027,0.05794051712,0.2317620685,0.3476431027,0.1158810342,0.1448512928,0.02172769392,0.1448512928,0.3168,0.2308,0.3148,0.0952,0.0856,0.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 12:00:00+01:00,0.00144533838,0.3468812112,0.0578135351999999,0.2312541407999999,0.3468812112,0.1156270703999999,0.144533838,0.0216800757,0.144533838,0.3256,0.2231999999999999,0.3212,0.108,0.106,0.0332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 13:00:00+01:00,0.001436900004,0.3448560009,0.05747600015,0.2299040006,0.3448560009,0.1149520003,0.1436900004,0.02155350006,0.1436900004,0.3048,0.2204,0.3076,0.1056,0.138,0.0416,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 14:00:00+01:00,0.001387705201,0.3330492482,0.05550820803,0.2220328321,0.3330492482,0.1110164161,0.1387705201,0.02081557801,0.1387705201,0.2736,0.208,0.2736,0.1135999999999999,0.1872,0.0536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 15:00:00+01:00,0.001361633237,0.3267919768,0.05446532947,0.2178613179,0.3267919768,0.1089306589,0.1361633237,0.02042449855,0.1361633237,0.2104,0.174,0.2172,0.1376,0.2056,0.0487999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 16:00:00+01:00,0.001342280157,0.3221472377,0.05369120628,0.2147648251,0.3221472377,0.1073824125999999,0.1342280156999999,0.0201342023499999,0.1342280156999999,0.1408,0.1104,0.1352,0.1564,0.1988,0.0384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 17:00:00+01:00,0.001336384969,0.3207323925,0.05345539875,0.213821595,0.3207323925,0.1069107975,0.1336384969,0.02004577453,0.1336384969,0.052,0.034,0.0424,0.1584,0.1835999999999999,0.036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 18:00:00+01:00,0.001335157646,0.3204378350999999,0.05340630585,0.2136252234,0.3204378350999999,0.1068126117,0.1335157646,0.02002736469,0.1335157646,0.0,0.0,0.0,0.1684,0.172,0.0384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 19:00:00+01:00,0.001405503485,0.3373208363,0.05622013938,0.2248805575,0.3373208363,0.1124402788,0.1405503485,0.02108255227,0.1405503485,0.0,0.0,0.0,0.1728,0.1628,0.0384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 20:00:00+01:00,0.001480381688,0.3552916051,0.0592152675199999,0.2368610701,0.3552916051,0.118430535,0.1480381688,0.02220572532,0.1480381688,0.0,0.0,0.0,0.1604,0.1552,0.0396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 21:00:00+01:00,0.00143629909,0.3447117815,0.05745196358,0.2298078543,0.3447117815,0.1149039272,0.143629909,0.02154448634,0.143629909,0.0,0.0,0.0,0.1396,0.1591999999999999,0.0448,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 22:00:00+01:00,0.001328043287,0.3187303889,0.05312173148,0.2124869258999999,0.3187303889,0.106243463,0.1328043287,0.01992064931,0.1328043287,0.0,0.0,0.0,0.1164,0.1744,0.0548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-18 23:00:00+01:00,0.001211653619,0.2907968686,0.04846614476,0.193864579,0.2907968686,0.09693228952,0.1211653618999999,0.01817480429,0.1211653618999999,0.0,0.0,0.0,0.1176,0.188,0.0736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 00:00:00+01:00,0.001113723709,0.2672936901,0.04454894835,0.1781957934,0.2672936901,0.08909789671,0.1113723709,0.01670585563,0.1113723709,0.0,0.0,0.0,0.1324,0.2068,0.0876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 01:00:00+01:00,0.001022949731,0.2455079355,0.04091798926,0.163671957,0.2455079355,0.08183597851,0.1022949731,0.01534424597,0.1022949731,0.0,0.0,0.0,0.1428,0.2168,0.0928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 02:00:00+01:00,0.00097725424,0.2345410177,0.0390901696099999,0.1563606784,0.2345410177,0.0781803392199999,0.09772542402,0.0146588136,0.09772542402,0.0,0.0,0.0,0.1448,0.208,0.0932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 03:00:00+01:00,0.000953515507,0.2288437216,0.03814062027,0.1525624811,0.2288437216,0.07628124054,0.09535155067,0.0143027326,0.09535155067,0.0,0.0,0.0,0.136,0.1911999999999999,0.0836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 04:00:00+01:00,0.000940109274,0.2256262257,0.03760437095,0.1504174838,0.2256262257,0.07520874189,0.09401092736,0.0141016391,0.09401092736,0.0,0.0,0.0,0.1368,0.1951999999999999,0.0748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 05:00:00+01:00,0.000954981257,0.2291955018,0.0381992503,0.1527970012,0.2291955018,0.0763985006,0.09549812575,0.01432471886,0.09549812575,0.0,0.0,0.0,0.1432,0.1964,0.0636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 06:00:00+01:00,0.001005998954,0.2414397491,0.04023995818,0.1609598327,0.2414397491,0.08047991636,0.1005998954,0.01508998432,0.1005998954,0.002,0.0024,0.0024,0.1496,0.1835999999999999,0.056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 07:00:00+01:00,0.001083335026,0.2600004063,0.04333340105,0.1733336042,0.2600004063,0.0866668021,0.1083335026,0.01625002539,0.1083335026,0.0696,0.0448,0.0708,0.1256,0.168,0.0512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 08:00:00+01:00,0.001166096579,0.2798631789,0.04664386315,0.1865754526,0.2798631789,0.0932877263,0.1166096579,0.01749144868,0.1166096579,0.1624,0.1416,0.1672,0.142,0.1552,0.0548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 09:00:00+01:00,0.001238023377,0.2971256104,0.04952093506,0.1980837403,0.2971256104,0.09904187013,0.1238023377,0.01857035065,0.1238023377,0.2376,0.244,0.2424,0.1712,0.1436,0.0612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 10:00:00+01:00,0.0012914487859999,0.3099477087,0.05165795145,0.2066318058,0.3099477087,0.1033159029,0.1291448786,0.01937173179,0.1291448786,0.2892,0.2964,0.2912,0.1784,0.1336,0.0608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 11:00:00+01:00,0.001309321567,0.3142371761,0.05237286268,0.2094914507,0.3142371761,0.1047457254,0.1309321567,0.0196398235,0.1309321567,0.3183999999999999,0.322,0.3188,0.1804,0.1291999999999999,0.0536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 12:00:00+01:00,0.001307966825,0.3139120379,0.05231867299,0.2092746919999999,0.3139120379,0.1046373459999999,0.1307966825,0.01961950237,0.1307966825,0.326,0.3252,0.326,0.1824,0.1376,0.0476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 13:00:00+01:00,0.001307675486,0.3138421165,0.05230701942,0.2092280777,0.3138421165,0.1046140388,0.1307675486,0.01961513228,0.1307675486,0.3132,0.3096,0.3128,0.1864,0.1492,0.0448,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 14:00:00+01:00,0.001263571538,0.303257169,0.0505428615,0.202171446,0.303257169,0.101085723,0.1263571538,0.01895357306,0.1263571538,0.2796,0.2732,0.28,0.1964,0.16,0.0448,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 15:00:00+01:00,0.001223569874,0.2936567697,0.04894279495,0.1957711798,0.2936567697,0.0978855899,0.1223569873999999,0.01835354811,0.1223569873999999,0.2236,0.218,0.2236,0.214,0.1604,0.0464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 16:00:00+01:00,0.001212475867,0.2909942082,0.04849903469,0.1939961388,0.2909942082,0.09699806939,0.1212475867,0.01818713801,0.1212475867,0.1468,0.1384,0.1472,0.2288,0.1515999999999999,0.0496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
03-19 17:00:00+01:00,0.001209951916,0.2903884599,0.04839807665,0.1935923066,0.2903884599,0.0967961533,0.1209951916,0.01814927874,0.1209951916,0.0548,0.0456,0.056,0.2208,0.1252,0.052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
