LoadLevel,Node_1_Node_6_eac1,Node_2_Node_3_eac1,Node_2_Node_6_eac1,Node_3_Node_4_eac1,Node_3_Node_6_eac1,Node_4_Node_5_eac1,Node_4_Node_6_eac1,Node_4_Node_9_eac1,Node_6_Node_7_eac1,Node_6_Node_8_cac2,Node_6_Node_8_eac1,Node_7_Node_8_eac1,Node_8_Node_9_eac1
01-01 22:00:00+01:00,0.3,0.0956088915772295,0.1673595706227704,0.2989089896539984,0.0637686012932322,0.2866315378,-0.1389916675638245,-0.039818572482177,0.0833177423088825,0.1421832773955295,0.0710916386977648,-0.0361120650911175,0.159248379882177
01-01 23:00:00+01:00,0.3,0.127766555253725,0.159197255346275,0.2660551505164042,0.0422482259373213,0.2650361894,-0.1345982996197624,-0.0410735321638334,0.0776482820919762,0.1339023354079049,0.0669511677039523,-0.0327834635080237,0.1515052777638334
01-02 00:00:00+01:00,0.3,0.1666168167774398,0.1506571859225602,0.2281571323077866,0.017129715559654,0.2403259972999999,-0.1297509210226257,-0.0426352754695875,0.0711790445685128,0.1244988467540511,0.0622494233770251,-0.0289567876314871,0.1427711076695876
01-02 01:00:00+01:00,0.3,0.1998731960309962,0.1397077698190013,0.1907757180738266,-0.0067980848028303,0.2153733765999999,-0.124333387398264,-0.0438465222279094,0.0645940783817016,0.1147940624708059,0.0573970312354029,-0.0251448285282984,0.1335854291379105
01-02 02:00:00+01:00,0.3,0.1766770678667786,0.1169304909132206,0.1755594890113537,-0.0103848733245751,0.2010147131,-0.1175133356255273,-0.0419516971631189,0.0604345843813027,0.1077285288212115,0.0538642644106054,-0.0233215460586972,0.1257078276031197
01-02 03:00:00+01:00,0.3,0.1606366032068831,0.1030979648331149,0.1676414551649143,-0.0115863250480311,0.1930888385,-0.1134656532640946,-0.0407076224709911,0.0581102684132845,0.1037151812851376,0.0518575906425688,-0.0223434143167153,0.1211613052009911
01-02 04:00:00+01:00,0.3,0.1503316896945206,0.0963961026254741,0.1655203889847982,-0.0109017764302775,0.1902784628,-0.1116265754382068,-0.0399838068769949,0.0572457227575706,0.1021305824862823,0.051065291243141,-0.0220369700824293,0.1192664997169941
01-02 05:00:00+01:00,0.3,0.1545044737619483,0.1028407223580425,0.1714441095608942,-0.0086917553089458,0.1953127170999999,-0.1136713849572677,-0.040405700681838,0.0586694371619768,0.1044692705999061,0.0522346352999532,-0.0227108616180232,0.1217859994618362
01-02 06:00:00+01:00,0.3,0.1759378876415305,0.1294587336884651,0.1930678595433189,-0.0016631213617884,0.2143988967999999,-0.1219147532359151,-0.0423488818207659,0.0641162081329668,0.1135322346918654,0.0567661173459326,-0.0252166655170331,0.131681755470765
01-02 07:00:00+01:00,0.3,0.1988471286805666,0.1619798955494329,0.2235016728978943,0.0085630326926717,0.2422945385,-0.1332662710416799,-0.0470562869604261,0.0712923356429176,0.1242796502516708,0.0621398251258358,-0.0292637220570823,0.1420123446604261
01-02 08:00:00+01:00,0.3,0.1127134031898416,0.035256411080155,0.2018014870913253,-0.0328524275414837,0.2721860618,-0.1507652500881907,-0.1010766991204838,0.0399965868600691,0.0822089728802761,0.0411044864401379,-0.0086142722399308,0.0976875582204832
