LoadLevel,BrownLignite,CCGT_1,CCGT_2,CCGT_3,CCGT_4,DomesticCoal_Anthracite,FuelOilGas,ImportedCoal_Bituminous,ImportedCoal_SubBituminous,Nuclear,OCGT_1,OCGT_2,OCGT_3,PV_Cadiz,PV_Malaga,PV_Sevilla,Wind_Acoruna,Wind_Bilbo,Wind_Gijon
07-04 21:00:00+02:00,0.0,0.0463368299427833,0.5,0.0093969909572195,0.0,0.0,0.0,0.0,0.0,0.592432957765,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.044,0.0024
07-04 22:00:00+02:00,0.0,0.016225497269999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.59598300051,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0176,0.0196
07-04 23:00:00+02:00,0.0,0.0,0.4166964523000003,0.0,0.0,0.0,0.0,0.0,0.0,0.574711278413,0.0,0.0,0.0,0.0,0.0,0.0,0.0264,0.0176,0.0492
07-05 00:00:00+02:00,0.0,0.0,0.324769772,0.0,0.0,0.0,0.0,0.0,0.0,0.5650432510479999,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0272,0.0652
07-05 01:00:00+02:00,0.0,0.0,0.2689006088300009,0.0,0.0,0.0,0.0,0.0,0.0,0.576977744214,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0308,0.0536
07-05 02:00:00+02:00,0.0,0.0,0.2349109512200003,0.0,0.0,0.0,0.0,0.0,0.0,0.58214247277,0.0,0.0,0.0,0.0,0.0,0.0,0.0188,0.046,0.038
07-05 03:00:00+02:00,0.0,0.0,0.2005705842200006,0.0,0.0,0.0,0.0,0.0,0.0,0.57691996983,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0612,0.0352
07-05 04:00:00+02:00,0.0,0.0,0.1769175644399997,0.0,0.0,0.0,0.0,0.0,0.0,0.574507197502,0.0,0.0,0.0,0.0,0.0,0.0,0.0264,0.0668,0.0407999999999999
07-05 05:00:00+02:00,0.0,0.0,0.1452122928400016,0.0,0.0,0.0,0.0,0.0,0.0,0.573297653634,0.0,0.0,0.0,0.0028,0.0052,0.0036,0.0276,0.0696,0.0487999999999999
07-05 06:00:00+02:00,0.0,0.0,0.08338766833,0.0,0.0,0.0,0.0,0.0,0.0,0.582882654019,0.0,0.0,0.0,0.0172,0.028,0.0196,0.018,0.0624,0.05
07-05 07:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4997139592679993,0.0,0.0,0.0,0.0904,0.096,0.0936,0.01,0.0708,0.0448
07-05 08:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3365031602369965,0.0,0.0,0.0,0.1656,0.1664,0.1676,0.0056,0.06,0.0407999999999999
07-05 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2203852714689993,0.0,0.0,0.0,0.2271999999999999,0.2236,0.2264,0.0076,0.046,0.034
07-05 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1442697991350003,0.0,0.0,0.0,0.2708,0.2632,0.2668,0.0188,0.0332,0.0248
07-05 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1151906349320001,0.0,0.0,0.0,0.2964,0.2856,0.2888,0.0376,0.0176,0.0163999999999999
07-05 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1378816786659993,0.0,0.0,0.0,0.304,0.292,0.2936,0.0612,0.0028,0.0108
07-05 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1790688230410006,0.0,0.0,0.0,0.2944,0.2796,0.2828,0.092,0.0024,0.0008
07-05 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2175055425490002,0.0,0.0,0.0,0.2668,0.25,0.256,0.1236,0.0036,0.0008
07-05 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2736457055939969,0.0,0.0,0.0,0.2204,0.2032,0.2116,0.1328,0.0304,0.0316
07-05 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386285271811997,0.0,0.0,0.0,0.158,0.1408,0.1515999999999999,0.1208,0.0828,0.0524
07-05 17:00:00+02:00,0.0,0.0,0.097923999739999,0.0,0.0,0.0,0.0,0.0,0.0,0.50112689641,0.0,0.0,0.0,0.0832,0.0704,0.08,0.1,0.0984,0.0688
07-05 18:00:00+02:00,0.0,0.0,0.293921161680002,0.0,0.0,0.0,0.0,0.0,0.0,0.5279375601659999,0.0,0.0,0.0,0.0152,0.016,0.0144,0.0732,0.0868,0.0828
07-05 19:00:00+02:00,0.0,0.0,0.3962698472299987,0.0,0.0,0.0,0.0,0.0,0.0,0.556767045997,0.0,0.0,0.0,0.0012,0.0004,0.0016,0.0444,0.0548,0.0836
07-05 20:00:00+02:00,0.0,0.0008249686099973,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.57321356407,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0252,0.0572
07-05 21:00:00+02:00,0.0,0.0548131205359271,0.5,0.0197139946640731,0.0,0.0,0.0,0.0,0.0,0.5792725538979999,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.02,0.0407999999999999
07-05 22:00:00+02:00,0.0,0.0044886935645497,0.5,0.003914920045449,0.0,0.0,0.0,0.0,0.0,0.583222567809,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0436,0.04
07-05 23:00:00+02:00,0.0,0.0,0.3901848926799999,0.0,0.0,0.0,0.0,0.0,0.0,0.587130446044,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0716,0.0404
07-06 00:00:00+02:00,0.0,0.0,0.2945794371200003,0.0,0.0,0.0,0.0,0.0,0.0,0.588645107115,0.0,0.0,0.0,0.0,0.0,0.0,0.0124,0.086,0.0384
07-06 01:00:00+02:00,0.0,0.0,0.2429270223299993,0.0,0.0,0.0,0.0,0.0,0.0,0.5881970533559999,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,0.0964,0.0327999999999999
07-06 02:00:00+02:00,0.0,0.0,0.2220423414799992,0.0,0.0,0.0,0.0,0.0,0.0,0.587366197273,0.0,0.0,0.0,0.0,0.0,0.0,0.0136,0.0932,0.0268
07-06 03:00:00+02:00,0.0,0.0,0.2425613262199988,0.0,0.0,0.0,0.0,0.0,0.0,0.5849638577709999,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0788,0.0184
07-06 04:00:00+02:00,0.0,0.0,0.2826988234899998,0.0,0.0,0.0,0.0,0.0,0.0,0.578179178281,0.0,0.0,0.0,0.0,0.0,0.0,0.0228,0.0596,0.0124
07-06 05:00:00+02:00,0.0,0.0,0.3671291646100012,0.0,0.0,0.0,0.0,0.0,0.0,0.5674526452969999,0.0,0.0,0.0,0.0028,0.0052,0.004,0.0336,0.0372,0.01
07-06 06:00:00+02:00,0.0,0.0,0.4092157342900018,0.0,0.0,0.0,0.0,0.0,0.0,0.583947093061,0.0,0.0,0.0,0.0272,0.0327999999999999,0.0256,0.0172,0.0188,0.0048
07-06 07:00:00+02:00,0.0,0.0,0.3647937336800007,0.0,0.0,0.0,0.0,0.0,0.0,0.594476181951,0.0,0.0,0.0,0.0856,0.0924,0.0852,0.0068,0.0084,0.0016
07-06 08:00:00+02:00,0.0,0.0,0.2206354730400102,0.0,0.0,0.0,0.0,0.0,0.0,0.597752157106,0.0,0.0,0.0,0.1568,0.1604,0.148,0.0036,0.0072,0.0008
07-06 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2883811148589955,0.0,0.0,0.0,0.216,0.2088,0.2032,0.0028,0.0048,0.4
07-06 10:00:00+02:00,0.0,0.0223969151124998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5698714773844991,0.0,0.0,0.0,0.2572,0.236,0.2472,0.0068,0.0016,0.0004
07-06 11:00:00+02:00,0.0,0.03755833170764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5171682616173594,0.0,0.0,0.0,0.2808,0.2568,0.2696,0.02,0.0004,0.0004
07-06 12:00:00+02:00,0.0,0.0489550355625003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5082544343514961,0.0,0.0,0.0,0.2748,0.2512,0.2788,0.0444,0.002,0.0008
07-06 13:00:00+02:00,0.0,0.0032561651500022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5110087314019961,0.0,0.0,0.0,0.2548,0.238,0.2672,0.0776,0.0104,0.0424
07-06 14:00:00+02:00,0.0,0.0,0.0155680414399985,0.0,0.0,0.0,0.0,0.0,0.0,0.5010862150219999,0.0,0.0,0.0,0.2148,0.206,0.2364,0.1004,0.0432,0.0764
07-06 15:00:00+02:00,0.0,0.0,0.0953070203600014,0.0,0.0,0.0,0.0,0.0,0.0,0.5070918462859999,0.0,0.0,0.0,0.1728,0.1596,0.1911999999999999,0.0944,0.0944,0.0832
07-06 16:00:00+02:00,0.0,0.0,0.2358020166500007,0.0,0.0,0.0,0.0,0.0,0.0,0.522693063968,0.0,0.0,0.0,0.1184,0.1124,0.1384,0.0788,0.1108,0.0815999999999999
07-06 17:00:00+02:00,0.0,0.0,0.3857076818500014,0.0,0.0,0.0,0.0,0.0,0.0,0.539065724737,0.0,0.0,0.0,0.0696,0.0596,0.0744,0.0624,0.1112,0.0768
07-06 18:00:00+02:00,0.0,0.0,0.484621799706843,0.0531363250831527,0.0,0.0,0.0,0.0,0.0,0.555038038265,0.0,0.0,0.0,0.0236,0.0184,0.0203999999999999,0.0464,0.0992,0.0576
07-06 19:00:00+02:00,0.0,0.059038367995449,0.5,0.0725771556245506,0.0,0.0,0.0,0.0,0.0,0.5654204292839999,0.0,0.0,0.0,0.0008,0.0,0.0016,0.036,0.0804,0.0296
07-06 20:00:00+02:00,0.0,0.0945125595404218,0.5,0.0682842332595787,0.0,0.0,0.0,0.0,0.0,0.560216050058,0.0,0.0,0.0,0.0,0.0,0.0,0.0412,0.0616,0.0163999999999999
07-06 21:00:00+02:00,0.0,0.113240365646629,0.5,0.0679943680633704,0.0,0.0,0.0,0.0,0.0,0.537024264944,0.0,0.0,0.0,0.0,0.0,0.0,0.0644,0.0487999999999999,0.0168
07-06 22:00:00+02:00,0.0,0.070915742866602,0.5,0.0439391297433984,0.0,0.0,0.0,0.0,0.0,0.516938305949,0.0,0.0,0.0,0.0,0.0,0.0,0.0844,0.0487999999999999,0.02
07-06 23:00:00+02:00,0.0,0.0234671600139601,0.5,0.0182813711360391,0.0,0.0,0.0,0.0,0.0,0.510045690801,0.0,0.0,0.0,0.0,0.0,0.0,0.0912,0.0552,0.0176
07-07 00:00:00+02:00,0.0,0.0,0.4503519163600009,0.0,0.0,0.0,0.0,0.0,0.0,0.511951540427,0.0,0.0,0.0,0.0,0.0,0.0,0.0892,0.0604,0.012
07-07 01:00:00+02:00,0.0,0.0,0.3903699046999985,0.0,0.0,0.0,0.0,0.0,0.0,0.5198887896459999,0.0,0.0,0.0,0.0,0.0,0.0,0.0812,0.0644,0.0068
07-07 02:00:00+02:00,0.0,0.0,0.3579261796600015,0.0,0.0,0.0,0.0,0.0,0.0,0.5290546935179999,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.0668,0.0036
07-07 03:00:00+02:00,0.0,0.0,0.35242534844,0.0,0.0,0.0,0.0,0.0,0.0,0.5322412567679999,0.0,0.0,0.0,0.0,0.0,0.0,0.0688,0.0596,0.0032
07-07 04:00:00+02:00,0.0,0.0,0.3731998863100002,0.0,0.0,0.0,0.0,0.0,0.0,0.5362494357809999,0.0,0.0,0.0,0.0,0.0,0.0,0.0648,0.042,0.008
07-07 05:00:00+02:00,0.0,0.0,0.437156062310006,0.0,0.0,0.0,0.0,0.0,0.0,0.547514211346,0.0,0.0,0.0,0.0028,0.0048,0.004,0.0536,0.0232,0.0144
07-07 06:00:00+02:00,0.0,0.0,0.464600490400001,0.0,0.0,0.0,0.0,0.0,0.0,0.567999385118,0.0,0.0,0.0,0.0252,0.0327999999999999,0.0272,0.0332,0.0112,0.0084
07-07 07:00:00+02:00,0.0,0.0,0.4073237547300001,0.0,0.0,0.0,0.0,0.0,0.0,0.554112821435,0.0,0.0,0.0,0.0812,0.084,0.0828,0.0472,0.006,0.0036
07-07 08:00:00+02:00,0.0,0.0,0.2713044015600007,0.0,0.0,0.0,0.0,0.0,0.0,0.5417840876209999,0.0,0.0,0.0,0.1472,0.1408,0.1484,0.0596,0.0052,0.0044
07-07 09:00:00+02:00,0.0,0.0,0.1193506274299997,0.0,0.0,0.0,0.0,0.0,0.0,0.5374222457519999,0.0,0.0,0.0,0.2084,0.1992,0.2052,0.064,0.0044,0.0088
07-07 10:00:00+02:00,0.0,0.0142172490368058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502909470090194,0.0,0.0,0.0,0.2576,0.2512,0.2516,0.0732,0.0052,0.0196
07-07 11:00:00+02:00,0.0,0.0082522195645839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4268539722014147,0.0,0.0,0.0,0.2892,0.2724,0.2792,0.092,0.0116,0.0352
07-07 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3842632627759967,0.0,0.0,0.0,0.3008,0.2676,0.2868,0.1164,0.0304,0.052
07-07 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3302064227209955,0.0,0.0,0.0,0.2932,0.2472,0.2788,0.1412,0.054,0.0676
07-07 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3374591326129974,0.0,0.0,0.0,0.2663999999999999,0.2148,0.2532,0.168,0.0815999999999999,0.0804
07-07 15:00:00+02:00,0.0,0.0,0.0225336935899994,0.0,0.0,0.0,0.0,0.0,0.0,0.411913651284,0.0,0.0,0.0,0.2196,0.168,0.2096,0.1896,0.1012,0.0916
07-07 16:00:00+02:00,0.0,0.0,0.2032517139199989,0.0,0.0,0.0,0.0,0.0,0.0,0.4023206145769999,0.0,0.0,0.0,0.1571999999999999,0.11,0.1504,0.1992,0.1056,0.0912
07-07 17:00:00+02:00,0.0,0.0,0.3981178488299973,0.0,0.0,0.0,0.0,0.0,0.0,0.4010962147599999,0.0,0.0,0.0,0.0828,0.0604,0.0795999999999999,0.2004,0.0984,0.0804
07-07 18:00:00+02:00,0.0,0.0221216942580337,0.5,0.0650334606619665,0.0,0.0,0.0,0.0,0.0,0.4078704151769999,0.0,0.0,0.0,0.0172,0.0188,0.0172,0.1936,0.0828,0.0576
07-07 19:00:00+02:00,0.0,0.0834193261426686,0.5,0.0782863045673322,0.0,0.0,0.0,0.0,0.0,0.429852660722,0.0,0.0,0.0,0.0012,0.0004,0.0016,0.1716,0.066,0.0368
07-07 20:00:00+02:00,0.0,0.1035608255245207,0.5,0.0735787159554772,0.0,0.0,0.0,0.0,0.0,0.4586404619609999,0.0,0.0,0.0,0.0,0.0,0.0,0.1428,0.054,0.0276
07-07 21:00:00+02:00,0.0,0.1141700358578099,0.5,0.0738151992621911,0.0,0.0,0.0,0.0,0.0,0.462246510524,0.0,0.0,0.0,0.0,0.0,0.0,0.1392,0.0468,0.0283999999999999
07-07 22:00:00+02:00,0.0,0.0800384718194371,0.5,0.0479497685505617,0.0,0.0,0.0,0.0,0.0,0.446957262912,0.0,0.0,0.0,0.0,0.0,0.0,0.1544,0.0424,0.0272
07-07 23:00:00+02:00,0.0,0.0396633752481169,0.5,0.0216654288318814,0.0,0.0,0.0,0.0,0.0,0.431662760278,0.0,0.0,0.0,0.0,0.0,0.0,0.1696,0.0432,0.0236
07-08 00:00:00+02:00,0.0,0.0,0.4706041908200004,0.0,0.0,0.0,0.0,0.0,0.0,0.4255719017339999,0.0,0.0,0.0,0.0,0.0,0.0,0.1756,0.0492,0.0228
07-08 01:00:00+02:00,0.0,0.0,0.3989945872300003,0.0,0.0,0.0,0.0,0.0,0.0,0.4195041995769999,0.0,0.0,0.0,0.0,0.0,0.0,0.1816,0.054,0.0236
07-08 02:00:00+02:00,0.0,0.0,0.363149164559999,0.0,0.0,0.0,0.0,0.0,0.0,0.417469896579,0.0,0.0,0.0,0.0,0.0,0.0,0.1835999999999999,0.0532,0.0268
07-08 03:00:00+02:00,0.0,0.0,0.3552320219800003,0.0,0.0,0.0,0.0,0.0,0.0,0.417455622587,0.0,0.0,0.0,0.0,0.0,0.0,0.1835999999999999,0.0468,0.0272
07-08 04:00:00+02:00,0.0,0.0,0.3642700831799997,0.0,0.0,0.0,0.0,0.0,0.0,0.416262841111,0.0,0.0,0.0,0.0,0.0,0.0,0.1848,0.0424,0.0296
07-08 05:00:00+02:00,0.0,0.0,0.4058225689299988,0.0,0.0,0.0,0.0,0.0,0.0,0.413119818019,0.0,0.0,0.0,0.0028,0.0044,0.0036,0.188,0.0432,0.032
07-08 06:00:00+02:00,0.0,0.0,0.4295861812799984,0.0,0.0,0.0,0.0,0.0,0.0,0.3836090114679999,0.0,0.0,0.0,0.018,0.0252,0.0208,0.2176,0.046,0.0392
07-08 07:00:00+02:00,0.0,0.0,0.3026902819300022,0.0,0.0,0.0,0.0,0.0,0.0,0.3617174017439999,0.0,0.0,0.0,0.0892,0.1004,0.092,0.2396,0.0356,0.0484
07-08 08:00:00+02:00,0.0,0.0,0.1412410814000009,0.0,0.0,0.0,0.0,0.0,0.0,0.3641883552129999,0.0,0.0,0.0,0.164,0.1748,0.1651999999999999,0.2372,0.0264,0.0487999999999999
07-08 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636857564029971,0.0,0.0,0.0,0.226,0.2348,0.2248,0.2312,0.0216,0.0407999999999999
07-08 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2772871805669989,0.0,0.0,0.0,0.27,0.2756,0.2656,0.2224,0.022,0.0332
07-08 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2385003485470017,0.0,0.0,0.0,0.296,0.298,0.2888,0.2228,0.0252,0.0316
07-08 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2114922585820001,0.0,0.0,0.0,0.3028,0.302,0.2924,0.2352,0.036,0.0424
07-08 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1695536868970003,0.0,0.0,0.0,0.2932,0.2892,0.278,0.2516,0.06,0.0688
07-08 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1659536638449966,0.0,0.0,0.0,0.2652,0.2588,0.25,0.2636,0.0888,0.1112
07-08 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2826586793809995,0.0,0.0,0.0,0.2184,0.2112,0.1964,0.2736,0.0908,0.1324
07-08 16:00:00+02:00,0.0,0.0,0.1834802448699989,0.0,0.0,0.0,0.0,0.0,0.0,0.309093170401,0.0,0.0,0.0,0.1556,0.1468,0.1396,0.2924,0.0892,0.0828
07-08 17:00:00+02:00,0.0,0.0,0.3999503065700015,0.0,0.0,0.0,0.0,0.0,0.0,0.2970655106209999,0.0,0.0,0.0,0.082,0.0728,0.0724,0.3044,0.1028,0.0472
07-08 18:00:00+02:00,0.0,0.0,0.4496934779024501,0.0595533593675452,0.0,0.0,0.0,0.0,0.0,0.3378313562409999,0.0,0.0,0.0,0.0176,0.0132,0.0203999999999999,0.2636,0.148,0.0436
07-08 19:00:00+02:00,0.0,0.0,0.3911041181155616,0.0768039664444394,0.0,0.0,0.0,0.0,0.0,0.4186083103189999,0.0,0.0,0.0,0.0012,0.0004,0.0012,0.1828,0.2284,0.036
07-08 20:00:00+02:00,0.0,0.0,0.4328951804692283,0.0767719770707711,0.0,0.0,0.0,0.0,0.0,0.4518052614389999,0.0,0.0,0.0,0.0,0.0,0.0,0.1496,0.1856,0.0376
07-08 21:00:00+02:00,0.0,0.0,0.4952508029923828,0.0776065401776166,0.0,0.0,0.0,0.0,0.0,0.4686123229159999,0.0,0.0,0.0,0.0,0.0,0.0,0.1328,0.1176,0.0476
07-08 22:00:00+02:00,0.0,0.0111136510654498,0.5,0.050199904254551,0.0,0.0,0.0,0.0,0.0,0.456928589871,0.0,0.0,0.0,0.0,0.0,0.0,0.1444,0.0932,0.022
07-08 23:00:00+02:00,0.0,0.0,0.4817276573385975,0.0211075660114014,0.0,0.0,0.0,0.0,0.0,0.4700496771519999,0.0,0.0,0.0,0.0,0.0,0.0,0.1311999999999999,0.0772,0.0384
07-09 00:00:00+02:00,0.0,0.0,0.4057144291100007,0.0,0.0,0.0,0.0,0.0,0.0,0.4783599122349999,0.0,0.0,0.0,0.0,0.0,0.0,0.1228,0.086,0.0392
07-09 01:00:00+02:00,0.0,0.0,0.3041921610599997,0.0,0.0,0.0,0.0,0.0,0.0,0.4811021458059999,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1344,0.036
07-09 02:00:00+02:00,0.0,0.0,0.2070242742300002,0.0,0.0,0.0,0.0,0.0,0.0,0.4822693582299999,0.0,0.0,0.0,0.0,0.0,0.0,0.1188,0.1848,0.0508
07-09 03:00:00+02:00,0.0,0.0,0.1473586610000005,0.0,0.0,0.0,0.0,0.0,0.0,0.48745493196,0.0,0.0,0.0,0.0,0.0,0.0,0.1135999999999999,0.216,0.0652
07-09 04:00:00+02:00,0.0,0.0,0.1275943835200007,0.0,0.0,0.0,0.0,0.0,0.0,0.4958605070599999,0.0,0.0,0.0,0.0,0.0,0.0,0.1052,0.2332,0.0732
07-09 05:00:00+02:00,0.0,0.0,0.1538731861800001,0.0,0.0,0.0,0.0,0.0,0.0,0.503914946858,0.0,0.0,0.0,0.0028,0.0044,0.0036,0.0972,0.2384,0.084
07-09 06:00:00+02:00,0.0,0.0,0.1722830316099996,0.0,0.0,0.0,0.0,0.0,0.0,0.5187978287499999,0.0,0.0,0.0,0.018,0.0252,0.0212,0.0824,0.2488,0.0824
07-09 07:00:00+02:00,0.0,0.0,0.0363124857200055,0.0,0.0,0.0,0.0,0.0,0.0,0.51649947277,0.0,0.0,0.0,0.0888,0.1,0.092,0.0848,0.2696,0.0684
07-09 08:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3566627393429992,0.0,0.0,0.0,0.1636,0.174,0.164,0.0972,0.284,0.052
07-09 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2011736636580013,0.0,0.0,0.0,0.2248,0.2332,0.2228,0.1052,0.284,0.0428
07-09 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1078067349739997,0.0,0.0,0.0,0.2683999999999999,0.2736,0.2632,0.1096,0.2696,0.0352
07-09 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0817270280489995,0.0,0.0,0.0,0.2936,0.2956,0.2856,0.1135999999999999,0.2588,0.0276
07-09 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083864363522,0.0,0.0,0.0,0.3016,0.2996,0.2908,0.1236,0.2504,0.024
07-09 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1022951254509994,0.0,0.0,0.0,0.2916,0.2868,0.2796,0.1376,0.244,0.0243999999999999
07-09 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1723984964299976,0.0,0.0,0.0,0.2636,0.2563999999999999,0.2524,0.1524,0.236,0.0264
07-09 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306746400508001,0.0,0.0,0.0,0.2164,0.2072,0.204,0.1692,0.2256,0.0304
07-09 16:00:00+02:00,0.0,0.0,0.0790042122700001,0.0,0.0,0.0,0.0,0.0,0.0,0.4186386451869999,0.0,0.0,0.0,0.1512,0.1432,0.1372,0.1828,0.2112,0.0356
07-09 17:00:00+02:00,0.0,0.0,0.2973897149200005,0.0,0.0,0.0,0.0,0.0,0.0,0.411816856755,0.0,0.0,0.0,0.0788,0.0708,0.0636,0.1896,0.1908,0.04
07-09 18:00:00+02:00,0.0,0.0,0.4258822978478275,0.0451588183121732,0.0,0.0,0.0,0.0,0.0,0.4149951579809999,0.0,0.0,0.0,0.0196,0.0144,0.02,0.1864,0.1576,0.0428
07-09 19:00:00+02:00,0.0,0.0,0.4851705689183361,0.0638250096216557,0.0,0.0,0.0,0.0,0.0,0.443776048406,0.0,0.0,0.0,0.0012,0.0004,0.0012,0.1576,0.1148,0.0448
07-09 20:00:00+02:00,0.0,0.0060707077261262,0.5,0.0608716527738769,0.0,0.0,0.0,0.0,0.0,0.4497667243,0.0,0.0,0.0,0.0,0.0,0.0,0.1515999999999999,0.0932,0.0444
07-09 21:00:00+02:00,0.0,0.0238791218936504,0.5,0.0641355726563477,0.0,0.0,0.0,0.0,0.0,0.449780700265,0.0,0.0,0.0,0.0,0.0,0.0,0.1515999999999999,0.09,0.0368
07-09 22:00:00+02:00,0.0,0.0,0.4924716594468457,0.0415053987831546,0.0,0.0,0.0,0.0,0.0,0.449700649059,0.0,0.0,0.0,0.0,0.0,0.0,0.1515999999999999,0.0964,0.0256
07-09 23:00:00+02:00,0.0,0.0,0.4597699595947894,0.0111078640052108,0.0,0.0,0.0,0.0,0.0,0.451227156742,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1076,0.018
07-10 00:00:00+02:00,0.0,0.0,0.3880051681699994,0.0,0.0,0.0,0.0,0.0,0.0,0.454749133506,0.0,0.0,0.0,0.0,0.0,0.0,0.1464,0.1188,0.0136
07-10 01:00:00+02:00,0.0,0.0,0.3244424791400012,0.0,0.0,0.0,0.0,0.0,0.0,0.4562884538249999,0.0,0.0,0.0,0.0,0.0,0.0,0.1448,0.1256,0.0112
07-10 02:00:00+02:00,0.0,0.0,0.2883909201000011,0.0,0.0,0.0,0.0,0.0,0.0,0.4542535291489999,0.0,0.0,0.0,0.0,0.0,0.0,0.1468,0.1296,0.0092
07-10 03:00:00+02:00,0.0,0.0,0.275979337630001,0.0,0.0,0.0,0.0,0.0,0.0,0.4538371070129999,0.0,0.0,0.0,0.0,0.0,0.0,0.1472,0.1264,0.0088
07-10 04:00:00+02:00,0.0,0.0,0.2837871833100002,0.0,0.0,0.0,0.0,0.0,0.0,0.455837730444,0.0,0.0,0.0,0.0,0.0,0.0,0.1452,0.1172,0.0108
07-10 05:00:00+02:00,0.0,0.0,0.3435094501500013,0.0,0.0,0.0,0.0,0.0,0.0,0.475096522513,0.0,0.0,0.0,0.0032,0.0044,0.004,0.126,0.0992,0.0148
07-10 06:00:00+02:00,0.0,0.0,0.3913001043599941,0.0,0.0,0.0,0.0,0.0,0.0,0.507185743697,0.0,0.0,0.0,0.0252,0.0252,0.0264,0.094,0.0736,0.0144
07-10 07:00:00+02:00,0.0,0.0,0.3299946470400004,0.0,0.0,0.0,0.0,0.0,0.0,0.492888155982,0.0,0.0,0.0,0.0752,0.098,0.08,0.1084,0.0484,0.0152
07-10 08:00:00+02:00,0.0,0.0,0.2152573246899994,0.0,0.0,0.0,0.0,0.0,0.0,0.4837524589449999,0.0,0.0,0.0,0.1376,0.1708,0.1188,0.1176,0.0327999999999999,0.0188
