Period,Scenario,LoadLevel,Unit,MW
2030,sc01,01-02 14:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-02 15:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-02 15:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-02 15:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-02 15:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-02 15:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-02 15:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-02 16:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-02 16:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-02 16:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-02 16:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-02 16:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-02 16:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-02 17:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-02 17:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-02 17:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-02 17:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-02 17:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-02 17:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-02 18:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-02 18:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-02 18:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-02 18:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-02 18:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-02 18:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-02 19:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-02 19:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-02 19:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-02 19:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-02 19:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-02 19:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-02 20:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-02 20:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-02 20:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-02 20:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-02 20:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-02 20:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-02 21:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-02 21:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-02 21:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-02 21:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-02 21:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-02 21:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-02 22:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-02 22:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-02 22:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-02 22:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-02 22:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-02 22:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-02 23:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-02 23:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-02 23:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-02 23:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-02 23:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-02 23:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 00:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 00:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-03 00:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 00:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 00:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 00:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 01:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 01:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-03 01:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 01:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 01:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 01:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 02:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 02:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-03 02:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 02:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 02:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 02:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 03:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 03:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-03 03:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 03:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 03:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 03:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 04:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 04:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-03 04:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 04:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 04:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 04:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 05:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 05:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-03 05:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 05:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 05:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 05:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 06:00:00+01:00,Wind_Bilbo,0.0
