,Network_Existing_Generation_Full,Network_Line_In_Node_1_Node_2_cac1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,0.014523962,0.015057869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,0.014969516,0.015503937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,0.014812576,0.015346405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,0.013901543,0.014445979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,0.013298387,0.013842812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,1.26E-02,1.32E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,1.21E-02,1.26E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,1.19E-02,1.25E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,1.18E-02,1.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,0.011990399,0.012534833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,0.013009774,0.013538874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,0.014311875,0.014841461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,0.014580269,0.015110771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,0.014087305,0.014619333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,0.013433052,0.013966632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,0.013441885,0.013986319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,0.013444349,0.013988778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,0.01253362,0.013078028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,0.012021918,0.012566319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,0.012004226,0.012548629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,0.012031946,0.012576353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,0.01228402,0.012828433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,0.012912849,0.013457275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,0.013522897,0.014067338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,0.014593174,0.015127175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,0.014913622,0.015448159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,0.014889847,0.015424452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,0.014294149,0.014838586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,0.013657693,0.014202119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,1.35E-02,1.40E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,1.35E-02,1.40E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,1.36E-02,1.41E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,1.34E-02,1.39E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,1.36E-02,1.42E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,0.014462618,0.014888763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,0.015867802,0.016248757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,0.01659414,0.016906959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,0.016546938,0.016861293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,0.016085536,0.016395733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,0.015651838,0.015962035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,0.014915983,0.015460314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,0.014314282,0.014858597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,0.013881806,0.014426111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,0.014108125,0.014652436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,0.014158683,0.014702997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,0.014205819,0.014750138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,0.01490095,0.015372889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,0.01551058,0.015820775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,0.016447585,0.016762747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,0.016931013,0.0172467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,0.01698131,0.017291507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,0.016338566,0.016648762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,0.015026497,0.015535585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,1.43E-02,1.49E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,1.38E-02,1.44E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,1.37E-02,1.43E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,1.36E-02,1.41E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,1.36E-02,1.41E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,1.37E-02,1.42E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,0.014076607,0.014501414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,1.45E-02,0.014878485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,0.015136877,0.015450511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,0.015115785,0.015425981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,0.014522843,0.014957221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,0.013922292,0.014466612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,0.013329912,0.013874217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,0.012861743,0.013406053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,0.01286842,0.01341273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,1.29E-02,1.35E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,1.30E-02,0.013524889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,0.013489005,0.014033343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,0.014442265,0.014948924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,0.015841753,0.016155842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,0.016603036,0.016917825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,0.016618064,0.016932804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,0.016488865,0.016799061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,0.016365456,0.016675652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,1.64E-02,0.016706723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,1.63E-02,1.67E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,1.65E-02,1.68E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1.67E-02,1.70E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,1.70E-02,0.017277325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,0.017219483,0.017529682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,1.79E-02,0.018168945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,0.018836668,0.019154934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,0.020222792,0.020542303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,0.02090509,0.021225802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,0.020610093,0.0209203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,0.019849613,0.020159819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,0.018898601,0.019208804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,0.017890806,0.018201006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,0.017416463,0.017726662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,0.017113088,0.017423286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,0.016923566,0.017233763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,0.017304827,0.017615025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,0.017904832,0.018219835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,0.01861667,0.0189312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,0.018628518,0.018942339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,0.017942485,0.018340765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,0.016227284,0.016763131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,0.014610702,0.015155142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,0.013650363,0.014194797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,0.01323458,0.013779013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,0.013000705,0.013545138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,0.012902699,0.013447133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,1.35E-02,0.013988064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,0.015061192,0.015592752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,0.016767012,0.017275311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,0.017424913,0.017898109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,0.017444596,0.01783474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,0.017240143,0.017552566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,0.016400852,0.016744009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,0.015449117,0.015993461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,0.014832953,0.015377314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,0.014330548,0.014874931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,0.013997944,0.014542348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,0.013442241,0.013986643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,0.013062808,0.013607214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,0.01333635,0.013880768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,0.014122082,0.014666518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,0.015507452,0.016039853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,0.016145762,0.016679283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,0.016091268,0.01662445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,0.015272294,0.015805758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,0.014390607,0.01493504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,0.013973918,0.014518348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,1.34E-02,0.013904699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,1.32E-02,0.01372874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,0.012975498,0.01351993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,0.012686092,0.013225628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,0.013499437,0.014027664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,0.014615602,0.015143363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,0.014810595,0.015338279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,0.01432585,0.014853644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,0.012679991,0.013224419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,0.011109097,0.011653495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,0.009456269,0.010168966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,0.008703728,0.009416416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,0.008333828,0.009046512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,0.008394031,0.009106719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,0.008544358,0.009257052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,0.008839297,0.009551999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,0.009474177,0.01018689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,0.010885614,0.011445324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,0.013097243,0.013624228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,0.015038753,0.015568663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,0.015465445,0.015995897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,0.014913939,0.015444966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,0.013975992,0.014506825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,0.013690066,0.014220867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,0.01345754,0.013987615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,0.013235312,0.013765263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,0.013375439,0.01390535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0.013790884,0.014320721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,0.014953881,0.015483664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,0.016482528,0.017012872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,0.016617388,0.017148457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,0.016026865,0.01655972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,0.014486414,0.015030855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,0.013474328,0.014018742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,0.012440477,0.012984869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,0.011724253,0.012268627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,0.01115674,0.011701103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,0.011123158,0.011667521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,0.010852853,0.011400082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,0.011269119,0.0118135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,0.0118251,0.012369497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,0.012811311,0.013355732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,0.014364933,0.014898181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,0.015164096,0.015697754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,0.01517694,0.015710091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,0.014249317,0.014781537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,0.013374418,0.013918849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,1.29E-02,0.013432682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,1.25E-02,0.013085221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,1.22E-02,0.012753517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,1.22E-02,0.012708705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,0.012503104,0.013047542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,0.013744935,0.014274763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,0.015471566,0.016003243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,0.016079451,0.016612714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,0.015653842,0.01618906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,0.014411864,0.014956251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,0.013080248,0.013624579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,0.01205945,0.012603759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,0.011382721,0.011927031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,0.010863431,0.011431267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,0.01075082,0.011341911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,0.010731481,0.011342258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,0.011090979,0.011657114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,0.011683859,0.012228238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,0.012876802,0.013421205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,0.014861817,0.015369992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,0.016596645,0.01691053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,0.016567866,0.016911039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,0.015464441,0.015966533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,0.014585957,0.01513036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,1.42E-02,1.47E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,1.38E-02,1.44E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,1.38E-02,1.43E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,1.36E-02,1.42E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,1.38E-02,1.43E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,0.014630823,0.014965235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,0.016052483,0.016365133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,0.01654593,0.016859412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,0.016284621,0.016599486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,0.015059282,0.015378684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,0.013867994,0.014412316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,0.012951935,0.013496236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,0.012237074,0.012781359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,0.011779294,0.012323569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,0.011516054,0.012067745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,0.011218323,0.011834804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,0.011226667,0.011863418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,0.011716786,0.012285483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,0.012762467,0.013306772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,0.0150259,0.015336096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,0.016664121,0.016979772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,0.016562104,0.016877059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,0.016109006,0.016419202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,0.015175337,0.015564609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,1.44E-02,1.49E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,1.40E-02,1.45E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,1.38E-02,1.43E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,1.35E-02,1.40E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,1.32E-02,1.37E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,1.33E-02,1.39E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,0.013702986,0.014213575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,0.014297188,0.014677361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,0.015124011,0.015434206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,0.014397955,0.014808368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,0.013463285,0.014007604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,0.012542285,0.013086586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,0.012077303,0.012621596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,0.011728163,0.012295591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,0.011109124,0.011778653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,0.010891525,0.01160123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,0.011496603,0.012106712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,0.0123404,0.012884698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,0.013476896,0.014021219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,0.01487156,0.015182763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,0.015751699,0.016065516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,0.015868661,0.016182521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,0.015283706,0.015625879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,1.43E-02,0.01482095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,1.36E-02,1.42E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,1.28E-02,1.33E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,1.24E-02,1.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,1.23E-02,1.29E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,1.26E-02,1.32E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,1.29E-02,1.34E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,1.29E-02,1.35E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,1.36E-02,1.41E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,0.014263534,0.01480796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,0.01397294,0.014517274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,0.013483722,0.014028021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,0.012598842,0.013143123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,0.011877573,0.012421838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,0.01141809,0.011962346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,0.011286462,0.011832308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,0.011269096,0.011836292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
