,Network_Existing_Generation_Full,Network_Line_In_N_101_N_102_cac1,Network_Line_In_N_101_N_103_cac1,Network_Line_In_N_101_N_105_cac1,Network_Line_In_N_102_N_104_cac1,Network_Line_In_N_102_N_106_cac1,Network_Line_In_N_103_N_109_cac1,Network_Line_In_N_103_N_124_cac1,Network_Line_In_N_104_N_109_cac1,Network_Line_In_N_105_N_110_cac1,Network_Line_In_N_106_N_108_cac1,Network_Line_In_N_106_N_110_cac1,Network_Line_In_N_108_N_109_cac1,Network_Line_In_N_108_N_110_cac1,Network_Line_In_N_109_N_111_cac1,Network_Line_In_N_110_N_111_cac1,Network_Line_In_N_111_N_113_cac1,Network_Line_In_N_111_N_114_cac1,Network_Line_In_N_112_N_123_cac1,Network_Line_In_N_113_N_123_cac1,Network_Line_In_N_114_N_116_cac1,Network_Line_In_N_115_N_116_cac1,Network_Line_In_N_115_N_121_cac1,Network_Line_In_N_115_N_121_cac2,Network_Line_In_N_115_N_124_cac1,Network_Line_In_N_116_N_117_cac1,Network_Line_In_N_116_N_119_cac1,Network_Line_In_N_117_N_118_cac1,Network_Line_In_N_117_N_122_cac1,Network_Line_In_N_118_N_121_cac1,Network_Line_In_N_118_N_121_cac2,Network_Line_In_N_119_N_120_cac1,Network_Line_In_N_119_N_120_cac2,Network_Line_In_N_120_N_123_cac2,Network_Line_In_N_121_N_122_cac1
2617,0.016796872,0.017054284,0.016493134,0.017214248,0.016962526,0.016620401,0.016532484,0.015842209,0.017311592,0.016652368,0.015247509,0.015070921,0.015460245,0.016966563,0.016079906,0.015967391,0.01600927,0.017198985,0.0161857,0.017253837,0.016098166,0.016374389,0.015599104,0.015164278,0.015672358,0.016053896,0.016798446,0.01699647,0.017554043,0.015754132,0.015413073,0.017574357,0.017806713,0.017240392,0.015024617
2618,0.01639254,0.016665276,0.016243935,0.016829101,0.016563347,0.016224548,0.016098548,0.01536282,0.016907442,0.016273066,0.014910821,0.014677579,0.015173539,0.016631788,0.01564579,0.01562626,0.015762767,0.016824832,0.015740372,0.016871922,0.01569002,0.01598663,0.015207426,0.01477246,0.015253974,0.015635105,0.016415142,0.016651472,0.017245572,0.015452146,0.015096915,0.017156217,0.017415132,0.016829977,0.014594763
2619,0.016431745,0.016705077,0.016262714,0.016865209,0.016601823,0.016257178,0.016122498,0.0153834475,0.016939055,0.016301246,0.01493577,0.014662681,0.015195525,0.01662568,0.015675554,0.015665414,0.01572873,0.01685229,0.015752215,0.016909543,0.015738625,0.016023614,0.015251977,0.014783906,0.015290834,0.015676092,0.016457342,0.01670006,0.017241132,0.01548451,0.015132894,0.017180623,0.017453734,0.016872533,0.014617885
2620,0.016888443,0.017155463,0.016647872,0.017297108,0.017051477,0.016673945,0.016516972,0.015788509,0.017392632,0.016745782,0.01527364,0.0150735965,0.015488675,0.016813189,0.016083078,0.016084459,0.015729904,0.01722027,0.016147276,0.017343998,0.016226705,0.016458113,0.015731763,0.015061505,0.015702037,0.016153142,0.016916864,0.017150767,0.017408306,0.015827034,0.015562648,0.017607367,0.017899327,0.017349515,0.015043354
2621,0.01741955,0.017840791,0.017579947,0.017857948,0.017762758,0.01695225,0.01675905,0.015781231,0.017954286,0.016991358,0.015539117,0.015231178,0.015869373,0.016712777,0.016669761,0.01603417,0.01440599,0.017624304,0.01637857,0.017739402,0.016944416,0.01767727,0.01705737,0.015911303,0.01643176,0.016523164,0.017090537,0.017959889,0.019266015,0.016477425,0.016333356,0.017423691,0.017947922,0.017762177,0.016200941
2622,0.01861845,0.019161878,0.019126358,0.01940934,0.018791001,0.018323861,0.01807914,0.01761368,0.01897277,0.01866607,0.017721543,0.016642243,0.017328158,0.018443853,0.018144963,0.01806196,0.015897773,0.018485744,0.018138714,0.018997911,0.018281814,0.018769423,0.018325198,0.017776154,0.01793771,0.01810987,0.018755395,0.019255497,0.021378271,0.01803135,0.017970266,0.01876983,0.018633723,0.019459125,0.017692702
2623,0.023099246,0.022875208,0.020789279,0.023624104,0.023214323,0.022653617,0.022192834,0.020579858,0.023352392,0.022145327,0.022543943,0.01955601,0.020685382,0.02122369,0.021495685,0.02093583,0.019349992,0.022050455,0.022078084,0.02174375,0.021074058,0.02147888,0.020183623,0.019705072,0.020030277,0.020800227,0.02223516,0.02239791,0.022217492,0.02089334,0.020625504,0.021691145,0.021414375,0.02250704,0.02258183
2624,0.02403563,0.023818985,0.02440701,0.02420238,0.0238165,0.02381698,0.023805575,0.023002459,0.023816617,0.023714613,0.023710392,0.022828761,0.022946367,0.023819216,0.023149546,0.022882625,0.021700718,0.024045287,0.024032552,0.023654643,0.023392482,0.023608293,0.023790244,0.021612007,0.023237616,0.023289926,0.024139578,0.02382052,0.02375374,0.023331422,0.022907173,0.023947116,0.024136351,0.023608608,0.022664277
2625,0.025266524,0.025558978,0.025529541,0.025227845,0.025348425,0.024853053,0.025107406,0.02433271,0.025236579,0.024805468,0.024427881,0.023976227,0.0241293,0.024329774,0.02424772,0.024022367,0.022699699,0.02531484,0.024928272,0.023869272,0.025103932,0.024049127,0.024210261,0.023704058,0.02441005,0.024950124,0.025290273,0.026135348,0.02448978,0.024668979,0.023320667,0.025268529,0.024632432,0.025046512,0.023816157
2626,0.02628778,0.026523944,0.026257044,0.026380334,0.026374865,0.026314091,0.025953278,0.025140338,0.026200082,0.025685038,0.025170866,0.024859393,0.025747307,0.02517916,0.025041562,0.02510801,0.023465034,0.02645192,0.025836341,0.02534823,0.0257783,0.025036594,0.025273947,0.024661226,0.02512732,0.025860379,0.026413597,0.026418425,0.02541669,0.025474982,0.024888769,0.025977112,0.026124053,0.025697855,0.024571018
2627,0.027185509,0.027386954,0.026987676,0.027290717,0.027147792,0.027250899,0.02707948,0.026559338,0.02713911,0.026680745,0.025963372,0.02628961,0.026573107,0.026044827,0.02625719,0.025880594,0.024883866,0.027353778,0.026831947,0.02661819,0.027046122,0.026867729,0.026572058,0.026197944,0.026567454,0.026663927,0.027420335,0.027510226,0.02663441,0.026607435,0.026673343,0.027421873,0.02593615,0.027110122,0.024499146
2628,0.028055489,0.028405884,0.027910119,0.02820136,0.028079506,0.028215133,0.028091453,0.027776798,0.027870663,0.027678726,0.027450886,0.027127057,0.027027242,0.02715422,0.027484495,0.027227074,0.025532506,0.02827673,0.028025292,0.02726506,0.028145501,0.027595617,0.027835205,0.027294245,0.027315594,0.027480364,0.028527021,0.028378792,0.027574757,0.027748253,0.027440928,0.028345652,0.027174158,0.028700717,0.02601672
2629,0.029151302,0.0299911,0.028921966,0.029445257,0.029434834,0.02939874,0.029409442,0.029583903,0.02884834,0.029087579,0.029229304,0.0288672,0.0275614,0.02853717,0.02929948,0.028942209,0.02663047,0.029512675,0.029132413,0.028807027,0.02965701,0.028783683,0.029088065,0.028930623,0.028799657,0.028771996,0.030323476,0.029526157,0.028909788,0.029020341,0.029077552,0.029329639,0.029031202,0.029407151,0.027598875
2630,0.03138428,0.033260606,0.03136456,0.032199807,0.03167741,0.032366395,0.03204696,0.031793326,0.03094338,0.03197279,0.030503163,0.03180561,0.029818837,0.030968094,0.031712927,0.031401098,0.029084621,0.03224697,0.030941023,0.03132929,0.032087564,0.031102713,0.03163626,0.031323276,0.031321704,0.031717658,0.033534795,0.031808004,0.032197013,0.031995326,0.032143787,0.030973319,0.03216974,0.031038372,0.029111577
2631,0.040325195,0.0420179,0.039884984,0.04055115,0.04084768,0.041170165,0.04046052,0.04054805,0.0398997,0.0407805,0.03908501,0.04049907,0.037776858,0.040099375,0.040359378,0.041002207,0.03786552,0.04072383,0.038862556,0.040289074,0.040367648,0.04017058,0.039664723,0.03912594,0.039864734,0.040282715,0.042170055,0.04101436,0.041205607,0.04025989,0.04035992,0.04019724,0.03671999,0.03925602,0.029848265
2632,0.048761286,0.050158247,0.048533678,0.048942544,0.049194954,0.049391724,0.048909366,0.04904101,0.048189506,0.04906442,0.047227494,0.04903514,0.046124004,0.048214734,0.049099714,0.049191795,0.046534665,0.049096555,0.0488562,0.048772775,0.04961863,0.048974864,0.047908463,0.047625795,0.048665702,0.048416354,0.050895922,0.049271323,0.0493951,0.0491675,0.049640626,0.04762768,0.047184646,0.04838559,0.03705764
2633,0.0586605,0.060143664,0.05806537,0.058552362,0.059030928,0.059158303,0.05903872,0.058728315,0.058140352,0.059192047,0.057145424,0.059182562,0.055297107,0.058558635,0.059237286,0.057890728,0.056973778,0.059443697,0.058472544,0.05899477,0.059289396,0.05900936,0.05817151,0.057917394,0.05897139,0.058071777,0.061317623,0.05917862,0.05676099,0.058613718,0.058646016,0.05709362,0.05580788,0.05819247,0.04581476
2634,0.06456779,0.067248926,0.06381432,0.06515621,0.065993674,0.065426,0.06527917,0.063810915,0.06429942,0.06481368,0.06311985,0.06561516,0.061125062,0.06500666,0.067159876,0.06480745,0.062407322,0.06621698,0.064770415,0.06489875,0.06630171,0.06553022,0.06362439,0.06360676,0.06441367,0.06433863,0.07034344,0.06524958,0.06631311,0.06510901,0.067354836,0.06314098,0.06268234,0.06419151,0.052001975
2635,0.06633113,0.06901057,0.06551841,0.066977635,0.06771863,0.06724495,0.06705782,0.06546648,0.06602343,0.066596605,0.06481489,0.067401245,0.061810695,0.06675873,0.068873495,0.06641973,0.063392915,0.068028644,0.06635367,0.0666916,0.068130895,0.06733295,0.06534221,0.06446369,0.06618448,0.06615362,0.071999505,0.06701679,0.067943126,0.06677143,0.06888573,0.06481464,0.06411186,0.06574556,0.053110138
2636,0.059345566,0.060877874,0.05876568,0.0592738,0.059753597,0.05892454,0.059708677,0.058637552,0.058844775,0.059822068,0.057884477,0.059895568,0.05598677,0.05932556,0.0599519,0.057674974,0.057678446,0.060166404,0.059198007,0.059724018,0.05999092,0.05972571,0.05888278,0.05861576,0.059689917,0.05880721,0.06242109,0.05988212,0.058286317,0.059309803,0.05981788,0.057587117,0.05634848,0.058951065,0.046556704
2637,0.05068668,0.051977716,0.050113596,0.050527558,0.051083818,0.05109343,0.05125825,0.050896563,0.050348848,0.051124297,0.049242824,0.051274776,0.047550485,0.050353058,0.05110018,0.05055421,0.04922677,0.051170982,0.049973056,0.051206067,0.0515882,0.051059723,0.05028549,0.050339274,0.051132336,0.05006244,0.053291626,0.051143713,0.051258326,0.050639093,0.0506889,0.049530536,0.049500696,0.050158456,0.03840086
2638,0.043213755,0.044748522,0.04248824,0.043288395,0.043533415,0.043676503,0.043744236,0.043349415,0.043006808,0.043948554,0.041675135,0.043745175,0.040093273,0.04305032,0.04353057,0.043043844,0.0419036,0.043728016,0.0419757,0.043629445,0.043939717,0.04343584,0.04262396,0.042875573,0.043473005,0.042741805,0.045911387,0.04352975,0.043263197,0.042752437,0.042815246,0.041574746,0.041879766,0.04274942,0.030137105
2639,0.03937017,0.041397437,0.038911708,0.039868727,0.03933063,0.040082544,0.040304445,0.040088944,0.03942787,0.040383153,0.038340934,0.040352486,0.036677726,0.039610922,0.039542392,0.03997241,0.037603065,0.03990168,0.0378408,0.03954456,0.040717505,0.03935893,0.039204165,0.03956823,0.03980142,0.03908228,0.042674623,0.039997533,0.03949055,0.039109863,0.041499525,0.037973143,0.03758821,0.03866092,0.025926927
2640,0.03743183,0.039062575,0.037352532,0.03767796,0.03750193,0.038190432,0.037886858,0.038482696,0.037518933,0.038372405,0.036137618,0.03860703,0.034656383,0.037799016,0.03750646,0.037917607,0.03586883,0.038078047,0.0359665,0.0378996,0.03877785,0.037764437,0.03750602,0.037350893,0.037903175,0.037179165,0.03991069,0.037915453,0.037419826,0.03677114,0.042285696,0.03633295,0.03564184,0.03684628,0.024011048
2641,0.016875826,0.017709395,0.016589954,0.017193928,0.016693197,0.016684338,0.017548747,0.01699724,0.017239789,0.016502606,0.016381726,0.016559443,0.01673021,0.015942965,0.017662594,0.016037434,0.015682925,0.017493099,0.017216444,0.016980153,0.017605491,0.016897433,0.016488083,0.016588785,0.016750805,0.016035544,0.01744309,0.017155372,0.016836174,0.016046016,0.020546898,0.017796723,0.02102617,0.018091006,0.015336599
2642,0.01715936,0.017450158,0.017057203,0.017482104,0.017229192,0.01673247,0.016439244,0.015731025,0.017578393,0.017004061,0.015217257,0.015219085,0.015753783,0.016509604,0.01624509,0.016116265,0.01568838,0.017167144,0.016112104,0.017470757,0.016472494,0.016656518,0.016066797,0.015705962,0.015766332,0.016394626,0.01694223,0.017360754,0.01765292,0.016104188,0.015716765,0.017447505,0.0178805,0.017387347,0.014979931
2643,0.01752385,0.01788802,0.017514123,0.01780878,0.01764343,0.01689521,0.017410822,0.016480302,0.018163467,0.017568655,0.016040469,0.015802268,0.0162935,0.017009433,0.017012713,0.016613381,0.016256077,0.01773941,0.017107394,0.017948186,0.01730718,0.01748015,0.017116368,0.016603662,0.01652835,0.017130181,0.017754775,0.017876405,0.018202256,0.016449498,0.01645289,0.018228084,0.019533785,0.017900284,0.015789125
2644,0.020201191,0.01889111,0.019580398,0.019484732,0.019722072,0.019173652,0.020510927,0.019016746,0.018467845,0.019705756,0.018901855,0.018431677,0.019087523,0.017991435,0.019272588,0.018744493,0.017448584,0.019935016,0.020041265,0.018035218,0.019617537,0.019444617,0.018707685,0.018511139,0.018763699,0.018913176,0.020119607,0.0196358,0.020456407,0.01866026,0.018760975,0.019677073,0.0215252,0.019691026,0.018888393
2645,0.023728801,0.023033092,0.023395624,0.023671966,0.023132578,0.02337831,0.023717418,0.023106778,0.022261156,0.023345692,0.02250757,0.022551132,0.022474466,0.021767814,0.02263165,0.022364764,0.022130122,0.024173934,0.023317017,0.021480294,0.0232206,0.02220564,0.021204133,0.020598855,0.022860007,0.021371597,0.02388265,0.023380268,0.023237703,0.023115346,0.022357726,0.023716422,0.022201424,0.024158578,0.02269593
2646,0.026568206,0.026474077,0.02615261,0.026498947,0.02621266,0.026049461,0.026503073,0.026275389,0.026549757,0.026040107,0.025754012,0.02500373,0.02499279,0.025474835,0.025502179,0.025025655,0.023390435,0.026607042,0.025556888,0.024403144,0.025445359,0.025104037,0.025548635,0.024840202,0.025975315,0.0262192,0.026590014,0.026743457,0.026721857,0.025262985,0.02527064,0.02592557,0.024804827,0.0264791,0.025026578
2647,0.027645169,0.02761995,0.027704025,0.027821578,0.027776815,0.027343547,0.027901452,0.027883194,0.027386684,0.027370319,0.02724593,0.026214706,0.02659449,0.026474789,0.026863202,0.026510539,0.024785182,0.027722599,0.027002549,0.026150243,0.02675353,0.026820727,0.026708214,0.026043046,0.027008193,0.027283752,0.027936665,0.028327554,0.027454134,0.027084867,0.02696822,0.02796278,0.02730047,0.02761683,0.02608185
2648,0.029075481,0.029137887,0.029181942,0.029269367,0.02934616,0.02883442,0.029179413,0.029047064,0.028742068,0.02888552,0.0288284,0.027537556,0.027825952,0.027794676,0.028172081,0.028030198,0.026224526,0.028863238,0.02834481,0.02820851,0.028297145,0.028649686,0.027934099,0.027417295,0.02822867,0.028705683,0.029340688,0.029726813,0.029110672,0.02872997,0.02861918,0.02924678,0.029094113,0.028555373,0.027980484
2649,0.030689646,0.030906796,0.030675376,0.030872773,0.03094912,0.03029187,0.030737922,0.030390695,0.030391218,0.03040504,0.030468946,0.029151924,0.029229898,0.029388621,0.029764466,0.029828373,0.027828166,0.030477056,0.029656207,0.029743725,0.030104527,0.030204138,0.029581707,0.028581396,0.029825104,0.030257775,0.031063728,0.031210268,0.030666234,0.030449566,0.030039635,0.03080272,0.030921662,0.030346047,0.029520309
2650,0.03152818,0.031777836,0.031185862,0.03159025,0.03187662,0.031645447,0.031686295,0.03087864,0.031380475,0.031299073,0.031607363,0.030017693,0.02949549,0.030411355,0.030886278,0.030856472,0.028818058,0.031789884,0.030299716,0.0310136,0.030988764,0.03125431,0.030513072,0.029768974,0.031017607,0.030905785,0.032380667,0.03179521,0.031218855,0.031464435,0.030972725,0.03117887,0.031362727,0.031317517,0.030744296
2651,0.032038968,0.03231676,0.031788483,0.032012016,0.03243528,0.032201447,0.032221388,0.031497158,0.03188917,0.031897947,0.03219532,0.03086157,0.030084342,0.030996611,0.031457905,0.03153407,0.029376905,0.032253068,0.03100446,0.031511046,0.031638518,0.03165482,0.031058813,0.030272637,0.031524505,0.031457234,0.0329115,0.032312337,0.03188105,0.03215689,0.031678922,0.031801686,0.032026373,0.031829555,0.031684563
2652,0.03316303,0.033473812,0.0331408,0.033179544,0.03348126,0.03318002,0.03314133,0.032596022,0.032970164,0.033055678,0.033124454,0.03186154,0.031213485,0.032126315,0.03242746,0.03257733,0.030571142,0.03341156,0.03195271,0.0326032,0.03287898,0.032703266,0.032084197,0.031289298,0.03253131,0.03253222,0.034030512,0.033310033,0.03267375,0.03323286,0.03276054,0.03295356,0.033132277,0.032821815,0.03270721
2653,0.034458794,0.03477952,0.034781497,0.034615204,0.03467886,0.034501743,0.034403574,0.03422103,0.034201168,0.034403086,0.03406249,0.0330965,0.032717526,0.03333687,0.033608913,0.033845704,0.031912073,0.03487987,0.033279575,0.03380526,0.03438145,0.034015037,0.033364505,0.032481078,0.0335415,0.034061983,0.035168096,0.034801748,0.03423899,0.034453347,0.034080487,0.034453515,0.03423149,0.03401566,0.03373634
2654,0.035245184,0.035813395,0.03599424,0.035735395,0.035470694,0.03542678,0.035555452,0.03509406,0.035049777,0.035302814,0.034589127,0.033724755,0.033709906,0.034316555,0.034318116,0.03466665,0.03292921,0.035777263,0.034672044,0.034703597,0.035258733,0.034856375,0.03415822,0.033120945,0.034324016,0.035099942,0.03590319,0.03568867,0.035388127,0.0351923,0.035104223,0.03525397,0.034428723,0.034932286,0.03431225
2655,0.036284234,0.036626596,0.03641461,0.03673385,0.03648055,0.03650423,0.036386665,0.035594627,0.03591239,0.036248986,0.0353362,0.03424085,0.03437866,0.035113163,0.035116456,0.0353285,0.033766203,0.036473922,0.035707604,0.035620265,0.035983063,0.0356682,0.034995683,0.033655457,0.03503911,0.03555165,0.03643357,0.036562324,0.03619279,0.03590288,0.035625197,0.035786964,0.034130774,0.03583274,0.03480175
2656,0.03548496,0.035674863,0.035454787,0.035828043,0.035593167,0.035565004,0.03576201,0.035145022,0.035449065,0.035306834,0.034916144,0.033944987,0.03398764,0.034380928,0.034612145,0.034375764,0.033262804,0.035865333,0.03506257,0.034904048,0.03526734,0.035258077,0.03409767,0.03283818,0.03443626,0.03469573,0.035963576,0.035890944,0.035616398,0.035114978,0.03463242,0.0350373,0.032668978,0.035468988,0.03426245
2657,0.03415897,0.034430355,0.034152642,0.034366436,0.034328707,0.034283757,0.03435766,0.03377977,0.03411961,0.033981524,0.033678427,0.03279392,0.032668144,0.033307873,0.033678837,0.033305615,0.032076042,0.03466368,0.034061573,0.033909008,0.033937354,0.034183573,0.03272164,0.031481277,0.03344485,0.033573393,0.03470999,0.034526546,0.034619946,0.033576604,0.032941658,0.03358292,0.03300415,0.03453998,0.03335332
2658,0.03801156,0.039541118,0.03795497,0.03846565,0.03839253,0.038739864,0.038324326,0.037587244,0.0380874,0.038471814,0.03704133,0.038314402,0.036080953,0.03784975,0.038202252,0.037540227,0.035871744,0.03879025,0.037748203,0.03848087,0.038669124,0.038425043,0.037626326,0.037575774,0.03794261,0.038446926,0.039959587,0.038672905,0.0393831,0.038029604,0.03813666,0.037233926,0.036862876,0.03801529,0.03658846
2659,0.039972566,0.041922636,0.039733883,0.04053042,0.04028952,0.040895972,0.040408872,0.039669663,0.039797954,0.040574335,0.038933925,0.040802628,0.03687097,0.040042497,0.040052284,0.039441556,0.03745378,0.04084844,0.039533623,0.04049577,0.04095559,0.04031287,0.039742023,0.039901122,0.040093847,0.040513583,0.04210719,0.040597066,0.040922128,0.040102474,0.040184975,0.03897725,0.038083095,0.03980142,0.03670423
2660,0.033446178,0.033740103,0.03338787,0.033647582,0.0336093,0.033513486,0.033646718,0.03312003,0.03342405,0.033276893,0.033054616,0.03202417,0.032010745,0.032504335,0.032971278,0.032562952,0.031320125,0.03388413,0.033292435,0.033128724,0.03313403,0.033502147,0.032030202,0.030692209,0.032796264,0.03284838,0.033972636,0.03385356,0.03388078,0.032898195,0.032224353,0.032940835,0.032363176,0.03380149,0.032657765
2661,0.027527558,0.027344828,0.02702294,0.027413934,0.027554259,0.027337091,0.02778793,0.027606163,0.027329579,0.02723007,0.026444044,0.025872704,0.026309391,0.026375325,0.026755527,0.026474096,0.025436565,0.02799597,0.026779959,0.02668621,0.026954392,0.027178096,0.026135344,0.025275316,0.026588159,0.026710171,0.02771689,0.027688775,0.027579581,0.026959242,0.026046626,0.027586505,0.026332388,0.027409961,0.026273657
2662,0.022378888,0.022405948,0.022175005,0.022337852,0.022139013,0.021643482,0.022574913,0.02210752,0.02101665,0.022078784,0.021297453,0.021043682,0.021840347,0.020201124,0.021583915,0.021123003,0.021481957,0.022664292,0.02214455,0.020087495,0.02267304,0.022005562,0.021042464,0.021018477,0.021315353,0.02166227,0.021413833,0.021939576,0.022606589,0.022078702,0.021479946,0.023623375,0.02049844,0.022668246,0.021912009
2663,0.020557817,0.020850908,0.019360587,0.020672424,0.020239376,0.020488447,0.020689547,0.019306744,0.019866403,0.020200308,0.018612547,0.018930804,0.019622268,0.018667245,0.019683808,0.018579198,0.01833686,0.020981656,0.020254498,0.019936731,0.019781858,0.019865733,0.018784316,0.01859763,0.018937249,0.019557113,0.02022096,0.020745706,0.020086516,0.01909791,0.02079787,0.02086844,0.01920982,0.020931441,0.018994035
2664,0.018230375,0.019181415,0.017638473,0.019230971,0.017960314,0.019081213,0.018995222,0.017476551,0.018644348,0.017681919,0.017348085,0.016661601,0.017315764,0.016979592,0.018013252,0.01716588,0.016506586,0.018674675,0.018709764,0.017673854,0.018025061,0.01774232,0.016964857,0.016305909,0.01710086,0.017103858,0.018193705,0.018282518,0.017995562,0.017025983,0.019087214,0.019130562,0.020836266,0.019412242,0.016878128
2665,0.017554183,0.017758582,0.017647255,0.017854478,0.017686866,0.016929539,0.017681401,0.016737742,0.017674956,0.017508976,0.016281825,0.016010799,0.016576117,0.017166171,0.01725996,0.016861055,0.016327348,0.017769024,0.01737059,0.018017568,0.01747514,0.01728286,0.017356385,0.016228406,0.016565502,0.01727869,0.017798439,0.017584948,0.01824769,0.016530288,0.017311554,0.018270686,0.019834373,0.018111292,0.016105043
2666,0.02129143,0.022709286,0.020748084,0.02177035,0.021137914,0.021440342,0.021906475,0.021435158,0.021569176,0.021329321,0.02011086,0.021619089,0.01992315,0.02067473,0.021336002,0.02067188,0.019579245,0.02181833,0.02083805,0.02173158,0.022334209,0.021466602,0.021318514,0.021613782,0.02154482,0.020900303,0.022404643,0.021746717,0.021344459,0.020905461,0.023116512,0.019813221,0.019964509,0.021850022,0.016427577
2667,0.022589449,0.023795353,0.021979906,0.022796853,0.022388047,0.022754975,0.022989986,0.022663219,0.022800937,0.022621283,0.02105872,0.022859996,0.021058893,0.021964453,0.022238718,0.021864982,0.02080317,0.023129437,0.02204769,0.022941533,0.023517257,0.022697551,0.022541711,0.022819238,0.022708552,0.02223665,0.02370374,0.02301488,0.022697326,0.022019068,0.023244007,0.021156522,0.021253485,0.023090793,0.017541055
2668,0.036309138,0.037549816,0.036048763,0.036381625,0.03630186,0.036952704,0.03685961,0.036924325,0.03615819,0.03709036,0.03519728,0.036976285,0.033857927,0.03627465,0.036382787,0.035319142,0.03422986,0.036300443,0.03499265,0.03630524,0.036954977,0.035976373,0.035476252,0.035843432,0.03603907,0.035568148,0.037936613,0.036724508,0.03669963,0.03545478,0.037411585,0.034576938,0.034028307,0.03549675,0.023085412
2669,0.04066792,0.0422073,0.03997434,0.041132376,0.04126469,0.04122621,0.04143188,0.041427173,0.04045307,0.04131551,0.039842904,0.041270033,0.03843399,0.04060018,0.040836595,0.040948257,0.039126568,0.041232564,0.039836086,0.041257188,0.04157456,0.04108037,0.040385112,0.040681727,0.041302137,0.040547803,0.04319121,0.041135103,0.041010514,0.040899105,0.039915204,0.039503336,0.038950995,0.04032456,0.028213821
2670,0.03741476,0.039042763,0.03690169,0.037638232,0.038068235,0.03816007,0.03776955,0.038302734,0.037074275,0.038008466,0.036827452,0.03841667,0.035204507,0.03703866,0.03719504,0.038431622,0.035299487,0.03773375,0.035094664,0.037646696,0.037785724,0.03736239,0.037144765,0.036780313,0.037400417,0.037192456,0.039459147,0.03814087,0.038235314,0.03739372,0.037312776,0.036859468,0.0337505,0.036855444,0.027024854
2671,0.029263021,0.030687653,0.029248541,0.029568924,0.029413002,0.029891668,0.029159741,0.029594444,0.028901633,0.029331697,0.028399883,0.029105974,0.027630594,0.028790915,0.029069906,0.028459094,0.026960598,0.029810496,0.028107932,0.028969895,0.029116737,0.028910335,0.028696498,0.02858924,0.028857118,0.02905217,0.03049478,0.02971114,0.03010972,0.029017521,0.029568488,0.029383127,0.02430814,0.028504023,0.026686488
2672,0.02936881,0.031038431,0.02936362,0.0301765,0.029661745,0.030309057,0.029802958,0.02984352,0.028956903,0.029744731,0.028774614,0.02953265,0.02783783,0.029102404,0.029579131,0.02930341,0.027252497,0.03018943,0.028781816,0.029237619,0.029734703,0.029114828,0.02942344,0.02942293,0.029216325,0.029471926,0.031156601,0.029850781,0.030065253,0.029672377,0.029933298,0.029296663,0.028022006,0.028937941,0.027347136
2673,0.029775552,0.030745832,0.029562674,0.029990677,0.030114528,0.030083077,0.03001922,0.03027663,0.029400064,0.029792868,0.029949406,0.0296101,0.02812725,0.029272864,0.029936241,0.02970787,0.02719999,0.03015339,0.029726187,0.029506736,0.03041354,0.02940736,0.029807033,0.029927025,0.029562192,0.02939023,0.031046329,0.030110445,0.029661898,0.029651454,0.02967969,0.02982777,0.029539032,0.02979132,0.02842633
2674,0.030395944,0.031227281,0.030124322,0.030611351,0.030697905,0.030583112,0.030699296,0.030749246,0.030068558,0.030351773,0.030828167,0.030075725,0.028863773,0.029760413,0.030383904,0.030287616,0.027735833,0.030678088,0.030244736,0.029999709,0.03086977,0.02994952,0.030267868,0.030549392,0.03010453,0.030049074,0.0315281,0.03063728,0.030069664,0.03019541,0.030170891,0.03043459,0.030889422,0.030269926,0.029325057
2675,0.03147699,0.03244114,0.031170454,0.031700283,0.031844914,0.03162974,0.031878326,0.03185726,0.031187927,0.03152535,0.031817913,0.031297106,0.030023394,0.03084425,0.031504694,0.03141076,0.028988602,0.031734087,0.03118636,0.031109117,0.032144763,0.03101438,0.03136733,0.03155405,0.031188142,0.031256884,0.032621443,0.03172051,0.030990679,0.03145004,0.03142805,0.031477813,0.03221976,0.031153245,0.030478738
2676,0.033959042,0.035142712,0.033500962,0.034123655,0.03434473,0.034194306,0.034389354,0.034240678,0.03358682,0.034193926,0.034033015,0.034178995,0.032059267,0.03328708,0.033869453,0.033949472,0.031334348,0.034224518,0.033172254,0.033516392,0.034855396,0.0333717,0.034033194,0.034416646,0.033772103,0.03358041,0.035521187,0.03413027,0.03398112,0.034164373,0.03433078,0.03380283,0.034454603,0.03312982,0.031774588
2677,0.037284676,0.03903076,0.037231248,0.037803542,0.03763593,0.038188316,0.03785842,0.037557848,0.036885273,0.037953183,0.03715077,0.03782314,0.03497658,0.03691527,0.03738088,0.03752248,0.03443492,0.037865914,0.036566034,0.03723878,0.038593758,0.037149012,0.037607975,0.03805885,0.03739945,0.037788145,0.039393436,0.03777077,0.037970647,0.037702292,0.037736274,0.037221618,0.03684397,0.036819972,0.032930486
2678,0.04260402,0.044672012,0.0429146,0.04372637,0.042883925,0.044040296,0.043673918,0.04203657,0.04183185,0.043683514,0.041308284,0.043315776,0.03972637,0.042802453,0.043280803,0.042666584,0.03994467,0.043415524,0.041965656,0.04268355,0.044152364,0.042278357,0.043041617,0.042848647,0.042480044,0.042714015,0.044982895,0.043144077,0.043382213,0.042841837,0.043529697,0.04190223,0.04029853,0.04227422,0.034104876
