,Network_Existing_Generation_Full,Network_Line_In_N_101_N_102_cac1,Network_Line_In_N_101_N_103_cac1,Network_Line_In_N_101_N_105_cac1,Network_Line_In_N_102_N_104_cac1,Network_Line_In_N_102_N_106_cac1,Network_Line_In_N_103_N_109_cac1,Network_Line_In_N_103_N_124_cac1,Network_Line_In_N_104_N_109_cac1,Network_Line_In_N_105_N_110_cac1,Network_Line_In_N_106_N_108_cac1,Network_Line_In_N_106_N_110_cac1,Network_Line_In_N_108_N_109_cac1,Network_Line_In_N_108_N_110_cac1,Network_Line_In_N_109_N_111_cac1,Network_Line_In_N_110_N_111_cac1,Network_Line_In_N_111_N_113_cac1,Network_Line_In_N_111_N_114_cac1,Network_Line_In_N_112_N_123_cac1,Network_Line_In_N_113_N_123_cac1,Network_Line_In_N_114_N_116_cac1,Network_Line_In_N_115_N_116_cac1,Network_Line_In_N_115_N_121_cac1,Network_Line_In_N_115_N_121_cac2,Network_Line_In_N_115_N_124_cac1,Network_Line_In_N_116_N_117_cac1,Network_Line_In_N_116_N_119_cac1,Network_Line_In_N_117_N_118_cac1,Network_Line_In_N_117_N_122_cac1,Network_Line_In_N_118_N_121_cac1,Network_Line_In_N_118_N_121_cac2,Network_Line_In_N_119_N_120_cac1,Network_Line_In_N_119_N_120_cac2,Network_Line_In_N_120_N_123_cac2,Network_Line_In_N_121_N_122_cac1
4961,0.20718256,0.2096657,0.20589599,0.2083807,0.20891224,0.20736615,0.2084469,0.203543,0.20711342,0.2067384,0.20675936,0.20810944,0.19644743,0.20718323,0.20828746,0.20581263,0.20355849,0.20830798,0.20657796,0.20741309,0.20929366,0.20858471,0.2065612,0.2066717,0.20646232,0.20806517,0.21599951,0.20870669,0.20843643,0.20758583,0.20828569,0.20447686,0.20206827,0.20789412,0.18351705
4962,0.19664548,0.19914284,0.19533387,0.19785756,0.19835955,0.19681455,0.19786167,0.19311178,0.1965258,0.19616932,0.19610108,0.19902419,0.18586262,0.19657281,0.19770981,0.19633217,0.1929955,0.19769126,0.19591863,0.19686152,0.19871382,0.19802575,0.1960343,0.1960842,0.19589175,0.19884436,0.2073577,0.19813955,0.19774213,0.19700845,0.19768183,0.19399057,0.19159736,0.19729982,0.17301615
4963,0.18889093,0.19135812,0.18743695,0.19001123,0.1905727,0.18905504,0.19007644,0.185518,0.18864676,0.18840936,0.18825595,0.1912445,0.17800328,0.18873441,0.18974563,0.18940924,0.18508579,0.1898515,0.1880735,0.18903527,0.19082777,0.19017093,0.18831015,0.18824357,0.18799096,0.19156642,0.20029344,0.19033962,0.18976086,0.18925494,0.18990749,0.18626277,0.18387389,0.18944658,0.16544226
4964,0.17231773,0.17474185,0.17117219,0.17342074,0.1739908,0.17248079,0.17355809,0.16949117,0.17209485,0.17203026,0.17165048,0.17298967,0.16158639,0.17199199,0.17356616,0.17115228,0.1682662,0.17331332,0.1714604,0.17240694,0.17438245,0.17354259,0.17179209,0.17175618,0.17172112,0.1758229,0.18439649,0.17367168,0.17292681,0.17263801,0.17327377,0.16988778,0.16768458,0.1728027,0.14948419
4965,0.15400232,0.15663317,0.15289566,0.15494733,0.15570393,0.15479079,0.15507704,0.15142752,0.15417802,0.15429753,0.15334098,0.15536278,0.14345819,0.1542718,0.15579577,0.15379423,0.15005074,0.15539227,0.15321256,0.154387,0.15618566,0.15537943,0.15358758,0.15402003,0.15360856,0.15449192,0.15865284,0.15520027,0.15497592,0.15425116,0.15456569,0.15132552,0.14938703,0.15444753,0.13162735
4966,0.13719635,0.13989198,0.13586439,0.1381967,0.13886182,0.13810317,0.13832964,0.13478328,0.1373463,0.13745083,0.13641408,0.13858141,0.1267589,0.13722333,0.13887635,0.13704218,0.13322473,0.13858306,0.13645008,0.1375473,0.13944288,0.13858251,0.13657579,0.13681896,0.13666204,0.1376792,0.14186111,0.13825007,0.13842745,0.13745755,0.1374408,0.13451134,0.13231798,0.137517,0.11525998
4967,0.12285387,0.12537356,0.121216156,0.1238142,0.124402486,0.12351735,0.12395597,0.120567404,0.12290918,0.12292857,0.12187625,0.123947226,0.11260468,0.12290911,0.12440859,0.12254409,0.11892754,0.124126084,0.122216456,0.12321506,0.12492517,0.12416999,0.1220432,0.12190444,0.12249362,0.12312852,0.12764668,0.12376536,0.12395162,0.1230138,0.122904114,0.12035898,0.11803315,0.12306873,0.10126234
4968,0.11773943,0.120075636,0.11606953,0.11876414,0.11940637,0.11838727,0.11883351,0.11555638,0.11778366,0.117888846,0.1167892,0.1187849,0.10746515,0.11789667,0.11929024,0.117380075,0.11390791,0.11899142,0.117183514,0.11814804,0.11956983,0.11905285,0.116717145,0.116278864,0.117348015,0.11797943,0.1222288,0.11858011,0.11899987,0.11753284,0.117749535,0.11528397,0.11305707,0.1176149,0.09592068
4969,0.108748876,0.11106073,0.10713122,0.1097865,0.11033245,0.109533496,0.10972431,0.10647733,0.108726576,0.108910255,0.107783824,0.10979193,0.098506704,0.109030716,0.11038728,0.10834179,0.10487348,0.110084035,0.108375445,0.10918073,0.11053846,0.110038854,0.10764598,0.106502585,0.10835658,0.10889944,0.11329643,0.10946911,0.109605774,0.10859986,0.108890824,0.10637873,0.10382157,0.108482644,0.086957105
4970,0.102679744,0.10498456,0.10103165,0.10368263,0.10419255,0.10346065,0.10359072,0.1003387,0.10259919,0.1027754,0.10168552,0.103673376,0.092511155,0.10295101,0.10436379,0.10235387,0.0987449,0.10403644,0.10224594,0.10308425,0.10441752,0.10393561,0.10144928,0.100133166,0.10228868,0.10271359,0.10721507,0.10330544,0.10319432,0.10255958,0.103190064,0.10035946,0.097495265,0.1023006,0.080900446
4971,0.09690765,0.09918288,0.09524056,0.097840354,0.09833676,0.0976253,0.09770794,0.09448368,0.09675525,0.09691377,0.095656395,0.09780386,0.08655023,0.09709311,0.09849179,0.09654818,0.09281916,0.09827674,0.096344836,0.097251624,0.098582305,0.09810381,0.095490076,0.09412364,0.09651341,0.0968638,0.10147543,0.09743457,0.09737624,0.096599214,0.09736539,0.09443078,0.091219194,0.09638487,0.07515076
4972,0.09184379,0.094125316,0.09016915,0.092710316,0.09319048,0.092523016,0.09260376,0.089412026,0.09158736,0.091815315,0.09039496,0.0927172,0.08137104,0.09196189,0.09333631,0.09142922,0.08765676,0.09320168,0.09122407,0.09209611,0.093413986,0.092966,0.0903811,0.08890168,0.09140577,0.09178222,0.09648902,0.09229696,0.0922421,0.09144134,0.09229895,0.08925804,0.08608044,0.09113385,0.07015293
4973,0.08272788,0.08540916,0.08128343,0.083612435,0.08408407,0.08343151,0.08358867,0.08028741,0.08268116,0.08285689,0.08125389,0.08370066,0.072348714,0.08297458,0.084305584,0.082472295,0.0786814,0.08435833,0.0824472,0.08297469,0.084585704,0.08389604,0.081577696,0.0800952,0.08253659,0.08275093,0.08703014,0.08325462,0.08340298,0.0824584,0.08376001,0.08003239,0.07933825,0.081333116,0.0614444
4974,0.093731955,0.09632003,0.092417315,0.094603375,0.09509701,0.0942905,0.09453474,0.09094231,0.093560874,0.09370482,0.09226599,0.09467282,0.083630025,0.09371522,0.09525448,0.0935519,0.089497104,0.09516822,0.093350425,0.09380986,0.09603765,0.09473869,0.09280473,0.091504544,0.093870625,0.09385238,0.09758489,0.094330825,0.09452317,0.09372474,0.094451174,0.091582894,0.090895034,0.09267289,0.071648575
4975,0.110861026,0.11337545,0.10960695,0.11180484,0.112229936,0.1113896,0.11187548,0.108401276,0.110837884,0.11082097,0.10979507,0.11176378,0.10098712,0.1107694,0.11245429,0.11089928,0.10675369,0.112378895,0.11071619,0.11095463,0.11351111,0.11196664,0.10997223,0.10918172,0.111110434,0.111191735,0.114667885,0.11153973,0.11192979,0.11125293,0.11196085,0.10896099,0.10760492,0.110250086,0.08790374
4976,0.12644129,0.12893555,0.12521438,0.12735589,0.1275449,0.12682459,0.12723912,0.1233656,0.126033,0.1262761,0.12530677,0.12724897,0.11670645,0.1259635,0.12768348,0.126018,0.12217549,0.12791485,0.12616663,0.12635085,0.12913227,0.12723942,0.12580356,0.12494337,0.12658162,0.12663393,0.13008098,0.12703806,0.12736641,0.1268588,0.12752871,0.12461948,0.123250686,0.12573992,0.10299244
4977,0.14032464,0.14280774,0.1393015,0.14123821,0.14128837,0.14063792,0.14107698,0.13660167,0.13983545,0.14002496,0.13898246,0.14109589,0.13057172,0.13966468,0.14157787,0.1397632,0.13606496,0.14173043,0.13993916,0.14015155,0.14290597,0.14110923,0.13976996,0.13921317,0.14067943,0.14036596,0.14374605,0.14090706,0.14137131,0.14070444,0.14132072,0.13855459,0.13723509,0.13948904,0.11840808
4978,0.15876251,0.16130152,0.15764752,0.15973328,0.159937,0.15917665,0.15965116,0.15498437,0.15817663,0.15842521,0.157475,0.15955265,0.14866585,0.15808995,0.15969507,0.1580037,0.15459609,0.1601211,0.15826009,0.15866074,0.16127217,0.15953106,0.15849239,0.15837455,0.15867789,0.15890105,0.16193944,0.15936673,0.1593967,0.15888223,0.159367,0.15647052,0.15490842,0.15794949,0.13658187
4979,0.16868356,0.17115682,0.16760461,0.16980897,0.17010693,0.16899468,0.16973819,0.16548586,0.16805306,0.16816428,0.16730171,0.16920233,0.15838914,0.16792777,0.16938731,0.16810171,0.16446416,0.16984876,0.1680718,0.16868687,0.17081268,0.16948369,0.16830531,0.16815414,0.16796844,0.16983669,0.17257193,0.16924784,0.16919787,0.16866213,0.16900092,0.1664893,0.16452874,0.16802394,0.14646085
4980,0.18137018,0.1837629,0.18008605,0.18242322,0.18275589,0.1815671,0.18236399,0.17807142,0.18063447,0.18065621,0.18003339,0.18184143,0.17045213,0.18045929,0.1819336,0.18036808,0.1770891,0.18235654,0.18063396,0.18123111,0.18319137,0.18216126,0.18073085,0.18055117,0.18028207,0.18133767,0.18447368,0.18195334,0.18199733,0.18118069,0.18112324,0.17887436,0.1765161,0.18100283,0.15837122
4981,0.18615024,0.18869781,0.18500634,0.18733498,0.18748748,0.18645827,0.18730383,0.18252452,0.18549302,0.18552633,0.18489568,0.18752345,0.175528,0.18535972,0.18669207,0.18876663,0.18188873,0.18740988,0.18556237,0.18611285,0.18830179,0.18705781,0.18566464,0.1855092,0.18539521,0.18924744,0.19412225,0.18680444,0.18679386,0.18622181,0.18624534,0.18405233,0.18175976,0.18537572,0.16318382
4982,0.19575632,0.19812948,0.19436876,0.19681308,0.1969648,0.19589868,0.19679585,0.19195957,0.19505341,0.19506446,0.19450366,0.1961658,0.18475379,0.1947539,0.19628492,0.19509254,0.19145371,0.19669864,0.19499576,0.19559151,0.19757108,0.1965922,0.19500431,0.19484076,0.19462335,0.19577315,0.19977342,0.19636345,0.19631328,0.19575657,0.19571915,0.19334559,0.19088039,0.19503231,0.17228761
4983,0.21335155,0.21566896,0.21191317,0.21436931,0.21505281,0.21361767,0.21462595,0.20961381,0.21299268,0.21391986,0.21251412,0.216969,0.20260789,0.21285306,0.21610315,0.21801154,0.20927672,0.21483934,0.21255897,0.21355312,0.2153115,0.21466516,0.21249929,0.21234486,0.21233502,0.21920392,0.22368015,0.21430552,0.21394177,0.21466464,0.21623947,0.2109606,0.20858222,0.21324566,0.1895737
4984,0.21655904,0.21883324,0.21508235,0.21768868,0.21835044,0.21672979,0.21782038,0.21290983,0.21627249,0.21602783,0.21601321,0.21713176,0.2057837,0.21627587,0.21744597,0.21534239,0.21247436,0.21754806,0.215738,0.21676074,0.21832533,0.21787284,0.21570727,0.21565609,0.215509,0.21697763,0.22308385,0.21780807,0.21711405,0.21692315,0.21734083,0.21405332,0.21162918,0.21697535,0.19288826
4985,0.20889421,0.21135901,0.20764819,0.21009225,0.21064214,0.20907779,0.21017595,0.2053603,0.208879,0.2084675,0.20847651,0.20975181,0.19812466,0.20895341,0.20999983,0.20752856,0.20532289,0.21007298,0.20830232,0.20913653,0.21105808,0.21032266,0.2082696,0.20832774,0.20817679,0.20940346,0.21662062,0.21041533,0.21014862,0.2092455,0.20980208,0.20614353,0.20360108,0.20962602,0.18522663
4986,0.20404974,0.20661162,0.20298445,0.20525073,0.20592527,0.20423333,0.20537199,0.2007415,0.20418064,0.20359784,0.20373869,0.20643987,0.1933756,0.20426019,0.20533106,0.20269452,0.20063378,0.20536518,0.20353204,0.20431681,0.2063721,0.20562428,0.20358905,0.20365842,0.20352593,0.20602983,0.21393983,0.20556997,0.20549484,0.20441078,0.20499787,0.20135853,0.19893163,0.20495223,0.18043117
4987,0.19804625,0.20054364,0.1968666,0.19925849,0.19980578,0.19822901,0.19928798,0.19469541,0.19806114,0.19758376,0.19755928,0.20045933,0.18727358,0.19809538,0.19923133,0.19689372,0.19452433,0.19923392,0.19737683,0.19827598,0.20024644,0.1995048,0.19748892,0.19758657,0.19741964,0.19988835,0.20809649,0.1995344,0.1993259,0.19841468,0.19902807,0.1953761,0.19297524,0.19884299,0.17447118
4988,0.18064815,0.18309227,0.17917106,0.18174541,0.18231356,0.1808064,0.18183956,0.17758508,0.18038644,0.1801779,0.17999054,0.18293864,0.16972986,0.1804088,0.18159074,0.18083706,0.17684813,0.18161346,0.17980811,0.1807749,0.18261765,0.18191057,0.18008623,0.18004763,0.17991461,0.18307208,0.19189422,0.18203028,0.18151891,0.18097451,0.18153659,0.17803627,0.17561597,0.18110287,0.15756842
4989,0.14538941,0.14799596,0.14384481,0.14633103,0.14705415,0.14617036,0.1464794,0.14295043,0.14560117,0.14570503,0.14457843,0.14673784,0.13497505,0.145273,0.1470016,0.14518067,0.14150268,0.1467609,0.14462951,0.14581281,0.14754944,0.14677092,0.14462252,0.14497435,0.14476308,0.14591777,0.15048271,0.14646079,0.14662385,0.1456611,0.14608344,0.14293085,0.14049818,0.14573261,0.12385779
4990,0.11824561,0.12056642,0.116624855,0.119126506,0.11967592,0.118734255,0.119224004,0.11614201,0.11824649,0.118261464,0.117078535,0.11926562,0.107930265,0.118277706,0.119743235,0.117537856,0.11428865,0.11952443,0.11754923,0.11855384,0.120195605,0.11952135,0.116938315,0.11660536,0.11790373,0.11845194,0.12333792,0.11905223,0.119047515,0.11841341,0.11853581,0.115709834,0.11310332,0.11840924,0.095985115
4991,0.10497666,0.107301965,0.10334111,0.105896264,0.106400184,0.10555099,0.10594269,0.1027935,0.10494174,0.10491762,0.10368636,0.10584817,0.09465732,0.10511625,0.10645924,0.10436038,0.100995965,0.106304444,0.10438054,0.10525639,0.1069291,0.10623523,0.10364628,0.10265881,0.10468775,0.10504646,0.10990143,0.105675824,0.10560776,0.105009064,0.10479732,0.102515735,0.09928472,0.10501182,0.08312781
4992,0.095103905,0.097434334,0.093413815,0.09597735,0.096443176,0.09563669,0.096038856,0.09280744,0.09494878,0.09499457,0.093582265,0.095954776,0.084666535,0.09517091,0.09647509,0.09455996,0.090922266,0.09642537,0.094445504,0.09530165,0.096961625,0.09627919,0.09368433,0.09254174,0.09477949,0.09508976,0.09993094,0.09568141,0.09568895,0.09488001,0.0950185,0.09251748,0.08908484,0.09480328,0.073572546
4993,0.090144366,0.09247183,0.088457234,0.09101737,0.09148567,0.090725414,0.09095331,0.08774729,0.08990655,0.09007155,0.0886028,0.09102423,0.07968923,0.09022592,0.09150171,0.08961787,0.085968934,0.09147946,0.08946605,0.09036409,0.09181258,0.09127295,0.08869799,0.08740926,0.08978805,0.09017393,0.094921924,0.09063024,0.090660326,0.0896994,0.090510346,0.08751009,0.083995074,0.08955952,0.06853977
4994,0.07735885,0.07985471,0.075803265,0.07829221,0.07869244,0.077937044,0.07824781,0.075385325,0.07720916,0.07727419,0.07570561,0.07824786,0.06719569,0.077518865,0.078899905,0.07693408,0.07320667,0.07887967,0.07711828,0.07760736,0.07921604,0.07857328,0.076077856,0.07480467,0.07715847,0.07737309,0.08254086,0.07788355,0.07798183,0.07705117,0.07799718,0.07484848,0.0724246,0.076985314,0.05737385
4995,0.057488784,0.059402265,0.057678595,0.058835752,0.058502465,0.05765751,0.05915229,0.055920765,0.057637475,0.056995183,0.058274455,0.05779747,0.055674516,0.057811007,0.05898635,0.05706626,0.05722536,0.059001148,0.05790983,0.057670817,0.060055993,0.05856479,0.058017552,0.058601677,0.058566906,0.056973435,0.0627677,0.05867073,0.058824815,0.05846274,0.059309117,0.056087695,0.054854296,0.058918305,0.045960426
4996,0.05851052,0.060564086,0.057769112,0.059152335,0.059589185,0.058444344,0.059342764,0.05733534,0.058557726,0.057636693,0.058382876,0.058924034,0.055747733,0.058987603,0.060150772,0.058089577,0.057241507,0.06023994,0.058843978,0.05875001,0.06054488,0.059777834,0.058068402,0.05874064,0.05889097,0.058180347,0.06378074,0.058890782,0.060257673,0.058906518,0.05984529,0.05617843,0.05492618,0.059703328,0.046142355
4997,0.05453275,0.05553828,0.053505324,0.054458115,0.05480538,0.054819997,0.0562338,0.053721473,0.05449408,0.054368034,0.05382318,0.05512944,0.051102012,0.05280988,0.05508125,0.05366361,0.053201757,0.05402194,0.054448318,0.053878315,0.057164945,0.05373445,0.05493772,0.05550223,0.05564645,0.05217242,0.055335492,0.055010207,0.052833565,0.05606249,0.056224607,0.05350083,0.05341786,0.053393833,0.045485254
4998,0.055228658,0.056882977,0.054525778,0.05544333,0.055893548,0.056142285,0.05752538,0.055479415,0.055361904,0.055559225,0.055171683,0.055974215,0.05214741,0.05414951,0.055810273,0.05491376,0.054302037,0.055367045,0.056694888,0.054981172,0.057787202,0.054601114,0.056324974,0.057203338,0.05667875,0.05448114,0.059202835,0.056405097,0.055106327,0.056691848,0.057425313,0.055151172,0.055158578,0.054831903,0.05090321
4999,0.065749146,0.06789584,0.065703005,0.06669982,0.065899715,0.06577533,0.066377014,0.064979956,0.0653241,0.06541329,0.0639977,0.06530951,0.057834372,0.06600337,0.06679272,0.06549181,0.060858235,0.066854134,0.06651501,0.06570536,0.06791869,0.06680063,0.064722605,0.06347611,0.06583094,0.067286596,0.07079399,0.06668683,0.067968525,0.06369033,0.065389566,0.06717901,0.06575926,0.065257765,0.06069825
5000,0.11084954,0.11332076,0.10985203,0.11168693,0.111847036,0.11120193,0.11162409,0.1083206,0.11039413,0.11059964,0.10947137,0.11152024,0.101146646,0.110201664,0.11210842,0.11059501,0.10655169,0.112288326,0.11048901,0.110741206,0.11348321,0.11165848,0.10998631,0.109220155,0.11114181,0.11106432,0.11489051,0.11144212,0.11159071,0.11129051,0.1121857,0.10942547,0.10839544,0.10944945,0.08681178
5001,0.13239263,0.13487126,0.13138011,0.13326457,0.1333203,0.13274428,0.13315524,0.12949003,0.13185692,0.1321224,0.13110362,0.13306819,0.12283226,0.13168879,0.1336256,0.13198014,0.12815806,0.13379088,0.13201287,0.13221157,0.13505879,0.13315384,0.13151541,0.1310404,0.13271865,0.1326511,0.13616233,0.13296975,0.13320406,0.13291265,0.13378322,0.13095446,0.12992233,0.13156885,0.10900133
5002,0.14426422,0.14673838,0.14327459,0.14510937,0.14517759,0.14460592,0.14495051,0.14143354,0.14373657,0.14396591,0.14283057,0.14490594,0.13462724,0.14353421,0.14552099,0.1438216,0.1400344,0.145594,0.1438298,0.14403677,0.14682385,0.14495362,0.14333513,0.14291944,0.14450364,0.14434409,0.14808753,0.14483644,0.14518039,0.14482352,0.14531001,0.14277449,0.14159735,0.14338921,0.122347556
5003,0.15465222,0.15713653,0.15376426,0.15570807,0.1556699,0.15496692,0.15532367,0.15224543,0.15419565,0.15425046,0.15325347,0.15517385,0.14514068,0.15398067,0.15598586,0.15415065,0.15052448,0.15596683,0.15431553,0.15453526,0.1571302,0.15546213,0.15372424,0.15323809,0.15481167,0.15465522,0.15884677,0.15515938,0.15546839,0.15515532,0.15542969,0.15331236,0.151748,0.15387423,0.13353972
5004,0.16591196,0.16841209,0.16505265,0.16705349,0.1669069,0.16616012,0.16650674,0.16368279,0.16542189,0.1654769,0.16465242,0.16636445,0.15625194,0.1652408,0.16731192,0.16542923,0.16186903,0.1671786,0.16582394,0.16580893,0.16844317,0.16668975,0.16512322,0.16471015,0.16602436,0.16591464,0.17077853,0.16636024,0.16687313,0.16629821,0.16665986,0.16449746,0.16238168,0.16543493,0.14518748
5005,0.16380425,0.16630492,0.16295038,0.1648597,0.16483605,0.16402094,0.16439384,0.16228004,0.16332091,0.16333045,0.16245125,0.16421899,0.15540025,0.16312316,0.16533604,0.16352174,0.1598495,0.1651487,0.16401352,0.16372222,0.16627163,0.16471231,0.16282547,0.16180673,0.16391821,0.16385497,0.16965601,0.16429245,0.16500558,0.1641212,0.16467187,0.16256283,0.16004692,0.1635318,0.1466656
5006,0.18472922,0.18726322,0.1835541,0.18574065,0.1857214,0.18482864,0.18554124,0.1826047,0.1841005,0.18417953,0.18335126,0.18505783,0.1745549,0.18386358,0.18570668,0.18396507,0.18048717,0.18579607,0.18432897,0.18451309,0.18698898,0.18544535,0.18407561,0.18386512,0.18426482,0.18456687,0.18924704,0.18521588,0.18547884,0.18470724,0.18496521,0.1826094,0.180448,0.18414794,0.16339079
5007,0.19661555,0.19905809,0.19530234,0.19765717,0.19793543,0.19677097,0.19764262,0.193662,0.19585837,0.19586924,0.19520906,0.19702494,0.18572953,0.19567202,0.19717243,0.19548735,0.19230074,0.19758062,0.19587296,0.196475,0.19849123,0.19742526,0.19584364,0.19541189,0.19558088,0.19660404,0.20023686,0.19719082,0.19729377,0.19657643,0.19653825,0.19423886,0.19182122,0.19610876,0.1739065
5008,0.19136031,0.19379602,0.18993594,0.19224083,0.19282375,0.19159192,0.1925636,0.18892288,0.19082032,0.19086736,0.19018282,0.19194345,0.18047586,0.19058788,0.19214925,0.19010916,0.18729813,0.19221257,0.19061834,0.19144483,0.19317962,0.19238915,0.19056147,0.19019036,0.19030587,0.19159761,0.19565982,0.19208086,0.19201198,0.19152443,0.19149816,0.18876521,0.18635127,0.19107509,0.16883945
5009,0.16090092,0.16313997,0.15987004,0.16121686,0.16262397,0.16020536,0.16177362,0.15854475,0.16146696,0.16005836,0.16023633,0.16169852,0.15131462,0.16083251,0.16338609,0.16031031,0.15817797,0.16235346,0.1610885,0.16140774,0.16306542,0.16262195,0.15935129,0.1587103,0.1614058,0.16132236,0.16692066,0.16076936,0.16362117,0.15940261,0.16039239,0.15828338,0.15690574,0.16250248,0.14769375
5010,0.16327998,0.16566972,0.16236916,0.1632613,0.16501439,0.16266593,0.16388884,0.16067794,0.16385505,0.1623878,0.16259792,0.16423418,0.15259251,0.16315334,0.16587532,0.16264148,0.16049719,0.1645026,0.16366702,0.16365592,0.16549307,0.16497575,0.1618684,0.1614458,0.1638636,0.1635291,0.16943355,0.16339485,0.16603339,0.16185081,0.16261272,0.1597082,0.1575441,0.16469409,0.14819923
5011,0.16834216,0.17077781,0.1673112,0.16868122,0.17006327,0.16807243,0.16921349,0.1658312,0.16891268,0.16773939,0.16775277,0.16937688,0.15787679,0.1683788,0.17086607,0.16754459,0.16549858,0.16949229,0.168621,0.16872537,0.17049548,0.1700707,0.16717955,0.16724293,0.16879192,0.1686251,0.17439048,0.16923666,0.17096595,0.16775697,0.16815482,0.16482583,0.16282123,0.16964726,0.14818999
5012,0.13395077,0.13557027,0.1328128,0.13460821,0.13523434,0.13298273,0.13490473,0.13137928,0.1340693,0.13246392,0.1330064,0.13423662,0.124778144,0.13483988,0.1358439,0.1328297,0.13117793,0.13549703,0.13344787,0.13419613,0.13591711,0.13572814,0.1321023,0.13091427,0.13483927,0.13408016,0.13898852,0.1330568,0.13627858,0.13143523,0.1323474,0.13262935,0.13116495,0.13645971,0.12137381
5013,0.0994307,0.10108527,0.09957484,0.09965944,0.09931316,0.097793676,0.09988675,0.09951211,0.09845229,0.097065635,0.09523764,0.099208504,0.09012375,0.09770178,0.098071046,0.09837806,0.09512951,0.10111922,0.09904223,0.098790474,0.101260595,0.099952064,0.09722295,0.09549618,0.09893387,0.10002022,0.10456611,0.09618328,0.099535815,0.09127937,0.09030576,0.09820393,0.09710972,0.09919315,0.09318579
5014,0.088139676,0.08925101,0.08736094,0.088589825,0.08850493,0.08684925,0.088360764,0.08979509,0.087641194,0.08607756,0.08494481,0.087699644,0.07971213,0.08700944,0.08798265,0.08705956,0.084414616,0.089383036,0.08704627,0.08785087,0.0896197,0.08901941,0.08653816,0.08563977,0.088741116,0.0873661,0.09285473,0.086097725,0.08901685,0.082914576,0.08307431,0.08591047,0.08553203,0.08936379,0.07953332
5015,0.082009636,0.08347768,0.081294805,0.08250448,0.08279415,0.08103663,0.08250898,0.08281715,0.081848,0.08058543,0.07926432,0.08208657,0.07457822,0.08159701,0.082733795,0.081282385,0.07858826,0.083505966,0.08166402,0.08216837,0.08384035,0.08321373,0.080704935,0.08034905,0.08299346,0.08127242,0.08644988,0.081032984,0.08307475,0.080293864,0.08121968,0.07992581,0.07978966,0.083149984,0.070215955
5016,0.095979534,0.098352104,0.09438148,0.096875206,0.09729621,0.0964723,0.09682404,0.09394634,0.09584059,0.095814005,0.094467774,0.09674983,0.08551547,0.09601311,0.09750927,0.095413715,0.091801025,0.09731588,0.09552129,0.0961725,0.09794695,0.09716135,0.09463568,0.093503,0.09567407,0.09593811,0.101117186,0.096558735,0.09680267,0.096075006,0.09601669,0.09344561,0.090354085,0.09587187,0.07451602
5017,0.0696776,0.071855165,0.068704195,0.07003488,0.07066686,0.06958756,0.07038984,0.06870605,0.06966752,0.069086455,0.06785739,0.07025205,0.061756067,0.06937424,0.07119511,0.06931962,0.066225156,0.071195476,0.06979137,0.07002231,0.07161343,0.07107289,0.06861902,0.06778327,0.06991718,0.06880252,0.074805886,0.06969599,0.07082567,0.06858215,0.070261486,0.067043796,0.06542922,0.07084868,0.055266365
5018,0.05640547,0.058344394,0.05547995,0.0573027,0.05711811,0.05568392,0.057591356,0.056584604,0.056142136,0.055524938,0.054417454,0.056952365,0.052997176,0.056488663,0.057263426,0.05575367,0.052994177,0.058274724,0.055634387,0.056737103,0.058560945,0.057662115,0.05573544,0.055186696,0.05730162,0.056237876,0.061026417,0.055616952,0.05808103,0.056891613,0.057164125,0.05431385,0.0522831,0.05754237,0.04853531
5019,0.04898937,0.049180817,0.048711747,0.04951728,0.049538076,0.048366442,0.049636617,0.04765797,0.048999086,0.048337817,0.047332536,0.047578514,0.046896376,0.047794934,0.0482872,0.04860581,0.04676619,0.050449084,0.049373493,0.04922072,0.049361125,0.050124913,0.047402613,0.04671956,0.048509177,0.049111273,0.053074248,0.04835856,0.050955527,0.047668703,0.047486335,0.04839228,0.047395617,0.050174348,0.0489685
5020,0.052333444,0.05246351,0.05202502,0.052840628,0.052812792,0.050710186,0.05262382,0.0509544,0.052293252,0.05070089,0.049440846,0.05068381,0.048661146,0.051141083,0.0514128,0.0516475,0.04970265,0.053751767,0.05263406,0.05247139,0.052179568,0.053513482,0.049822256,0.048054144,0.051753186,0.052169457,0.056312814,0.05011769,0.054093353,0.04924368,0.0485719,0.051098637,0.049357645,0.053507186,0.051815353
5021,0.053093813,0.05319921,0.053121984,0.05353243,0.05257124,0.052777126,0.05285383,0.051778015,0.052168027,0.052891076,0.051805407,0.051896144,0.05058064,0.051683865,0.051885583,0.05180794,0.05095482,0.05366363,0.052718956,0.0526305,0.053713046,0.053090096,0.05185105,0.050609216,0.05264128,0.052604295,0.056570604,0.05309879,0.053910676,0.05176919,0.05208745,0.05259787,0.05212514,0.053750783,0.05206859
5022,0.057104304,0.05725629,0.05831086,0.058191396,0.057175666,0.05682224,0.057903677,0.056579836,0.05713413,0.056208573,0.05629187,0.055704437,0.054468207,0.05630803,0.05724459,0.05639559,0.055985175,0.057964124,0.05770102,0.056722276,0.05772406,0.05771987,0.05619289,0.05510374,0.057059728,0.056109354,0.061589852,0.058044262,0.059165686,0.05580665,0.056356825,0.05648315,0.05677645,0.05837398,0.05702603
