Period,Scenario,LoadLevel,mEUR
2030,sc01,10-30 10:00:00+01:00,70792.81074202026
2030,sc01,10-30 14:00:00+01:00,1359.5714232788146
2030,sc01,10-31 09:00:00+01:00,3572.7325216900094
2030,sc01,11-01 07:00:00+01:00,39886.3902765135
2030,sc01,11-04 15:00:00+01:00,79947.29433482978
2030,sc01,11-05 14:00:00+01:00,64510.05836123025
2030,sc01,11-06 08:00:00+01:00,1542068.0877002208
2030,sc01,11-06 15:00:00+01:00,2647407.9081721976
2030,sc01,11-08 13:00:00+01:00,3637387.595031935
2030,sc01,11-12 09:00:00+01:00,1869.8494034982155
2030,sc01,11-12 20:00:00+01:00,1694119.2912834904
2030,sc01,11-14 06:00:00+01:00,1043467.9363831917
2030,sc01,11-14 13:00:00+01:00,264550.5023335779
2030,sc01,11-15 07:00:00+01:00,67878.51767189961
2030,sc01,11-15 13:00:00+01:00,98495.07890277394
2030,sc01,11-15 14:00:00+01:00,33377.09098985448
2030,sc01,11-18 19:00:00+01:00,1848.617534121977
2030,sc01,11-19 07:00:00+01:00,1759.7805863412525
2030,sc01,11-19 08:00:00+01:00,2084.3451304268424
2030,sc01,11-19 10:00:00+01:00,2006.3820780417302
2030,sc01,11-19 11:00:00+01:00,2092.8012839646435
2030,sc01,11-19 14:00:00+01:00,62499.15989921064
2030,sc01,11-19 16:00:00+01:00,26908.484866699095
2030,sc01,11-19 17:00:00+01:00,1987.4711889434511
2030,sc01,11-19 19:00:00+01:00,1542.999678573159
2030,sc01,11-20 00:00:00+01:00,72367.74119028327
2030,sc01,11-20 08:00:00+01:00,336985.121665478
2030,sc01,11-20 13:00:00+01:00,313129.4230023906
2030,sc01,11-20 16:00:00+01:00,6998.862780048618
2030,sc01,11-20 19:00:00+01:00,1614.4098534859017
2030,sc01,11-21 08:00:00+01:00,16530.22019249503
2030,sc01,11-21 14:00:00+01:00,27091.232633595777
2030,sc01,11-21 17:00:00+01:00,17940.160169072296
2030,sc01,11-21 19:00:00+01:00,1566.2922535134371
2030,sc01,11-22 07:00:00+01:00,395544.3462438477
2030,sc01,11-22 11:00:00+01:00,618636.3423545335
2030,sc01,11-25 08:00:00+01:00,1668.6950231610758
2030,sc01,11-25 21:00:00+01:00,3646425.4778635735
2030,sc01,11-26 16:00:00+01:00,1802.969564131562
2030,sc01,11-26 18:00:00+01:00,1895606.5894343948
2030,sc01,11-27 10:00:00+01:00,19544.02566261142
2030,sc01,11-27 15:00:00+01:00,17504.10442989312
2030,sc01,11-28 12:00:00+01:00,1979.8126913386188
2030,sc01,11-29 08:00:00+01:00,92369.40898578666
2030,sc01,12-02 14:00:00+01:00,223701.56469457605
2030,sc01,12-03 09:00:00+01:00,179081.1241253171
2030,sc01,12-03 14:00:00+01:00,681134.9279286178
2030,sc01,12-03 16:00:00+01:00,16775.670882712202
2030,sc01,12-04 12:00:00+01:00,808554.7196810126
2030,sc01,12-05 11:00:00+01:00,34390.65819140372
2030,sc01,12-05 12:00:00+01:00,18462.064055489896
2030,sc01,12-05 13:00:00+01:00,7910.245542119551
2030,sc01,12-05 15:00:00+01:00,1887.6533301672878
2030,sc01,12-05 16:00:00+01:00,2111.310752418515
2030,sc01,12-06 07:00:00+01:00,2061.971986179474
2030,sc01,12-06 08:00:00+01:00,20259.975168600726
2030,sc01,12-06 10:00:00+01:00,20092.254658601374
2030,sc01,12-06 13:00:00+01:00,17845.73851714819
2030,sc01,12-06 17:00:00+01:00,2141.126709064034
2030,sc01,12-08 07:00:00+01:00,60580.37878170631
2030,sc01,12-11 07:00:00+01:00,270174.39175626956
2030,sc01,12-11 13:00:00+01:00,33877.16149166596
2030,sc01,12-11 18:00:00+01:00,2173.120958283725
2030,sc01,12-12 08:00:00+01:00,2091.4739667912963
2030,sc01,12-12 09:00:00+01:00,2122.6696502576488
2030,sc01,12-12 10:00:00+01:00,8602.384638146747
2030,sc01,12-12 22:00:00+01:00,2628.610532533479
2030,sc01,12-13 08:00:00+01:00,76174.08536853833
2030,sc01,12-13 15:00:00+01:00,13273.581411048905
2030,sc01,12-15 15:00:00+01:00,27098.707848077218
2030,sc01,12-16 15:00:00+01:00,13128.705290926033
2030,sc01,12-17 08:00:00+01:00,26173.590775457153
2030,sc01,12-18 10:00:00+01:00,268912.81153191504
2030,sc01,12-19 09:00:00+01:00,24885.770399915447
2030,sc01,12-19 14:00:00+01:00,53401.251338190385
2030,sc01,12-22 00:00:00+01:00,64681.8668082163
2030,sc01,12-23 08:00:00+01:00,28301.20378816013
