Period,Scenario,LoadLevel,Unit,tCO2
2030,sc01,01-24 15:00:00+01:00,OCGT_1,0.0
2030,sc01,01-24 15:00:00+01:00,BrownLignite,0.0
2030,sc01,01-24 15:00:00+01:00,OCGT_2,0.0
2030,sc01,01-24 15:00:00+01:00,ImportedCoal_SubBituminous,0.0
2030,sc01,01-24 15:00:00+01:00,CCGT_1,0.0
2030,sc01,01-24 22:00:00+01:00,DomesticCoal_Anthracite,0.0
2030,sc01,01-24 22:00:00+01:00,ImportedCoal_Bituminous,0.0
2030,sc01,01-24 22:00:00+01:00,OCGT_3,0.0
2030,sc01,01-24 22:00:00+01:00,FuelOilGas,0.0
2030,sc01,01-24 22:00:00+01:00,CCGT_2,28.732679379722846
2030,sc01,01-24 22:00:00+01:00,CCGT_3,3.8891183201990334
2030,sc01,01-24 22:00:00+01:00,Nuclear,0.0
2030,sc01,01-24 22:00:00+01:00,CCGT_4,0.0
2030,sc01,01-24 22:00:00+01:00,OCGT_1,0.0
2030,sc01,01-24 22:00:00+01:00,BrownLignite,0.0
2030,sc01,01-24 22:00:00+01:00,OCGT_2,0.0
2030,sc01,01-24 22:00:00+01:00,ImportedCoal_SubBituminous,0.0
2030,sc01,01-24 22:00:00+01:00,CCGT_1,0.0
2030,sc01,01-25 07:00:00+01:00,DomesticCoal_Anthracite,0.0
2030,sc01,01-25 07:00:00+01:00,ImportedCoal_Bituminous,0.0
2030,sc01,01-25 07:00:00+01:00,OCGT_3,0.0
2030,sc01,01-25 07:00:00+01:00,FuelOilGas,0.0
2030,sc01,01-25 07:00:00+01:00,CCGT_2,100.6582025
2030,sc01,01-25 07:00:00+01:00,CCGT_3,48.65805758556833
2030,sc01,01-25 07:00:00+01:00,Nuclear,0.0
2030,sc01,01-25 07:00:00+01:00,CCGT_4,0.0
2030,sc01,01-25 07:00:00+01:00,OCGT_1,0.0
2030,sc01,01-25 07:00:00+01:00,BrownLignite,0.0
2030,sc01,01-25 07:00:00+01:00,OCGT_2,0.0
2030,sc01,01-25 07:00:00+01:00,ImportedCoal_SubBituminous,0.0
2030,sc01,01-25 07:00:00+01:00,CCGT_1,26.18787483528412
2030,sc01,01-25 18:00:00+01:00,DomesticCoal_Anthracite,0.0
2030,sc01,01-25 18:00:00+01:00,ImportedCoal_Bituminous,0.0
2030,sc01,01-25 18:00:00+01:00,OCGT_3,0.0
2030,sc01,01-25 18:00:00+01:00,FuelOilGas,0.0
2030,sc01,01-25 18:00:00+01:00,CCGT_2,100.6582025
2030,sc01,01-25 18:00:00+01:00,CCGT_3,0.0
2030,sc01,01-25 18:00:00+01:00,Nuclear,0.0
2030,sc01,01-25 18:00:00+01:00,CCGT_4,0.0
2030,sc01,01-25 18:00:00+01:00,OCGT_1,0.0
2030,sc01,01-25 18:00:00+01:00,BrownLignite,0.0
2030,sc01,01-25 18:00:00+01:00,OCGT_2,0.0
2030,sc01,01-25 18:00:00+01:00,ImportedCoal_SubBituminous,0.0
2030,sc01,01-25 18:00:00+01:00,CCGT_1,7.570365023718932
2030,sc01,01-25 23:00:00+01:00,DomesticCoal_Anthracite,0.0
2030,sc01,01-25 23:00:00+01:00,ImportedCoal_Bituminous,0.0
2030,sc01,01-25 23:00:00+01:00,OCGT_3,0.0
2030,sc01,01-25 23:00:00+01:00,FuelOilGas,0.0
2030,sc01,01-25 23:00:00+01:00,CCGT_2,7.28933542210322
2030,sc01,01-25 23:00:00+01:00,CCGT_3,0.0
2030,sc01,01-25 23:00:00+01:00,Nuclear,0.0
2030,sc01,01-25 23:00:00+01:00,CCGT_4,0.0
2030,sc01,01-25 23:00:00+01:00,OCGT_1,0.0
2030,sc01,01-25 23:00:00+01:00,BrownLignite,0.0
2030,sc01,01-25 23:00:00+01:00,OCGT_2,0.0
2030,sc01,01-25 23:00:00+01:00,ImportedCoal_SubBituminous,0.0
