Period,Scenario,LoadLevel,InitialNode,FinalNode,Circuit,p.u.
2030,sc01,06-15 08:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 08:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 08:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820430753
2030,sc01,06-15 08:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 08:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-15 08:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 08:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 08:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-15 09:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-15 09:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-15 09:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-15 09:00:00+02:00,Node_1,Node_3,eac1,-0.034602281244502556
2030,sc01,06-15 09:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 09:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 09:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-15 09:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 09:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-15 09:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 09:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 09:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-15 10:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-15 10:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-15 10:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-15 10:00:00+02:00,Node_1,Node_3,eac1,-0.0377219167445375
2030,sc01,06-15 10:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 10:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 10:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820436302
2030,sc01,06-15 10:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 10:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-15 10:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 10:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 10:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-15 11:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-15 11:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-15 11:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-15 11:00:00+02:00,Node_1,Node_3,eac1,-0.040128043044489914
2030,sc01,06-15 11:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 11:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 11:00:00+02:00,Node_2,Node_3,eac1,-0.0466774382044106
2030,sc01,06-15 11:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 11:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-15 11:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 11:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 11:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-15 12:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-15 12:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-15 12:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-15 12:00:00+02:00,Node_1,Node_3,eac1,-0.042786392537706774
2030,sc01,06-15 12:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 12:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 12:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-15 12:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 12:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-15 12:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 12:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 12:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-15 13:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-15 13:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-15 13:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-15 13:00:00+02:00,Node_1,Node_3,eac1,-0.04253885910576116
2030,sc01,06-15 13:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 13:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 13:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-15 13:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 13:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-15 13:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 13:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 13:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-15 14:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-15 14:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-15 14:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-15 14:00:00+02:00,Node_1,Node_3,eac1,-0.04227528734585916
2030,sc01,06-15 14:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 14:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 14:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-15 14:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 14:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-15 14:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 14:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 14:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-15 15:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-15 15:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-15 15:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-15 15:00:00+02:00,Node_1,Node_3,eac1,-0.04197242826619174
2030,sc01,06-15 15:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 15:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 15:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-15 15:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 15:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-15 15:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 15:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 15:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-15 16:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-15 16:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-15 16:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-15 16:00:00+02:00,Node_1,Node_3,eac1,-0.04190685276631001
2030,sc01,06-15 16:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 16:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 16:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-15 16:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 16:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-15 16:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 16:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 16:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-15 17:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-15 17:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-15 17:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-15 17:00:00+02:00,Node_1,Node_3,eac1,-0.04186724496165084
2030,sc01,06-15 17:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 17:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 17:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-15 17:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 17:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-15 17:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 17:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 17:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-15 18:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-15 18:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-15 18:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-15 18:00:00+02:00,Node_1,Node_3,eac1,-0.041752599371832844
2030,sc01,06-15 18:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 18:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 18:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-15 18:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 18:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-15 18:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 18:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 18:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-15 19:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-15 19:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-15 19:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-15 19:00:00+02:00,Node_1,Node_3,eac1,-0.04159922754435286
2030,sc01,06-15 19:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 19:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 19:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-15 19:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 19:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-15 19:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 19:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 19:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-15 20:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-15 20:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-15 20:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-15 20:00:00+02:00,Node_1,Node_3,eac1,-0.04160938635313016
2030,sc01,06-15 20:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 20:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 20:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-15 20:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 20:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-15 20:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 20:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 20:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-15 21:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-15 21:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-15 21:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-15 21:00:00+02:00,Node_1,Node_3,eac1,-0.04166497065249075
2030,sc01,06-15 21:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 21:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 21:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-15 21:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 21:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-15 21:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 21:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 21:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-15 22:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-15 22:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-15 22:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-15 22:00:00+02:00,Node_1,Node_3,eac1,-0.04137515127627722
2030,sc01,06-15 22:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 22:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 22:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-15 22:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 22:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-15 22:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 22:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 22:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-15 23:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-15 23:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-15 23:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-15 23:00:00+02:00,Node_1,Node_3,eac1,-0.04047037605449333
2030,sc01,06-15 23:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-15 23:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-15 23:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-15 23:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-15 23:00:00+02:00,Node_2,Node_3,cac1,-0.011669359551108718
2030,sc01,06-15 23:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-15 23:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-15 23:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-23 00:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-23 00:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-23 00:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-23 00:00:00+02:00,Node_1,Node_3,eac1,-0.0414880156525399
2030,sc01,06-23 00:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-23 00:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-23 00:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-23 00:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-23 00:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-23 00:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-23 00:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-23 00:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-23 01:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-23 01:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-23 01:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-23 01:00:00+02:00,Node_1,Node_3,eac1,-0.04171173199024736
2030,sc01,06-23 01:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-23 01:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-23 01:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-23 01:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-23 01:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-23 01:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-23 01:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-23 01:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-23 02:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-23 02:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-23 02:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-23 02:00:00+02:00,Node_1,Node_3,eac1,-0.041088326454502555
2030,sc01,06-23 02:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-23 02:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-23 02:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-23 02:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-23 02:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-23 02:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-23 02:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-23 02:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-23 03:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-23 03:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-23 03:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-23 03:00:00+02:00,Node_1,Node_3,eac1,-0.040270193994501824
2030,sc01,06-23 03:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-23 03:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-23 03:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439868
2030,sc01,06-23 03:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-23 03:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-23 03:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-23 03:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-23 03:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-23 04:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-23 04:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-23 04:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-23 04:00:00+02:00,Node_1,Node_3,eac1,-0.04108880725450255
2030,sc01,06-23 04:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-23 04:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-23 04:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-23 04:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-23 04:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-23 04:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-23 04:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-23 04:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-23 05:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-23 05:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-23 05:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-23 05:00:00+02:00,Node_1,Node_3,eac1,-0.04152524340250352
2030,sc01,06-23 05:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-23 05:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-23 05:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-23 05:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-23 05:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-23 05:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-23 05:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-23 05:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-23 06:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-23 06:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-23 06:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-23 06:00:00+02:00,Node_1,Node_3,eac1,-0.041475351568408314
2030,sc01,06-23 06:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-23 06:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-23 06:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-23 06:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-23 06:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-23 06:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-23 06:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-23 06:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-23 07:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-23 07:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-23 07:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-23 07:00:00+02:00,Node_1,Node_3,eac1,-0.041585189723818416
2030,sc01,06-23 07:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-23 07:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-23 07:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-23 07:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-23 07:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-23 07:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-23 07:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-23 07:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-23 08:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-23 08:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-23 08:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-23 08:00:00+02:00,Node_1,Node_3,eac1,-0.0420270522257411
2030,sc01,06-23 08:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-23 08:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-23 08:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-23 08:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-23 08:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-23 08:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-23 08:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-23 08:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-23 09:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-23 09:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-23 09:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-23 09:00:00+02:00,Node_1,Node_3,eac1,-0.04209405753844919
2030,sc01,06-23 09:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-23 09:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-23 09:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-23 09:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-23 09:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-23 09:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-23 09:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-23 09:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-23 10:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-23 10:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-23 10:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-23 10:00:00+02:00,Node_1,Node_3,eac1,-0.04215692318542352
2030,sc01,06-23 10:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-23 10:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-23 10:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-23 10:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-23 10:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-23 10:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-23 10:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-23 10:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-23 11:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-23 11:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-23 11:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-23 11:00:00+02:00,Node_1,Node_3,eac1,-0.04210512732571914
2030,sc01,06-23 11:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-23 11:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-23 11:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-23 11:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-23 11:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-23 11:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-23 11:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-23 11:00:00+02:00,Node_1,Node_2,cac3,0.0
2030,sc01,06-23 12:00:00+02:00,Node_1,Node_2,cac1,0.0
2030,sc01,06-23 12:00:00+02:00,Node_1,Node_2,cac2,0.0
2030,sc01,06-23 12:00:00+02:00,Node_1,Node_3,cac3,0.0
2030,sc01,06-23 12:00:00+02:00,Node_1,Node_3,eac1,-0.041898080589177766
2030,sc01,06-23 12:00:00+02:00,Node_1,Node_3,cac1,0.0
2030,sc01,06-23 12:00:00+02:00,Node_1,Node_3,cac2,0.0
2030,sc01,06-23 12:00:00+02:00,Node_2,Node_3,eac1,-0.04667743820439796
2030,sc01,06-23 12:00:00+02:00,Node_2,Node_3,cac3,0.0
2030,sc01,06-23 12:00:00+02:00,Node_2,Node_3,cac1,-0.01166935955109949
2030,sc01,06-23 12:00:00+02:00,Node_1,Node_2,eac1,0.0525
2030,sc01,06-23 12:00:00+02:00,Node_2,Node_3,cac2,0.0
2030,sc01,06-23 12:00:00+02:00,Node_1,Node_2,cac3,0.0
