Period,Scenario,LoadLevel,Node,SRMC
2030,sc01,10-14 20:00:00+02:00,Node_5,15.000000000000005
2030,sc01,10-17 02:00:00+02:00,Node_6,15.000000000000002
2030,sc01,10-17 02:00:00+02:00,Node_7,15.000000000000002
2030,sc01,10-17 02:00:00+02:00,Node_3,15.000000000000002
2030,sc01,10-17 02:00:00+02:00,Node_9,15.000000000000002
2030,sc01,10-17 02:00:00+02:00,Node_2,15.000000000000002
2030,sc01,10-17 02:00:00+02:00,Node_4,15.000000000000002
2030,sc01,10-17 02:00:00+02:00,Node_8,15.000000000000002
2030,sc01,10-17 02:00:00+02:00,Node_1,15.0
2030,sc01,10-17 02:00:00+02:00,Node_5,15.000000000000002
2030,sc01,10-24 06:00:00+02:00,Node_6,15.000000000000002
2030,sc01,10-24 06:00:00+02:00,Node_7,15.000000000000002
2030,sc01,10-24 06:00:00+02:00,Node_3,15.000000000000002
2030,sc01,10-24 06:00:00+02:00,Node_9,15.000000000000002
2030,sc01,10-24 06:00:00+02:00,Node_2,15.000000000000002
2030,sc01,10-24 06:00:00+02:00,Node_4,15.000000000000002
2030,sc01,10-24 06:00:00+02:00,Node_8,15.000000000000002
2030,sc01,10-24 06:00:00+02:00,Node_1,15.0
2030,sc01,10-24 06:00:00+02:00,Node_5,15.000000000000002
2030,sc01,11-10 20:00:00+01:00,Node_6,50.51605619241574
2030,sc01,11-10 20:00:00+01:00,Node_7,50.51605619241574
2030,sc01,11-10 20:00:00+01:00,Node_3,50.51605619241574
2030,sc01,11-10 20:00:00+01:00,Node_9,50.51605619241574
2030,sc01,11-10 20:00:00+01:00,Node_2,50.51605619241574
2030,sc01,11-10 20:00:00+01:00,Node_4,50.51605619241574
2030,sc01,11-10 20:00:00+01:00,Node_8,50.51605619241574
2030,sc01,11-10 20:00:00+01:00,Node_1,50.516056192415725
2030,sc01,11-10 20:00:00+01:00,Node_5,50.51605619241574
2030,sc01,11-26 18:00:00+01:00,Node_6,15.000000000000005
2030,sc01,11-26 18:00:00+01:00,Node_7,18.133928571428584
2030,sc01,11-26 18:00:00+01:00,Node_3,1.5
2030,sc01,11-26 18:00:00+01:00,Node_9,24.924107142857153
2030,sc01,11-26 18:00:00+01:00,Node_2,7.2857142857142865
2030,sc01,11-26 18:00:00+01:00,Node_4,35.89285714285716
2030,sc01,11-26 18:00:00+01:00,Node_8,20.223214285714295
2030,sc01,11-26 18:00:00+01:00,Node_1,14.999999999999998
2030,sc01,11-26 18:00:00+01:00,Node_5,35.89285714285716
