Period,Scenario,LoadLevel,Technology,GWh
2030,sc01,01-04 02:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 02:00:00+01:00,Coal,0.0
2030,sc01,01-04 03:00:00+01:00,Solar,0.0
2030,sc01,01-04 03:00:00+01:00,Wind,0.4208
2030,sc01,01-04 03:00:00+01:00,Oil,0.0
2030,sc01,01-04 03:00:00+01:00,Gas,0.4328817304739967
2030,sc01,01-04 03:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 03:00:00+01:00,Coal,0.0
2030,sc01,01-04 04:00:00+01:00,Solar,0.0
2030,sc01,01-04 04:00:00+01:00,Wind,0.38439999999999996
2030,sc01,01-04 04:00:00+01:00,Oil,0.0
2030,sc01,01-04 04:00:00+01:00,Gas,0.44547275008699483
2030,sc01,01-04 04:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 04:00:00+01:00,Coal,0.0
2030,sc01,01-04 05:00:00+01:00,Solar,0.0
2030,sc01,01-04 05:00:00+01:00,Wind,0.36160000000000003
2030,sc01,01-04 05:00:00+01:00,Oil,0.0
2030,sc01,01-04 05:00:00+01:00,Gas,0.4727232170619848
2030,sc01,01-04 05:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 05:00:00+01:00,Coal,0.0
2030,sc01,01-04 06:00:00+01:00,Solar,0.0
2030,sc01,01-04 06:00:00+01:00,Wind,0.3436
2030,sc01,01-04 06:00:00+01:00,Oil,0.0
2030,sc01,01-04 06:00:00+01:00,Gas,0.5051853852470082
2030,sc01,01-04 06:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 06:00:00+01:00,Coal,0.0
2030,sc01,01-04 07:00:00+01:00,Solar,0.0036
2030,sc01,01-04 07:00:00+01:00,Wind,0.34440000000000004
2030,sc01,01-04 07:00:00+01:00,Oil,0.0
2030,sc01,01-04 07:00:00+01:00,Gas,0.5316555690940009
2030,sc01,01-04 07:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 07:00:00+01:00,Coal,0.0
2030,sc01,01-04 08:00:00+01:00,Solar,0.22760000000000002
2030,sc01,01-04 08:00:00+01:00,Wind,0.3684
2030,sc01,01-04 08:00:00+01:00,Oil,0.0
2030,sc01,01-04 08:00:00+01:00,Gas,0.3114514074360008
2030,sc01,01-04 08:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 08:00:00+01:00,Coal,0.0
2030,sc01,01-04 09:00:00+01:00,Solar,0.514
2030,sc01,01-04 09:00:00+01:00,Wind,0.3408
2030,sc01,01-04 09:00:00+01:00,Oil,0.0
2030,sc01,01-04 09:00:00+01:00,Gas,0.1218499603230016
2030,sc01,01-04 09:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 09:00:00+01:00,Coal,0.0
2030,sc01,01-04 10:00:00+01:00,Solar,0.7248
2030,sc01,01-04 10:00:00+01:00,Wind,0.2856
2030,sc01,01-04 10:00:00+01:00,Oil,0.0
2030,sc01,01-04 10:00:00+01:00,Gas,0.05316367485999992
2030,sc01,01-04 10:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 10:00:00+01:00,Coal,0.0
2030,sc01,01-04 11:00:00+01:00,Solar,0.8388
2030,sc01,01-04 11:00:00+01:00,Wind,0.242
2030,sc01,01-04 11:00:00+01:00,Oil,0.0
2030,sc01,01-04 11:00:00+01:00,Gas,0.00041565690700062774
2030,sc01,01-04 11:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 11:00:00+01:00,Coal,0.0
2030,sc01,01-04 12:00:00+01:00,Solar,0.8668
2030,sc01,01-04 12:00:00+01:00,Wind,0.2228
2030,sc01,01-04 12:00:00+01:00,Oil,0.0
2030,sc01,01-04 12:00:00+01:00,Gas,0.0
2030,sc01,01-04 12:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 12:00:00+01:00,Coal,0.0
2030,sc01,01-04 13:00:00+01:00,Solar,0.8216000000000001
2030,sc01,01-04 13:00:00+01:00,Wind,0.22960000000000003
2030,sc01,01-04 13:00:00+01:00,Oil,0.0
2030,sc01,01-04 13:00:00+01:00,Gas,0.01369140007399916
2030,sc01,01-04 13:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 13:00:00+01:00,Coal,0.0
2030,sc01,01-04 14:00:00+01:00,Solar,0.7004
2030,sc01,01-04 14:00:00+01:00,Wind,0.2536
2030,sc01,01-04 14:00:00+01:00,Oil,0.0
2030,sc01,01-04 14:00:00+01:00,Gas,0.10964607578699961
2030,sc01,01-04 14:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 14:00:00+01:00,Coal,0.0
2030,sc01,01-04 15:00:00+01:00,Solar,0.49160000000000004
2030,sc01,01-04 15:00:00+01:00,Wind,0.278
2030,sc01,01-04 15:00:00+01:00,Oil,0.0
2030,sc01,01-04 15:00:00+01:00,Gas,0.24435472784099996
2030,sc01,01-04 15:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 15:00:00+01:00,Coal,0.0
2030,sc01,01-04 16:00:00+01:00,Solar,0.1844
2030,sc01,01-04 16:00:00+01:00,Wind,0.3156
2030,sc01,01-04 16:00:00+01:00,Oil,0.0
2030,sc01,01-04 16:00:00+01:00,Gas,0.4840719930049991
2030,sc01,01-04 16:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 16:00:00+01:00,Coal,0.0
2030,sc01,01-04 17:00:00+01:00,Solar,0.0
2030,sc01,01-04 17:00:00+01:00,Wind,0.3144
2030,sc01,01-04 17:00:00+01:00,Oil,0.0
2030,sc01,01-04 17:00:00+01:00,Gas,0.694559513403
2030,sc01,01-04 17:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 17:00:00+01:00,Coal,0.0
2030,sc01,01-04 18:00:00+01:00,Solar,0.0
2030,sc01,01-04 18:00:00+01:00,Wind,0.29400000000000004
2030,sc01,01-04 18:00:00+01:00,Oil,0.0
2030,sc01,01-04 18:00:00+01:00,Gas,0.8482032096339985
2030,sc01,01-04 18:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 18:00:00+01:00,Coal,0.0
2030,sc01,01-04 19:00:00+01:00,Solar,0.0
2030,sc01,01-04 19:00:00+01:00,Wind,0.2612
2030,sc01,01-04 19:00:00+01:00,Oil,0.0
2030,sc01,01-04 19:00:00+01:00,Gas,0.9573125421849707
2030,sc01,01-04 19:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 19:00:00+01:00,Coal,0.0
2030,sc01,01-04 20:00:00+01:00,Solar,0.0
2030,sc01,01-04 20:00:00+01:00,Wind,0.2312
2030,sc01,01-04 20:00:00+01:00,Oil,0.0
2030,sc01,01-04 20:00:00+01:00,Gas,1.02839395637809
2030,sc01,01-04 20:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 20:00:00+01:00,Coal,0.0
2030,sc01,01-04 21:00:00+01:00,Solar,0.0
2030,sc01,01-04 21:00:00+01:00,Wind,0.212
2030,sc01,01-04 21:00:00+01:00,Oil,0.0
2030,sc01,01-04 21:00:00+01:00,Gas,1.0679754047500014
2030,sc01,01-04 21:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 21:00:00+01:00,Coal,0.0
2030,sc01,01-04 22:00:00+01:00,Solar,0.0
2030,sc01,01-04 22:00:00+01:00,Wind,0.2116
2030,sc01,01-04 22:00:00+01:00,Oil,0.0
2030,sc01,01-04 22:00:00+01:00,Gas,1.0350186024579275
2030,sc01,01-04 22:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 22:00:00+01:00,Coal,0.0
2030,sc01,01-04 23:00:00+01:00,Solar,0.0
2030,sc01,01-04 23:00:00+01:00,Wind,0.2224
2030,sc01,01-04 23:00:00+01:00,Oil,0.0
