,Network_Existing_Generation_Full,Network_Line_In_Node_1_Node_6_cac1,Network_Line_In_Node_1_Node_6_cac2,Network_Line_In_Node_1_Node_6_cac3,Network_Line_In_Node_2_Node_3_cac1,Network_Line_In_Node_2_Node_3_cac2,Network_Line_In_Node_2_Node_3_cac3,Network_Line_In_Node_2_Node_6_cac1,Network_Line_In_Node_2_Node_6_cac2,Network_Line_In_Node_2_Node_6_cac3,Network_Line_In_Node_3_Node_4_cac1,Network_Line_In_Node_3_Node_4_cac2,Network_Line_In_Node_3_Node_4_cac3,Network_Line_In_Node_3_Node_6_cac1,Network_Line_In_Node_3_Node_6_cac2,Network_Line_In_Node_3_Node_6_cac3,Network_Line_In_Node_4_Node_5_cac1,Network_Line_In_Node_4_Node_5_cac2,Network_Line_In_Node_4_Node_5_cac3,Network_Line_In_Node_4_Node_6_cac1,Network_Line_In_Node_4_Node_6_cac2,Network_Line_In_Node_4_Node_6_cac3,Network_Line_In_Node_4_Node_9_cac1,Network_Line_In_Node_4_Node_9_cac2,Network_Line_In_Node_4_Node_9_cac3,Network_Line_In_Node_6_Node_7_cac1,Network_Line_In_Node_6_Node_7_cac2,Network_Line_In_Node_6_Node_7_cac3,Network_Line_In_Node_6_Node_8_cac1,Network_Line_In_Node_6_Node_8_cac2,Network_Line_In_Node_6_Node_8_cac3,Network_Line_In_Node_7_Node_8_cac1,Network_Line_In_Node_7_Node_8_cac2,Network_Line_In_Node_7_Node_8_cac3,Network_Line_In_Node_8_Node_9_cac1,Network_Line_In_Node_8_Node_9_cac2,Network_Line_In_Node_8_Node_9_cac3
1131,1.4185601,1.4147276,1.410895,1.4085294,1.4167924,1.4145466,1.4122537,1.4100331,1.4015062,1.3928984,1.4180075,1.4174548,1.4169021,1.4118999,1.4046686,1.397437,0.049684018,0.041262083,0.03141483,1.4212022,1.4241244,1.4281126,1.4128904,1.4072019,1.4024485,1.4120312,1.4053205,1.3997046,1.4212984,1.4234651,1.4256319,1.4195536,1.4203628,1.4209787,1.415305,1.411764,1.4080802
1132,1.3799502,1.3761176,1.3727268,1.3703779,1.3781825,1.3759588,1.3736662,1.3714232,1.3628963,1.3543108,1.3793975,1.3788447,1.3782922,1.3733126,1.366081,1.3588495,0.049817346,0.040854514,0.031015031,1.3825921,1.3859951,1.3899835,1.3742805,1.3688823,1.364319,1.3734213,1.3670565,1.3615752,1.3827109,1.3848776,1.3870443,1.3809437,1.3817754,1.3823909,1.3766952,1.3731765,1.3694928
1133,1.4888644,1.4850322,1.4811996,1.4778695,1.4870819,1.4847896,1.4824969,1.4803376,1.4718108,1.4631412,1.4883118,1.4877592,1.4872068,1.4821432,1.4749117,1.4676801,0.0490883,0.042382352,0.032513738,1.4915065,1.4936635,1.4973913,1.483195,1.4774446,1.471727,1.4823356,1.4755635,1.468983,1.4915415,1.4937081,1.4958749,1.4898582,1.4906057,1.4912217,1.4856094,1.4820071,1.4783233
1134,1.8609389,1.8573126,1.8545886,1.8526613,1.85677,1.8550975,1.8534244,1.8498013,1.8418784,1.8339378,1.8577024,1.8558269,1.8548605,1.8513776,1.8449951,1.8386129,0.046900503,0.04720211,0.037241593,1.862189,1.8659353,1.8696815,1.8533902,1.8483373,1.8432845,1.8538018,1.8491608,1.8445196,1.8623675,1.8662918,1.870216,1.8623255,1.8662078,1.8700901,1.8563174,1.8541917,1.8520659
1135,2.545077,2.54315,2.5412226,2.5392952,2.5434043,2.5417314,2.5400586,2.536035,2.5269935,2.5179513,2.543422,2.541767,2.5401118,2.5379841,2.5308905,2.523797,0.24417233,0.057994664,0.04745858,2.548823,2.5525694,2.5563157,2.5400243,2.5349712,2.5299187,2.5404363,2.5357947,2.531154,2.5490017,2.5529258,2.5568504,2.5489595,2.552842,2.556724,2.5429513,2.5408256,2.5387003
1136,2.9618235,2.9605274,2.9592302,2.9579344,2.9587522,2.955681,2.9526093,2.9521155,2.9424071,2.9326987,2.9602823,2.9587412,2.9571993,2.9539595,2.946095,2.9382308,0.62431574,0.06993115,0.057559773,2.96372,2.9656172,2.9675136,2.9569619,2.9520998,2.9472377,2.9574666,2.9531097,2.9487529,2.9649572,2.968091,2.9712248,2.9653096,2.9687958,2.972282,2.9584117,2.954999,2.9515872
1137,3.228939,3.2276428,3.2263465,3.22505,3.2258682,3.2227967,3.2197251,3.2192307,3.2095227,3.1998146,3.2273977,3.2258563,3.224315,3.221075,3.2132103,3.205346,0.87587684,0.07628654,0.066545576,3.2308357,3.2327328,3.234629,3.2240772,3.2192154,3.2143536,3.2245822,3.2202253,3.215868,3.232073,3.2352066,3.2383401,3.2324255,3.2359114,3.2393975,3.2255268,3.2221146,3.2187023
1138,3.3837886,3.382492,3.3811955,3.3798993,3.3807173,3.3776455,3.3745744,3.3740807,3.3643723,3.3546638,3.3822472,3.380706,3.3791647,3.3759248,3.36806,3.3601959,1.0323341,0.07628654,0.07892526,3.3856854,3.3875823,3.3894787,3.378927,3.374065,3.3692026,3.3794312,3.3750744,3.3707173,3.3869224,3.3900557,3.39319,3.3872747,3.3907607,3.3942466,3.3803766,3.376964,3.3735518
1139,3.3951035,3.3938067,3.3925104,3.3921623,3.3920324,3.3889606,3.3858898,3.385395,3.3756866,3.3659787,3.393562,3.3920207,3.390479,3.387239,3.3793745,3.37151,1.0410813,0.07699194,0.081965156,3.3970003,3.3988967,3.400793,3.3902411,3.3853796,3.3805175,3.3907464,3.386389,3.3820324,3.3982375,3.401371,3.4045045,3.3985891,3.4020753,3.4055614,3.3916912,3.3882785,3.3848665
1140,3.3574345,3.357583,3.3580348,3.3584874,3.3545747,3.3517146,3.3488545,3.3475718,3.3377085,3.3278453,3.3560758,3.3547163,3.3533568,3.3495739,3.3420165,3.3344595,1.004149,0.081451565,0.08393434,3.3597844,3.3624377,3.3650913,3.352318,3.3472018,3.342211,3.353217,3.3489978,3.34478,3.3608932,3.3643517,3.3678105,3.3599367,3.3624392,3.3649411,3.3535175,3.3495994,3.3456812
1141,3.375723,3.3761744,3.3766272,3.3770792,3.3729248,3.3701272,3.3673298,3.3656626,3.3556023,3.345542,3.3743532,3.372984,3.3716142,3.3681655,3.3606083,3.3530507,1.0021324,0.08288852,0.089739926,3.3783762,3.3810298,3.3822494,3.3707495,3.3657763,3.360803,3.3714745,3.3672268,3.362979,3.3792665,3.38281,3.3863544,3.3779657,3.3802085,3.382452,3.3717573,3.367792,3.3638265
1142,3.1283536,3.1274033,3.1264527,3.1255026,3.1234066,3.1182077,3.1129274,3.1160805,3.1038074,3.0915344,3.124183,3.1199644,3.115562,3.1210413,3.113728,3.1064153,0.7759771,0.083384916,0.07624,3.126154,3.123954,3.1217542,3.1205103,3.1126678,3.1048245,3.122252,3.1157346,3.1092174,3.1306803,3.132982,3.1350884,3.129507,3.1306603,3.1318135,3.1223085,3.116027,3.1096559
1143,3.0115833,3.0109062,3.0102289,3.009552,3.006303,3.0010223,2.995742,2.9994493,2.9873154,2.975181,3.0071816,3.0027788,2.9983764,3.0041993,2.9968143,2.98943,0.6389559,0.0492765,0.04430709,3.012423,3.0102236,3.0080235,3.0067797,2.9989367,2.9910936,3.0050664,2.998549,2.9920318,3.0136905,3.0157964,3.017903,3.0132105,3.0148377,3.0164647,3.0052128,2.9988413,2.9924707
1144,2.9957294,2.995052,2.994375,2.9936981,2.9904492,2.9851687,2.9798882,2.9835958,2.9714618,2.9593275,2.991327,2.986925,2.9825227,2.9883451,2.9809604,2.973576,0.6368691,0.05047638,0.04103536,2.9956923,2.9934924,2.9912927,2.9900486,2.9822059,2.9743624,2.9892123,2.9826953,2.9761782,2.997836,2.999943,3.0020494,2.997357,2.9989839,3.0006113,2.9893587,2.9829876,2.9766169
1145,3.0158825,3.0149322,3.0139813,3.0130315,3.0109353,3.0059881,3.0008,3.0036092,2.991336,2.979063,3.011712,3.007541,3.0033705,3.00857,3.0012567,2.9939444,0.6772203,0.070757,0.058696724,3.0136828,3.0114827,3.009283,3.0080392,3.0001965,2.9923532,3.0101242,3.0036068,2.9970896,3.0182085,3.0205355,3.0228617,3.0170357,3.0181892,3.0193424,3.0098372,3.0037923,2.9975286
1146,3.0859807,3.0864327,3.0859814,3.0850306,3.082935,3.0779881,3.073041,3.0756092,3.063336,3.051063,3.0837114,3.0795407,3.0753698,3.0784235,3.0708666,3.0633087,0.7048831,0.08463147,0.09360358,3.0856824,3.0834827,3.081283,3.0800393,3.0721965,3.064353,3.0817327,3.0765438,3.0700264,3.0895245,3.0925353,3.0948613,3.088224,3.0901883,3.091342,3.0818372,3.0757914,3.0697467
1147,3.528583,3.5290356,3.5294878,3.5299401,3.5257857,3.5229883,3.5201902,3.518523,3.5084627,3.4984028,3.5272138,3.5258446,3.524475,3.5210266,3.5134692,3.5059118,1.1472619,0.08447503,0.09326178,3.5312371,3.5338907,3.5365443,3.52361,3.5186372,3.5136638,3.5243354,3.5200877,3.515385,3.5321279,3.5356715,3.5392148,3.5308266,3.5330698,3.5353122,3.5246177,3.520653,3.5166874
1148,3.6633105,3.6637626,3.6642153,3.6646674,3.6605132,3.6577153,3.6549172,3.6532507,3.64319,3.6331296,3.6619408,3.6605716,3.659202,3.6557536,3.6481962,3.6406388,1.286802,0.084126875,0.09250285,3.6659641,3.6686175,3.6712708,3.658337,3.6533642,3.6483908,3.6590629,3.6548147,3.6505666,3.6668546,3.6703982,3.673942,3.665553,3.6677964,3.6700394,3.6593454,3.6553795,3.6514144
1149,3.531719,3.5321717,3.5326235,3.5330758,3.5289216,3.5261233,3.523326,3.521659,3.5115986,3.5015388,3.5303497,3.5289805,3.5276103,3.5241623,3.5166044,3.5090475,1.1668812,0.083621606,0.09139715,3.5343728,3.537026,3.5396795,3.5267458,3.5217729,3.516799,3.5274715,3.5232236,3.5189757,3.5352635,3.5388074,3.5423508,3.5339622,3.5362053,3.538448,3.5277534,3.5237885,3.5198228
1150,3.0860968,3.0865493,3.087001,3.0874538,3.083299,3.0805013,3.0777035,3.0760367,3.0659761,3.055916,3.084727,3.0833573,3.0819883,3.0785394,3.0709825,3.0634253,0.7408322,0.08314262,0.08207701,3.0887501,3.0914037,3.0940576,3.0811238,3.0761504,3.0711768,3.081849,3.0776012,3.0733528,3.0896406,3.0931845,3.0967283,3.08834,3.090725,3.093952,3.0821316,3.0781655,3.0742004
1151,2.5458791,2.5460334,2.546188,2.5463424,2.5428705,2.5398607,2.5368521,2.5359735,2.5260682,2.5161626,2.5443275,2.5427756,2.541224,2.5383544,2.53083,2.5233054,0.20707634,0.081634164,0.076371506,2.5485086,2.5511384,2.553768,2.5411603,2.5364413,2.5317228,2.5414925,2.537106,2.532719,2.5490985,2.5523174,2.5555363,2.5491061,2.552333,2.5555599,2.542419,2.5389593,2.5354989
1152,2.130127,2.1302814,2.130436,2.1305902,2.1271176,2.1241086,2.121189,2.120337,2.1122048,2.1040723,2.128575,2.1270232,2.1255023,2.1226025,2.1166859,2.1107936,0.07329835,0.07796403,0.072863765,2.1327567,2.1367078,2.1408272,2.1254082,2.1206894,2.1159706,2.1257403,2.1213534,2.1169667,2.1333458,2.136565,2.1397839,2.133354,2.1365807,2.1398075,2.126667,2.1232066,2.1197467
1153,1.7627194,1.7598873,1.7570549,1.75421,1.7601755,1.7576319,1.7550884,1.7545314,1.7463431,1.7381552,1.7617399,1.7607601,1.7597809,1.7567627,1.7508067,1.7448505,0.074006826,0.07185175,0.066449784,1.7666839,1.7706486,1.7746133,1.7577494,1.7527795,1.7478096,1.7557156,1.7487122,1.7417086,1.7639123,1.7651051,1.7662977,1.7641428,1.765566,1.7669892,1.7589942,1.7552692,1.751544
1154,1.5862875,1.5840415,1.5817955,1.5795492,1.5840701,1.581853,1.5796354,1.5773047,1.5683221,1.5593393,1.5855668,1.5848463,1.5841256,1.5794667,1.5726458,1.5658249,0.07320785,0.068709366,0.063307405,1.5893179,1.5923482,1.5953785,1.5804955,1.5747036,1.5689118,1.5793463,1.5724049,1.5654635,1.5885574,1.5908273,1.5924679,1.5865903,1.5868927,1.5871954,1.5825461,1.5788045,1.5750629
1155,1.5014338,1.4991876,1.4969414,1.4946953,1.4992164,1.4969993,1.4947816,1.4924511,1.4834682,1.4744854,1.5007132,1.4999924,1.4992719,1.494613,1.487792,1.4809712,0.073139116,0.06798798,0.06258601,1.504464,1.5074942,1.510525,1.4956417,1.4898499,1.4840581,1.4944925,1.4875513,1.4806098,1.5037037,1.5059735,1.5082434,1.5017363,1.502039,1.5023414,1.4976922,1.4939506,1.4902092
1156,1.4941338,1.4918875,1.4896415,1.4873954,1.4919164,1.4896991,1.4874818,1.4851508,1.4761682,1.4671851,1.4934131,1.4926922,1.4919717,1.4873127,1.4804919,1.4736711,0.07434413,0.06918048,0.06377851,1.4971642,1.5001944,1.5032248,1.4883418,1.4825498,1.476758,1.4871924,1.480251,1.4733096,1.4964038,1.4986734,1.5009433,1.4944364,1.4947389,1.4950416,1.4903921,1.4866506,1.482909
1157,1.5742182,1.571972,1.5697261,1.5674797,1.5720009,1.5697836,1.5675662,1.5652355,1.5562526,1.5472697,1.5734974,1.5727769,1.572056,1.5673972,1.5605767,1.5537554,0.07704652,0.07188281,0.066480845,1.5772486,1.5802789,1.583309,1.5684263,1.5626345,1.5568424,1.5672771,1.5603355,1.5533943,1.576488,1.5787579,1.5808983,1.574521,1.5748235,1.5751259,1.5704765,1.5667351,1.5629935
1158,1.930089,1.9272044,1.9243196,1.9214348,1.9276625,1.9252356,1.9227692,1.9219569,1.9138244,1.9056922,1.9290999,1.9281111,1.9271222,1.9241973,1.9183055,1.9124137,0.07654291,0.077881895,0.07285656,1.9342085,1.9383277,1.9422942,1.9251034,1.9201176,1.9151319,1.9230617,1.9160347,1.9090073,1.9313481,1.932607,1.9338661,1.9315457,1.9330024,1.9344587,1.9264718,1.9228541,1.9192249
1159,2.6588936,2.6590478,2.6592023,2.6593566,2.6558845,2.6528754,2.6498663,2.648988,2.639083,2.629177,2.657342,2.65579,2.6542382,2.651369,2.6438444,2.6363196,0.34495205,0.08251106,0.08000725,2.6615233,2.664153,2.6667829,2.6541746,2.6494563,2.6447372,2.6545072,2.6501203,2.645733,2.6621125,2.6653314,2.6685507,2.6621206,2.6653473,2.6685748,2.6554334,2.6519735,2.6485136
1160,3.1286254,3.1290774,3.1295297,3.129982,3.125827,3.1230297,3.1202323,3.118565,3.1085048,3.0984445,3.1272554,3.125886,3.1245165,3.1210682,3.113511,3.1059537,0.7805392,0.083082326,0.09018268,3.1312785,3.1339324,3.1365857,3.1236517,3.1186786,3.1137056,3.1243775,3.1201296,3.1158814,3.132169,3.1357129,3.139257,3.1308682,3.1331112,3.135354,3.1246595,3.1206942,3.1167288
1161,3.3629525,3.362002,3.3610513,3.3601015,3.358005,3.353058,3.3481112,3.3506792,3.338406,3.326133,3.3587818,3.354611,3.3504403,3.3556397,3.3483272,3.3410144,0.9848486,0.084429875,0.0931631,3.3607526,3.3585534,3.3563533,3.355109,3.3472664,3.3394237,3.3573158,3.3516784,3.3457284,3.365279,3.367605,3.3699317,3.364106,3.365259,3.3664117,3.3569071,3.350862,3.344817
1162,3.3420894,3.341412,3.340735,3.3398254,3.336809,3.3315282,3.3262475,3.329955,3.3178213,3.3056865,3.3376873,3.3332849,3.328882,3.3347054,3.32732,3.3199358,0.9592317,0.051387295,0.04229974,3.3404768,3.3382766,3.3360777,3.3348334,3.3269904,3.319148,3.3355718,3.3290548,3.3225374,3.3441963,3.3463023,3.3484087,3.3437164,3.344983,3.346136,3.3357186,3.3293474,3.3229766
1163,3.2078238,3.206954,3.206004,3.2050536,3.2025437,3.197423,3.1923156,3.1956315,3.1833582,3.1710854,3.2034218,3.1990197,3.1946177,3.2004397,3.193055,3.1856701,0.83628386,0.053057842,0.043282233,3.2057052,3.203505,3.2013056,3.2000618,3.1922188,3.1843753,3.2013066,3.1947894,3.188272,3.2099307,3.212037,3.2141438,3.2091303,3.2105422,3.211954,3.201453,3.195082,3.1887112
1164,3.1663384,3.1652727,3.164206,3.1631403,3.1615653,3.1567912,3.1520176,3.1536183,3.1408982,3.1281781,3.1618629,3.1573873,3.1529114,3.1588473,3.1513562,3.1438646,0.79829544,0.054716468,0.044928133,3.162817,3.159295,3.155773,3.1581979,3.1500568,3.1419158,3.1604042,3.154469,3.1483223,3.168323,3.1703067,3.1722908,3.1677508,3.1691625,3.1705744,3.1602807,3.1542232,3.1481655
1165,3.1440399,3.1429734,3.1419072,3.1408415,3.1392663,3.1344924,3.1297185,3.1313195,3.1185994,3.105879,3.1395643,3.1350884,3.1306129,3.1365485,3.1290572,3.1215653,0.7809034,0.0562146,0.046426266,3.1405182,3.1369958,3.1334739,3.135899,3.1277578,3.1196175,3.1381054,3.1321702,3.1262352,3.1460242,3.148008,3.1499922,3.1454518,3.146864,3.1482754,3.137982,3.1319242,3.1258664
1166,2.9615138,2.9604478,2.9593816,2.958315,2.9567401,2.9519665,2.9471927,2.9487934,2.936073,2.9233532,2.9570382,2.9525626,2.9480867,2.9540222,2.9465308,2.93904,0.63850135,0.07649451,0.061449364,2.9579916,2.9544704,2.9509478,2.953373,2.945232,2.9370909,2.9555793,2.949644,2.9437096,2.9634979,2.965482,2.9674659,2.962926,2.9643378,2.96575,2.9554558,2.9493985,2.9433408
1167,2.8603697,2.8608224,2.8612745,2.8606691,2.8575723,2.8536263,2.848679,2.8503098,2.838974,2.8267007,2.8590002,2.855179,2.851008,2.8528128,2.8452554,2.8376985,0.52955556,0.08250682,0.08853433,2.8613205,2.8591204,2.8569212,2.8553965,2.8478339,2.839991,2.856122,2.8518739,2.8466096,2.863914,2.8674576,2.8704996,2.8626127,2.8648558,2.86698,2.8564043,2.85143,2.845385
1168,2.8209927,2.821445,2.8218973,2.8223493,2.8181949,2.815397,2.8125992,2.8109324,2.8008718,2.7908118,2.819623,2.8182533,2.816884,2.8134356,2.8058777,2.798321,0.4912548,0.08252879,0.08865718,2.8236458,2.8262992,2.828953,2.816019,2.8110464,2.8060727,2.8167448,2.8124967,2.8082488,2.8245368,2.82808,2.831624,2.8232355,2.825479,2.827721,2.817027,2.8130617,2.8090963
1169,2.7789125,2.779365,2.779817,2.7802696,2.776115,2.7733173,2.7705195,2.7688525,2.7587924,2.748732,2.777543,2.7761736,2.774804,2.7713554,2.763798,2.7562416,0.4400844,0.08282187,0.08952926,2.7815661,2.7842197,2.7868729,2.7739396,2.7689662,2.763993,2.7746649,2.7704167,2.766169,2.7824566,2.7860005,2.7895443,2.781156,2.7833984,2.7856421,2.7749472,2.7709816,2.7670164
1170,2.8645892,2.8650415,2.8654933,2.8659458,2.8617911,2.8589935,2.8561954,2.8545287,2.8444688,2.8344085,2.8632193,2.8618505,2.8604803,2.8570318,2.849475,2.8419175,0.5213414,0.08302411,0.090049684,2.8672423,2.8698962,2.87255,2.8596158,2.8546429,2.8496697,2.8603415,2.8560934,2.8518455,2.868133,2.8716767,2.875221,2.866832,2.8690753,2.8713183,2.8606238,2.856658,2.8526926
1171,3.362246,3.3612955,3.3603451,3.3593946,3.357299,3.3523517,3.3474047,3.3499725,3.3377,3.325426,3.3580751,3.3539047,3.3497336,3.354933,3.3476205,3.3403075,0.996369,0.08281666,0.08978985,3.3600457,3.3578463,3.3556461,3.3544025,3.3465598,3.3387165,3.3566086,3.3509722,3.3453352,3.3645725,3.366899,3.369225,3.363399,3.3645523,3.3657055,3.3562007,3.3501554,3.3441103
1172,3.518108,3.517158,3.5162075,3.5152571,3.5131617,3.5082142,3.5032675,3.5058353,3.4935622,3.481289,3.513938,3.509767,3.5055964,3.5107954,3.5034828,3.4961698,1.1428642,0.08204728,0.0779029,3.5159085,3.5137088,3.5115094,3.5102654,3.5024223,3.494579,3.5124717,3.5068345,3.5011976,3.5204349,3.522761,3.5250876,3.5192616,3.5204148,3.5215678,3.5120633,3.5060184,3.499973
1173,3.4052677,3.4043174,3.403367,3.402417,3.4003205,3.3953736,3.3904266,3.3929954,3.3807216,3.3684487,3.4010975,3.3969269,3.392756,3.397955,3.3906426,3.3833299,1.0387226,0.08219247,0.083267584,3.4030683,3.4008687,3.3986688,3.3974252,3.3895822,3.3817387,3.3996313,3.3939943,3.3883572,3.4075947,3.4099205,3.4122472,3.4064212,3.4075747,3.4087274,3.3992226,3.3931775,3.3871326
1174,3.0066838,3.0057335,3.0047834,3.003833,3.0017369,2.99679,2.9918432,2.9944108,2.9821377,2.9698644,3.0025134,2.9983425,2.9941719,2.9993715,2.9920585,2.9847457,0.6585587,0.08368623,0.091538355,3.0044842,3.0022845,3.0000846,2.9988403,2.9909978,2.9831545,3.001047,2.99541,2.9897733,3.0090106,3.0113366,3.0136633,3.007837,3.0089903,3.0101438,3.000639,2.9945939,2.9885488
1175,2.505015,2.5054674,2.5045428,2.5035923,2.5014963,2.4965491,2.491602,2.4941702,2.4818969,2.4696236,2.5022724,2.4981017,2.493931,2.4974575,2.4899006,2.4823432,0.12369998,0.08403538,0.09230119,2.5042434,2.5020437,2.499844,2.4986005,2.4907572,2.4829142,2.5007672,2.4951696,2.4895325,2.5085583,2.511096,2.513422,2.5072582,2.5087495,2.5099032,2.5003982,2.494353,2.4883077
1176,2.0941882,2.0923238,2.090459,2.0885947,2.0912342,2.0882797,2.0853248,2.084823,2.0754569,2.066091,2.0935526,2.0929167,2.0921886,2.0869427,2.0796967,2.0724506,0.08007794,0.08425757,0.09246525,2.0962121,2.0978782,2.0987337,2.0884693,2.0827496,2.0768964,2.0874197,2.0806503,2.0738814,2.0960672,2.097946,2.0998247,2.0941525,2.0929222,2.091431,2.0896814,2.0851746,2.08051
1177,1.7553232,1.7534586,1.7515942,1.7497294,1.7523687,1.7494144,1.7464596,1.7459575,1.7365917,1.7272257,1.7546873,1.7540516,1.7534157,1.7480774,1.7408315,1.7335855,0.081608266,0.084638074,0.087469965,1.7573469,1.7593704,1.7606434,1.7496039,1.7438846,1.738165,1.7485543,1.7417239,1.7343217,1.7572023,1.7590808,1.7609595,1.755287,1.7552505,1.7552141,1.7508165,1.7463094,1.7418025
1178,1.5428401,1.5409753,1.5391108,1.5372461,1.5398855,1.536931,1.5339762,1.5334741,1.5241083,1.5147424,1.5422043,1.541568,1.5409323,1.535594,1.5283482,1.5211021,0.081807576,0.084845275,0.08464165,1.5448636,1.546887,1.5482767,1.5371205,1.531401,1.5256817,1.5360712,1.5287737,1.5213717,1.5447185,1.5465974,1.5484761,1.5428036,1.5427672,1.5427308,1.538333,1.5338261,1.5293189
1179,1.458328,1.4564635,1.4545987,1.4527344,1.4553735,1.4523233,1.449129,1.4489623,1.4395964,1.4302305,1.4576921,1.4570563,1.4560655,1.451082,1.4438363,1.4365902,0.081869006,0.08500247,0.084560975,1.4603515,1.4618709,1.4629053,1.4526087,1.4468893,1.4408891,1.4513098,1.4439079,1.4365058,1.4602067,1.4620854,1.4638737,1.4582916,1.4582552,1.4582188,1.4538212,1.4492294,1.4444879
1180,1.4313917,1.429527,1.4274856,1.4253353,1.4283773,1.4247452,1.4211129,1.4219697,1.412153,1.4023361,1.4305798,1.4292631,1.42789,1.4241458,1.4168997,1.4096537,0.08189685,0.0851243,0.08531499,1.4328209,1.4338557,1.4348902,1.4254822,1.4191779,1.4128739,1.4242129,1.4166396,1.4089546,1.4332703,1.4349548,1.4364274,1.4313552,1.4312695,1.4310112,1.4268445,1.4216795,1.4165146
1181,1.5253388,1.5233849,1.5213879,1.5192373,1.5217065,1.5180744,1.5144421,1.5156218,1.505905,1.4961883,1.5239656,1.5225923,1.521219,1.5180911,1.5108434,1.5035956,0.081870295,0.08568001,0.08876108,1.5267231,1.5277576,1.5287923,1.5193844,1.5130802,1.5067761,1.5176538,1.5099686,1.5022838,1.5268115,1.5282838,1.5297563,1.5254211,1.5251716,1.5249133,1.5201739,1.5150088,1.5098437
1182,1.8989971,1.8956234,1.8922502,1.8888763,1.8931953,1.8873938,1.8815922,1.8874879,1.8759788,1.8644696,1.8938409,1.8886849,1.883529,1.8931874,1.8873783,1.8815686,0.08103855,0.072967716,0.061929636,1.9018234,1.8988577,1.8958921,1.8948091,1.8848292,1.8748494,1.8881229,1.877249,1.8663749,1.8988813,1.898765,1.8986491,1.8970914,1.8951851,1.8932792,1.8899791,1.8809618,1.871944
1183,2.5935397,2.5928626,2.5921857,2.5915084,2.5882592,2.5829787,2.5776982,2.5814059,2.5692713,2.5571375,2.5891378,2.5847354,2.5803328,2.5861552,2.578771,2.5713859,0.19399562,0.05030287,0.040580712,2.5952702,2.5930705,2.590871,2.5896273,2.5817842,2.573941,2.5870225,2.5805054,2.5739882,2.5956464,2.5977526,2.5998592,2.5951672,2.596794,2.5984216,2.587169,2.5807981,2.5744271
1184,3.0185905,3.0177972,3.0170038,3.0162108,3.0134828,3.0083756,3.003268,3.0060089,2.9936814,2.981547,3.0138824,3.0091753,3.0047426,3.0110269,3.0034635,2.9959002,0.62732077,0.051945627,0.0421573,3.0210986,3.018899,3.0166988,3.0157976,3.007657,2.9997692,3.0117745,3.0049596,2.9983978,3.0203543,3.0221627,3.0242693,3.0204756,3.0223615,3.0242476,3.0122066,3.0058227,2.9994388
1185,3.2030509,3.2022576,3.2014644,3.2006717,3.1979432,3.192836,3.187729,3.1904693,3.1780946,3.1659603,3.1983435,3.1936357,3.1891563,3.1954873,3.1879241,3.1803613,0.7856338,0.052686624,0.042904846,3.2058444,3.2036448,3.2014446,3.2005904,3.1924496,3.1845148,3.1962352,3.1894202,3.1828113,3.204815,3.2065787,3.2086828,3.2049365,3.2068224,3.2087088,3.1966667,3.190283,3.1838999
1186,3.1351035,3.1343675,3.1336906,3.1330135,3.1299963,3.1248894,3.119782,3.1229107,3.1107764,3.0986426,3.1306427,3.1262403,3.121838,3.1276603,3.120276,3.1128914,0.7280987,0.052365966,0.04257764,3.1383905,3.1361907,3.1339905,3.1327472,3.1249042,3.1170611,3.1285276,3.1220105,3.115493,3.1371517,3.139258,3.1413643,3.1369894,3.1388755,3.1407614,3.1287196,3.1223364,3.1159525
1187,2.9749265,2.9742496,2.973572,2.9728951,2.9696465,2.964366,2.9590855,2.9627929,2.9506588,2.938525,2.9705243,2.9661224,2.9617198,2.9675422,2.9601576,2.952773,0.59038335,0.051574685,0.041786358,2.9782753,2.9760761,2.9738758,2.9726324,2.9647894,2.9569461,2.9684095,2.9618926,2.9553752,2.977034,2.97914,2.9812465,2.976554,2.9781811,2.9798086,2.9685557,2.9621851,2.955814
1188,2.9595149,2.9581022,2.9566903,2.955278,2.9566169,2.9537191,2.950821,2.9493594,2.9392042,2.9290485,2.9576688,2.9558225,2.953976,2.951472,2.9434285,2.9353857,0.5941654,0.07628654,0.07628654,2.9600897,2.9606638,2.961238,2.9543552,2.9491954,2.9440358,2.9548602,2.9502048,2.94555,2.9623063,2.9650977,2.967889,2.9632595,2.9670048,2.9707491,2.95609,2.952665,2.94924
1189,2.8562808,2.855603,2.8549263,2.854249,2.8510003,2.8457198,2.8404393,2.8441465,2.8320122,2.819879,2.8518786,2.8474758,2.8430738,2.848896,2.8415117,2.8341272,0.49148035,0.05100567,0.04122532,2.859799,2.8575993,2.8553994,2.8541553,2.8463123,2.8384697,2.8497636,2.8432462,2.836729,2.8583875,2.8604937,2.8626006,2.857908,2.8595352,2.8611627,2.8499098,2.8435388,2.837168
1190,2.6456127,2.644935,2.644258,2.6435804,2.640332,2.6350513,2.6297708,2.6334782,2.6213439,2.6092103,2.64121,2.6368074,2.6324055,2.6382275,2.6308432,2.6234586,0.26556334,0.05028847,0.040545225,2.6486907,2.6464915,2.6442919,2.643048,2.6352046,2.627362,2.6390953,2.632578,2.6260605,2.6477194,2.6498253,2.6519322,2.6472397,2.6488667,2.6504939,2.6392412,2.6328704,2.6264992
