LoadLevel,CCGT_1,CCGT_2,CCGT_3,SolarPV_1,WindFarm_1
04-18 04:00:00+02:00,0.0,-2.360611706109239e-14,0.0,0.0,0.0
04-18 05:00:00+02:00,0.0,4.496403249731884e-15,0.0,0.0,0.0
04-18 06:00:00+02:00,0.0,1.049160758270773e-14,0.0,0.0,0.0
04-18 07:00:00+02:00,0.0,2.2787327580431338e-14,0.0,0.0,0.0
04-18 08:00:00+02:00,0.0,3.8719027983802334e-14,0.0,0.0,0.0
04-18 09:00:00+02:00,0.0,4.468647674116255e-14,0.0,0.0,0.0
04-18 10:00:00+02:00,0.0,4.839184608584901e-14,0.0,0.0,0.0
04-18 11:00:00+02:00,0.0,1.700029006457271e-14,0.0,0.0,0.0
04-18 12:00:00+02:00,0.0,1.3100631690576847e-14,0.0,0.0,0.0
04-18 13:00:00+02:00,0.0,1.1199374760906267e-14,0.0,0.0,0.0
04-18 14:00:00+02:00,0.0,6.429579091360438e-14,0.0,0.0,0.0
04-18 15:00:00+02:00,0.0,3.509692536596276e-14,0.0,0.0,0.0
04-18 16:00:00+02:00,0.0,-1.569577801063815e-14,0.0,0.0,0.0
04-18 17:00:00+02:00,0.0,3.259892356055616e-14,0.0,0.0,0.0
04-18 18:00:00+02:00,0.0,5.320743845516063e-14,0.0,0.0,0.0
04-18 19:00:00+02:00,0.0,4.2799097599299785e-14,0.0,0.0,0.0
04-18 20:00:00+02:00,0.0,-9.103828801926284e-15,0.0,0.0,0.0
04-18 21:00:00+02:00,0.0,-1.459943277382081e-14,0.0,0.0,0.0
04-18 22:00:00+02:00,0.0,-1.1102230246251565e-14,0.0,0.0,0.0
04-18 23:00:00+02:00,0.0,1.5404344466674047e-14,0.0,0.0,0.0
04-19 00:00:00+02:00,0.0,-2.030320356283255e-14,0.0,0.0,0.0
04-19 01:00:00+02:00,0.0,-2.3897550605056495e-14,0.0,0.0,0.0
04-19 02:00:00+02:00,0.0,-3.540223669773468e-14,0.0,0.0,0.0
04-19 03:00:00+02:00,0.0,2.4702462297909733e-14,0.0,0.0,0.0
04-19 04:00:00+02:00,0.0,2.5299207173645755e-14,0.0,0.0,0.0
04-19 05:00:00+02:00,0.0,3.2807090377673376e-14,0.0,0.0,0.0
04-19 06:00:00+02:00,0.0,1.3600232051658168e-14,0.0,0.0,0.0
04-19 07:00:00+02:00,0.0,-1.2101430968414206e-14,0.0,0.0,0.0
04-19 08:00:00+02:00,0.0,8.396061623727746e-15,0.0,0.0,0.0
04-19 09:00:00+02:00,0.0,5.800915303666443e-15,0.0,0.0,0.0
04-19 10:00:00+02:00,0.0,4.579669976578771e-14,0.0,0.0,0.0
04-19 11:00:00+02:00,0.0,-9.797718192317006e-15,0.0,0.0,0.0
04-19 12:00:00+02:00,0.0,1.1601830607332886e-14,0.0,0.0,0.0
04-19 13:00:00+02:00,0.0,-1.4016565685892601e-15,0.0,0.0,0.0
04-19 14:00:00+02:00,0.0,-2.8199664825478976e-14,0.0,0.0,0.0
04-19 15:00:00+02:00,0.0,-2.2398749521812533e-14,0.0,0.0,0.0
04-19 16:00:00+02:00,0.0,4.0245584642661925e-16,0.0,0.0,0.0
04-19 17:00:00+02:00,0.0,-6.300515664747763e-15,0.0,0.0,0.0
04-19 18:00:00+02:00,0.0,3.84969833788773e-14,0.0,0.0,0.0
04-19 19:00:00+02:00,0.0,-0.0018606331133426135,0.0018606331133287,0.0,0.0
04-19 20:00:00+02:00,0.0,-0.00031352978329488024,0.0003135297833287,0.0,0.0
04-19 21:00:00+02:00,0.0,1.2101430968414206e-14,0.0,0.0,0.0
04-19 22:00:00+02:00,0.0,3.885780586188048e-15,0.0,0.0,0.0
04-19 23:00:00+02:00,0.0,2.8199664825478976e-14,0.0,0.0,0.0
04-20 00:00:00+02:00,0.0,7.105427357601002e-15,0.0,0.0,0.0
04-20 01:00:00+02:00,0.0,7.591149930874508e-15,0.0,0.0,0.0
04-20 02:00:00+02:00,0.0,9.992007221626409e-16,0.0,0.0,0.0
04-20 03:00:00+02:00,0.0,1.239286451237831e-14,0.0,0.0,0.0
04-20 04:00:00+02:00,0.0,3.8191672047105385e-14,0.0,0.0,0.0
04-20 05:00:00+02:00,0.0,-1.1185496973098452e-14,0.0,0.0,0.0
04-20 06:00:00+02:00,0.0,4.107825191113079e-14,0.0,0.0,0.0
04-20 07:00:00+02:00,0.0,6.022959908591474e-15,0.0,0.0,0.0
04-20 08:00:00+02:00,0.0,9.880984919163893e-15,0.0,0.0,0.0
04-20 09:00:00+02:00,0.0,2.0289325775024736e-14,0.0,0.0,0.0
04-20 10:00:00+02:00,0.0,2.9101721032986916e-14,0.0,0.0,0.0
04-20 11:00:00+02:00,0.0,1.840194663316197e-14,0.0,0.0,0.0
04-20 12:00:00+02:00,0.0,3.259892356055616e-14,0.0,0.0,0.0
04-20 13:00:00+02:00,0.0,4.1397441030710525e-14,0.0,0.0,0.0
04-20 14:00:00+02:00,0.0,-2.0122792321330962e-15,0.0,0.0,0.0
04-20 15:00:00+02:00,0.0,3.329281295094688e-14,0.0,0.0,0.0
04-20 16:00:00+02:00,0.0,-3.2404634531246757e-14,0.0,0.0,0.0
04-20 17:00:00+02:00,0.0,1.3197776205231548e-14,0.0,0.0,0.0
04-20 18:00:00+02:00,0.0,-8.298917109073045e-15,0.0,0.0,0.0
04-20 19:00:00+02:00,0.0,-1.6930901125533637e-15,0.0,0.0,0.0
04-20 20:00:00+02:00,0.0,-1.1102230246251565e-14,0.0,0.0,0.0
04-20 21:00:00+02:00,0.0,1.9789725413943415e-14,0.0,0.0,0.0
04-20 22:00:00+02:00,0.0,2.4980018054066022e-15,0.0,0.0,0.0
04-20 23:00:00+02:00,0.0,6.897260540483785e-15,0.0,0.0,0.0
04-21 00:00:00+02:00,0.0,4.010680676458378e-15,0.0,0.0,0.0
04-21 01:00:00+02:00,0.0,3.259892356055616e-14,0.0,0.0,0.0
04-21 02:00:00+02:00,0.0,-3.011479954295737e-15,0.0,0.0,0.0
04-21 03:00:00+02:00,0.0,1.9609314172441827e-14,0.0,0.0,0.0
04-21 04:00:00+02:00,0.0,7.049916206369744e-14,0.0,0.0,0.0
04-21 05:00:00+02:00,0.0,-1.7291723608536813e-14,0.0,0.0,0.0
04-21 06:00:00+02:00,0.0,-1.5404344466674047e-14,0.0,0.0,0.0
04-21 07:00:00+02:00,0.0,3.279321258986556e-14,0.0,0.0,0.0
04-21 08:00:00+02:00,0.0,7.299716386910404e-15,0.0,0.0,0.0
04-21 09:00:00+02:00,0.0,-1.0505485370515544e-14,0.0,0.0,0.0
04-21 10:00:00+02:00,0.0,3.960720640350246e-14,0.0,0.0,0.0
04-21 11:00:00+02:00,0.0,1.519617764955683e-14,0.0,0.0,0.0
04-21 12:00:00+02:00,0.0,-5.703770789011742e-15,0.0,0.0,0.0
04-21 13:00:00+02:00,0.0,7.105427357601002e-15,0.0,0.0,0.0
04-21 14:00:00+02:00,0.0,3.970435091815716e-14,0.0,0.0,0.0
04-21 15:00:00+02:00,0.0,5.159761506945415e-14,0.0,0.0,0.0
04-21 16:00:00+02:00,0.0,-1.749989042565403e-14,0.0,0.0,0.0
04-21 17:00:00+02:00,0.0,2.310651670001107e-14,0.0,0.0,0.0
04-21 18:00:00+02:00,0.0,-1.980360320175123e-14,0.0,0.0,0.0
04-21 19:00:00+02:00,0.0,1.0311196341206141e-14,0.0,0.0,0.0
04-21 20:00:00+02:00,0.0,-2.3897550605056495e-14,0.0,0.0,0.0
04-21 21:00:00+02:00,0.0,-2.7297608617971036e-14,0.0,0.0,0.0
04-21 22:00:00+02:00,0.0,-4.0592529337857286e-14,0.0,0.0,0.0
04-21 23:00:00+02:00,0.0,2.2898349882893854e-15,0.0,0.0,0.0
04-22 00:00:00+02:00,0.0,5.459521723594207e-14,0.0,0.0,0.0
04-22 01:00:00+02:00,0.0,-7.507883204027621e-15,0.0,0.0,0.0
04-22 02:00:00+02:00,0.0,-3.649858193455202e-14,0.0,0.0,0.0
04-22 03:00:00+02:00,0.0,6.6058269965196814e-15,0.0,0.0,0.0
04-22 04:00:00+02:00,0.0,6.3976601794024646e-15,0.0,0.0,0.0
04-22 05:00:00+02:00,0.0,2.8796409701215e-14,0.0,0.0,0.0
04-22 06:00:00+02:00,0.0,-1.5307199952019346e-14,0.0,0.0,0.0
04-22 07:00:00+02:00,0.0,2.914335439641036e-16,0.0,0.0,0.0
04-22 08:00:00+02:00,0.0,9.298117831235686e-15,0.0,0.0,0.0
04-22 09:00:00+02:00,0.0,-2.7797208979052357e-14,0.0,0.0,0.0
04-22 10:00:00+02:00,0.0,-8.049116928532385e-16,0.0,0.0,0.0
04-22 11:00:00+02:00,0.0,-1.199040866595169e-14,0.0,0.0,0.0
04-22 12:00:00+02:00,0.0,-4.010680676458378e-14,0.0,0.0,0.0
04-22 13:00:00+02:00,0.0,1.4890866317784912e-14,0.0,0.0,0.0
04-22 14:00:00+02:00,0.0,2.1593837828959295e-14,0.0,0.0,0.0
04-22 15:00:00+02:00,0.0,4.06064071256651e-14,0.0,0.0,0.0
04-22 16:00:00+02:00,0.0,2.939315457695102e-14,0.0,0.0,0.0
04-22 17:00:00+02:00,0.0,1.3197776205231548e-14,0.0,0.0,0.0
04-22 18:00:00+02:00,0.0,1.2295719997723609e-14,0.0,0.0,0.0
04-22 19:00:00+02:00,0.0,-0.0029582230399116116,0.0029582230399954,0.0,0.0
04-22 20:00:00+02:00,0.0,-0.002032298603306809,0.0020322986033287,0.0,0.0
04-22 21:00:00+02:00,0.0,3.9496184101039944e-14,0.0,0.0,0.0
04-22 22:00:00+02:00,0.0,7.716050021144838e-15,0.0,0.0,0.0
04-22 23:00:00+02:00,0.0,2.919886554764162e-14,0.0,0.0,0.0
04-23 00:00:00+02:00,0.0,1.1504686092678185e-14,0.0,0.0,0.0
04-23 01:00:00+02:00,0.0,-2.2093438190040615e-14,0.0,0.0,0.0
04-23 02:00:00+02:00,0.0,2.9601321394068236e-14,0.0,0.0,0.0
04-23 03:00:00+02:00,0.0,-2.3300805729320473e-14,0.0,0.0,0.0
04-23 04:00:00+02:00,0.0,2.6395552410463097e-14,0.0,0.0,0.0
04-23 05:00:00+02:00,0.0,-2.9976021664879227e-15,0.0,0.0,0.0
04-23 06:00:00+02:00,0.0,2.170486013142181e-14,0.0,0.0,0.0
04-23 07:00:00+02:00,0.0,1.8984813721090177e-14,0.0,0.0,0.0
04-23 08:00:00+02:00,0.0,5.062616992290714e-14,0.0,0.0,0.0
04-23 09:00:00+02:00,0.0,2.070565940925917e-14,0.0,0.0,0.0
04-23 10:00:00+02:00,0.0,5.480338405305929e-14,0.0,0.0,0.0
04-23 11:00:00+02:00,0.0,-2.095545958979983e-15,0.0,0.0,0.0
04-23 12:00:00+02:00,0.0,-2.550737399076297e-14,0.0,0.0,0.0
04-23 13:00:00+02:00,0.0,4.2701953084645083e-14,0.0,0.0,0.0
04-23 14:00:00+02:00,0.0,-3.094746681142624e-15,0.0,0.0,0.0
04-23 15:00:00+02:00,0.0,4.801714581503802e-15,0.0,0.0,0.0
04-23 16:00:00+02:00,0.0,2.5118795932144167e-14,0.0,0.0,0.0
04-23 17:00:00+02:00,0.0,2.19824158875781e-14,0.0,0.0,0.0
04-23 18:00:00+02:00,0.0,-0.0027976546166633975,0.0027976546166621,0.0,0.0
04-23 19:00:00+02:00,0.0,-0.010150611273313986,0.0101506112733287,0.0,0.0
04-23 20:00:00+02:00,0.0,-0.007936334933301897,0.0079363349333287,0.0,0.0
04-23 21:00:00+02:00,0.0,-0.00013694177997339296,0.0001369417799954,0.0,0.0
04-23 22:00:00+02:00,0.0,7.518985434273873e-14,0.0,0.0,0.0
04-23 23:00:00+02:00,0.0,4.9904524956900786e-14,0.0,0.0,0.0
04-24 00:00:00+02:00,0.0,2.980948821118545e-14,0.0,0.0,0.0
04-24 01:00:00+02:00,0.0,-1.740274591099933e-14,0.0,0.0,0.0
04-24 02:00:00+02:00,0.0,-1.700029006457271e-14,0.0,0.0,0.0
04-24 03:00:00+02:00,0.0,-1.9692580899288714e-14,0.0,0.0,0.0
04-24 04:00:00+02:00,0.0,3.885780586188048e-16,0.0,0.0,0.0
04-24 05:00:00+02:00,0.0,1.9012569296705806e-14,0.0,0.0,0.0
04-24 06:00:00+02:00,0.0,-2.117750419472486e-14,0.0,0.0,0.0
04-24 07:00:00+02:00,0.0,-2.7977620220553945e-14,0.0,0.0,0.0
04-24 08:00:00+02:00,0.0,-5.759281940243e-14,0.0,0.0,0.0
04-24 09:00:00+02:00,0.0,-1.3877787807814457e-15,0.0,0.0,0.0
04-24 10:00:00+02:00,0.0,5.159761506945415e-14,0.0,0.0,0.0
04-24 11:00:00+02:00,0.0,-1.0408340855860843e-14,0.0,0.0,0.0
04-24 12:00:00+02:00,0.0,2.170486013142181e-14,0.0,0.0,0.0
04-24 13:00:00+02:00,0.0,-8.68749516769185e-15,0.0,0.0,0.0
04-24 14:00:00+02:00,0.0,-1.8596235662471372e-14,0.0,0.0,0.0
04-24 15:00:00+02:00,0.0,3.499978085130806e-14,0.0,0.0,0.0
04-24 16:00:00+02:00,0.0,-1.021405182655144e-14,0.0,0.0,0.0
04-24 17:00:00+02:00,0.0,1.7985612998927536e-14,0.0,0.0,0.0
04-24 18:00:00+02:00,0.0,-0.006758333013304224,0.0067583330133287,0.0,0.0
04-24 19:00:00+02:00,0.0,-0.008055404636617303,0.0080554046366621,0.0,0.0
04-24 20:00:00+02:00,0.0,-0.003895272513324305,0.0038952725133287,0.0,0.0
04-24 21:00:00+02:00,0.0,-3.0808688933348094e-15,0.0,0.0,0.0
04-24 22:00:00+02:00,0.0,3.901046152776644e-14,0.0,0.0,0.0
04-24 23:00:00+02:00,0.0,-1.4002687898084787e-14,0.0,0.0,0.0
04-25 00:00:00+02:00,0.0,-1.3003487175922146e-14,0.0,0.0,0.0
04-25 01:00:00+02:00,0.0,-1.6792123247455493e-14,0.0,0.0,0.0
04-25 02:00:00+02:00,0.0,-1.559863349598345e-14,0.0,0.0,0.0
04-25 03:00:00+02:00,0.0,4.1300296516055823e-14,0.0,0.0,0.0
04-25 04:00:00+02:00,0.0,-1.2698175844150228e-14,0.0,0.0,0.0
04-25 05:00:00+02:00,0.0,1.609823385706477e-15,0.0,0.0,0.0
04-25 06:00:00+02:00,0.0,1.0602629885170245e-14,0.0,0.0,0.0
04-25 07:00:00+02:00,0.0,8.992806499463768e-15,0.0,0.0,0.0
04-25 08:00:00+02:00,0.0,2.3203661214665772e-14,0.0,0.0,0.0
04-25 09:00:00+02:00,0.0,-2.6492696925117798e-14,0.0,0.0,0.0
04-25 10:00:00+02:00,0.0,-1.049160758270773e-14,0.0,0.0,0.0
04-25 11:00:00+02:00,0.0,2.2593038551121936e-14,0.0,0.0,0.0
04-25 12:00:00+02:00,0.0,1.2503886814840826e-14,0.0,0.0,0.0
04-25 13:00:00+02:00,0.0,-2.0192181260370035e-14,0.0,0.0,0.0
04-25 14:00:00+02:00,0.0,1.3003487175922146e-14,0.0,0.0,0.0
04-25 15:00:00+02:00,0.0,1.8096635301390052e-14,0.0,0.0,0.0
04-25 16:00:00+02:00,0.0,-4.191091917959966e-15,0.0,0.0,0.0
04-25 17:00:00+02:00,0.0,1.0574874309554616e-14,0.0,0.0,0.0
04-25 18:00:00+02:00,0.0,-0.0039461522833103,0.0039461522833287,0.0,0.0
04-25 19:00:00+02:00,0.0,-0.005568956109953588,0.0055689561099954,0.0,0.0
04-25 20:00:00+02:00,0.0,-0.0028701319166486994,0.0028701319166621,0.0,0.0
04-25 21:00:00+02:00,0.0,2.7422508708241367e-14,0.0,0.0,0.0
04-25 22:00:00+02:00,0.0,2.8033131371785203e-15,0.0,0.0,0.0
04-25 23:00:00+02:00,0.0,-1.329492071988625e-14,0.0,0.0,0.0
04-26 00:00:00+02:00,0.0,1.9192980538207394e-14,0.0,0.0,0.0
04-26 01:00:00+02:00,0.0,5.190292640122607e-15,0.0,0.0,0.0
04-26 02:00:00+02:00,0.0,4.120315200140112e-14,0.0,0.0,0.0
04-26 03:00:00+02:00,0.0,-2.640943019827091e-14,0.0,0.0,0.0
04-26 04:00:00+02:00,0.0,-8.396061623727746e-15,0.0,0.0,0.0
04-26 05:00:00+02:00,0.0,3.60961260881254e-14,0.0,0.0,0.0
04-26 06:00:00+02:00,0.0,1.0005885009434223e-14,0.0,0.0,0.0
04-26 07:00:00+02:00,0.0,4.107825191113079e-15,0.0,0.0,0.0
04-26 08:00:00+02:00,0.0,2.180200464607651e-14,0.0,0.0,0.0
04-26 09:00:00+02:00,0.0,1.9789725413943415e-14,0.0,0.0,0.0
04-26 10:00:00+02:00,0.0,-1.700029006457271e-14,0.0,0.0,0.0
04-26 11:00:00+02:00,0.0,-6.300515664747763e-15,0.0,0.0,0.0
04-26 12:00:00+02:00,0.0,6.591949208711867e-15,0.0,0.0,0.0
04-26 13:00:00+02:00,0.0,-2.7908231281514873e-14,0.0,0.0,0.0
04-26 14:00:00+02:00,0.0,3.3029134982598407e-15,0.0,0.0,0.0
04-26 15:00:00+02:00,0.0,-7.105427357601002e-15,0.0,0.0,0.0
04-26 16:00:00+02:00,0.0,5.800915303666443e-15,0.0,0.0,0.0
04-26 17:00:00+02:00,0.0,1.2490009027033011e-14,0.0,0.0,0.0
04-26 18:00:00+02:00,0.0,4.191091917959966e-15,0.0,0.0,0.0
04-26 19:00:00+02:00,0.0,4.2799097599299785e-14,0.0,0.0,0.0
04-26 20:00:00+02:00,0.0,-1.0894063429134349e-14,0.0,0.0,0.0
04-26 21:00:00+02:00,0.0,4.4797499043625066e-14,0.0,0.0,0.0
04-26 22:00:00+02:00,0.0,1.008915173628111e-14,0.0,0.0,0.0
04-26 23:00:00+02:00,0.0,-4.801714581503802e-15,0.0,0.0,0.0
04-27 00:00:00+02:00,0.0,1.239286451237831e-14,0.0,0.0,0.0
04-27 01:00:00+02:00,0.0,6.800116025829084e-15,0.0,0.0,0.0
04-27 02:00:00+02:00,0.0,3.060052211623088e-14,0.0,0.0,0.0
04-27 03:00:00+02:00,0.0,5.340172748447003e-14,0.0,0.0,0.0
04-27 04:00:00+02:00,0.0,-1.6292522886374172e-14,0.0,0.0,0.0
04-27 05:00:00+02:00,0.0,-1.3697376566312869e-14,0.0,0.0,0.0
04-27 06:00:00+02:00,0.0,1.0894063429134349e-14,0.0,0.0,0.0
04-27 07:00:00+02:00,0.0,-4.150846333317304e-14,0.0,0.0,0.0
04-27 08:00:00+02:00,0.0,3.980149543281186e-14,0.0,0.0,0.0
04-27 09:00:00+02:00,0.0,1.419697692739419e-14,0.0,0.0,0.0
04-27 10:00:00+02:00,0.0,4.496403249731884e-15,0.0,0.0,0.0
04-27 11:00:00+02:00,0.0,1.3905543383430086e-14,0.0,0.0,0.0
04-27 12:00:00+02:00,0.0,9.58955137519979e-15,0.0,0.0,0.0
04-27 13:00:00+02:00,0.0,3.029521078445896e-14,0.0,0.0,0.0
04-27 14:00:00+02:00,0.0,7.779887845060784e-14,0.0,0.0,0.0
04-27 15:00:00+02:00,0.0,2.020605904817785e-14,0.0,0.0,0.0
04-27 16:00:00+02:00,0.0,-4.7600812180803587e-14,0.0,0.0,0.0
04-27 17:00:00+02:00,0.0,3.12944115066216e-14,0.0,0.0,0.0
04-27 18:00:00+02:00,0.0,5.179190409876355e-14,0.0,0.0,0.0
04-27 19:00:00+02:00,0.0,-1.569577801063815e-14,0.0,0.0,0.0
04-27 20:00:00+02:00,0.0,-4.9960036108132044e-15,0.0,0.0,0.0
04-27 21:00:00+02:00,0.0,1.2101430968414206e-14,0.0,0.0,0.0
04-27 22:00:00+02:00,0.0,4.1092129698938606e-14,0.0,0.0,0.0
04-27 23:00:00+02:00,0.0,-2.8796409701215e-14,0.0,0.0,0.0
04-28 00:00:00+02:00,0.0,2.3994695119711196e-14,0.0,0.0,0.0
04-28 01:00:00+02:00,0.0,4.191091917959966e-14,0.0,0.0,0.0
04-28 02:00:00+02:00,0.0,-7.91033905045424e-16,0.0,0.0,0.0
04-28 03:00:00+02:00,0.0,-2.731148640577885e-14,0.0,0.0,0.0
04-28 04:00:00+02:00,0.0,1.8207657603852567e-14,0.0,0.0,0.0
04-28 05:00:00+02:00,0.0,-1.1005085731596864e-14,0.0,0.0,0.0
04-28 06:00:00+02:00,0.0,2.849109836944308e-14,0.0,0.0,0.0
04-28 07:00:00+02:00,0.0,1.0505485370515544e-14,0.0,0.0,0.0
04-28 08:00:00+02:00,0.0,4.2049697057677804e-15,0.0,0.0,0.0
04-28 09:00:00+02:00,0.0,-8.604228440844963e-15,0.0,0.0,0.0
04-28 10:00:00+02:00,0.0,1.9012569296705806e-15,0.0,0.0,0.0
04-28 11:00:00+02:00,0.0,-1.304512053934559e-15,0.0,0.0,0.0
04-28 12:00:00+02:00,0.0,3.029521078445896e-14,0.0,0.0,0.0
04-28 13:00:00+02:00,0.0,3.11972669919669e-14,0.0,0.0,0.0
04-28 14:00:00+02:00,0.0,1.4502288259166107e-14,0.0,0.0,0.0
04-28 15:00:00+02:00,0.0,3.11001224773122e-14,0.0,0.0,0.0
04-28 16:00:00+02:00,0.0,1.2087553180606392e-14,0.0,0.0,0.0
04-28 17:00:00+02:00,0.0,2.9726221484338566e-14,0.0,0.0,0.0
04-28 18:00:00+02:00,0.0,3.400058012914542e-14,0.0,0.0,0.0
04-28 19:00:00+02:00,0.0,-0.0040874331800085095,0.0040874331799954,0.0,0.0
04-28 20:00:00+02:00,0.0,-0.0025471273266476913,0.0025471273266621,0.0,0.0
04-28 21:00:00+02:00,0.0,-4.191091917959966e-15,0.0,0.0,0.0
04-28 22:00:00+02:00,0.0,2.2593038551121936e-14,0.0,0.0,0.0
04-28 23:00:00+02:00,0.0,2.550737399076297e-14,0.0,0.0,0.0
04-29 00:00:00+02:00,0.0,5.340172748447003e-14,0.0,0.0,0.0
04-29 01:00:00+02:00,0.0,3.400058012914542e-15,0.0,0.0,0.0
04-29 02:00:00+02:00,0.0,-2.799149800836176e-14,0.0,0.0,0.0
04-29 03:00:00+02:00,0.0,4.4297898682543746e-14,0.0,0.0,0.0
04-29 04:00:00+02:00,0.0,-1.4904744105592727e-14,0.0,0.0,0.0
04-29 05:00:00+02:00,0.0,-1.9984014443252818e-15,0.0,0.0,0.0
04-29 06:00:00+02:00,0.0,1.6903145549918008e-14,0.0,0.0,0.0
04-29 07:00:00+02:00,0.0,-1.071365218763276e-14,0.0,0.0,0.0
04-29 08:00:00+02:00,0.0,2.88935542158697e-14,0.0,0.0,0.0
04-29 09:00:00+02:00,0.0,8.060219158778636e-14,0.0,0.0,0.0
04-29 10:00:00+02:00,0.0,1.239286451237831e-14,0.0,0.0,0.0
04-29 11:00:00+02:00,0.0,1.7805201757425948e-14,0.0,0.0,0.0
04-29 12:00:00+02:00,0.0,2.929601006229632e-14,0.0,0.0,0.0
04-29 13:00:00+02:00,0.0,5.204170427930421e-15,0.0,0.0,0.0
04-29 14:00:00+02:00,0.0,-1.509903313490213e-14,0.0,0.0,0.0
04-29 15:00:00+02:00,0.0,2.914335439641036e-16,0.0,0.0,0.0
04-29 16:00:00+02:00,0.0,1.479372180313021e-14,0.0,0.0,0.0
04-29 17:00:00+02:00,0.0,3.430589146091734e-14,0.0,0.0,0.0
04-29 18:00:00+02:00,0.0,-9.409140133698202e-15,0.0,0.0,0.0
04-29 19:00:00+02:00,0.0,-0.0031987092966612174,0.0031987092966621,0.0,0.0
04-29 20:00:00+02:00,0.0,-0.0010382319632749049,0.0010382319633287,0.0,0.0
04-29 21:00:00+02:00,0.0,-2.4480417692984702e-14,0.0,0.0,0.0
04-29 22:00:00+02:00,0.0,3.430589146091734e-14,0.0,0.0,0.0
04-29 23:00:00+02:00,0.0,2.9976021664879227e-15,0.0,0.0,0.0
04-30 00:00:00+02:00,0.0,6.702971511174383e-15,0.0,0.0,0.0
04-30 01:00:00+02:00,0.0,7.494005416219807e-15,0.0,0.0,0.0
04-30 02:00:00+02:00,0.0,-1.5210055437364645e-14,0.0,0.0,0.0
04-30 03:00:00+02:00,0.0,3.35009797680641e-14,0.0,0.0,0.0
04-30 04:00:00+02:00,0.0,1.619537837171947e-14,0.0,0.0,0.0
04-30 05:00:00+02:00,0.0,1.7805201757425948e-14,0.0,0.0,0.0
04-30 06:00:00+02:00,0.0,-7.105427357601002e-15,0.0,0.0,0.0
04-30 07:00:00+02:00,0.0,-3.13915560212763e-14,0.0,0.0,0.0
04-30 08:00:00+02:00,0.0,3.5110803153770576e-14,0.0,0.0,0.0
04-30 09:00:00+02:00,0.0,3.259892356055616e-14,0.0,0.0,0.0
04-30 10:00:00+02:00,0.0,4.839184608584901e-14,0.0,0.0,0.0
04-30 11:00:00+02:00,0.0,-3.659572644920672e-14,0.0,0.0,0.0
04-30 12:00:00+02:00,0.0,2.4091839634365897e-14,0.0,0.0,0.0
04-30 13:00:00+02:00,0.0,-8.604228440844963e-15,0.0,0.0,0.0
04-30 14:00:00+02:00,0.0,2.410571742217371e-14,0.0,0.0,0.0
04-30 15:00:00+02:00,0.0,-3.899658373995862e-15,0.0,0.0,0.0
04-30 16:00:00+02:00,0.0,5.2707838094079307e-14,0.0,0.0,0.0
04-30 17:00:00+02:00,0.0,-7.993605777301127e-15,0.0,0.0,0.0
04-30 18:00:00+02:00,0.0,3.094746681142624e-15,0.0,0.0,0.0
04-30 19:00:00+02:00,0.0,-2.400857290751901e-14,0.0,0.0,0.0
04-30 20:00:00+02:00,0.0,-2.989275493803234e-14,0.0,0.0,0.0
04-30 21:00:00+02:00,0.0,1.0103029524088925e-14,0.0,0.0,0.0
04-30 22:00:00+02:00,0.0,-1.890154699424329e-14,0.0,0.0,0.0
04-30 23:00:00+02:00,0.0,2.9101721032986916e-14,0.0,0.0,0.0
05-01 00:00:00+02:00,0.0,5.240252676230739e-14,0.0,0.0,0.0
05-01 01:00:00+02:00,0.0,3.5901837058816e-14,0.0,0.0,0.0
05-01 02:00:00+02:00,0.0,2.310651670001107e-14,0.0,0.0,0.0
05-01 03:00:00+02:00,0.0,2.8033131371785203e-15,0.0,0.0,0.0
05-01 04:00:00+02:00,0.0,1.709743457922741e-14,0.0,0.0,0.0
05-01 05:00:00+02:00,0.0,4.2799097599299785e-14,0.0,0.0,0.0
05-01 06:00:00+02:00,0.0,3.319566843629218e-14,0.0,0.0,0.0
05-01 07:00:00+02:00,0.0,-1.8041124150158794e-15,0.0,0.0,0.0
05-01 08:00:00+02:00,0.0,4.7503667666148885e-14,0.0,0.0,0.0
05-01 09:00:00+02:00,0.0,4.381217610927024e-14,0.0,0.0,0.0
05-01 10:00:00+02:00,0.0,2.350897254643769e-14,0.0,0.0,0.0
05-01 11:00:00+02:00,0.0,5.290212712338871e-14,0.0,0.0,0.0
05-01 12:00:00+02:00,0.0,1.0408340855860843e-14,0.0,0.0,0.0
05-01 13:00:00+02:00,0.0,-2.095545958979983e-15,0.0,0.0,0.0
05-01 14:00:00+02:00,0.0,9.298117831235686e-15,0.0,0.0,0.0
05-01 15:00:00+02:00,0.0,1.887379141862766e-15,0.0,0.0,0.0
05-01 16:00:00+02:00,0.0,-6.800116025829084e-15,0.0,0.0,0.0
05-01 17:00:00+02:00,0.0,-2.0816681711721685e-16,0.0,0.0,0.0
05-01 18:00:00+02:00,0.0,2.568778523226456e-14,0.0,0.0,0.0
05-01 19:00:00+02:00,0.0,1.008915173628111e-14,0.0,0.0,0.0
05-01 20:00:00+02:00,0.0,2.4896751327219135e-14,0.0,0.0,0.0
05-01 21:00:00+02:00,0.0,-2.4980018054066022e-15,0.0,0.0,0.0
05-01 22:00:00+02:00,0.0,-2.6395552410463097e-14,0.0,0.0,0.0
05-01 23:00:00+02:00,0.0,2.3897550605056495e-14,0.0,0.0,0.0
