LoadLevel,CCGT_1,CCGT_2,CCGT_3,SolarPV_1,WindFarm_1
06-21 16:00:00+02:00,0.0,-0.0244026721499519,0.0244026721499954,0.0,0.0
06-21 17:00:00+02:00,0.0,-0.0277674925500232,0.0277674925499954,0.0,0.0
06-21 18:00:00+02:00,0.0,-0.02942311263335981,0.0294231126333287,0.0,0.0
06-21 19:00:00+02:00,0.0,-0.03250932658663622,0.0325093265866621,0.0,0.0
06-21 20:00:00+02:00,0.0,-0.02900820435333562,0.0290082043533288,0.0,0.0
06-21 21:00:00+02:00,0.0,-0.020557658216633995,0.0205576582166621,0.0,0.0
06-21 22:00:00+02:00,0.0,-0.012386848439997183,0.0123868484399954,0.0,0.0
06-21 23:00:00+02:00,0.0,-0.006434461686645715,0.0064344616866621,0.0,0.0
06-22 00:00:00+02:00,0.0,-0.002357357910042407,0.0023573579099954,0.0,0.0
06-22 01:00:00+02:00,0.0,-2.120525977034049e-14,0.0,0.0,0.0
06-22 02:00:00+02:00,0.0,2.7922109069322687e-14,0.0,0.0,0.0
06-22 03:00:00+02:00,0.0,4.629630012686903e-14,0.0,0.0,0.0
06-22 04:00:00+02:00,0.0,-1.609823385706477e-15,0.0,0.0,0.0
06-22 05:00:00+02:00,0.0,3.039235529911366e-14,0.0,0.0,0.0
06-22 06:00:00+02:00,0.0,-0.0004972488900001903,0.0004972488899954,0.0,0.0
06-22 07:00:00+02:00,0.0,-0.003363763786661922,0.0033637637866621,0.0,0.0
06-22 08:00:00+02:00,0.0006118260000068,-0.0043389824999637006,0.0037271564999931,0.0,0.0
06-22 09:00:00+02:00,0.0043015379500068,-0.0070657285499682865,0.0027641905999931,0.0,0.0
06-22 10:00:00+02:00,0.0054017470500068,-0.009634834450048618,0.0042330873999931,0.0,0.0
06-22 11:00:00+02:00,0.0055555274600068,-0.013330556860037784,0.0077750293999931,0.0,0.0
06-22 12:00:00+02:00,0.0044097908000068,-0.016153992899963915,0.0117442020999931,0.0,0.0
06-22 13:00:00+02:00,0.0016808962100068,-0.019750314909989186,0.0180694186999931,0.0,0.0
06-22 14:00:00+02:00,0.0,-0.024469135003306608,0.0244691350033287,0.0,0.0
06-22 15:00:00+02:00,0.0,-0.0304559676666577,0.0304559676666621,0.0,0.0
06-22 16:00:00+02:00,0.0,-0.03592050320334239,0.0359205032033287,0.0,0.0
06-22 17:00:00+02:00,0.0,-0.03710434667000859,0.0371043466699954,0.0,0.0
06-22 18:00:00+02:00,0.0,-0.03644424876661609,0.0364442487666621,0.0,0.0
06-22 19:00:00+02:00,0.0,-0.0384296339033208,0.0384296339033288,0.0,0.0
06-22 20:00:00+02:00,0.0,-0.03496824585328559,0.0349682458533287,0.0,0.0
06-22 21:00:00+02:00,0.0,-0.026479513233348906,0.0264795132333287,0.0,0.0
06-22 22:00:00+02:00,0.0,-0.01618224761666079,0.0161822476166621,0.0,0.0
06-22 23:00:00+02:00,0.0,-0.008845484869979214,0.0088454848699954,0.0,0.0
06-23 00:00:00+02:00,0.0,-0.0059215142800247145,0.0059215142799954,0.0,0.0
06-23 01:00:00+02:00,0.0,-0.003637765623346889,0.0036377656233287,0.0,0.0
06-23 02:00:00+02:00,0.0,-0.002049681623336602,0.0020496816233287,0.0,0.0
06-23 03:00:00+02:00,0.0,-0.0013504638233286237,0.0013504638233287,0.0,0.0
06-23 04:00:00+02:00,0.0,-0.002108427160007309,0.0021084271599954,0.0,0.0
06-23 05:00:00+02:00,0.0,-0.006536074223324195,0.0065360742233287,0.0,0.0
06-23 06:00:00+02:00,0.0,-0.010967231373321784,0.0109672313733287,0.0,0.0
06-23 07:00:00+02:00,0.0,-0.010832691746618495,0.0108326917466621,0.0,0.0
06-23 08:00:00+02:00,0.0,-0.009160197256634306,0.0091601972566621,0.0,0.0
06-23 09:00:00+02:00,0.0,-0.008619318769988699,0.0086193187699954,0.0,0.0
06-23 10:00:00+02:00,0.0,-0.010906186603266588,0.0109061866033288,0.0,0.0
06-23 11:00:00+02:00,0.0,-0.014210503696655913,0.0142105036966621,0.0,0.0
06-23 12:00:00+02:00,0.0,-0.0182976437466775,0.0182976437466621,0.0,0.0
06-23 13:00:00+02:00,0.0,-0.022133786726724503,0.0221337867266621,0.0,0.0
06-23 14:00:00+02:00,0.0,-0.028494277703343313,0.0284942777033287,0.0,0.0
06-23 15:00:00+02:00,0.0,-0.032927569736708295,0.0329275697366621,0.0,0.0
06-23 16:00:00+02:00,0.0,-0.033513910093338706,0.0335139100933287,0.0,0.0
06-23 17:00:00+02:00,0.0,-0.032405328073312284,0.0324053280733287,0.0,0.0
06-23 18:00:00+02:00,0.0,-0.0323712145133217,0.0323712145133288,0.0,0.0
06-23 19:00:00+02:00,0.0,-0.036449926529976084,0.0364499265299954,0.0,0.0
06-23 20:00:00+02:00,0.0,-0.036699529123349006,0.0366995291233288,0.0,0.0
06-23 21:00:00+02:00,0.0,-0.0278582251133368,0.0278582251133287,0.0,0.0
06-23 22:00:00+02:00,0.0,-0.018047449549926292,0.0180474495499954,0.0,0.0
06-23 23:00:00+02:00,0.0,-0.011879558936673501,0.0118795589366621,0.0,0.0
06-24 00:00:00+02:00,0.0,-0.006619581053316781,0.0066195810533287,0.0,0.0
06-24 01:00:00+02:00,0.0,-0.002884026593284794,0.0028840265933287,0.0,0.0
06-24 02:00:00+02:00,0.0,7.188694084447889e-15,0.0,0.0,0.0
06-24 03:00:00+02:00,0.0,1.1407541578023483e-14,0.0,0.0,0.0
06-24 04:00:00+02:00,0.0,7.993605777301127e-15,0.0,0.0,0.0
06-24 05:00:00+02:00,0.0,-0.00432602434998261,0.0043260243499954,0.0,0.0
06-24 06:00:00+02:00,0.0,-0.0095132841666824,0.0095132841666621,0.0,0.0
06-24 07:00:00+02:00,0.0,-0.00916411964668512,0.0091641196466621,0.0,0.0
06-24 08:00:00+02:00,0.0,-0.006231415616652303,0.0062314156166621,0.0,0.0
06-24 09:00:00+02:00,0.0,-0.005966474029994007,0.0059664740299954,0.0,0.0
06-24 10:00:00+02:00,0.0008744050800068,-0.008504366479981512,0.0076299613999931,0.0,0.0
06-24 11:00:00+02:00,0.0003825591700068,-0.01108956757000909,0.0107070083999932,0.0,0.0
06-24 12:00:00+02:00,0.0003042654200068,-0.015997552619951505,0.0156932871999931,0.0,0.0
06-24 13:00:00+02:00,0.0,-0.021666565659992587,0.0216665656599954,0.0,0.0
06-24 14:00:00+02:00,0.0,-0.026697102526644395,0.0266971025266621,0.0,0.0
06-24 15:00:00+02:00,0.0,-0.03136426162666012,0.0313642616266621,0.0,0.0
06-24 16:00:00+02:00,0.0,-0.0357411584099612,0.0357411584099954,0.0,0.0
06-24 17:00:00+02:00,0.0,-0.03803648983999369,0.0380364898399954,0.0,0.0
06-24 18:00:00+02:00,0.0,-0.039393605086623595,0.0393936050866621,0.0,0.0
06-24 19:00:00+02:00,0.0,-0.04237855000331639,0.0423785500033288,0.0,0.0
06-24 20:00:00+02:00,0.0,-0.040807545099961096,0.0408075450999954,0.0,0.0
06-24 21:00:00+02:00,0.0,-0.029064931856666087,0.0290649318566621,0.0,0.0
06-24 22:00:00+02:00,0.0,-0.01903129054327299,0.0190312905433287,0.0,0.0
06-24 23:00:00+02:00,0.0,-0.01276695868332331,0.0127669586833287,0.0,0.0
06-25 00:00:00+02:00,0.0,-0.008195221513289191,0.0081952215133287,0.0,0.0
06-25 01:00:00+02:00,0.0,-0.004997515293347299,0.0049975152933288,0.0,0.0
06-25 02:00:00+02:00,0.0,-0.003378626049997585,0.0033786260499954,0.0,0.0
06-25 03:00:00+02:00,0.0,-0.0032366190366434067,0.0032366190366621,0.0,0.0
06-25 04:00:00+02:00,0.0,-0.00407324358665942,0.0040732435866621,0.0,0.0
06-25 05:00:00+02:00,0.0,-0.008648680883348497,0.0086486808833287,0.0,0.0
06-25 06:00:00+02:00,0.0,-0.013130713546666478,0.0131307135466621,0.0,0.0
06-25 07:00:00+02:00,0.0,-0.012269258863350313,0.0122692588633288,0.0,0.0
06-25 08:00:00+02:00,0.0016601589700068,-0.01007765736996441,0.0084174983999931,0.0,0.0
06-25 09:00:00+02:00,0.0039974045500068,-0.011495779650042198,0.0074983750999931,0.0,0.0
06-25 10:00:00+02:00,0.0046669929700068,-0.012765209369996894,0.0080982163999932,0.0,0.0
06-25 11:00:00+02:00,0.0044610416400068,-0.015216610639981115,0.0107555689999932,0.0,0.0
06-25 12:00:00+02:00,0.0034154992200068,-0.01854781502001701,0.0151323157999931,0.0,0.0
06-25 13:00:00+02:00,0.0023925791400068,-0.023057149539977895,0.0206645703999931,0.0,0.0
06-25 14:00:00+02:00,0.0008611666400068,-0.0270598077399907,0.0261986410999931,0.0,0.0
06-25 15:00:00+02:00,0.0,-0.030454740110006706,0.0304547401099954,0.0,0.0
06-25 16:00:00+02:00,0.0,-0.033565442186658995,0.0335654421866621,0.0,0.0
06-25 17:00:00+02:00,0.0,-0.03589070333665681,0.0358907033366621,0.0,0.0
06-25 18:00:00+02:00,0.0,-0.0369684075066371,0.0369684075066621,0.0,0.0
06-25 19:00:00+02:00,0.0,-0.039579916719968994,0.0395799167199954,0.0,0.0
06-25 20:00:00+02:00,0.0,-0.03757662683665,0.0375766268366621,0.0,0.0
06-25 21:00:00+02:00,0.0,-0.0274335997899664,0.0274335997899954,0.0,0.0
06-25 22:00:00+02:00,0.0,-0.017938639506624193,0.0179386395066621,0.0,0.0
06-25 23:00:00+02:00,0.0,-0.01093028174331448,0.0109302817433287,0.0,0.0
06-26 00:00:00+02:00,0.0,-0.006578267213275091,0.0065782672133287,0.0,0.0
06-26 01:00:00+02:00,0.0,-0.0040073891899709835,0.0040073891899954,0.0,0.0
06-26 02:00:00+02:00,0.0,-0.0021311985566179192,0.0021311985566621,0.0,0.0
06-26 03:00:00+02:00,0.0,-0.0017759055866563012,0.0017759055866621,0.0,0.0
06-26 04:00:00+02:00,0.0,-0.002630271120007577,0.0026302711199954,0.0,0.0
06-26 05:00:00+02:00,0.0,-0.008485730723301804,0.0084857307233287,0.0,0.0
06-26 06:00:00+02:00,0.0,-0.012799889913300111,0.0127998899133288,0.0,0.0
06-26 07:00:00+02:00,0.0,-0.012659599466642801,0.0126595994666621,0.0,0.0
06-26 08:00:00+02:00,0.0031971212000068,-0.0118142531999757,0.0086171319999931,0.0,0.0
06-26 09:00:00+02:00,0.0057029671900068,-0.01303538448999031,0.0073324172999931,0.0,0.0
06-26 10:00:00+02:00,0.0065690558000068,-0.014123436899976777,0.0075543810999931,0.0,0.0
06-26 11:00:00+02:00,0.0055993342200068,-0.016312308520016694,0.0107129742999931,0.0,0.0
06-26 12:00:00+02:00,0.0021295995500068,-0.01837878034999821,0.0162491807999931,0.0,0.0
06-26 13:00:00+02:00,0.0,-0.021748638673337012,0.0217486386733288,0.0,0.0
06-26 14:00:00+02:00,0.0,-0.0270074234899641,0.0270074234899954,0.0,0.0
06-26 15:00:00+02:00,0.0,-0.03036693506663779,0.0303669350666621,0.0,0.0
06-26 16:00:00+02:00,0.0,-0.0336175899166237,0.0336175899166621,0.0,0.0
06-26 17:00:00+02:00,0.0,-0.035440286999981196,0.0354402869999954,0.0,0.0
06-26 18:00:00+02:00,0.0,-0.03722887238,0.0372288723799954,0.0,0.0
06-26 19:00:00+02:00,0.0,-0.04216323586332241,0.0421632358633287,0.0,0.0
06-26 20:00:00+02:00,0.0,-0.041418211730006704,0.0414182117299954,0.0,0.0
06-26 21:00:00+02:00,0.0,-0.0323229938133526,0.0323229938133287,0.0,0.0
06-26 22:00:00+02:00,0.0,-0.02273904011666092,0.0227390401166621,0.0,0.0
06-26 23:00:00+02:00,0.0,-0.015089585809982403,0.0150895858099954,0.0,0.0
06-27 00:00:00+02:00,0.0,-0.008963331916664902,0.0089633319166621,0.0,0.0
06-27 01:00:00+02:00,0.0,-0.0064334108666402046,0.0064334108666621,0.0,0.0
06-27 02:00:00+02:00,0.0,-0.004537678693376207,0.0045376786933287,0.0,0.0
06-27 03:00:00+02:00,0.0,-0.004360863150024291,0.0043608631499954,0.0,0.0
06-27 04:00:00+02:00,0.0,-0.005445813450013104,0.0054458134499954,0.0,0.0
06-27 05:00:00+02:00,0.0,-0.009976208410028081,0.0099762084099954,0.0,0.0
06-27 06:00:00+02:00,0.0,-0.01418275708333308,0.0141827570833287,0.0,0.0
06-27 07:00:00+02:00,0.0,-0.013424281659976917,0.0134242816599954,0.0,0.0
06-27 08:00:00+02:00,0.0,-0.0106938858733312,0.0106938858733288,0.0,0.0
06-27 09:00:00+02:00,0.0032180957300068,-0.013963956330000193,0.0107458605999931,0.0,0.0
06-27 10:00:00+02:00,0.0043247798300068,-0.01707578982997149,0.0127510099999931,0.0,0.0
06-27 11:00:00+02:00,0.0039861024000068,-0.02067977439999591,0.0166936719999932,0.0,0.0
06-27 12:00:00+02:00,0.0020676923300068,-0.021257796629918918,0.0191901042999931,0.0,0.0
06-27 13:00:00+02:00,0.0004118524000068,-0.022088727499977395,0.0216768750999931,0.0,0.0
06-27 14:00:00+02:00,0.0,-0.02466397529999878,0.0246639752999954,0.0,0.0
06-27 15:00:00+02:00,0.0,-0.02640561803333749,0.0264056180333287,0.0,0.0
06-27 16:00:00+02:00,0.0,-0.028756087053336515,0.0287560870533287,0.0,0.0
06-27 17:00:00+02:00,0.0,-0.02926124715330672,0.0292612471533287,0.0,0.0
06-27 18:00:00+02:00,0.0,-0.03233673353000571,0.0323367335299954,0.0,0.0
06-27 19:00:00+02:00,0.0,-0.03817798490334892,0.0381779849033287,0.0,0.0
06-27 20:00:00+02:00,0.0,-0.03982226941997852,0.0398222694199954,0.0,0.0
06-27 21:00:00+02:00,0.0,-0.032373231163317695,0.0323732311633287,0.0,0.0
06-27 22:00:00+02:00,0.0,-0.02336393812333909,0.0233639381233287,0.0,0.0
06-27 23:00:00+02:00,0.0,-0.016090013179949597,0.0160900131799954,0.0,0.0
06-28 00:00:00+02:00,0.0,-0.011320551893304387,0.0113205518933287,0.0,0.0
06-28 01:00:00+02:00,0.0,-0.008673069369983605,0.0086730693699954,0.0,0.0
06-28 02:00:00+02:00,0.0,-0.006903299973317095,0.0069032999733287,0.0,0.0
06-28 03:00:00+02:00,0.0,-0.005746378093315879,0.0057463780933287,0.0,0.0
06-28 04:00:00+02:00,0.0,-0.0048206221933072,0.0048206221933287,0.0,0.0
06-28 05:00:00+02:00,0.0,-0.007737944789999007,0.0077379447899954,0.0,0.0
06-28 06:00:00+02:00,0.0,-0.011994366910013987,0.0119943669099954,0.0,0.0
06-28 07:00:00+02:00,0.0,-0.013296124666686088,0.0132961246666621,0.0,0.0
06-28 08:00:00+02:00,0.0039085401100068,-0.015268194510047989,0.0113596543999931,0.0,0.0
06-28 09:00:00+02:00,0.0064987367600068,-0.018599240259995486,0.0121005034999931,0.0,0.0
06-28 10:00:00+02:00,0.0074681288300068,-0.021134225530009904,0.0136660966999931,0.0,0.0
06-28 11:00:00+02:00,0.0069535143500068,-0.022946364250012508,0.0159928498999931,0.0,0.0
06-28 12:00:00+02:00,0.0039719413300068,-0.021594556429959,0.0176226150999931,0.0,0.0
06-28 13:00:00+02:00,0.0020194143500068,-0.02282804584998241,0.0208086314999931,0.0,0.0
06-28 14:00:00+02:00,0.0,-0.023115016833289925,0.0231150168333288,0.0,0.0
06-28 15:00:00+02:00,0.0,-0.023683050063323496,0.0236830500633287,0.0,0.0
06-28 16:00:00+02:00,0.0,-0.02432830736995359,0.0243283073699954,0.0,0.0
06-28 17:00:00+02:00,0.0,-0.025390149586619393,0.0253901495866621,0.0,0.0
06-28 18:00:00+02:00,0.0,-0.030436810653323182,0.0304368106533288,0.0,0.0
06-28 19:00:00+02:00,0.0,-0.03783085159663091,0.0378308515966621,0.0,0.0
06-28 20:00:00+02:00,0.0,-0.03799856716332908,0.0379985671633288,0.0,0.0
06-28 21:00:00+02:00,0.0,-0.03003518731999319,0.0300351873199954,0.0,0.0
06-28 22:00:00+02:00,0.0,-0.022307646436624695,0.0223076464366621,0.0,0.0
06-28 23:00:00+02:00,0.0,-0.015084141876651996,0.0150841418766621,0.0,0.0
06-29 00:00:00+02:00,0.0,-0.010874547373323079,0.0108745473733287,0.0,0.0
06-29 01:00:00+02:00,0.0,-0.007839992856603889,0.0078399928566621,0.0,0.0
06-29 02:00:00+02:00,0.0,-0.006628736439973498,0.0066287364399954,0.0,0.0
06-29 03:00:00+02:00,0.0,-0.005922511906667399,0.0059225119066621,0.0,0.0
06-29 04:00:00+02:00,0.0,-0.005129799273299096,0.0051297992733287,0.0,0.0
06-29 05:00:00+02:00,0.0,-0.0062398094899839,0.0062398094899954,0.0,0.0
06-29 06:00:00+02:00,0.0,-0.009283824506675309,0.0092838245066621,0.0,0.0
06-29 07:00:00+02:00,0.0,-0.011800170763327289,0.0118001707633288,0.0,0.0
06-29 08:00:00+02:00,0.0,-0.014540163796660288,0.0145401637966621,0.0,0.0
06-29 09:00:00+02:00,0.0012172402900068,-0.017668329990006615,0.0164510896999931,0.0,0.0
06-29 10:00:00+02:00,0.0007698528400068,-0.019251256139973194,0.0184814032999931,0.0,0.0
06-29 11:00:00+02:00,0.0,-0.021329495413322797,0.0213294954133288,0.0,0.0
06-29 12:00:00+02:00,0.0,-0.0245197167466788,0.0245197167466621,0.0,0.0
06-29 13:00:00+02:00,0.0,-0.025743927596629496,0.0257439275966621,0.0,0.0
06-29 14:00:00+02:00,0.0,-0.02709916944668639,0.0270991694466621,0.0,0.0
06-29 15:00:00+02:00,0.0,-0.027948872713259187,0.0279488727133287,0.0,0.0
06-29 16:00:00+02:00,0.0,-0.025383171029979806,0.0253831710299954,0.0,0.0
06-29 17:00:00+02:00,0.0,-0.023766477446672596,0.0237664774466621,0.0,0.0
06-29 18:00:00+02:00,0.0,-0.028203056896632495,0.0282030568966621,0.0,0.0
06-29 19:00:00+02:00,0.0,-0.0353497825800273,0.0353497825799954,0.0,0.0
06-29 20:00:00+02:00,0.0,-0.03369783024666628,0.0336978302466621,0.0,0.0
06-29 21:00:00+02:00,0.0,-0.02442014466329398,0.0244201446633287,0.0,0.0
06-29 22:00:00+02:00,0.0,-0.015283259979982616,0.0152832599799954,0.0,0.0
06-29 23:00:00+02:00,0.0,-0.00951231605669342,0.0095123160566621,0.0,0.0
06-30 00:00:00+02:00,0.0,-0.00534355449997112,0.0053435544999954,0.0,0.0
06-30 01:00:00+02:00,0.0,-0.0021868899867017177,0.0021868899866621,0.0,0.0
06-30 02:00:00+02:00,0.0,-0.0005389967233239978,0.0005389967233287,0.0,0.0
06-30 03:00:00+02:00,0.0,-0.0006322286499844121,0.0006322286499954,0.0,0.0
06-30 04:00:00+02:00,0.0,-0.002497706526655291,0.0024977065266621,0.0,0.0
06-30 05:00:00+02:00,0.0,-0.006005554546660213,0.0060055545466621,0.0,0.0
06-30 06:00:00+02:00,0.0,-0.00947237982998389,0.0094723798299954,0.0,0.0
06-30 07:00:00+02:00,0.0,-0.008558973606646314,0.0085589736066621,0.0,0.0
06-30 08:00:00+02:00,0.0,-0.0069277280666488195,0.0069277280666621,0.0,0.0
06-30 09:00:00+02:00,0.0,-0.007452699266677104,0.0074526992666621,0.0,0.0
06-30 10:00:00+02:00,0.0,-0.008415851086628207,0.0084158510866621,0.0,0.0
06-30 11:00:00+02:00,0.0,-0.009957096983351094,0.0099570969833287,0.0,0.0
06-30 12:00:00+02:00,0.0,-0.012053677783331301,0.0120536777833287,0.0,0.0
06-30 13:00:00+02:00,0.0,-0.011979242959999387,0.0119792429599954,0.0,0.0
06-30 14:00:00+02:00,0.0,-0.013218507053317508,0.0132185070533287,0.0,0.0
06-30 15:00:00+02:00,0.0,-0.015116415253335819,0.0151164152533287,0.0,0.0
06-30 16:00:00+02:00,0.0,-0.01565235840998508,0.0156523584099954,0.0,0.0
06-30 17:00:00+02:00,0.0,-0.018194564013303577,0.0181945640133288,0.0,0.0
06-30 18:00:00+02:00,0.0,-0.022553409866626295,0.0225534098666621,0.0,0.0
06-30 19:00:00+02:00,0.0,-0.03049578906671649,0.0304957890666621,0.0,0.0
06-30 20:00:00+02:00,0.0,-0.031590431319961004,0.0315904313199954,0.0,0.0
06-30 21:00:00+02:00,0.0,-0.022069002933317705,0.0220690029333287,0.0,0.0
06-30 22:00:00+02:00,0.0,-0.012509940946641096,0.0125099409466621,0.0,0.0
06-30 23:00:00+02:00,0.0,-0.0057325307433160055,0.0057325307433288,0.0,0.0
07-01 00:00:00+02:00,0.0,-0.0011728554533085023,0.0011728554533287,0.0,0.0
07-01 01:00:00+02:00,0.0,4.440892098500626e-14,0.0,0.0,0.0
07-01 02:00:00+02:00,0.0,5.523359547510154e-15,0.0,0.0,0.0
07-01 03:00:00+02:00,0.0,-5.878630915390204e-14,0.0,0.0,0.0
07-01 04:00:00+02:00,0.0,1.2795320358804929e-14,0.0,0.0,0.0
07-01 05:00:00+02:00,0.0,-0.005150689756661081,0.0051506897566621,0.0,0.0
07-01 06:00:00+02:00,0.0,-0.010894555490003704,0.0108945554899954,0.0,0.0
07-01 07:00:00+02:00,0.0,-0.0105190361599877,0.0105190361599954,0.0,0.0
07-01 08:00:00+02:00,0.0,-0.008437977563312687,0.0084379775633288,0.0,0.0
07-01 09:00:00+02:00,0.0,-0.006823753083321699,0.0068237530833287,0.0,0.0
07-01 10:00:00+02:00,0.0,-0.005312383719959485,0.0053123837199954,0.0,0.0
07-01 11:00:00+02:00,0.0,-0.0043255673733242905,0.0043255673733287,0.0,0.0
07-01 12:00:00+02:00,0.0,-0.004648399106654211,0.0046483991066621,0.0,0.0
07-01 13:00:00+02:00,0.0,-0.007556696359944298,0.0075566963599954,0.0,0.0
07-01 14:00:00+02:00,0.0,-0.012021884719998988,0.0120218847199954,0.0,0.0
07-01 15:00:00+02:00,0.0,-0.016586487603295286,0.0165864876033288,0.0,0.0
07-01 16:00:00+02:00,0.0,-0.014938346810014103,0.0149383468099954,0.0,0.0
07-01 17:00:00+02:00,0.0,-0.01458442069665758,0.0145844206966621,0.0,0.0
07-01 18:00:00+02:00,0.0,-0.020599146993310197,0.0205991469933287,0.0,0.0
07-01 19:00:00+02:00,0.0,-0.027555208826647692,0.0275552088266621,0.0,0.0
07-01 20:00:00+02:00,0.0,-0.026817066366625508,0.0268170663666621,0.0,0.0
07-01 21:00:00+02:00,0.0,-0.01719556907332709,0.0171955690733287,0.0,0.0
07-01 22:00:00+02:00,0.0,-0.009120378719993882,0.0091203787199954,0.0,0.0
07-01 23:00:00+02:00,0.0,-0.0038685169899684846,0.0038685169899954,0.0,0.0
07-02 00:00:00+02:00,0.0,-8.992806499463768e-15,0.0,0.0,0.0
07-02 01:00:00+02:00,0.0,3.2057689836051395e-15,0.0,0.0,0.0
07-02 02:00:00+02:00,0.0,-9.506284648352903e-15,0.0,0.0,0.0
07-02 03:00:00+02:00,0.0,4.241051954068098e-14,0.0,0.0,0.0
07-02 04:00:00+02:00,0.0,-0.0006863734233467922,0.0006863734233287,0.0,0.0
07-02 05:00:00+02:00,0.0,-0.006038128256686398,0.0060381282566621,0.0,0.0
07-02 06:00:00+02:00,0.0,-0.011760141696675303,0.0117601416966621,0.0,0.0
07-02 07:00:00+02:00,0.0,-0.013089243186698796,0.0130892431866621,0.0,0.0
07-02 08:00:00+02:00,0.0,-0.012138949513321312,0.0121389495133287,0.0,0.0
07-02 09:00:00+02:00,0.0,-0.0116123215166678,0.0116123215166621,0.0,0.0
07-02 10:00:00+02:00,9.393395000682064e-05,-0.01177538855001281,0.0116814545999931,0.0,0.0
07-02 11:00:00+02:00,0.0,-0.014451331273280521,0.0144513312733287,0.0,0.0
07-02 12:00:00+02:00,0.0,-0.015564000599989886,0.0155640005999954,0.0,0.0
07-02 13:00:00+02:00,0.0,-0.017861882139976887,0.0178618821399954,0.0,0.0
07-02 14:00:00+02:00,0.0,-0.021670908123305382,0.0216709081233287,0.0,0.0
07-02 15:00:00+02:00,0.0,-0.024115742086655095,0.024115742086662,0.0,0.0
07-02 16:00:00+02:00,0.0,-0.026379806699973085,0.0263798066999954,0.0,0.0
07-02 17:00:00+02:00,0.0,-0.02763956186666619,0.0276395618666621,0.0,0.0
07-02 18:00:00+02:00,0.0,-0.029904602249995194,0.0299046022499954,0.0,0.0
07-02 19:00:00+02:00,0.0,-0.035770572966619896,0.0357705729666621,0.0,0.0
07-02 20:00:00+02:00,0.0,-0.035870613550007896,0.0358706135499954,0.0,0.0
07-02 21:00:00+02:00,0.0,-0.027012947649970503,0.0270129476499954,0.0,0.0
07-02 22:00:00+02:00,0.0,-0.017464992779948285,0.0174649927799954,0.0,0.0
07-02 23:00:00+02:00,0.0,-0.011251069216676818,0.0112510692166621,0.0,0.0
07-03 00:00:00+02:00,0.0,-0.007249804306656199,0.0072498043066621,0.0,0.0
07-03 01:00:00+02:00,0.0,-0.004345261836632003,0.0043452618366621,0.0,0.0
07-03 02:00:00+02:00,0.0,-0.002170161273334692,0.0021701612733288,0.0,0.0
07-03 03:00:00+02:00,0.0,-0.001796644230023986,0.0017966442299954,0.0,0.0
07-03 04:00:00+02:00,0.0,-0.0036223814966714063,0.0036223814966621,0.0,0.0
07-03 05:00:00+02:00,0.0,-0.00881314687335219,0.0088131468733287,0.0,0.0
07-03 06:00:00+02:00,0.0,-0.012498552323290085,0.0124985523233287,0.0,0.0
07-03 07:00:00+02:00,0.0,-0.011481882806706506,0.0114818828066621,0.0,0.0
07-03 08:00:00+02:00,0.0,-0.008061624806614903,0.0080616248066621,0.0,0.0
07-03 09:00:00+02:00,0.0,-0.005946717116658395,0.0059467171166621,0.0,0.0
07-03 10:00:00+02:00,0.0,-0.0041640869233084965,0.0041640869233287,0.0,0.0
07-03 11:00:00+02:00,0.0,-0.0024160619899729896,0.0024160619899954,0.0,0.0
07-03 12:00:00+02:00,0.0,-0.0023987259066722,0.0023987259066621,0.0,0.0
07-03 13:00:00+02:00,0.0,-0.003161031439961798,0.0031610314399954,0.0,0.0
07-03 14:00:00+02:00,0.0,-0.004921370089952193,0.0049213700899954,0.0,0.0
07-03 15:00:00+02:00,0.0,-0.007831961356658382,0.0078319613566621,0.0,0.0
07-03 16:00:00+02:00,0.0,-0.010836739473347609,0.0108367394733288,0.0,0.0
07-03 17:00:00+02:00,0.0,-0.012033169923333087,0.0120331699233287,0.0,0.0
07-03 18:00:00+02:00,0.0,-0.016493754056660315,0.0164937540566621,0.0,0.0
07-03 19:00:00+02:00,0.0,-0.02377816484998299,0.0237781648499954,0.0,0.0
07-03 20:00:00+02:00,0.0,-0.026320617083343795,0.0263206170833288,0.0,0.0
07-03 21:00:00+02:00,0.0,-0.022364596190004388,0.0223645961899954,0.0,0.0
07-03 22:00:00+02:00,0.0,-0.01203035523999832,0.0120303552399954,0.0,0.0
07-03 23:00:00+02:00,0.0,-0.006913665389981782,0.0069136653899954,0.0,0.0
07-04 00:00:00+02:00,0.0,-0.003988650783352005,0.0039886507833287,0.0,0.0
07-04 01:00:00+02:00,0.0,-0.002107792393313296,0.0021077923933287,0.0,0.0
07-04 02:00:00+02:00,0.0,-0.0016799207733462773,0.0016799207733287,0.0,0.0
07-04 03:00:00+02:00,0.0,-0.0018488589699739988,0.0018488589699954,0.0,0.0
07-04 04:00:00+02:00,0.0,-0.003081644869970701,0.0030816448699954,0.0,0.0
07-04 05:00:00+02:00,0.0,-0.00875565194000208,0.0087556519399954,0.0,0.0
07-04 06:00:00+02:00,0.0,-0.01357892599999308,0.0135789259999954,0.0,0.0
07-04 07:00:00+02:00,0.0,-0.014865305906652498,0.0148653059066621,0.0,0.0
07-04 08:00:00+02:00,0.0,-0.0117563761566703,0.0117563761566621,0.0,0.0
07-04 09:00:00+02:00,0.0,-0.01121990402665482,0.0112199040266621,0.0,0.0
07-04 10:00:00+02:00,0.0,-0.011524294833299503,0.0115242948333287,0.0,0.0
