Period,Scenario,LoadLevel,MEUR
2030,sc01,04-25 03:00:00+02:00,0.09445009069202234
2030,sc01,04-25 04:00:00+02:00,0.0955442266004887
2030,sc01,04-25 05:00:00+02:00,0.10025557478815106
2030,sc01,04-25 06:00:00+02:00,0.10470346748752088
2030,sc01,04-25 07:00:00+02:00,0.10840174349788656
2030,sc01,04-25 08:00:00+02:00,0.1093624659797704
2030,sc01,04-25 09:00:00+02:00,0.10746396300837645
2030,sc01,04-25 10:00:00+02:00,0.1056377166512482
2030,sc01,04-25 11:00:00+02:00,0.10602161938357225
2030,sc01,04-25 12:00:00+02:00,0.10908362175088207
2030,sc01,04-25 13:00:00+02:00,0.11110796320085928
2030,sc01,04-25 14:00:00+02:00,0.10992257403333132
2030,sc01,04-25 15:00:00+02:00,0.111690588242271
2030,sc01,04-25 16:00:00+02:00,0.11566560729489479
2030,sc01,04-25 17:00:00+02:00,0.11990445485233207
2030,sc01,04-25 18:00:00+02:00,0.13070520676872271
2030,sc01,04-25 19:00:00+02:00,0.13492774163317164
2030,sc01,04-25 20:00:00+02:00,0.13420963795350851
2030,sc01,04-25 21:00:00+02:00,0.12643492363392633
2030,sc01,04-25 22:00:00+02:00,0.11701039136322647
2030,sc01,04-25 23:00:00+02:00,0.11148524577884249
2030,sc01,05-02 00:00:00+02:00,0.08274252536065031
2030,sc01,05-02 01:00:00+02:00,0.08063380414340421
2030,sc01,05-02 02:00:00+02:00,0.07955501212011466
2030,sc01,05-02 03:00:00+02:00,0.07966911591943858
2030,sc01,05-02 04:00:00+02:00,0.08090032002245189
2030,sc01,05-02 05:00:00+02:00,0.08321839410778174
2030,sc01,05-02 06:00:00+02:00,0.08356324673619593
2030,sc01,05-02 07:00:00+02:00,0.08153289235058578
2030,sc01,05-02 08:00:00+02:00,0.07816211819419447
2030,sc01,05-02 09:00:00+02:00,0.07420362405889415
2030,sc01,05-02 10:00:00+02:00,0.07177924474896825
2030,sc01,05-02 11:00:00+02:00,0.0698732510638026
2030,sc01,05-02 12:00:00+02:00,0.06873290774962254
2030,sc01,05-02 13:00:00+02:00,0.06941794186664083
2030,sc01,05-02 14:00:00+02:00,0.06948024038126537
2030,sc01,05-02 15:00:00+02:00,0.07031427371683716
2030,sc01,05-02 16:00:00+02:00,0.07271015536960593
2030,sc01,05-02 17:00:00+02:00,0.07606321101249183
2030,sc01,05-02 18:00:00+02:00,0.08286985257777651
2030,sc01,05-02 19:00:00+02:00,0.0879791294111482
2030,sc01,05-02 20:00:00+02:00,0.09044314717070462
2030,sc01,05-02 21:00:00+02:00,0.08805706583965105
2030,sc01,05-02 22:00:00+02:00,0.08398926567249543
2030,sc01,05-02 23:00:00+02:00,0.07936169819039726
2030,sc01,05-03 00:00:00+02:00,0.01527441112807769
2030,sc01,05-03 01:00:00+02:00,0.015046602136372406
2030,sc01,05-03 02:00:00+02:00,0.014985977499142024
2030,sc01,05-03 03:00:00+02:00,0.014998369078409348
2030,sc01,05-03 04:00:00+02:00,0.015044669607772827
2030,sc01,05-03 05:00:00+02:00,0.01537720292572381
2030,sc01,05-03 06:00:00+02:00,0.015923374811735874
2030,sc01,05-03 07:00:00+02:00,0.01639298698851681
2030,sc01,05-03 08:00:00+02:00,0.016564085095104385
2030,sc01,05-03 09:00:00+02:00,0.01666534081021169
2030,sc01,05-03 10:00:00+02:00,0.016559424242351028
2030,sc01,05-03 11:00:00+02:00,0.016230632782189728
2030,sc01,05-03 12:00:00+02:00,0.016150994611094035
2030,sc01,05-03 13:00:00+02:00,0.016447180040445486
2030,sc01,05-03 14:00:00+02:00,0.016760702740257098
2030,sc01,05-03 15:00:00+02:00,0.017204657220463243
2030,sc01,05-03 16:00:00+02:00,0.01817240009967261
2030,sc01,05-03 17:00:00+02:00,0.019897453336126997
