Period,Scenario,LoadLevel,Node,GWh
2030,sc01,07-24 16:00:00+02:00,Node_4,0.0
2030,sc01,07-24 16:00:00+02:00,Node_7,0.0
2030,sc01,07-24 16:00:00+02:00,Node_9,0.0
2030,sc01,07-24 16:00:00+02:00,Node_3,0.0
2030,sc01,07-24 16:00:00+02:00,Node_6,0.0
2030,sc01,07-24 16:00:00+02:00,Node_5,0.0
2030,sc01,07-26 00:00:00+02:00,Node_1,0.0
2030,sc01,07-26 00:00:00+02:00,Node_2,0.0
2030,sc01,07-26 00:00:00+02:00,Node_8,0.0
2030,sc01,07-26 00:00:00+02:00,Node_4,0.0
2030,sc01,07-26 00:00:00+02:00,Node_7,0.0
2030,sc01,07-26 00:00:00+02:00,Node_9,0.0
2030,sc01,07-26 00:00:00+02:00,Node_3,0.0
2030,sc01,07-26 00:00:00+02:00,Node_6,0.0
2030,sc01,07-26 00:00:00+02:00,Node_5,0.0
2030,sc01,07-27 09:00:00+02:00,Node_1,0.0
2030,sc01,07-27 09:00:00+02:00,Node_2,0.0
2030,sc01,07-27 09:00:00+02:00,Node_8,0.0
2030,sc01,07-27 09:00:00+02:00,Node_4,0.0
2030,sc01,07-27 09:00:00+02:00,Node_7,0.0
2030,sc01,07-27 09:00:00+02:00,Node_9,0.0
2030,sc01,07-27 09:00:00+02:00,Node_3,0.0
2030,sc01,07-27 09:00:00+02:00,Node_6,0.0
2030,sc01,07-27 09:00:00+02:00,Node_5,0.0
2030,sc01,07-28 10:00:00+02:00,Node_1,0.0
2030,sc01,07-28 10:00:00+02:00,Node_2,0.0
2030,sc01,07-28 10:00:00+02:00,Node_8,0.0
2030,sc01,07-28 10:00:00+02:00,Node_4,0.0
2030,sc01,07-28 10:00:00+02:00,Node_7,0.0
2030,sc01,07-28 10:00:00+02:00,Node_9,0.0
2030,sc01,07-28 10:00:00+02:00,Node_3,0.0
2030,sc01,07-28 10:00:00+02:00,Node_6,0.0
2030,sc01,07-28 10:00:00+02:00,Node_5,0.0
2030,sc01,08-06 17:00:00+02:00,Node_1,0.0
2030,sc01,08-06 17:00:00+02:00,Node_2,0.0
2030,sc01,08-06 17:00:00+02:00,Node_8,0.0
2030,sc01,08-06 17:00:00+02:00,Node_4,0.0
2030,sc01,08-06 17:00:00+02:00,Node_7,0.0
2030,sc01,08-06 17:00:00+02:00,Node_9,0.0
2030,sc01,08-06 17:00:00+02:00,Node_3,0.0
2030,sc01,08-06 17:00:00+02:00,Node_6,0.0
2030,sc01,08-06 17:00:00+02:00,Node_5,0.0
2030,sc01,08-15 02:00:00+02:00,Node_1,0.0
2030,sc01,08-15 02:00:00+02:00,Node_2,0.0
2030,sc01,08-15 02:00:00+02:00,Node_8,0.0
2030,sc01,08-15 02:00:00+02:00,Node_4,0.0
2030,sc01,08-15 02:00:00+02:00,Node_7,0.0
2030,sc01,08-15 02:00:00+02:00,Node_9,0.0
2030,sc01,08-15 02:00:00+02:00,Node_3,0.0
2030,sc01,08-15 02:00:00+02:00,Node_6,0.0
2030,sc01,08-15 02:00:00+02:00,Node_5,0.0
2030,sc01,08-17 10:00:00+02:00,Node_1,0.0
2030,sc01,08-17 10:00:00+02:00,Node_2,0.0
2030,sc01,08-17 10:00:00+02:00,Node_8,0.0
2030,sc01,08-17 10:00:00+02:00,Node_4,0.0
2030,sc01,08-17 10:00:00+02:00,Node_7,0.0
2030,sc01,08-17 10:00:00+02:00,Node_9,0.0
2030,sc01,08-17 10:00:00+02:00,Node_3,0.0
2030,sc01,08-17 10:00:00+02:00,Node_6,0.0
2030,sc01,08-17 10:00:00+02:00,Node_5,0.0
2030,sc01,08-19 00:00:00+02:00,Node_1,0.0
2030,sc01,08-19 00:00:00+02:00,Node_2,0.0
2030,sc01,08-19 00:00:00+02:00,Node_8,0.0
2030,sc01,08-19 00:00:00+02:00,Node_4,0.0
2030,sc01,08-19 00:00:00+02:00,Node_7,0.0
2030,sc01,08-19 00:00:00+02:00,Node_9,0.0
2030,sc01,08-19 00:00:00+02:00,Node_3,0.0
2030,sc01,08-19 00:00:00+02:00,Node_6,0.0
2030,sc01,08-19 00:00:00+02:00,Node_5,0.0
2030,sc01,08-21 12:00:00+02:00,Node_1,0.0
2030,sc01,08-21 12:00:00+02:00,Node_2,0.0
2030,sc01,08-21 12:00:00+02:00,Node_8,0.0
2030,sc01,08-21 12:00:00+02:00,Node_4,0.0
2030,sc01,08-21 12:00:00+02:00,Node_7,0.0
2030,sc01,08-21 12:00:00+02:00,Node_9,0.0
2030,sc01,08-21 12:00:00+02:00,Node_3,0.0
2030,sc01,08-21 12:00:00+02:00,Node_6,0.0
2030,sc01,08-21 12:00:00+02:00,Node_5,0.0
2030,sc01,08-23 20:00:00+02:00,Node_1,0.0
2030,sc01,08-23 20:00:00+02:00,Node_2,0.0
2030,sc01,08-23 20:00:00+02:00,Node_8,0.0
2030,sc01,08-23 20:00:00+02:00,Node_4,0.0
2030,sc01,08-23 20:00:00+02:00,Node_7,0.0
2030,sc01,08-23 20:00:00+02:00,Node_9,0.0
2030,sc01,08-23 20:00:00+02:00,Node_3,0.0
2030,sc01,08-23 20:00:00+02:00,Node_6,0.0
2030,sc01,08-23 20:00:00+02:00,Node_5,0.0
2030,sc01,09-01 08:00:00+02:00,Node_1,0.0
2030,sc01,09-01 08:00:00+02:00,Node_2,0.0
2030,sc01,09-01 08:00:00+02:00,Node_8,0.0
2030,sc01,09-01 08:00:00+02:00,Node_4,0.0
2030,sc01,09-01 08:00:00+02:00,Node_7,0.0
2030,sc01,09-01 08:00:00+02:00,Node_9,0.0
2030,sc01,09-01 08:00:00+02:00,Node_3,0.0
2030,sc01,09-01 08:00:00+02:00,Node_6,0.0
2030,sc01,09-01 08:00:00+02:00,Node_5,0.0
2030,sc01,09-01 09:00:00+02:00,Node_1,0.0
2030,sc01,09-01 09:00:00+02:00,Node_2,0.0
2030,sc01,09-01 09:00:00+02:00,Node_8,0.0
2030,sc01,09-01 09:00:00+02:00,Node_4,0.0
2030,sc01,09-01 09:00:00+02:00,Node_7,0.0
2030,sc01,09-01 09:00:00+02:00,Node_9,0.0
2030,sc01,09-01 09:00:00+02:00,Node_3,0.0
2030,sc01,09-01 09:00:00+02:00,Node_6,0.0
2030,sc01,09-01 09:00:00+02:00,Node_5,0.0
2030,sc01,09-13 00:00:00+02:00,Node_1,0.0
2030,sc01,09-13 00:00:00+02:00,Node_2,0.0
2030,sc01,09-13 00:00:00+02:00,Node_8,0.0
2030,sc01,09-13 00:00:00+02:00,Node_4,0.0
2030,sc01,09-13 00:00:00+02:00,Node_7,0.0
2030,sc01,09-13 00:00:00+02:00,Node_9,0.0
2030,sc01,09-13 00:00:00+02:00,Node_3,0.0
2030,sc01,09-13 00:00:00+02:00,Node_6,0.0
2030,sc01,09-13 00:00:00+02:00,Node_5,0.0
2030,sc01,09-17 00:00:00+02:00,Node_1,0.0
2030,sc01,09-17 00:00:00+02:00,Node_2,0.0
2030,sc01,09-17 00:00:00+02:00,Node_8,0.0
2030,sc01,09-17 00:00:00+02:00,Node_4,0.0
2030,sc01,09-17 00:00:00+02:00,Node_7,0.0
2030,sc01,09-17 00:00:00+02:00,Node_9,0.0
2030,sc01,09-17 00:00:00+02:00,Node_3,0.0
2030,sc01,09-17 00:00:00+02:00,Node_6,0.0
2030,sc01,09-17 00:00:00+02:00,Node_5,0.0
2030,sc01,09-21 00:00:00+02:00,Node_1,0.0
2030,sc01,09-21 00:00:00+02:00,Node_2,0.0
2030,sc01,09-21 00:00:00+02:00,Node_8,0.0
2030,sc01,09-21 00:00:00+02:00,Node_4,0.0
2030,sc01,09-21 00:00:00+02:00,Node_7,0.0
2030,sc01,09-21 00:00:00+02:00,Node_9,0.0
2030,sc01,09-21 00:00:00+02:00,Node_3,0.0
2030,sc01,09-21 00:00:00+02:00,Node_6,0.0
2030,sc01,09-21 00:00:00+02:00,Node_5,0.0
2030,sc01,10-01 09:00:00+02:00,Node_1,0.0
2030,sc01,10-01 09:00:00+02:00,Node_2,0.0
2030,sc01,10-01 09:00:00+02:00,Node_8,0.0
2030,sc01,10-01 09:00:00+02:00,Node_4,0.0
2030,sc01,10-01 09:00:00+02:00,Node_7,0.0
2030,sc01,10-01 09:00:00+02:00,Node_9,0.0
2030,sc01,10-01 09:00:00+02:00,Node_3,0.0
2030,sc01,10-01 09:00:00+02:00,Node_6,0.0
2030,sc01,10-01 09:00:00+02:00,Node_5,0.0
2030,sc01,10-08 19:00:00+02:00,Node_1,0.0
2030,sc01,10-08 19:00:00+02:00,Node_2,0.0
2030,sc01,10-08 19:00:00+02:00,Node_8,0.0
2030,sc01,10-08 19:00:00+02:00,Node_4,0.0
2030,sc01,10-08 19:00:00+02:00,Node_7,0.0
2030,sc01,10-08 19:00:00+02:00,Node_9,0.0
2030,sc01,10-08 19:00:00+02:00,Node_3,0.0
2030,sc01,10-08 19:00:00+02:00,Node_6,0.0
2030,sc01,10-08 19:00:00+02:00,Node_5,0.0
2030,sc01,10-10 00:00:00+02:00,Node_1,0.0
2030,sc01,10-10 00:00:00+02:00,Node_2,0.0
2030,sc01,10-10 00:00:00+02:00,Node_8,0.0
2030,sc01,10-10 00:00:00+02:00,Node_4,0.0
2030,sc01,10-10 00:00:00+02:00,Node_7,0.0
2030,sc01,10-10 00:00:00+02:00,Node_9,0.0
2030,sc01,10-10 00:00:00+02:00,Node_3,0.0
2030,sc01,10-10 00:00:00+02:00,Node_6,0.0
2030,sc01,10-10 00:00:00+02:00,Node_5,0.0
2030,sc01,10-14 06:00:00+02:00,Node_1,0.0
2030,sc01,10-14 06:00:00+02:00,Node_2,0.0
2030,sc01,10-14 06:00:00+02:00,Node_8,0.0
2030,sc01,10-14 06:00:00+02:00,Node_4,0.0
2030,sc01,10-14 06:00:00+02:00,Node_7,0.0
2030,sc01,10-14 06:00:00+02:00,Node_9,0.0
2030,sc01,10-14 06:00:00+02:00,Node_3,0.0
2030,sc01,10-14 06:00:00+02:00,Node_6,0.0
2030,sc01,10-14 06:00:00+02:00,Node_5,0.0
2030,sc01,10-16 08:00:00+02:00,Node_1,0.0
2030,sc01,10-16 08:00:00+02:00,Node_2,0.0
2030,sc01,10-16 08:00:00+02:00,Node_8,0.0
2030,sc01,10-16 08:00:00+02:00,Node_4,0.0
2030,sc01,10-16 08:00:00+02:00,Node_7,0.0
2030,sc01,10-16 08:00:00+02:00,Node_9,0.0
2030,sc01,10-16 08:00:00+02:00,Node_3,0.0
2030,sc01,10-16 08:00:00+02:00,Node_6,0.0
2030,sc01,10-16 08:00:00+02:00,Node_5,0.0
2030,sc01,10-29 09:00:00+01:00,Node_1,0.0
2030,sc01,10-29 09:00:00+01:00,Node_2,0.0
2030,sc01,10-29 09:00:00+01:00,Node_8,0.0
2030,sc01,10-29 09:00:00+01:00,Node_4,0.0
2030,sc01,10-29 09:00:00+01:00,Node_7,0.0
2030,sc01,10-29 09:00:00+01:00,Node_9,0.0
2030,sc01,10-29 09:00:00+01:00,Node_3,0.0
2030,sc01,10-29 09:00:00+01:00,Node_6,0.0
2030,sc01,10-29 09:00:00+01:00,Node_5,0.0
2030,sc01,11-07 00:00:00+01:00,Node_1,0.0
2030,sc01,11-07 00:00:00+01:00,Node_2,0.0
2030,sc01,11-07 00:00:00+01:00,Node_8,0.0
2030,sc01,11-07 00:00:00+01:00,Node_4,0.0
2030,sc01,11-07 00:00:00+01:00,Node_7,0.0
2030,sc01,11-07 00:00:00+01:00,Node_9,0.0
2030,sc01,11-07 00:00:00+01:00,Node_3,0.0
2030,sc01,11-07 00:00:00+01:00,Node_6,0.0
2030,sc01,11-07 00:00:00+01:00,Node_5,0.0
2030,sc01,11-11 21:00:00+01:00,Node_1,0.0
2030,sc01,11-11 21:00:00+01:00,Node_2,0.0
2030,sc01,11-11 21:00:00+01:00,Node_8,0.0
2030,sc01,11-11 21:00:00+01:00,Node_4,0.0
2030,sc01,11-11 21:00:00+01:00,Node_7,0.0
2030,sc01,11-11 21:00:00+01:00,Node_9,0.0
2030,sc01,11-11 21:00:00+01:00,Node_3,0.0
2030,sc01,11-11 21:00:00+01:00,Node_6,0.0
2030,sc01,11-11 21:00:00+01:00,Node_5,0.0
2030,sc01,11-17 10:00:00+01:00,Node_1,0.0
2030,sc01,11-17 10:00:00+01:00,Node_2,0.0
2030,sc01,11-17 10:00:00+01:00,Node_8,0.0
2030,sc01,11-17 10:00:00+01:00,Node_4,0.0
2030,sc01,11-17 10:00:00+01:00,Node_7,0.0
2030,sc01,11-17 10:00:00+01:00,Node_9,0.0
2030,sc01,11-17 10:00:00+01:00,Node_3,0.0
2030,sc01,11-17 10:00:00+01:00,Node_6,0.0
2030,sc01,11-17 10:00:00+01:00,Node_5,0.0
2030,sc01,11-18 19:00:00+01:00,Node_1,0.0
2030,sc01,11-18 19:00:00+01:00,Node_2,0.0
2030,sc01,11-18 19:00:00+01:00,Node_8,0.0
2030,sc01,11-18 19:00:00+01:00,Node_4,0.0
2030,sc01,11-18 19:00:00+01:00,Node_7,0.0
2030,sc01,11-18 19:00:00+01:00,Node_9,0.0
2030,sc01,11-18 19:00:00+01:00,Node_3,0.0
2030,sc01,11-18 19:00:00+01:00,Node_6,0.0
2030,sc01,11-18 19:00:00+01:00,Node_5,0.0
2030,sc01,11-19 03:00:00+01:00,Node_1,0.0
2030,sc01,11-19 03:00:00+01:00,Node_2,0.0
2030,sc01,11-19 03:00:00+01:00,Node_8,0.0
2030,sc01,11-19 03:00:00+01:00,Node_4,0.0
2030,sc01,11-19 03:00:00+01:00,Node_7,0.0
2030,sc01,11-19 03:00:00+01:00,Node_9,0.0
2030,sc01,11-19 03:00:00+01:00,Node_3,0.0
2030,sc01,11-19 03:00:00+01:00,Node_6,0.0
2030,sc01,11-19 03:00:00+01:00,Node_5,0.0
2030,sc01,11-23 17:00:00+01:00,Node_1,0.0
2030,sc01,11-23 17:00:00+01:00,Node_2,0.0
2030,sc01,11-23 17:00:00+01:00,Node_8,0.0
2030,sc01,11-23 17:00:00+01:00,Node_4,0.0
2030,sc01,11-23 17:00:00+01:00,Node_7,0.0
2030,sc01,11-23 17:00:00+01:00,Node_9,0.0
2030,sc01,11-23 17:00:00+01:00,Node_3,0.0
2030,sc01,11-23 17:00:00+01:00,Node_6,0.0
2030,sc01,11-23 17:00:00+01:00,Node_5,0.0
2030,sc01,11-26 18:00:00+01:00,Node_1,0.0
2030,sc01,11-26 18:00:00+01:00,Node_2,0.0
2030,sc01,11-26 18:00:00+01:00,Node_8,0.0
2030,sc01,11-26 18:00:00+01:00,Node_4,0.0
2030,sc01,11-26 18:00:00+01:00,Node_7,0.0
2030,sc01,11-26 18:00:00+01:00,Node_9,0.0
2030,sc01,11-26 18:00:00+01:00,Node_3,0.0
2030,sc01,11-26 18:00:00+01:00,Node_6,0.0
2030,sc01,11-26 18:00:00+01:00,Node_5,0.0
2030,sc01,12-03 08:00:00+01:00,Node_1,0.0
2030,sc01,12-03 08:00:00+01:00,Node_2,0.0
2030,sc01,12-03 08:00:00+01:00,Node_8,0.0
2030,sc01,12-03 08:00:00+01:00,Node_4,0.0
2030,sc01,12-03 08:00:00+01:00,Node_7,0.0
2030,sc01,12-03 08:00:00+01:00,Node_9,0.0
2030,sc01,12-03 08:00:00+01:00,Node_3,0.0
2030,sc01,12-03 08:00:00+01:00,Node_6,0.0
2030,sc01,12-03 08:00:00+01:00,Node_5,0.0
2030,sc01,12-04 08:00:00+01:00,Node_1,0.0
2030,sc01,12-04 08:00:00+01:00,Node_2,0.0
2030,sc01,12-04 08:00:00+01:00,Node_8,0.0
2030,sc01,12-04 08:00:00+01:00,Node_4,0.0
2030,sc01,12-04 08:00:00+01:00,Node_7,0.0
2030,sc01,12-04 08:00:00+01:00,Node_9,0.0
2030,sc01,12-04 08:00:00+01:00,Node_3,0.0
2030,sc01,12-04 08:00:00+01:00,Node_6,0.0
2030,sc01,12-04 08:00:00+01:00,Node_5,0.0
2030,sc01,12-04 14:00:00+01:00,Node_1,0.0
2030,sc01,12-04 14:00:00+01:00,Node_2,0.0
2030,sc01,12-04 14:00:00+01:00,Node_8,0.0
2030,sc01,12-04 14:00:00+01:00,Node_4,0.0
2030,sc01,12-04 14:00:00+01:00,Node_7,0.0
2030,sc01,12-04 14:00:00+01:00,Node_9,0.0
2030,sc01,12-04 14:00:00+01:00,Node_3,0.0
2030,sc01,12-04 14:00:00+01:00,Node_6,0.0
2030,sc01,12-04 14:00:00+01:00,Node_5,0.0
2030,sc01,12-07 17:00:00+01:00,Node_1,0.0
2030,sc01,12-07 17:00:00+01:00,Node_2,0.0
2030,sc01,12-07 17:00:00+01:00,Node_8,0.0
2030,sc01,12-07 17:00:00+01:00,Node_4,0.0
2030,sc01,12-07 17:00:00+01:00,Node_7,0.0
2030,sc01,12-07 17:00:00+01:00,Node_9,0.0
2030,sc01,12-07 17:00:00+01:00,Node_3,0.0
2030,sc01,12-07 17:00:00+01:00,Node_6,0.0
2030,sc01,12-07 17:00:00+01:00,Node_5,0.0
2030,sc01,12-08 01:00:00+01:00,Node_1,0.0
2030,sc01,12-08 01:00:00+01:00,Node_2,0.0
2030,sc01,12-08 01:00:00+01:00,Node_8,0.0
2030,sc01,12-08 01:00:00+01:00,Node_4,0.0
2030,sc01,12-08 01:00:00+01:00,Node_7,0.0
2030,sc01,12-08 01:00:00+01:00,Node_9,0.0
2030,sc01,12-08 01:00:00+01:00,Node_3,0.0
2030,sc01,12-08 01:00:00+01:00,Node_6,0.0
2030,sc01,12-08 01:00:00+01:00,Node_5,0.0
2030,sc01,12-14 00:00:00+01:00,Node_1,0.0
2030,sc01,12-14 00:00:00+01:00,Node_2,0.0
2030,sc01,12-14 00:00:00+01:00,Node_8,0.0
2030,sc01,12-14 00:00:00+01:00,Node_4,0.0
2030,sc01,12-14 00:00:00+01:00,Node_7,0.0
2030,sc01,12-14 00:00:00+01:00,Node_9,0.0
2030,sc01,12-14 00:00:00+01:00,Node_3,0.0
2030,sc01,12-14 00:00:00+01:00,Node_6,0.0
2030,sc01,12-14 00:00:00+01:00,Node_5,0.0
2030,sc01,12-14 08:00:00+01:00,Node_1,0.0
2030,sc01,12-14 08:00:00+01:00,Node_2,0.0
2030,sc01,12-14 08:00:00+01:00,Node_8,0.0
2030,sc01,12-14 08:00:00+01:00,Node_4,0.0
2030,sc01,12-14 08:00:00+01:00,Node_7,0.0
2030,sc01,12-14 08:00:00+01:00,Node_9,0.0
2030,sc01,12-14 08:00:00+01:00,Node_3,0.0
2030,sc01,12-14 08:00:00+01:00,Node_6,0.0
2030,sc01,12-14 08:00:00+01:00,Node_5,0.0
2030,sc01,12-16 20:00:00+01:00,Node_1,0.0
2030,sc01,12-16 20:00:00+01:00,Node_2,0.0
2030,sc01,12-16 20:00:00+01:00,Node_8,0.0
2030,sc01,12-16 20:00:00+01:00,Node_4,0.0
2030,sc01,12-16 20:00:00+01:00,Node_7,0.0
2030,sc01,12-16 20:00:00+01:00,Node_9,0.0
2030,sc01,12-16 20:00:00+01:00,Node_3,0.0
2030,sc01,12-16 20:00:00+01:00,Node_6,0.0
2030,sc01,12-16 20:00:00+01:00,Node_5,0.0
2030,sc01,12-17 06:00:00+01:00,Node_1,0.0
2030,sc01,12-17 06:00:00+01:00,Node_2,0.0
2030,sc01,12-17 06:00:00+01:00,Node_8,0.0
2030,sc01,12-17 06:00:00+01:00,Node_4,0.0
2030,sc01,12-17 06:00:00+01:00,Node_7,0.0
2030,sc01,12-17 06:00:00+01:00,Node_9,0.0
2030,sc01,12-17 06:00:00+01:00,Node_3,0.0
2030,sc01,12-17 06:00:00+01:00,Node_6,0.0
2030,sc01,12-17 06:00:00+01:00,Node_5,0.0
2030,sc01,12-18 09:00:00+01:00,Node_1,0.0
2030,sc01,12-18 09:00:00+01:00,Node_2,0.0
2030,sc01,12-18 09:00:00+01:00,Node_8,0.0
2030,sc01,12-18 09:00:00+01:00,Node_4,0.0
2030,sc01,12-18 09:00:00+01:00,Node_7,0.0
2030,sc01,12-18 09:00:00+01:00,Node_9,0.0
2030,sc01,12-18 09:00:00+01:00,Node_3,0.0
2030,sc01,12-18 09:00:00+01:00,Node_6,0.0
2030,sc01,12-18 09:00:00+01:00,Node_5,0.0
2030,sc01,12-18 17:00:00+01:00,Node_1,0.0
2030,sc01,12-18 17:00:00+01:00,Node_2,0.0
2030,sc01,12-18 17:00:00+01:00,Node_8,0.0
2030,sc01,12-18 17:00:00+01:00,Node_4,0.0
2030,sc01,12-18 17:00:00+01:00,Node_7,0.0
2030,sc01,12-18 17:00:00+01:00,Node_9,0.0
2030,sc01,12-18 17:00:00+01:00,Node_3,0.0
2030,sc01,12-18 17:00:00+01:00,Node_6,0.0
2030,sc01,12-18 17:00:00+01:00,Node_5,0.0
