Period,Scenario,LoadLevel,Technology,GWh
2030,sc01,02-12 17:00:00+01:00,Nuclear,89.83271591930402
2030,sc01,02-12 17:00:00+01:00,Coal,0.0
2030,sc01,02-12 17:00:00+01:00,Solar,23.273364293156
2030,sc01,02-12 17:00:00+01:00,Gas,42.291196279364016
2030,sc01,02-25 13:00:00+01:00,Oil,0.0
2030,sc01,02-25 13:00:00+01:00,Wind,1.3128267905100002
2030,sc01,02-25 13:00:00+01:00,Nuclear,0.7452033036809997
2030,sc01,02-25 13:00:00+01:00,Coal,0.0
2030,sc01,02-25 13:00:00+01:00,Solar,2.7565734894
2030,sc01,02-25 13:00:00+01:00,Gas,0.0
2030,sc01,03-28 18:00:00+01:00,Oil,0.0
2030,sc01,03-28 18:00:00+01:00,Wind,205.33864104584
2030,sc01,03-28 18:00:00+01:00,Nuclear,317.8992
2030,sc01,03-28 18:00:00+01:00,Coal,0.0
2030,sc01,03-28 18:00:00+01:00,Solar,72.09361510498401
2030,sc01,03-28 18:00:00+01:00,Gas,13.994838238936074
2030,sc01,04-02 07:00:00+02:00,Oil,0.0
2030,sc01,04-02 07:00:00+02:00,Wind,17.546001063795998
2030,sc01,04-02 07:00:00+02:00,Nuclear,43.19041150318799
2030,sc01,04-02 07:00:00+02:00,Coal,0.0
2030,sc01,04-02 07:00:00+02:00,Solar,11.344468796974
2030,sc01,04-02 07:00:00+02:00,Gas,26.410626327689993
2030,sc01,04-18 20:00:00+02:00,Oil,0.0
2030,sc01,04-18 20:00:00+02:00,Wind,578.79940334436
2030,sc01,04-18 20:00:00+02:00,Nuclear,291.29505093678006
2030,sc01,04-18 20:00:00+02:00,Coal,0.0
2030,sc01,04-18 20:00:00+02:00,Solar,2058.6172447826702
2030,sc01,04-18 20:00:00+02:00,Gas,0.0
2030,sc01,06-07 09:00:00+02:00,Oil,0.0
2030,sc01,06-07 09:00:00+02:00,Wind,229.60086735355
2030,sc01,06-07 09:00:00+02:00,Nuclear,801.6711777944652
2030,sc01,06-07 09:00:00+02:00,Coal,0.0
2030,sc01,06-07 09:00:00+02:00,Solar,1470.2286122369999
2030,sc01,06-07 09:00:00+02:00,Gas,0.0
2030,sc01,07-01 11:00:00+02:00,Oil,0.0
2030,sc01,07-01 11:00:00+02:00,Wind,0.6467506098000001
2030,sc01,07-01 11:00:00+02:00,Nuclear,0.2998371726300471
2030,sc01,07-01 11:00:00+02:00,Coal,0.0
2030,sc01,07-01 11:00:00+02:00,Solar,2.2806616050888424
2030,sc01,07-01 11:00:00+02:00,Gas,0.0806475505791111
2030,sc01,07-05 08:00:00+02:00,Oil,0.0
2030,sc01,07-05 08:00:00+02:00,Wind,10.000769040084
2030,sc01,07-05 08:00:00+02:00,Nuclear,95.41771236158552
2030,sc01,07-05 08:00:00+02:00,Coal,0.0
2030,sc01,07-05 08:00:00+02:00,Solar,84.9657235155
2030,sc01,07-05 08:00:00+02:00,Gas,5.8313296567784825
2030,sc01,07-10 15:00:00+02:00,Oil,0.0
2030,sc01,07-10 15:00:00+02:00,Wind,0.79656442346
2030,sc01,07-10 15:00:00+02:00,Nuclear,0.39382907075600015
2030,sc01,07-10 15:00:00+02:00,Coal,0.0
2030,sc01,07-10 15:00:00+02:00,Solar,1.6307380706
2030,sc01,07-10 15:00:00+02:00,Gas,0.0
2030,sc01,08-07 07:00:00+02:00,Oil,0.0
2030,sc01,08-07 07:00:00+02:00,Wind,60.0939982997
2030,sc01,08-07 07:00:00+02:00,Nuclear,320.214
2030,sc01,08-07 07:00:00+02:00,Coal,0.0
2030,sc01,08-07 07:00:00+02:00,Solar,129.2648366349
2030,sc01,08-07 07:00:00+02:00,Gas,21.06922811354997
2030,sc01,08-19 12:00:00+02:00,Oil,0.0
2030,sc01,08-19 12:00:00+02:00,Wind,0.29800300873
2030,sc01,08-19 12:00:00+02:00,Nuclear,0.06370856053288325
2030,sc01,08-19 12:00:00+02:00,Coal,0.0
2030,sc01,08-19 12:00:00+02:00,Solar,1.1012503234138946
2030,sc01,08-19 12:00:00+02:00,Gas,0.01337682365622217
2030,sc01,10-06 06:00:00+02:00,Oil,0.0
2030,sc01,10-06 06:00:00+02:00,Wind,750.4582506639601
2030,sc01,10-06 06:00:00+02:00,Nuclear,646.2382982805178
2030,sc01,10-06 06:00:00+02:00,Coal,0.0
2030,sc01,10-06 06:00:00+02:00,Solar,65.576916754608
2030,sc01,10-06 06:00:00+02:00,Gas,0.0
2030,sc01,11-06 16:00:00+01:00,Oil,0.0
2030,sc01,11-06 16:00:00+01:00,Wind,109.779945734909
2030,sc01,11-06 16:00:00+01:00,Nuclear,226.07880000000003
2030,sc01,11-06 16:00:00+01:00,Coal,0.0
2030,sc01,11-06 16:00:00+01:00,Solar,62.518085430632
2030,sc01,11-06 16:00:00+01:00,Gas,78.19811986786678
2030,sc01,11-19 17:00:00+01:00,Oil,0.0
2030,sc01,11-19 17:00:00+01:00,Wind,0.27235796828000003
2030,sc01,11-19 17:00:00+01:00,Nuclear,0.7716000000000001
2030,sc01,11-19 17:00:00+01:00,Coal,0.0
2030,sc01,11-19 17:00:00+01:00,Solar,0.427661955117
2030,sc01,11-19 17:00:00+01:00,Gas,0.3331566083719999
2030,sc01,11-21 13:00:00+01:00,Oil,0.0
2030,sc01,11-21 13:00:00+01:00,Wind,7.5818347064800005
2030,sc01,11-21 13:00:00+01:00,Nuclear,33.1788
2030,sc01,11-21 13:00:00+01:00,Coal,0.0
2030,sc01,11-21 13:00:00+01:00,Solar,12.97194079224
2030,sc01,11-21 13:00:00+01:00,Gas,23.180350382022976
2030,sc01,11-22 12:00:00+01:00,Oil,0.0
2030,sc01,11-22 12:00:00+01:00,Wind,64.14991536330001
2030,sc01,11-22 12:00:00+01:00,Nuclear,90.27720000000001
2030,sc01,11-22 12:00:00+01:00,Coal,0.0
2030,sc01,11-22 12:00:00+01:00,Solar,42.58909911555
2030,sc01,11-22 12:00:00+01:00,Gas,10.771732553517
